#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:54,NYG 17,3,1:34,9,Punt
2,1,8:37,NYG 20,11,5:08,76,Field Goal
3,1,1:53,CHI 28,4,0:55,8,Missed FG
4,2,13:26,NYG 30,3,2:01,4,Punt
5,2,9:44,CHI 29,3,1:53,-5,Punt
6,2,5:43,CHI 47,2,0:36,-1,Fumble
7,2,3:25,NYG 27,3,1:44,7,Punt
8,3,15:00,NYG 31,3,1:27,7,Punt
9,3,11:35,NYG 16,3,1:43,6,Punt
10,3,8:06,NYG 10,8,5:18,90,Touchdown
11,3,1:40,NYG 37,3,1:32,6,Punt
12,4,13:56,NYG 8,6,2:06,21,Fumble
13,4,10:58,NYG 30,7,4:08,56,Fumble
14,4,5:21,CHI 32,2,0:50,32,Touchdown
15,4,2:30,NYG 45,5,2:30,47,End of Game
