Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
2,9:59,3,19,CHI 26,0,3,"Jay Cutler sacked by Osi Umenyiora for -3 yards. Jay Cutler fumbles (forced by Osi Umenyiora), recovered by Deon Grant at CHI-29 (tackle by Earl Bennett)",-1.150,-3.640
2,9:44,1,10,CHI 29,0,3,Ahmad Bradshaw left guard for 2 yards (tackle by Matt Toeaina and Danieal Manning),3.640,3.370
2,9:09,2,8,CHI 27,0,3,Ahmad Bradshaw right tackle for -2 yards (tackle by D.J. Moore),3.370,2.410
2,8:33,3,10,CHI 29,0,3,"Penalty on Chris Snee: False Start, 5 yards (no play)",2.410,1.750
2,8:09,3,15,CHI 34,0,3,Eli Manning pass incomplete short middle intended for Kevin Boss,1.750,1.060
2,7:59,4,15,CHI 34,0,3,"Matt Dodge punts 34 yards, touchback",1.060,-0.280
2,7:51,1,10,CHI 20,0,3,Matt Forte left tackle for 8 yards (tackle by Terrell Thomas),0.280,0.810
2,7:20,2,2,CHI 28,0,3,"Penalty on Greg Olsen: False Start, 5 yards (no play)",0.810,0.140
2,7:05,2,7,CHI 23,0,3,Jay Cutler sacked by Jonathan Goff and Barry Cofield for -2 yards,0.140,-0.820
2,6:26,3,9,CHI 21,0,3,Jay Cutler sacked by Justin Tuck for -9 yards,-0.820,-2.490
2,5:55,4,18,CHI 12,0,3,Brad Maynard punts 35 yards,-2.490,-2.460
2,5:43,1,10,CHI 47,0,3,Eli Manning pass complete short right to Madison Hedgecock for 1 yard (tackle by Tim Jennings and Pisa Tinoisamoa),2.460,2.050
2,5:07,2,9,CHI 46,0,3,"Eli Manning sacked by Julius Peppers for -5 yards. Eli Manning fumbles (forced by Julius Peppers), recovered by Brian Urlacher at CHI-48 (tackle by David Diehl)",2.050,-2.130
,,,,,,,"NYG challenged the fumble ruling, and the play was upheld.",,
2,5:07,1,10,CHI 48,0,3,Jay Cutler sacked by Barry Cofield for -9 yards,2.130,0.370
2,4:39,2,19,CHI 39,0,3,Jay Cutler pass complete short left to Matt Forte for 1 yard (tackle by Dave Tollefson and Jonathan Goff),0.370,-0.160
2,3:44,3,18,CHI 40,0,3,Jay Cutler pass incomplete,-0.160,-0.720
2,3:32,4,18,CHI 40,0,3,"Brad Maynard punts 34 yards, returned by Darius Reynaud for 1 yard (tackle by Corey Graham)",-0.720,-0.740
2,3:25,1,10,NYG 27,0,3,Ahmad Bradshaw right end for 2 yards (tackle by Lance Briggs),0.740,0.470
2,2:50,2,8,NYG 29,0,3,Ahmad Bradshaw left tackle for 5 yards (tackle by Pisa Tinoisamoa and Brian Urlacher),0.470,0.430
2,2:06,3,3,NYG 34,0,3,Eli Manning pass incomplete short middle intended for Steve Smith,0.430,-1.110
2,1:57,4,3,NYG 34,0,3,"Matt Dodge punts 56 yards, returned by Devin Hester for 36 yards (tackle by Matt Dodge). Penalty on Earl Bennett: Offensive Holding, 5 yards",-1.110,0.380
2,1:41,1,10,CHI 5,0,3,Jay Cutler pass complete short right to Greg Olsen for 7 yards (tackle by Jonathan Goff),-0.380,-0.270
2,1:32,,,,0,3,Timeout #2 by New York Giants,0.000,-0.270
2,1:32,2,3,CHI 12,0,3,Chester Taylor right end for 7 yards (tackle by Jonathan Goff and Kenny Phillips),-0.270,0.150
2,0:58,1,10,CHI 19,0,3,Jay Cutler sacked by Aaron Ross for -7 yards,0.150,-1.290
2,0:44,,,,0,3,Timeout #3 by New York Giants,0.000,-1.290
2,0:44,2,17,CHI 12,0,3,Chester Taylor right guard for 11 yards (tackle by Justin Tuck and Michael Boley),-1.290,-0.550
Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,0,3,"Robbie Gould kicks off 59 yards, returned by Darius Reynaud for 20 yards (tackle by Tim Jennings)",0.000,1.000
3,14:53,1,10,NYG 31,0,3,Ahmad Bradshaw left end for -1 yards (tackle by Julius Peppers),1.000,0.320
3,14:26,2,11,NYG 30,0,3,Eli Manning pass complete short left to Hakeem Nicks for 8 yards (tackle by Pisa Tinoisamoa),0.320,0.700
3,13:53,3,3,NYG 38,0,3,Eli Manning pass incomplete deep middle intended for Mario Manningham (defended by Tim Jennings),0.700,-0.850
3,13:42,4,3,NYG 38,0,3,Matt Dodge punts 33 yards,-0.850,-0.870
3,13:33,1,10,CHI 29,0,3,Matt Forte left guard for 3 yards (tackle by Barry Cofield),0.870,0.730
3,13:05,2,7,CHI 32,0,3,Matt Forte left tackle for 2 yards (tackle by Chris Canty),0.730,0.300
3,12:25,3,5,CHI 34,0,3,Matt Forte right tackle for 1 yard (tackle by Justin Tuck and Osi Umenyiora),0.300,-1.040
3,11:47,4,4,CHI 35,0,3,"Brad Maynard punts 49 yards, returned by Darius Reynaud for no gain",-1.040,0.140
3,11:35,1,10,NYG 16,0,3,Eli Manning pass complete short middle to Brandon Jacobs for 4 yards (tackle by Pisa Tinoisamoa),-0.140,0.010
3,10:58,2,6,NYG 20,0,3,Brandon Jacobs right tackle for 2 yards (tackle by Danieal Manning),0.010,-0.570
3,10:07,3,4,NYG 22,0,3,Eli Manning pass incomplete short left intended for Kevin Boss (defended by Julius Peppers),-0.570,-1.900
3,10:00,4,4,NYG 22,0,3,Matt Dodge punts 35 yards,-1.900,-1.800
3,9:52,1,10,CHI 43,0,3,Matt Forte middle for 1 yard (tackle by Kenny Phillips and Corey Webster),1.800,1.390
3,9:17,2,9,CHI 44,0,3,Todd Collins pass complete short middle to Devin Hester for 8 yards (tackle by Kenny Phillips),1.390,1.750
3,8:58,3,1,NYG 48,0,3,Matt Forte right tackle for -2 yards (tackle by Jonathan Goff),1.750,-0.060
3,8:22,4,3,,0,3,"Brad Maynard punts 31 yards. Penalty on Corey Webster: Offensive Holding, 9 yards",-0.060,0.380
3,8:06,1,10,NYG 10,0,3,Ahmad Bradshaw left tackle for 4 yards (tackle by Danieal Manning),-0.380,-0.460
3,7:31,2,6,NYG 14,0,3,Eli Manning pass complete short right to Steve Smith for 6 yards (tackle by Zackary Bowman),-0.460,0.280
3,6:44,1,10,NYG 20,0,3,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",0.280,-0.310
3,6:17,1,15,NYG 15,0,3,Ahmad Bradshaw right end for -2 yards (tackle by Pisa Tinoisamoa),-0.310,-1.280
3,5:40,2,17,NYG 13,0,3,Eli Manning pass complete deep left to Hakeem Nicks for 21 yards (tackle by Pisa Tinoisamoa and Charles Tillman),-1.280,1.200
3,4:57,1,10,NYG 34,0,3,Ahmad Bradshaw right guard for 13 yards (tackle by Danieal Manning),1.200,2.060
3,4:18,1,10,NYG 47,0,3,Eli Manning pass complete deep left to Travis Beckum for 25 yards (tackle by Charles Tillman and Chris Harris),2.060,3.710
3,3:39,1,10,CHI 28,0,3,Ahmad Bradshaw right guard for 25 yards (tackle by Charles Tillman),3.710,6.510
3,2:58,1,3,CHI 3,0,9,"Ahmad Bradshaw right tackle for 3 yards, touchdown",6.510,7.000
3,,,,,0,9,"Penalty on Rich Seubert: False Start, 5 yards (no play)",0.000,0.000
3,,,,CHI 2,0,10,"Lawrence Tynes kicks extra point good. Penalty on Julius Peppers: Defensive Offside, 5 yards",0.000,0.000
3,,,,NYG 35,0,10,"Lawrence Tynes kicks off 70 yards, touchback",0.000,0.280
3,2:48,1,10,CHI 20,0,10,Todd Collins pass complete short right to Greg Olsen for 4 yards (tackle by Linval Joseph and Jonathan Goff),0.280,0.270
3,2:14,2,6,CHI 24,0,10,Todd Collins pass incomplete,0.270,-0.430
3,1:57,3,6,CHI 24,0,10,Todd Collins pass incomplete short right intended for Devin Hester,-0.430,-1.770
3,1:51,4,6,CHI 24,0,10,"Brad Maynard punts 44 yards. Penalty on Corey Graham: Illegal Touch Kick, 5 yards",-1.770,-1.400
3,1:40,1,10,NYG 37,0,10,Ahmad Bradshaw middle for 2 yards (tackle by Mark Anderson and Julius Peppers),1.400,1.130
3,1:08,2,8,NYG 39,0,10,Ahmad Bradshaw left end for 4 yards (tackle by Mark Anderson and Tommie Harris),1.130,0.960
3,0:26,3,4,NYG 43,0,10,Eli Manning pass incomplete short left intended for Hakeem Nicks (defended by Charles Tillman),0.960,-0.520
3,0:18,4,4,NYG 43,0,10,"Matt Dodge punts 57 yards, touchback",-0.520,-0.280
3,0:08,1,10,CHI 20,0,10,Devin Hester left end for 11 yards (tackle by Deon Grant),0.280,1.000
Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 31,0,10,"Todd Collins pass incomplete is intercepted by Jason Pierre-Paul at CHI-35 and returned for 16 yards. Penalty on Jonathan Goff: Unnecessary Roughness (Declined), Penalty on Jonathan Goff: Roughing the Passer, 15 yards (no play)",1.000,1.990
4,14:51,1,10,CHI 46,0,10,Todd Collins pass complete deep middle to Greg Olsen for 19 yards (tackle by Terrell Thomas),1.990,3.250
4,14:07,1,10,NYG 35,0,10,Todd Collins pass incomplete short middle intended for Greg Olsen,3.250,2.700
4,14:02,2,10,NYG 35,0,10,Todd Collins pass incomplete deep middle intended for Greg Olsen is intercepted by Deon Grant at NYG-8,2.700,0.380
4,13:56,1,10,NYG 8,0,10,Eli Manning pass complete short right to Steve Smith for 9 yards,-0.380,0.050
4,13:40,2,1,NYG 17,0,10,Ahmad Bradshaw right guard for 5 yards (tackle by Danieal Manning),0.050,0.410
4,13:01,1,10,NYG 22,0,10,Eli Manning pass incomplete short left intended for Travis Beckum,0.410,-0.130
4,12:52,2,10,NYG 22,0,10,Eli Manning pass incomplete short left intended for Steve Smith (defended by Brian Urlacher),-0.130,-0.820
4,12:45,3,10,NYG 22,0,10,Eli Manning pass complete short right to Ahmad Bradshaw for 11 yards (tackle by Brian Urlacher),-0.820,1.140
4,12:05,1,10,NYG 33,0,10,"Eli Manning for no gain. Eli Manning fumbles, recovered by Chris Harris at NYG-29 (tackle by Kevin Boss)",1.140,-3.640
4,11:50,1,10,NYG 29,0,10,Todd Collins pass incomplete short left intended for Greg Olsen (defended by Dave Tollefson),3.640,3.100
4,11:46,2,10,NYG 29,0,10,Matt Forte middle for 7 yards (tackle by Aaron Ross),3.100,3.340
4,11:08,3,3,NYG 22,0,10,Todd Collins pass incomplete short right intended for Matt Forte,3.340,2.090
4,11:03,4,3,NYG 22,3,10,Robbie Gould 40 yard field goal good,2.090,3.000
4,,,,CHI 30,3,10,"Robbie Gould kicks off 64 yards, returned by Darius Reynaud for 24 yards (tackle by Brian Iwuh)",0.000,0.940
4,10:52,1,10,NYG 30,3,10,Eli Manning pass complete short right to Hakeem Nicks for 8 yards (tackle by Zackary Bowman),0.940,1.470
4,10:16,2,2,NYG 38,3,10,Eli Manning pass complete short left to Hakeem Nicks for 1 yard (tackle by Pisa Tinoisamoa),1.470,0.890
4,9:24,3,1,NYG 39,3,10,Brandon Jacobs left tackle for 4 yards (tackle by Chris Harris),0.890,1.800
4,8:53,1,10,NYG 43,3,10,Ahmad Bradshaw left end for 9 yards (tackle by Julius Peppers),1.800,2.470
4,8:25,2,1,CHI 48,3,10,Ahmad Bradshaw middle for 3 yards (tackle by Israel Idonije),2.470,2.590
4,7:49,1,10,CHI 45,3,10,Eli Manning pass complete short left to Hakeem Nicks for 9 yards (tackle by Charles Tillman and Chris Harris),2.590,3.260
4,7:07,2,1,CHI 36,3,10,"Ahmad Bradshaw middle for 22 yards (tackle by Zackary Bowman). Ahmad Bradshaw fumbles (forced by Zackary Bowman), recovered by Zackary Bowman at CHI-1 (tackle by Ahmad Bradshaw)",3.260,0.380
4,6:50,1,10,CHI 1,3,10,Matt Forte left guard for no gain (tackle by Chris Canty and Clint Sintim),-0.380,-0.780
4,6:19,2,10,CHI 1,3,10,Todd Collins pass incomplete short left intended for Johnny Knox (defended by Dave Tollefson),-0.780,-1.420
4,6:07,3,10,CHI 1,3,10,Matt Forte right end for 1 yard (tackle by Jonathan Goff),-1.420,-2.490
4,5:36,4,9,CHI 2,3,10,"Brad Maynard punts 39 yards, returned by Darius Reynaud for 9 yards (tackle by Garrett Wolfe)",-2.490,-3.450
4,5:21,1,10,CHI 32,3,10,Eli Manning pass complete deep right to Hakeem Nicks for 30 yards (tackle by Chris Harris),3.450,6.740
4,4:38,1,2,CHI 2,3,16,"Brandon Jacobs right guard for 2 yards, touchdown",6.740,7.000
4,,,,CHI 2,3,17,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,NYG 30,3,17,"Lawrence Tynes kicks off 58 yards, returned by Danieal Manning for 15 yards (tackle by Chase Blackburn)",0.000,0.740
4,4:25,1,10,CHI 27,3,17,Todd Collins pass complete short left to Earl Bennett for 5 yards (tackle by Terrell Thomas),0.740,0.000
4,,,,,3,17,--,0.000,0.870
4,4:20,2,5,CHI 32,3,17,Caleb Hanie pass complete deep middle to Johnny Knox for 26 yards (tackle by Antrel Rolle and Jonathan Goff),0.870,2.790
4,3:56,1,10,NYG 42,3,17,"Penalty on Kevin Shaffer: False Start, 5 yards (no play)",2.790,2.460
4,3:53,1,15,NYG 47,3,17,Caleb Hanie pass incomplete short left intended for Earl Bennett,2.460,1.570
4,3:49,2,15,NYG 47,3,17,Caleb Hanie pass complete short middle to Greg Olsen for 5 yards (tackle by Kenny Phillips),1.570,1.550
4,3:11,3,10,NYG 42,3,17,Caleb Hanie sacked by Justin Tuck for -8 yards,1.550,-0.060
4,2:36,4,18,,3,17,Caleb Hanie pass complete short left to Earl Bennett for 5 yards (tackle by Antrel Rolle),-0.060,-1.930
4,2:30,1,10,NYG 45,3,17,Ahmad Bradshaw right tackle for -2 yards (tackle by Brian Urlacher),1.930,1.110
4,2:00,2,12,NYG 43,3,17,Brandon Jacobs right end for 29 yards (tackle by Danieal Manning),1.110,3.710
4,1:52,1,10,CHI 28,3,17,Brandon Jacobs left tackle for 22 yards (tackle by Danieal Manning),3.710,5.830
4,1:07,1,6,CHI 6,3,17,Eli Manning kneels for -1 yards,5.830,4.760
4,0:31,2,7,CHI 7,3,17,Eli Manning kneels for -1 yards,4.760,3.580
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
