Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
2,6:55,2,1,JAX 46,6,7,T.J. Yeldon left guard for -3 yards (tackle by Kendall Langford),2.070,0.960
2,6:29,3,4,JAX 43,6,7,Blake Bortles pass complete deep middle to Allen Robinson for 17 yards (tackle by Antonio Cromartie). Penalty on T.J. Green: Defensive Holding (Declined),0.960,2.920
2,6:01,1,10,IND 40,6,7,Blake Bortles left tackle for 8 yards (tackle by D'Qwell Jackson),2.920,3.450
2,5:22,2,2,IND 32,6,7,"Blake Bortles pass complete short middle to Allen Robinson for 6 yards (tackle by Vontae Davis). Penalty on D'Qwell Jackson: Unnecessary Roughness (Offsetting), Penalty on Allen Robinson: Taunting (Offsetting) (no play)",3.450,3.450
2,4:53,2,2,IND 32,6,7,Blake Bortles pass complete short left to Marcedes Lewis for 12 yards (tackle by Mike Adams),3.450,4.240
2,4:26,1,10,IND 20,6,7,Blake Bortles pass incomplete deep middle intended for Allen Hurns,4.240,3.690
2,4:22,2,10,IND 20,6,7,"Blake Bortles pass incomplete deep right intended for Allen Robinson. Penalty on Patrick Robinson: Defensive Pass Interference, 19 yards (no play)",3.690,6.970
2,4:16,1,1,IND 1,6,7,Blake Bortles pass incomplete short right intended for Allen Robinson (defended by Clayton Geathers),6.970,5.910
2,4:13,2,1,IND 1,6,13,"Blake Bortles right guard for 1 yard, touchdown",5.910,7.000
2,4:13,,,IND 1,6,14,Jason Myers kicks extra point good,0.000,0.000
2,4:13,,,JAX 35,6,14,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
2,4:09,1,10,IND 25,6,14,Frank Gore right guard for 17 yards (tackle by Myles Jack),0.610,1.730
2,3:34,1,10,IND 42,6,14,Andrew Luck pass complete short left to T.Y. Hilton for 7 yards (tackle by Jalen Ramsey),1.730,2.130
2,3:08,2,3,IND 49,6,14,Frank Gore right guard for 4 yards (tackle by Tyson Alualu and Myles Jack),2.130,2.460
2,2:30,1,10,JAX 47,6,14,Andrew Luck sacked by Tyson Alualu for -8 yards,2.460,0.830
2,2:00,2,18,IND 45,6,14,Andrew Luck pass complete short right to Josh Ferguson for 9 yards (tackle by Malik Jackson),0.830,1.350
2,1:20,3,9,JAX 46,6,14,Andrew Luck pass incomplete deep left intended for T.Y. Hilton,1.350,0.200
2,1:13,4,9,JAX 46,6,14,"Pat McAfee punts 46 yards, touchback",0.200,-0.280
2,1:06,1,10,JAX 20,6,14,T.J. Yeldon right guard for 8 yards (tackle by Josh McNary),0.280,0.810
2,0:44,2,2,JAX 28,6,14,Blake Bortles middle for 6 yards (tackle by Josh McNary),0.810,0.810
2,0:40,2,2,JAX 28,6,14,Timeout #2 by Jacksonville Jaguars,0.810,1.200
2,0:40,1,10,JAX 34,6,14,Blake Bortles pass complete short right to Marqise Lee for 9 yards (tackle by Antonio Cromartie),1.200,1.870
2,0:36,2,1,JAX 43,6,14,"Blake Bortles pass incomplete short right intended for Neal Sterling. Penalty on T.J. Green: Unnecessary Roughness, 15 yards (no play)",1.870,2.790
2,0:32,1,10,IND 42,6,14,Blake Bortles pass complete short right to Allen Robinson for 5 yards (tackle by Antonio Cromartie),2.790,2.920
2,0:27,2,5,IND 37,6,14,"Blake Bortles pass incomplete short right intended for Allen Robinson. Penalty on Antonio Cromartie: Defensive Pass Interference, 12 yards (no play)",2.920,3.910
2,0:24,1,10,IND 25,6,14,Blake Bortles sacked by Hassan Ridgeway and Zach Kerr for -3 yards,3.910,3.910
2,0:17,1,10,IND 25,6,14,Timeout #3 by Jacksonville Jaguars,3.910,2.960
2,0:17,2,13,IND 28,6,14,Blake Bortles pass complete short right to Allen Robinson for 15 yards (tackle by Patrick Robinson),2.960,4.710
2,0:12,1,10,IND 13,6,14,"Blake Bortles pass incomplete short right intended for Allen Robinson. Penalty on Antonio Cromartie: Defensive Holding, 5 yards (no play)",4.710,5.370
2,0:07,1,8,IND 8,6,14,Blake Bortles pass complete short left to Marqise Lee for 3 yards,5.370,5.150
2,0:02,2,5,IND 5,6,17,Jason Myers 22 yard field goal good,5.150,3.000
Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,6,17,"Pat McAfee kicks off 64 yards, returned by Corey Grant for 28 yards (tackle by Erik Swoope)",0.000,0.870
3,14:54,1,10,JAX 29,6,17,T.J. Yeldon left guard for 9 yards (tackle by Sio Moore),0.870,1.540
3,14:34,2,1,JAX 38,6,17,Blake Bortles pass incomplete deep left intended for Allen Robinson,1.540,0.830
3,14:28,3,1,JAX 38,6,17,Blake Bortles pass complete short right to Marqise Lee for 13 yards (tackle by Rashaan Melvin),0.830,2.320
3,13:57,1,10,IND 49,6,17,Chris Ivory right tackle for 8 yards (tackle by Patrick Robinson),2.320,2.860
3,13:19,2,2,IND 41,6,17,Blake Bortles pass complete short right to Rashad Greene for 8 yards (tackle by Patrick Robinson),2.860,3.380
3,12:47,1,10,IND 33,6,17,Blake Bortles pass incomplete short middle intended for Allen Hurns (defended by Henry Anderson),3.380,2.840
3,12:39,2,10,IND 33,6,17,Blake Bortles pass complete short left to Allen Hurns for 5 yards (tackle by Vontae Davis),2.840,2.810
3,11:59,3,5,IND 28,6,17,Blake Bortles pass incomplete short middle intended for Allen Robinson (defended by Vontae Davis),2.810,1.630
3,11:55,4,5,IND 28,6,20,Jason Myers 46 yard field goal good,1.630,3.000
3,11:55,,,JAX 35,6,20,"Jason Myers kicks off 64 yards, returned by Jordan Todman for 28 yards (tackle by Arrelious Benn)",0.000,-0.870
3,11:45,1,10,IND 29,6,20,Frank Gore left guard for 7 yards (tackle by Yannick Ngakoue),0.870,1.270
3,11:12,2,3,IND 36,6,20,Frank Gore left tackle for 1 yard (tackle by Roy Miller),1.270,0.700
3,10:29,3,2,IND 37,6,20,Andrew Luck sacked by Paul Posluszny for -12 yards,0.700,-1.700
,,,,,,,"JAX challenged the runner was not down by contact ruling, and the original play was overturned.",,
3,9:51,4,14,IND 25,6,20,"Pat McAfee punts 54 yards, returned by Rashad Greene for 8 yards (tackle by Clayton Geathers). Penalty on Josh Johnson: Offensive Holding, 10 yards",-1.700,0.370
3,9:39,1,10,JAX 11,6,20,Blake Bortles pass incomplete short left intended for Marqise Lee,-0.370,-0.780
3,9:36,2,10,JAX 11,6,20,T.J. Yeldon left guard for 13 yards (tackle by Mike Adams),-0.780,0.540
3,9:02,1,10,JAX 24,6,20,T.J. Yeldon left guard for 1 yard (tackle by Akeem Ayers),0.540,0.130
3,8:31,2,9,JAX 25,6,20,"Blake Bortles sacked by Akeem Ayers for -5 yards. Penalty on Curt Maggitt: Unnecessary Roughness, 17 yards",0.130,1.400
3,8:01,1,10,JAX 37,6,20,Chris Ivory left guard for 4 yards (tackle by Kendall Langford),1.400,1.400
3,7:26,2,6,JAX 41,6,20,Chris Ivory left guard for 13 yards (tackle by Mike Adams),1.400,2.520
3,6:45,1,10,IND 46,6,20,Chris Ivory right end for -4 yards (tackle by D'Qwell Jackson),2.520,1.440
3,6:06,2,14,,6,20,Blake Bortles sacked by Erik Walden for -4 yards,1.440,0.230
3,5:24,3,18,JAX 46,6,20,Blake Bortles pass complete short left to Allen Robinson for 15 yards (tackle by Vontae Davis),0.230,0.660
3,4:39,4,3,IND 39,6,20,Blake Bortles pass complete short right to T.J. Yeldon for 4 yards (tackle by D'Qwell Jackson),0.660,3.250
3,4:06,1,10,IND 35,6,20,Chris Ivory right guard for 5 yards (tackle by D'Qwell Jackson),3.250,3.380
3,3:32,2,5,IND 30,6,20,Chris Ivory left guard for -1 yards (tackle by Sio Moore),3.380,2.540
3,3:01,3,6,IND 31,6,20,Blake Bortles pass incomplete short right intended for Allen Robinson (defended by Rashaan Melvin),2.540,1.340
3,2:55,4,6,IND 31,6,23,Jason Myers 49 yard field goal good,1.340,3.000
3,2:55,,,JAX 35,6,23,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
3,2:51,1,10,IND 25,6,23,Frank Gore left tackle for 5 yards (tackle by Telvin Smith),0.610,0.740
3,2:32,2,5,IND 30,6,23,Andrew Luck pass complete short right to Frank Gore for 6 yards (tackle by Paul Posluszny),0.740,1.330
3,2:09,1,10,IND 36,6,23,Andrew Luck pass complete short right to Frank Gore for 1 yard (tackle by Dante Fowler),1.330,0.930
3,1:44,2,9,IND 37,6,23,Andrew Luck pass complete deep middle to Chester Rogers for 19 yards (tackle by Tashaun Gipson),0.930,2.650
3,1:18,1,10,JAX 44,6,23,Josh Ferguson right end for no gain (tackle by Malik Jackson),2.650,2.110
3,0:49,2,10,JAX 44,6,23,Andrew Luck pass incomplete short left intended for Robert Turbin (defended by Malik Jackson),2.110,1.420
3,0:44,3,10,JAX 44,6,23,"Penalty on Dante Fowler: Defensive Offside, 5 yards (no play)",1.420,2.080
3,0:44,3,5,JAX 39,6,23,Andrew Luck pass complete short middle to Dwayne Allen for 7 yards (tackle by Jonathan Cyprien),2.080,3.450
3,0:21,1,10,JAX 32,6,23,Frank Gore right tackle for -4 yards (tackle by Sheldon Day),3.450,2.360
Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,JAX 36,6,23,"Andrew Luck pass incomplete deep right intended for Dwayne Allen (defended by Jonathan Cyprien). Penalty on Jonathan Cyprien: Defensive Pass Interference, 35 yards (no play)",2.360,6.970
4,14:52,1,1,JAX 1,12,23,"Frank Gore left guard for 1 yard, touchdown",6.970,7.000
4,14:52,1,1,JAX 1,12,23,"Penalty on Pat McAfee: False Start, 5 yards (no play)",6.970,0.000
4,14:52,,,JAX 1,13,23,Adam Vinatieri kicks extra point good,0.000,0.000
4,14:52,,,IND 35,13,23,"Pat McAfee kicks off 65 yards, returned by Corey Grant for 18 yards (tackle by Akeem Ayers)",0.000,-0.040
4,14:43,1,10,JAX 18,13,23,Blake Bortles pass incomplete short right intended for Arrelious Benn,0.040,-0.490
4,14:39,2,10,JAX 18,13,23,T.J. Yeldon right guard for 3 yards (tackle by Hassan Ridgeway),-0.490,-0.790
4,14:04,3,7,JAX 21,13,23,Blake Bortles pass complete short right to Neal Sterling for 10 yards (tackle by Rashaan Melvin),-0.790,1.000
4,13:32,1,10,JAX 31,13,23,Blake Bortles pass complete short left to Marqise Lee for 3 yards (tackle by Erik Walden),1.000,0.870
4,13:02,2,7,JAX 34,13,23,Blake Bortles pass incomplete deep left intended for Allen Robinson (defended by Vontae Davis),0.870,0.170
4,12:54,3,7,JAX 34,13,23,Blake Bortles pass incomplete short right intended for Bryan Walters,0.170,-1.110
4,12:50,4,7,JAX 34,13,23,"Brad Nortman punts 58 yards, returned by Quan Bray for 14 yards (tackle by Peyton Thompson)",-1.110,-0.410
4,12:37,1,10,IND 22,13,23,Josh Ferguson left end for -3 yards (tackle by Telvin Smith),0.410,-0.600
4,12:16,2,13,IND 19,13,23,Andrew Luck pass complete short right to Josh Ferguson for 9 yards (tackle by Telvin Smith),-0.600,-0.030
4,11:30,3,4,IND 28,13,23,Andrew Luck pass complete short left to T.Y. Hilton for 14 yards (tackle by Yannick Ngakoue),-0.030,1.730
4,11:01,1,10,IND 42,13,23,Andrew Luck left tackle for 6 yards (tackle by Telvin Smith),1.730,2.000
4,10:37,2,4,IND 48,13,23,Andrew Luck pass complete short left to Frank Gore for 14 yards (tackle by Josh Johnson),2.000,3.050
4,10:12,1,10,JAX 38,13,23,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,3.050,2.510
4,10:06,2,10,JAX 38,13,23,"Andrew Luck pass incomplete deep left intended for Quan Bray. Penalty on Davon House: Defensive Pass Interference, 24 yards (no play)",2.510,4.650
4,10:00,1,10,JAX 14,13,23,Frank Gore right guard for 2 yards (tackle by Jonathan Cyprien and Abry Jones),4.650,4.330
4,9:22,2,8,JAX 12,13,23,Andrew Luck left tackle for 7 yards (tackle by Josh Johnson),4.330,4.960
4,8:55,3,1,JAX 5,13,23,Robert Turbin left guard for 2 yards (tackle by Chris Smith),4.960,6.510
4,8:17,1,3,JAX 3,13,23,Andrew Luck pass complete short middle to Robert Turbin for 1 yard (tackle by Paul Posluszny),6.510,5.720
4,7:37,2,2,JAX 2,13,23,Andrew Luck pass complete short right to T.Y. Hilton for no gain,5.720,4.950
4,7:13,3,2,JAX 2,19,23,"Andrew Luck pass complete short right to T.Y. Hilton for 2 yards, touchdown",4.950,7.000
4,7:13,,,JAX 2,20,23,Adam Vinatieri kicks extra point good,0.000,0.000
4,7:13,,,IND 35,20,23,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.610
4,7:06,1,10,JAX 25,20,23,Blake Bortles pass complete short left to T.J. Yeldon for 16 yards (tackle by Sio Moore),0.610,1.660
4,6:29,1,10,JAX 41,20,23,Blake Bortles pass complete short middle to T.J. Yeldon for 15 yards (tackle by Clayton Geathers),1.660,2.650
4,5:57,1,10,IND 44,20,23,Chris Ivory right guard for 2 yards (tackle by Robert Mathis),2.650,2.380
4,5:15,2,8,IND 42,20,29,"Blake Bortles pass complete short right to Allen Hurns for 42 yards, touchdown",2.380,7.000
4,5:15,,,IND 42,20,30,Jason Myers kicks extra point good,0.000,0.000
4,5:15,,,JAX 35,20,30,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
4,5:03,1,10,IND 25,20,30,Andrew Luck pass incomplete short middle intended for Josh Ferguson,0.610,0.060
4,4:58,2,10,IND 25,20,30,Andrew Luck pass complete short right to Josh Ferguson for 5 yards (tackle by Prince Amukamara),0.060,0.040
4,4:32,3,5,IND 30,20,30,Andrew Luck pass complete short right to Jack Doyle for 6 yards (tackle by Jonathan Cyprien),0.040,1.330
4,4:05,1,10,IND 36,20,30,Andrew Luck pass complete short left to Josh Ferguson for 4 yards (tackle by Josh Johnson),1.330,1.330
4,3:42,2,6,IND 40,20,30,Andrew Luck sacked by Chris Smith for -4 yards,1.330,0.100
4,3:10,3,10,IND 36,26,30,"Andrew Luck pass complete deep right to Phillip Dorsett for 64 yards, touchdown",0.100,7.000
4,3:10,,,JAX 36,27,30,Adam Vinatieri kicks extra point good,0.000,0.000
4,3:10,,,IND 35,27,30,"Pat McAfee kicks off 56 yards, returned by Corey Grant for 9 yards (tackle by Edwin Jackson)",0.000,-0.040
4,2:56,1,10,JAX 18,27,30,Blake Bortles pass complete short right to Arrelious Benn for 1 yard (tackle by Mike Adams),0.040,-0.320
4,2:51,2,9,JAX 19,27,30,T.J. Yeldon right tackle for 3 yards (tackle by Erik Walden),-0.320,-0.320
4,2:45,2,9,JAX 19,27,30,Timeout #1 by Indianapolis Colts,-0.320,-0.660
4,2:45,3,6,JAX 22,27,30,Blake Bortles pass incomplete short right intended for Marqise Lee (defended by Kendall Langford),-0.660,-1.900
4,2:41,4,6,JAX 22,27,30,"Brad Nortman punts 78 yards, touchback",-1.900,-0.280
4,2:31,1,10,IND 20,27,30,Andrew Luck pass complete short right to Josh Ferguson for -1 yards (tackle by Malik Jackson),0.280,-0.460
4,2:08,2,11,IND 19,27,30,Andrew Luck pass complete deep left to Chester Rogers for 23 yards (tackle by Paul Posluszny),-0.460,1.730
4,2:00,1,10,IND 42,27,30,Andrew Luck pass incomplete short right intended for Josh Ferguson,1.730,1.190
4,1:53,2,10,IND 42,27,30,Andrew Luck pass incomplete deep right intended for Phillip Dorsett,1.190,0.500
4,1:48,3,10,IND 42,27,30,Andrew Luck pass complete short middle to T.Y. Hilton for 9 yards (tackle by Prince Amukamara),0.500,0.000
4,1:42,4,1,JAX 49,27,30,Andrew Luck pass incomplete short middle intended for Dwayne Allen (defended by Josh Johnson),0.000,-2.190
4,1:36,1,10,JAX 49,27,30,T.J. Yeldon left guard for -1 yards (tackle by Zach Kerr),2.190,2.190
4,1:31,1,10,JAX 49,27,30,Timeout #2 by Indianapolis Colts,2.190,1.510
4,1:31,2,11,JAX 48,27,30,T.J. Yeldon right tackle for -2 yards (tackle by David Parry),1.510,1.510
4,1:27,2,11,JAX 48,27,30,Timeout #3 by Indianapolis Colts,1.510,0.560
4,1:27,3,13,JAX 46,27,30,T.J. Yeldon right guard for 3 yards (tackle by Josh McNary),0.560,-0.130
4,1:27,4,10,JAX 49,27,30,"Penalty on Brad Nortman: Delay of Game, 5 yards (no play)",-0.130,-0.460
4,0:38,4,15,JAX 44,27,30,Brad Nortman punts 38 yards,-0.460,-0.040
4,0:26,1,10,IND 18,27,30,Andrew Luck pass complete short left to Josh Ferguson for 2 yards (tackle by Jalen Ramsey),0.040,-0.130
4,0:19,2,8,IND 20,27,30,Andrew Luck sacked by Sen'Derrick Marks for -3 yards,-0.130,-1.340
4,0:02,3,11,IND 17,27,30,Andrew Luck spiked the ball,-1.340,-2.320
4,0:02,4,11,IND 17,27,30,"Andrew Luck pass complete short middle to Josh Ferguson for 5 yards, lateral to Chester Rogers for -3 yards (tackle by Yannick Ngakoue). Chester Rogers fumbles (forced by Yannick Ngakoue), recovered by Andrew Luck at IND-19, lateral to Phillip Dorsett for -4 yards (tackle by Prince Amukamara)",-2.320,-0.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
