Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
2,10:53,2,15,KAN 39,10,0,Patrick Mahomes pass incomplete deep right intended for Gehrig Dieter,0.640,-0.030
2,10:46,3,15,KAN 39,10,0,Patrick Mahomes pass complete deep left to Travis Kelce for 16 yards,-0.030,2.590
2,10:08,1,10,OAK 45,10,0,Patrick Mahomes right end for 6 yards (tackle by Clinton McDonald),2.590,2.850
2,9:34,2,4,OAK 39,10,0,Damien Williams right tackle for 6 yards (tackle by Rashaan Melvin),2.850,3.380
2,8:53,1,10,OAK 33,10,0,Damien Williams left tackle for 3 yards (tackle by Johnathan Hankins and Clinton McDonald),3.380,3.240
2,8:14,2,7,OAK 30,10,0,Spencer Ware right tackle for 1 yard (tackle by Fadol Brown),3.240,2.680
2,7:31,3,6,OAK 29,10,0,"Patrick Mahomes left end for no gain Patrick Mahomes pass complete deep left to Demetrius Harris for 20 yards (tackle by Gareon Conley). Penalty on Patrick Mahomes: Illegal Forward Pass, 5 yards",2.680,1.240
2,7:07,4,9,OAK 32,13,0,Harrison Butker 50 yard field goal good,1.240,3.000
2,7:02,,,KAN 35,13,0,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,7:02,1,10,OAK 25,13,0,Doug Martin left guard for 7 yards (tackle by Dee Ford),0.610,1.010
2,6:27,2,3,OAK 32,13,0,Derek Carr pass complete deep left to Jared Cook for 29 yards (tackle by Kendall Fuller),1.010,2.980
2,5:45,1,10,KAN 39,13,0,"Derek Carr pass complete short right to Jordy Nelson for 6 yards. Penalty on Marcell Ateman: Offensive Pass Interference, 10 yards (no play)",2.980,2.320
2,5:19,1,20,KAN 49,13,0,Derek Carr pass complete short right to Jared Cook for no gain (tackle by Ron Parker),2.320,1.090
2,4:38,2,20,KAN 49,13,0,Derek Carr pass complete short right to Marcell Ateman for 7 yards (tackle by Orlando Scandrick),1.090,1.360
2,3:57,3,13,KAN 42,13,0,Derek Carr pass complete short middle to Seth Roberts for 16 yards (tackle by Kendall Fuller),1.360,3.840
2,3:23,1,10,KAN 26,13,0,Derek Carr pass complete short left to Dwayne Harris for 9 yards (tackle by Anthony Hitchens and Steven Nelson),3.840,4.640
2,2:40,2,1,KAN 17,13,0,Doug Martin up the middle for 5 yards (tackle by Anthony Hitchens),4.640,4.780
2,2:03,1,10,KAN 12,13,0,"Penalty on Dee Ford: Neutral Zone Infraction, 5 yards (no play)",4.780,5.930
2,2:00,1,5,KAN 7,13,0,Doug Martin left tackle for no gain (tackle by Chris Jones),5.930,5.020
2,1:20,2,5,KAN 7,13,0,Derek Carr pass incomplete short middle intended for Jordy Nelson. Penalty on Jared Cook: Unsportsmanlike Conduct (Offsetting),5.020,4.160
2,1:15,3,5,KAN 7,13,0,"Derek Carr pass incomplete short right intended for Seth Roberts. Penalty on Kendall Fuller: Defensive Pass Interference, 6 yards (no play)",4.160,6.970
2,1:12,1,1,KAN 1,13,0,Doug Martin up the middle for no gain (tackle by Chris Jones),6.970,5.910
2,1:07,,,,,,Timeout #1 by Kansas City Chiefs,,
2,1:07,2,1,KAN 1,13,6,"Doug Martin up the middle for 1 yard, touchdown",5.910,7.000
2,1:04,,,KAN 15,13,7,Daniel Carlson kicks extra point good,0.000,0.000
2,1:04,,,OAK 35,13,7,"Daniel Carlson kicks off 60 yards, (tackle by Daniel Carlson). Penalty on Gehrig Dieter: Offensive Holding, 10 yards",0.000,0.040
2,0:55,1,10,KAN 18,13,7,Patrick Mahomes pass complete short left to Chris Conley for 5 yards (tackle by Nicholas Morrow),0.040,0.280
2,0:41,2,5,KAN 23,13,7,Patrick Mahomes pass complete deep middle to Travis Kelce for 25 yards (tackle by Reggie Nelson),0.280,2.130
2,0:31,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:31,1,10,KAN 48,13,7,Patrick Mahomes pass complete short right to Travis Kelce for 8 yards (tackle by Nicholas Morrow),2.130,2.660
2,0:24,,,,,,Timeout #3 by Kansas City Chiefs,,
2,0:24,2,2,OAK 44,13,7,Patrick Mahomes pass complete deep right to Demarcus Robinson for 38 yards (tackle by Daryl Worley),2.660,5.830
2,0:12,1,6,OAK 6,19,7,"Patrick Mahomes pass complete short right to Travis Kelce for 6 yards, touchdown",5.830,7.000
2,0:07,,,,,,Timeout #1 by Oakland Raiders,,
2,0:07,,,OAK 15,19,7,Harrison Butker kicks extra point blocked by Arden Key,0.000,-1.000
2,0:07,,,KAN 35,19,7,"Harrison Butker kicks off 54 yards, returned by Dwayne Harris for 12 yards (tackle by Frank Zombo)",0.000,1.270
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,19,7,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,OAK 25,19,7,Doug Martin right guard for 1 yard (tackle by Anthony Hitchens and Derrick Nnadi),0.610,0.200
3,14:32,2,9,OAK 26,19,7,Derek Carr pass complete short left to Jordy Nelson for 2 yards (tackle by Kendall Fuller),0.200,-0.230
3,14:01,3,7,OAK 28,19,7,Derek Carr pass complete short left to Jalen Richard for 8 yards (tackle by Steven Nelson),-0.230,1.330
3,13:18,1,10,OAK 36,19,7,Jalen Richard left end for 30 yards (tackle by Ron Parker),1.330,3.310
3,12:29,1,10,KAN 34,19,7,Derek Carr pass complete short right to Seth Roberts for 3 yards (tackle by Orlando Scandrick),3.310,3.180
3,12:04,2,7,KAN 31,19,7,"Derek Carr sacked by Dee Ford for -4 yards. Derek Carr fumbles (forced by Dee Ford), recovered by Brandon Parker at KC-32 (tackle by Allen Bailey)",3.180,2.350
3,11:19,3,8,KAN 32,19,7,Derek Carr pass incomplete deep middle intended for Marcell Ateman (defended by Orlando Scandrick),2.350,1.240
3,11:10,4,8,KAN 32,19,10,Daniel Carlson 50 yard field goal good,1.240,3.000
3,11:06,,,OAK 35,19,10,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
3,11:06,1,10,KAN 25,19,10,Spencer Ware left end for 3 yards (tackle by Nicholas Morrow),0.610,0.470
3,10:34,2,7,KAN 28,19,10,Patrick Mahomes pass complete short middle to Tyreek Hill for 13 yards (tackle by Tahir Whitehead and Gareon Conley),0.470,1.660
3,9:57,1,10,KAN 41,19,10,Spencer Ware right tackle for 13 yards (tackle by Nicholas Morrow and Daryl Worley),1.660,2.520
3,9:16,1,10,OAK 46,19,10,Patrick Mahomes pass complete short left to Travis Kelce for 8 yards (tackle by Tahir Whitehead),2.520,3.060
3,8:42,2,2,OAK 38,19,10,Damien Williams right tackle for 17 yards (tackle by Daryl Worley),3.060,4.170
3,8:06,1,10,OAK 21,19,10,Patrick Mahomes pass incomplete short middle intended for Chris Conley,4.170,3.630
3,8:01,2,10,OAK 21,19,10,Patrick Mahomes pass complete short right to Demetrius Harris for 16 yards (tackle by Daryl Worley),3.630,6.060
3,7:21,1,5,OAK 5,19,10,Patrick Mahomes pass incomplete short right intended for Tyreek Hill,6.060,5.150
3,7:17,2,5,OAK 5,19,10,Tyreek Hill right end for 4 yards (tackle by Nicholas Morrow),5.150,5.170
3,6:41,3,1,OAK 1,19,10,Spencer Ware up the middle for no gain (tackle by Frostee Rucker and Karl Joseph),5.170,3.550
3,5:52,4,1,OAK 1,25,10,"Spencer Ware up the middle for 1 yard, touchdown",3.550,7.000
3,5:48,,,OAK 15,26,10,Harrison Butker kicks extra point good,0.000,0.000
3,5:48,,,KAN 35,26,10,"Harrison Butker kicks off 64 yards, returned by Dwayne Harris for 31 yards (tackle by Darrel Williams)",0.000,1.070
3,5:41,1,10,OAK 32,26,10,Derek Carr pass complete short right to Jordy Nelson for 6 yards (tackle by Orlando Scandrick),1.070,1.340
3,5:12,2,4,OAK 38,26,10,Derek Carr pass incomplete deep right intended for Marcell Ateman,1.340,0.630
3,5:08,3,4,OAK 38,26,10,Derek Carr pass complete deep right to Jared Cook for 20 yards (tackle by Ron Parker),0.630,2.790
3,4:37,1,10,KAN 42,26,10,Jalen Richard right tackle for 23 yards (tackle by Anthony Hitchens and Orlando Scandrick),2.790,4.310
3,4:08,1,10,KAN 19,26,10,"Jalen Richard right tackle for no gain (tackle by Anthony Hitchens) Penalty on OAK: Illegal Shift, 5 yards (no play)",4.310,3.970
3,3:39,1,15,KAN 24,26,10,Derek Carr pass incomplete deep left intended for Seth Roberts,3.970,3.090
3,3:33,2,15,KAN 24,26,16,"Derek Carr pass complete deep middle to Jared Cook for 24 yards, touchdown",3.090,7.000
3,3:28,,,KAN 2,26,16,"Two Point Attempt: Jalen Richard rushes, conversion fails.",0.000,-1.000
3,3:28,,,OAK 35,26,16,"Daniel Carlson kicks off 64 yards, (tackle by Dwayne Harris and Marquel Lee)",0.000,0.280
3,3:21,1,10,KAN 20,26,16,Patrick Mahomes pass incomplete short right intended for Demetrius Harris,0.280,-0.270
3,3:17,2,10,KAN 20,26,16,Spencer Ware left tackle for 3 yards (tackle by P.J. Hall and Kyle Wilber),-0.270,-0.560
3,2:37,3,7,KAN 23,26,16,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill,-0.560,-1.830
3,2:32,4,7,KAN 23,26,16,"Dustin Colquitt punts 43 yards, fair catch by Jalen Richard at OAK-34",-1.830,-1.200
3,2:24,1,10,OAK 34,26,16,"Jalen Richard right tackle for 17 yards (tackle by Kendall Fuller). Jalen Richard fumbles (forced by Kendall Fuller), recovered by Daniel Sorensen at KC-48 (tackle by Brandon Parker)",1.200,-2.130
3,2:13,1,10,KAN 48,26,16,Patrick Mahomes pass incomplete deep middle intended for Tyreek Hill,2.130,1.580
3,2:07,2,10,KAN 48,26,16,Patrick Mahomes pass complete short middle to Travis Kelce for 9 yards (tackle by Daryl Worley),1.580,2.080
3,1:26,3,1,OAK 43,26,16,Patrick Mahomes left tackle for 2 yards (tackle by Tahir Whitehead),2.080,2.850
3,0:44,1,10,OAK 41,26,16,Patrick Mahomes pass incomplete deep left intended for Chris Conley,2.850,2.310
3,0:38,2,10,OAK 41,26,16,Patrick Mahomes pass incomplete short left intended for Tyreek Hill (defended by Fadol Brown),2.310,1.620
3,0:33,3,10,OAK 41,26,16,Patrick Mahomes pass complete deep right to Travis Kelce for 28 yards (tackle by Reggie Nelson). Penalty on Nick Nelson: Defensive Offside (Declined),1.620,4.710
3,0:09,1,10,OAK 13,32,16,"Patrick Mahomes pass complete short right to Demetrius Harris for 13 yards, touchdown",4.710,7.000
3,0:04,,,OAK 15,33,16,Harrison Butker kicks extra point good,0.000,0.000
3,0:04,,,KAN 35,33,16,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,0:04,1,10,OAK 25,33,16,Doug Martin up the middle for 7 yards (tackle by Reggie Ragland and Dee Ford),0.610,1.010
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,OAK 32,33,16,Doug Martin right end for 4 yards (tackle by Anthony Hitchens and Reggie Ragland),1.010,1.330
4,14:30,1,10,OAK 36,33,16,Doug Martin right tackle for 17 yards (tackle by Orlando Scandrick),1.330,2.460
4,14:01,1,10,KAN 47,33,16,Derek Carr pass complete short right to Jordy Nelson for 13 yards (tackle by Orlando Scandrick),2.460,3.310
4,13:36,1,10,KAN 34,33,16,Jalen Richard right end for 2 yards (tackle by Orlando Scandrick and Anthony Hitchens),3.310,3.040
4,12:56,2,8,KAN 32,33,16,Derek Carr pass complete short right to Doug Martin for 4 yards (tackle by Orlando Scandrick and Allen Bailey),3.040,2.870
4,12:17,3,4,KAN 28,33,16,Derek Carr pass complete short middle to Jordy Nelson for 9 yards (tackle by Dorian O'Daniel),2.870,4.310
4,11:52,1,10,KAN 19,33,16,Jalen Richard right tackle for 16 yards (tackle by Breeland Speaks),4.310,6.510
4,11:21,1,3,KAN 3,33,16,Doug Martin up the middle for 2 yards (tackle by Xavier Williams),6.510,5.910
4,10:45,2,1,KAN 1,33,22,"Derek Carr pass complete short right to Lee Smith for 1 yard, touchdown, touchdown. Penalty on Ron Parker: Defensive Holding (Declined)",5.910,7.000
4,10:41,,,KAN 15,33,23,Daniel Carlson kicks extra point good,0.000,0.000
4,10:41,,,OAK 35,33,23,"Daniel Carlson kicks off 64 yards, (tackle by Karl Joseph). Penalty on Ben Niemann: Offensive Holding, 7 yards",0.000,-0.380
4,10:35,1,10,KAN 8,33,23,Damien Williams right tackle for 7 yards (tackle by Frostee Rucker),-0.380,-0.210
4,10:00,2,3,KAN 15,33,23,"Patrick Mahomes pass complete short left to Travis Kelce for 3 yards (tackle by Marcus Gilchrist). Penalty on Chris Conley: Offensive Holding, 9 yards",-0.210,-0.710
4,9:35,2,9,KAN 9,33,23,Patrick Mahomes pass incomplete short right intended for Chris Conley,-0.710,-1.300
4,9:31,3,9,KAN 9,33,23,Patrick Mahomes pass incomplete short right intended for Chris Conley,-1.300,-2.490
4,9:25,4,9,KAN 9,33,23,"Dustin Colquitt punts 45 yards, fair catch by Dwayne Harris at OAK-46",-2.490,-1.990
4,9:18,1,10,OAK 46,33,23,Doug Martin right tackle for -2 yards (tackle by Dee Ford),1.990,1.180
4,8:44,2,12,OAK 44,33,23,"Derek Carr pass incomplete deep right intended for Jordy Nelson. Penalty on Orlando Scandrick: Defensive Pass Interference, 17 yards (no play)",1.180,2.980
4,8:40,1,10,KAN 39,33,23,Derek Carr pass complete deep right to Jordy Nelson for 20 yards (tackle by Orlando Scandrick),2.980,4.310
4,8:24,1,10,KAN 19,33,23,Doug Martin up the middle for 3 yards (tackle by Allen Bailey and Dorian O'Daniel),4.310,4.180
4,7:39,2,7,KAN 16,33,23,DeAndre Washington up the middle for 7 yards (tackle by Allen Bailey and Anthony Hitchens),4.180,5.140
4,6:56,1,9,KAN 9,33,23,Derek Carr pass incomplete short left,5.140,4.380
4,6:49,2,9,KAN 9,33,29,"Derek Carr pass complete short left to Marcell Ateman for 9 yards, touchdown",4.380,7.000
4,6:46,,,KAN 15,33,30,Daniel Carlson kicks extra point good,0.000,0.000
4,6:46,,,OAK 35,33,30,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,6:46,1,10,KAN 25,33,30,"Patrick Mahomes left end for 8 yards (tackle by Nicholas Morrow). Penalty on Gareon Conley: Defensive Holding, 5 yards",0.610,1.470
4,6:20,1,10,KAN 38,33,30,Patrick Mahomes left end for 9 yards (tackle by Karl Joseph),1.470,2.140
4,5:48,2,1,KAN 47,33,30,"Spencer Ware left tackle for no gain (tackle by Frostee Rucker). Penalty on Mitch Morse: Offensive Holding, 10 yards (no play)",2.140,0.790
4,5:30,2,11,KAN 37,33,30,Spencer Ware right tackle for 6 yards (tackle by Tahir Whitehead),0.790,0.890
4,4:47,3,5,KAN 43,33,30,"Patrick Mahomes pass incomplete deep right intended for Tyreek Hill (defended by Rashaan Melvin). Penalty on Fadol Brown: Defensive Offside, 5 yards (no play)",0.890,2.130
4,4:38,1,10,KAN 48,33,30,Patrick Mahomes pass complete short left to Chris Conley for 18 yards (tackle by Marcus Gilchrist and Gareon Conley),2.130,3.310
4,3:55,1,10,OAK 34,33,30,Damien Williams left tackle for 5 yards (tackle by Johnathan Hankins and Shilique Calhoun),3.310,3.450
4,3:09,2,5,OAK 29,33,30,Spencer Ware left guard for no gain (tackle by Maurice Hurst and Shilique Calhoun),3.450,2.740
4,2:25,3,5,OAK 29,33,30,Patrick Mahomes pass complete deep right to Travis Kelce for 25 yards (tackle by Reggie Nelson),2.740,6.280
4,2:07,,,,,,Timeout #1 by Oakland Raiders,,
4,2:07,1,4,OAK 4,33,30,Spencer Ware right tackle for 2 yards (tackle by Shilique Calhoun),6.280,5.720
4,2:00,2,2,OAK 2,33,30,Patrick Mahomes pass incomplete short middle intended for Travis Kelce (defended by P.J. Hall),5.720,4.950
4,1:57,3,2,OAK 2,39,30,"Patrick Mahomes pass complete short middle to Chris Conley for 2 yards, touchdown",4.950,7.000
4,1:54,,,OAK 15,40,30,Harrison Butker kicks extra point good,0.000,0.000
4,1:54,,,KAN 35,40,30,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,1:54,1,10,OAK 25,40,30,Derek Carr sacked by Chris Jones for -6 yards,0.610,-0.810
4,1:28,2,16,OAK 19,40,30,Derek Carr pass complete short right to Jared Cook for 10 yards (tackle by Kendall Fuller),-0.810,-0.100
4,1:23,3,6,OAK 29,40,30,Derek Carr pass complete short middle to Jalen Richard for 15 yards (tackle by Ron Parker and Daniel Sorensen),-0.100,1.860
4,1:04,1,10,OAK 44,40,30,Derek Carr pass incomplete short middle intended for Jalen Richard (defended by Daniel Sorensen),1.860,1.320
4,1:00,2,10,OAK 44,40,30,Derek Carr pass incomplete deep middle intended for Seth Roberts,1.320,0.630
4,0:53,3,10,OAK 44,40,30,Derek Carr pass complete short right to Jordy Nelson for 17 yards (tackle by Daniel Sorensen),0.630,2.980
4,0:41,1,10,KAN 39,40,30,"Derek Carr spiked the ball. Penalty on Chris Jones: Defensive Offside, 5 yards (no play)",2.980,3.710
4,0:39,1,5,KAN 34,40,30,Derek Carr pass complete short right to Jalen Richard for 8 yards (tackle by Ron Parker),3.710,3.840
4,0:34,1,10,KAN 26,40,33,Daniel Carlson 44 yard field goal good,3.840,3.000
4,0:30,,,OAK 35,40,33,"Daniel Carlson kicks onside 7 yards, returned by Chris Conley for 5 yards (tackle by Jalen Richard)",0.000,-3.120
4,0:28,1,10,OAK 37,40,33,Patrick Mahomes kneels for -1 yards,3.120,2.440
4,0:26,,,,,,Timeout #2 by Oakland Raiders,,
4,0:26,2,11,OAK 38,40,33,Patrick Mahomes kneels for -1 yards,2.440,1.620
4,0:24,,,,,,Timeout #2 by Oakland Raiders,,
4,0:24,3,12,OAK 39,40,33,Patrick Mahomes kneels for -1 yards,1.620,0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
