Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Panthers won the coin toss and deferred, Buccaneers to receive the opening kickoff.",,
1,15:00,,,CAR 35,0,0,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,TAM 25,0,0,Rachaad White up the middle for 8 yards (tackle by Shy Tuttle and Frankie Luvu),0.610,1.140
1,14:29,2,2,TAM 33,0,0,Baker Mayfield pass incomplete short right intended for Chris Godwin,1.140,0.430
1,14:26,3,2,TAM 33,0,0,Deven Thompkins left end for 2 yards (tackle by Troy Hill),0.430,1.270
1,13:47,1,10,TAM 35,0,0,Rachaad White left guard for 4 yards (tackle by Brian Burns),1.270,1.260
1,13:03,2,6,TAM 39,0,0,Trey Palmer left end for 13 yards (tackle by Deion Jones and Xavier Woods),1.260,2.390
1,12:21,1,10,CAR 48,0,0,Rachaad White up the middle for 1 yard (tackle by Amare Barno and Derrick Brown),2.390,1.980
1,11:49,2,9,CAR 47,0,0,"Baker Mayfield pass complete short right to Cade Otton for no gain (tackle by Frankie Luvu). Penalty on Rachaad White: Offensive Pass Interference, 10 yards (accepted) (no play)",1.980,0.630
1,11:22,2,19,TAM 43,0,0,Rachaad White up the middle for 6 yards (tackle by Marquis Haynes),0.630,0.760
1,10:44,3,13,TAM 49,0,0,Baker Mayfield pass incomplete short middle intended for Trey Palmer (defended by Troy Hill),0.760,-0.130
1,10:38,4,13,TAM 49,0,0,"Jake Camarda punts 36 yards, fair catch by Ihmir Smith-Marsette at CAR-15",-0.130,0.220
1,10:31,1,10,CAR 15,0,0,Chuba Hubbard up the middle for no gain (tackle by YaYa Diaby),-0.220,-0.710
1,9:55,2,10,CAR 15,0,0,Bryce Young pass incomplete short right,-0.710,-1.370
1,9:51,3,10,CAR 15,0,0,"Bryce Young pass incomplete deep left intended for Jonathan Mingo CAR challenged the pass completion ruling, and the play was upheld.",-1.370,-2.440
1,9:46,4,10,CAR 15,0,0,"Johnny Hekker punts 57 yards, returned by Deven Thompkins for 15 yards (tackle by Kamu Grugier-Hill)",-2.440,-1.800
1,9:34,1,10,TAM 43,0,0,Baker Mayfield pass complete short right to Mike Evans for 5 yards (tackle by Xavier Woods and Jaycee Horn),1.800,1.930
1,8:59,2,5,TAM 48,0,0,Rachaad White left guard for 1 yard (tackle by Marquis Haynes and Shy Tuttle),1.930,1.350
1,8:22,3,4,TAM 49,0,0,Baker Mayfield pass complete short right to Trey Palmer for 6 yards (tackle by Jaycee Horn),1.350,2.590
1,7:44,1,10,CAR 45,0,0,Baker Mayfield pass incomplete short middle intended for Rachaad White (defended by Frankie Luvu),2.590,2.040
1,7:38,2,10,CAR 45,0,0,Baker Mayfield pass incomplete short left intended for Trey Palmer (defended by Donte Jackson),2.040,1.360
1,7:34,3,10,CAR 45,0,0,Baker Mayfield pass complete deep right to Mike Evans for 40 yards (tackle by Alex Cook),1.360,6.060
1,7:02,1,5,CAR 5,0,0,Rachaad White up the middle for 2 yards (tackle by Nick Thurman and Frankie Luvu),6.060,5.530
1,6:23,2,3,CAR 3,0,0,"Baker Mayfield pass incomplete intended for Mike Evans. Penalty on Xavier Woods: Defensive Pass Interference, 2 yards (accepted) (no play)",5.530,6.970
1,6:16,1,1,CAR 1,0,6,"Rachaad White up the middle for 1 yard, touchdown",6.970,7.000
1,6:08,,,CAR 15,0,7,Chase McLaughlin kicks extra point good,0.000,0.000
1,6:08,,,TAM 35,0,7,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
1,6:08,1,10,CAR 25,0,7,"Chuba Hubbard left guard for 7 yards (tackle by Dee Delaney and K.J. Britt). Penalty on Justin McCray: Offensive Holding, 10 yards (accepted)",0.610,0.410
1,5:38,1,13,CAR 22,0,7,Chuba Hubbard up the middle for 3 yards (tackle by Calijah Kancey and K.J. Britt),0.410,0.060
1,4:58,2,10,CAR 25,0,7,Chuba Hubbard up the middle for 6 yards (tackle by J.J. Russell),0.060,0.170
1,4:16,3,4,CAR 31,0,7,Bryce Young pass complete short right to Adam Thielen for 6 yards (tackle by Christian Izien),0.170,1.400
1,3:32,1,10,CAR 37,0,7,Bryce Young pass complete short right to Ian Thomas for 6 yards (tackle by Joe Tryon-Shoyinka),1.400,1.670
1,2:52,2,4,CAR 43,0,7,Chuba Hubbard right guard for 6 yards (tackle by Anthony Nelson),1.670,2.190
1,2:13,1,10,CAR 49,0,7,Bryce Young pass complete short left to Adam Thielen for 12 yards (tackle by Ryan Neal),2.190,2.980
1,1:31,1,10,TAM 39,0,7,Chuba Hubbard left tackle for 17 yards (tackle by Antoine Winfield),2.980,4.110
1,0:53,1,10,TAM 22,0,7,Chuba Hubbard up the middle for -2 yards (tackle by Anthony Nelson and Zyon McCollum),4.110,3.290
1,0:13,2,12,TAM 24,0,7,"Bryce Young pass complete short right to Jonathan Mingo for 3 yards (tackle by Carlton Davis). Penalty on Carlton Davis: Unnecessary Roughness / Defense, 10 yards (accepted)",3.290,4.840
Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 11,0,7,Chuba Hubbard right end for 9 yards (tackle by Carlton Davis),4.840,5.850
2,14:18,2,1,TAM 2,0,7,Bryce Young pass incomplete short right intended for Jonathan Mingo,5.850,5.120
2,14:14,3,1,TAM 2,0,7,Chuba Hubbard right end for -3 yards (tackle by Ryan Neal),5.120,3.010
2,13:33,4,4,TAM 5,3,7,Eddy Pineiro 23 yard field goal good,3.010,3.000
2,13:30,,,CAR 35,3,7,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
2,13:30,1,10,TAM 25,3,7,Chase Edmonds right guard for 4 yards (tackle by Frankie Luvu),0.610,0.600
2,12:56,2,6,TAM 29,3,7,Baker Mayfield pass incomplete short left,0.600,-0.100
2,12:52,3,6,TAM 29,3,7,Baker Mayfield pass complete short right to Chase Edmonds for 2 yards (tackle by C.J. Henderson),-0.100,-1.310
2,12:16,4,4,TAM 31,3,7,"Jake Camarda punts 42 yards, returned by Ihmir Smith-Marsette for no gain (tackle by Chase Edmonds)",-1.310,-0.740
2,12:09,1,10,CAR 27,3,7,Bryce Young pass complete short left to Jonathan Mingo for 4 yards,0.740,0.740
2,11:38,2,6,CAR 31,3,7,Miles Sanders up the middle for 5 yards (tackle by Antoine Winfield),0.740,0.700
2,10:59,3,1,CAR 36,3,7,Miles Sanders left end for -2 yards (tackle by Antoine Winfield and YaYa Diaby),0.700,-1.110
2,10:17,4,3,CAR 34,3,7,"Johnny Hekker punts 44 yards, fair catch by Deven Thompkins at TB-22",-1.110,-0.410
2,10:09,1,10,TAM 22,3,7,Baker Mayfield pass incomplete short right intended for Rachaad White,0.410,-0.130
2,10:05,2,10,TAM 22,3,7,Rachaad White up the middle for 2 yards (tackle by Amare Barno),-0.130,-0.560
2,9:25,3,8,TAM 24,3,7,Baker Mayfield pass incomplete deep left intended for Mike Evans,-0.560,-1.770
2,9:20,4,8,TAM 24,3,7,"Jake Camarda punts 56 yards, returned by Ihmir Smith-Marsette for 23 yards (tackle by Chase Edmonds and Anthony Nelson)",-1.770,-1.800
2,9:07,1,10,CAR 43,3,7,Miles Sanders right end for 8 yards (tackle by J.J. Russell),1.800,2.330
2,8:30,2,2,TAM 49,3,7,Miles Sanders right tackle for 3 yards (tackle by Ryan Neal),2.330,2.520
2,7:54,1,10,TAM 46,3,7,Miles Sanders right guard for 2 yards (tackle by YaYa Diaby and Carlton Davis),2.520,2.250
2,7:14,2,8,TAM 44,3,7,Bryce Young sacked by. Bryce Young fumbles,2.250,0.100
2,6:45,3,19,CAR 45,3,7,Bryce Young pass complete short right to Jonathan Mingo for 9 yards (tackle by Joe Tryon-Shoyinka and Antoine Winfield),0.100,0.200
2,5:59,4,10,TAM 46,3,7,Johnny Hekker punts 39 yards downed by Sam Franklin,0.200,0.380
2,5:50,1,10,TAM 7,3,7,Rachaad White up the middle for 1 yard (tackle by Derrick Brown),-0.380,-0.710
2,5:10,2,9,TAM 8,3,7,Rachaad White up the middle for 1 yard (tackle by Shy Tuttle and Derrick Brown),-0.710,-1.190
2,4:29,3,8,TAM 9,3,7,Baker Mayfield pass complete short middle to Mike Evans for 13 yards (tackle by Jaycee Horn),-1.190,0.410
2,3:52,1,10,TAM 22,3,7,Rachaad White up the middle for 1 yard (tackle by Yetur Gross-Matos),0.410,0.000
2,3:12,2,9,TAM 23,3,7,Rachaad White right end for 6 yards (tackle by Jaycee Horn),0.000,0.100
2,2:32,3,3,TAM 29,3,7,Baker Mayfield pass deep left intended for Mike Evans is intercepted by Xavier Woods at CAR-43 and returned for -3 yards (tackle by Mike Evans),0.100,-1.600
2,2:22,1,10,CAR 40,3,7,"Bryce Young pass incomplete short right. Penalty on Bryce Young: Intentional Grounding, 15 yards (accepted)",1.600,-0.970
2,2:16,2,25,CAR 25,3,7,Chuba Hubbard right tackle for 3 yards (tackle by Markees Watts),-0.970,-1.220
2,2:00,3,22,CAR 28,3,7,Raheem Blackshear right end for 6 yards (tackle by Carlton Davis),-1.220,-1.110
2,1:50,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,1:50,4,16,CAR 34,3,7,"Johnny Hekker punts 46 yards, returned by Deven Thompkins for no gain (tackle by Sam Franklin)",-1.110,-0.280
2,1:41,1,10,TAM 20,3,7,Baker Mayfield pass complete short left to Mike Evans for 11 yards (tackle by Donte Jackson),0.280,1.000
2,1:35,1,10,TAM 31,3,7,Baker Mayfield pass complete short right to Trey Palmer for 6 yards (tackle by Jaycee Horn),1.000,1.270
2,1:22,2,4,TAM 37,3,7,Baker Mayfield pass incomplete short right intended for Trey Palmer (defended by Jaycee Horn),1.270,0.560
2,1:13,3,4,TAM 37,3,7,"Baker Mayfield pass complete to Trey Palmer for no gain. Penalty on Luke Goedeke: Offensive Holding, 10 yards (declined) . Penalty on Cade Otton: Offensive Pass Interference, 10 yards (accepted) (no play)",0.560,-0.760
2,1:05,3,14,TAM 27,3,7,"Penalty on Aaron Stinnie: False Start, 5 yards (accepted) (no play)",-0.760,-1.420
2,1:05,3,19,TAM 22,3,7,Baker Mayfield pass complete short middle to Rachaad White for 6 yards (tackle by Yetur Gross-Matos),-1.420,-1.500
2,0:59,,,,,,Timeout #2 by Carolina Panthers,,
2,0:59,4,13,TAM 28,3,7,"Jake Camarda punts 46 yards, fair catch by Ihmir Smith-Marsette at CAR-26",-1.500,-0.670
2,0:53,1,10,CAR 26,3,7,Chuba Hubbard left guard for 7 yards (tackle by J.J. Russell),0.670,1.070
2,0:34,2,3,CAR 33,3,7,Bryce Young pass complete deep left to DJ Chark for 22 yards (tackle by Antoine Winfield),1.070,2.590
2,0:29,1,10,TAM 45,3,7,Bryce Young pass incomplete deep left intended for Jonathan Mingo,2.590,2.040
2,0:24,2,10,TAM 45,3,7,Bryce Young pass complete short left to DJ Chark for 4 yards (tackle by Zyon McCollum),2.040,1.880
2,0:19,3,6,TAM 41,3,7,"Bryce Young scrambles left tackle for no gain (tackle by Dee Delaney). Penalty on Justin McCray: Offensive Holding, 10 yards (accepted) (no play)",1.880,0.560
2,0:11,3,16,CAR 49,3,7,Bryce Young pass incomplete deep right intended for Adam Thielen (defended by Antoine Winfield),0.560,-0.130
2,0:03,4,16,CAR 49,3,7,Bryce Young pass incomplete deep right,-0.130,2.190
Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
