Quarter,Time,Down,ToGo,Location,CLE,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Cowboys to receive the opening kickoff.",,
1,15:00,,,CLE 35,0,0,"Phil Dawson kicks off 73 yards, touchback",0.000,0.280
1,15:00,1,10,DAL 20,0,0,Felix Jones right tackle for 1 yard (tackle by Frostee Rucker),0.280,-0.130
1,14:28,2,9,DAL 21,0,0,Tony Romo pass complete short middle to Jason Witten for 9 yards (tackle by James-Michael Johnson and Kaluka Maiava),-0.130,0.940
1,13:49,1,10,DAL 30,0,0,Tony Romo pass complete short right to Felix Jones for 5 yards (tackle by Buster Skrine),0.940,1.070
1,13:10,2,5,DAL 35,0,0,Felix Jones right guard for 4 yards (tackle by James-Michael Johnson),1.070,0.890
1,12:29,3,1,DAL 39,0,0,Tony Romo pass incomplete deep left intended for Miles Austin,0.890,-0.780
1,12:24,4,1,DAL 39,0,0,"Brian Moorman punts 33 yards, out of bounds",-0.780,-0.810
1,12:16,1,10,CLE 28,0,0,Trent Richardson up the middle for no gain (tackle by Danny McCray),0.810,0.260
1,11:41,2,10,CLE 28,0,0,Brandon Weeden pass complete short right to Greg Little for 14 yards (tackle by Danny McCray),0.260,1.730
1,11:19,1,10,CLE 42,0,0,Brandon Weeden pass incomplete short left intended for Josh Cribbs,1.730,1.190
1,11:16,2,10,CLE 42,0,0,Trent Richardson up the middle for 3 yards (tackle by Marcus R. Spears and Jay Ratliff),1.190,0.890
1,10:39,3,7,CLE 45,0,0,Brandon Weeden pass complete short right to Josh Cooper for 6 yards,0.890,0.000
1,10:28,4,1,DAL 49,0,0,"Reggie Hodges punts 35 yards, fair catch by Dwayne Harris",0.000,0.280
1,10:19,1,10,DAL 14,0,0,"Tony Romo pass incomplete short right intended for Felix Jones. Penalty on Derrick Dockery: Offensive Holding, 7 yards (no play)",-0.280,-0.650
1,10:15,1,17,DAL 7,0,0,Felix Jones left end for 5 yards (tackle by Usama Young),-0.650,-0.930
1,9:42,2,12,DAL 12,0,0,Tony Romo pass complete short left to Jason Witten for 8 yards (tackle by Craig Robertson),-0.930,-0.680
1,9:15,3,4,DAL 20,0,0,Tony Romo pass incomplete short left intended for Jason Witten,-0.680,-2.030
1,9:09,4,4,DAL 20,0,0,"Brian Moorman punts 48 yards, returned by Josh Cribbs for 20 yards (tackle by Lawrence Vickers)",-2.030,-2.390
1,8:56,1,10,DAL 48,0,0,Trent Richardson right guard for 7 yards (tackle by Gerald Sensabaugh),2.390,2.790
1,8:22,2,3,DAL 41,0,0,Trent Richardson right end for 1 yard (tackle by Jason Hatcher),2.790,2.210
1,7:39,3,2,DAL 40,0,0,Brandon Weeden pass complete short left to Trent Richardson for 7 yards (tackle by Anthony Spencer),2.210,3.380
1,7:11,1,10,DAL 33,0,0,Brandon Weeden pass complete short left to Josh Gordon for 13 yards (tackle by Eric Frampton),3.380,4.240
1,6:39,1,10,DAL 20,0,0,Trent Richardson left tackle for 7 yards (tackle by DeMarcus Ware),4.240,4.830
1,6:02,2,3,DAL 13,0,0,Trent Richardson right tackle for 2 yards (tackle by Tyrone Crawford),4.830,4.590
1,5:22,3,1,DAL 11,0,0,Chris Ogbonnaya up the middle for 1 yard (tackle by Jason Hatcher and Josh Brent),4.590,4.910
1,4:54,1,10,DAL 10,0,0,Brandon Weeden pass incomplete short right intended for Jordan Cameron,4.910,4.190
1,4:46,2,10,DAL 10,0,0,Trent Richardson left guard for no gain (tackle by Jason Hatcher),4.190,3.130
1,4:07,3,10,DAL 10,6,0,"Brandon Weeden pass complete short middle to Ben Watson for 10 yards, touchdown",3.130,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
1,4:07,,,DAL 2,7,0,"Phil Dawson kicks extra point good. Penalty on Gerald Sensabaugh: Defensive Offside, 5 yards",0.000,0.000
1,4:01,,,CLE 40,7,0,"Phil Dawson kicks off 60 yards, touchback",0.000,0.280
1,4:01,1,10,DAL 20,7,0,Felix Jones left tackle for no gain (tackle by Phil Taylor),0.280,-0.270
1,3:27,2,10,DAL 20,7,0,"Tony Romo up the middle for 5 yards (tackle by Kaluka Maiava). Penalty on Phil Taylor: Defensive Holding, 5 yards",-0.270,0.940
1,2:59,1,10,DAL 30,7,0,Tony Romo pass incomplete short right intended for Felix Jones,0.940,0.390
1,2:49,2,10,DAL 30,7,0,"Tony Romo sacked by Craig Robertson for -10 yards. Penalty on Sheldon Brown: Illegal Contact, 5 yards (no play)",0.390,1.270
1,2:31,1,10,DAL 35,7,0,Tony Romo pass complete short right to Dez Bryant for 4 yards (tackle by James-Michael Johnson),1.270,1.260
1,1:45,2,6,DAL 39,7,0,Lance Dunbar left tackle for -5 yards (tackle by Juqua Parker),1.260,-0.100
1,1:07,3,11,DAL 34,7,0,Tony Romo pass incomplete short left intended for Dez Bryant,-0.100,-1.110
1,1:01,4,11,DAL 34,7,0,"Brian Moorman punts 50 yards, out of bounds",-1.110,0.140
1,0:53,1,10,CLE 16,7,0,Trent Richardson up the middle for 5 yards (tackle by Jay Ratliff),-0.140,0.150
1,0:22,2,5,CLE 21,7,0,Brandon Weeden pass complete short left to Trent Richardson for 27 yards (tackle by Morris Claiborne),0.150,2.130
Quarter,Time,Down,ToGo,Location,CLE,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 48,7,0,Trent Richardson right tackle for 5 yards (tackle by Bruce Carter),2.130,2.260
2,14:21,2,5,DAL 47,7,0,Brandon Weeden pass incomplete short right intended for Josh Gordon (defended by Brandon Carr),2.260,1.550
2,14:16,3,5,DAL 47,7,0,Brandon Weeden pass complete short right to Josh Gordon for 13 yards (tackle by Orlando Scandrick),1.550,3.310
2,13:39,1,10,DAL 34,7,0,Brandon Weeden pass complete short right to Trent Richardson for -3 yards (tackle by Bruce Carter),3.310,2.370
2,13:00,2,13,DAL 37,7,0,Trent Richardson right guard for 4 yards (tackle by Jay Ratliff),2.370,2.210
2,12:20,3,9,DAL 33,7,0,Brandon Weeden pass incomplete deep left intended for Josh Cooper,2.210,1.150
2,12:13,4,9,DAL 33,10,0,Phil Dawson 51 yard field goal good,1.150,3.000
2,12:09,,,CLE 35,10,0,"Phil Dawson kicks off 73 yards, touchback",0.000,0.280
2,12:09,1,10,DAL 20,10,0,Tony Romo pass complete short right to Jason Witten for 6 yards (tackle by D'Qwell Jackson),0.280,0.540
2,11:33,2,4,DAL 26,10,0,Felix Jones left tackle for 6 yards (tackle by Sheldon Brown),0.540,1.070
2,10:55,1,10,DAL 32,10,0,"Felix Jones left end for 7 yards (tackle by T.J. Ward). Penalty on Dez Bryant: Offensive Holding, 10 yards, Penalty on Ben Bass: Offensive Holding (Declined) (no play)",1.070,0.410
2,10:34,1,20,DAL 22,10,0,Tony Romo pass incomplete short left intended for Miles Austin,0.410,-0.820
2,10:33,2,20,DAL 22,10,0,Tony Romo pass complete short middle to Cole Beasley for 8 yards (tackle by Eric Hagg),-0.820,-0.430
2,9:53,3,12,DAL 30,10,0,Tony Romo sacked by Juqua Parker for -10 yards,-0.430,-2.030
2,9:32,4,22,DAL 20,10,0,"Brian Moorman punts 53 yards, out of bounds",-2.030,-0.740
2,9:23,1,10,CLE 27,10,0,Trent Richardson right end for 6 yards (tackle by Ernie Sims and Ben Bass),0.740,1.010
2,8:51,2,4,CLE 33,10,0,Brandon Weeden pass complete short right to Ben Watson for 10 yards (tackle by Brandon Carr),1.010,1.800
2,8:16,1,10,CLE 43,10,0,Trent Richardson up the middle for 4 yards (tackle by Anthony Spencer),1.800,1.790
2,7:35,2,6,CLE 47,10,0,Brandon Weeden pass complete short right to Josh Gordon for -2 yards (tackle by Anthony Spencer),1.790,0.830
2,7:04,3,8,CLE 45,10,0,"Brandon Weeden pass incomplete short left intended for Mohamed Massaquoi. Penalty on Orlando Scandrick: Unnecessary Roughness, 15 yards",0.830,0.000
2,6:58,,,,10,0,Timeout #1 by Cleveland Browns,0.000,2.920
2,6:58,1,10,DAL 40,10,0,Montario Hardesty up the middle for 7 yards (tackle by Anthony Spencer),2.920,3.320
2,6:24,2,3,DAL 33,10,0,Montario Hardesty right tackle for 12 yards (tackle by Orlando Scandrick and Charlie Peprah),3.320,4.170
2,5:55,1,10,DAL 21,10,0,Brandon Weeden pass incomplete short middle intended for Ben Watson,4.170,3.630
2,5:48,2,10,DAL 21,10,0,Trent Richardson left tackle for 3 yards (tackle by Bruce Carter),3.630,3.310
2,5:18,3,7,DAL 18,10,0,Brandon Weeden pass incomplete short left intended for Ben Watson,3.310,2.250
2,5:18,4,7,DAL 18,13,0,Phil Dawson 37 yard field goal good,2.250,3.000
2,5:07,,,CLE 35,13,0,"Phil Dawson kicks off 70 yards, touchback",0.000,0.280
2,5:07,1,10,DAL 20,13,0,Tony Romo sacked by John Hughes for -6 yards,0.280,-1.180
2,4:37,2,16,DAL 14,13,0,Tony Romo pass complete short left to Dez Bryant for 15 yards (tackle by D'Qwell Jackson),-1.180,0.230
2,3:59,3,1,DAL 29,13,0,Felix Jones up the middle for 1 yard (tackle by Trevin Wade and Craig Robertson),0.230,0.940
,,,,,,,"CLE challenged the first down ruling, and the play was upheld.",,
2,3:11,1,10,DAL 30,13,0,Tony Romo pass complete short right to Dez Bryant for 6 yards (tackle by Buster Skrine),0.940,1.200
2,2:43,2,4,DAL 36,13,0,"Tony Romo pass incomplete deep right intended for Dez Bryant. Penalty on Buster Skrine: Illegal Contact, 5 yards (no play)",1.200,1.660
2,2:35,1,10,DAL 41,13,0,"Tony Romo pass incomplete deep right intended for Dez Bryant. Penalty on Buster Skrine: Illegal Contact, 5 yards (no play)",1.660,1.990
2,2:29,1,10,DAL 46,13,0,Tony Romo pass complete short right to Felix Jones for 7 yards (tackle by Craig Robertson and Buster Skrine),1.990,2.400
2,2:04,2,3,CLE 47,13,0,Tony Romo pass complete short right to Lance Dunbar for 6 yards (tackle by D'Qwell Jackson),2.400,2.850
2,2:00,1,10,CLE 41,13,0,Tony Romo pass incomplete short left intended for Miles Austin (defended by Trevin Wade),2.850,2.310
2,1:57,2,10,CLE 41,13,0,Tony Romo pass incomplete deep right intended for Kevin Ogletree,2.310,1.620
2,1:51,3,10,CLE 41,13,0,Tony Romo sacked by Jabaal Sheard for -7 yards,1.620,0.000
2,1:39,,,,13,0,Timeout #3 by Cleveland Browns,0.000,0.070
2,1:38,4,17,CLE 48,13,0,"Brian Moorman punts 38 yards, out of bounds",0.070,0.380
2,1:31,1,10,CLE 10,13,0,Trent Richardson left end for 9 yards (tackle by Bruce Carter),-0.380,0.240
2,0:57,2,1,CLE 19,13,0,Trent Richardson left tackle for 3 yards (tackle by Ernie Sims),0.240,0.410
2,0:20,1,10,CLE 22,13,0,Trent Richardson up the middle for 3 yards (tackle by Jason Hatcher and Marcus R. Spears),0.410,0.270
Quarter,Time,Down,ToGo,Location,CLE,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,13,0,"Dan Bailey kicks off 60 yards, returned by Josh Cribbs for 6 yards (tackle by Eric Frampton)",0.000,-0.370
3,14:55,1,10,CLE 11,13,0,Trent Richardson left tackle for 5 yards (tackle by Dan Connor),-0.370,-0.300
3,14:12,2,5,CLE 16,13,0,Brandon Weeden pass incomplete short right intended for Mohamed Massaquoi,-0.300,-0.840
3,14:07,3,5,CLE 16,13,0,Brandon Weeden pass complete short right to Trent Richardson for 7 yards (tackle by Orlando Scandrick),-0.840,0.480
3,13:33,1,10,CLE 23,13,0,Trent Richardson up the middle for 4 yards (tackle by Jason Hatcher),0.480,0.470
3,12:55,2,6,CLE 27,13,0,Brandon Weeden pass complete short right to Trent Richardson for 6 yards (tackle by Brandon Carr),0.470,1.140
3,12:25,1,10,CLE 33,13,0,Montario Hardesty up the middle for 3 yards (tackle by Tyrone Crawford),1.140,1.000
3,11:51,2,7,CLE 36,13,0,Brandon Weeden pass complete deep middle to Greg Little for 22 yards (tackle by Gerald Sensabaugh),1.000,2.790
3,11:16,1,10,DAL 42,13,0,Montario Hardesty up the middle for 1 yard (tackle by Victor Butler),2.790,2.380
3,10:40,2,9,DAL 41,13,0,Brandon Weeden pass incomplete deep right intended for Josh Gordon,2.380,1.680
3,10:31,3,9,DAL 41,13,0,Brandon Weeden sacked by Jason Hatcher and DeMarcus Ware for -7 yards,1.680,0.070
3,10:10,4,16,DAL 48,13,0,"Reggie Hodges punts 48 yards, touchback",0.070,-0.280
3,10:00,1,10,DAL 20,13,0,Tony Romo pass complete short left to Dez Bryant for 13 yards (tackle by Sheldon Brown),0.280,1.140
3,9:35,1,10,DAL 33,13,0,Felix Jones left tackle for 12 yards (tackle by T.J. Ward and Tashaun Gipson),1.140,1.930
3,8:52,1,10,DAL 45,13,0,Felix Jones up the middle for 1 yard (tackle by Ahtyba Rubin),1.930,1.520
3,8:12,2,9,DAL 46,13,0,Tony Romo pass complete short middle to Miles Austin for 12 yards (tackle by Trevin Wade),1.520,2.790
3,7:36,1,10,CLE 42,13,0,Tony Romo pass complete short left to Miles Austin for 4 yards (tackle by Sheldon Brown),2.790,2.780
3,6:54,2,6,CLE 38,13,0,"Tony Romo pass incomplete short middle intended for Lawrence Vickers. Penalty on Billy Winn: Face Mask (15 Yards), 15 yards (no play)",2.780,4.040
3,6:46,1,10,CLE 23,13,0,Lance Dunbar left tackle for 4 yards (tackle by Billy Winn),4.040,4.050
3,6:08,2,6,CLE 19,13,0,Tony Romo sacked by Kaluka Maiava and Usama Young for -7 yards,4.050,2.410
3,5:34,3,13,CLE 26,13,0,"Tony Romo up the middle for 15 yards (tackle by Trevin Wade). Penalty on Jermey Parnell: Offensive Holding, 10 yards (no play)",2.410,1.090
3,5:02,3,23,CLE 36,13,0,Tony Romo pass complete short middle to Jason Witten for 10 yards (tackle by Eric Hagg),1.090,1.740
3,4:22,4,13,CLE 26,13,3,Dan Bailey 44 yard field goal good,1.740,3.000
3,4:16,,,DAL 35,13,3,"Dan Bailey kicks onside 21 yards, recovered by James-Michael Johnson",0.000,1.860
3,4:15,1,10,CLE 44,13,3,Trent Richardson left tackle for 1 yard (tackle by Danny McCray),1.860,1.450
3,3:43,2,9,CLE 45,13,3,Trent Richardson left guard for 5 yards (tackle by DeMarcus Ware),1.450,1.420
3,3:08,3,4,DAL 50,13,3,Brandon Weeden pass incomplete short middle intended for Greg Little,1.420,-0.060
3,3:00,4,4,DAL 50,13,3,Reggie Hodges punts 39 yards,-0.060,0.370
3,2:48,1,10,DAL 11,13,3,Tony Romo pass complete short left to Dez Bryant for 6 yards (tackle by Sheldon Brown and Trevin Wade),-0.370,-0.160
3,2:12,2,4,DAL 17,13,3,Tony Romo pass complete deep left to Dez Bryant for 30 yards (tackle by Tashaun Gipson),-0.160,2.060
3,1:42,1,10,DAL 47,13,3,Tony Romo pass complete short right to Dez Bryant for 7 yards (tackle by Buster Skrine),2.060,2.460
3,0:55,2,3,CLE 46,13,3,Tony Romo pass complete short right to Kevin Ogletree for 10 yards (tackle by Buster Skrine),2.460,3.180
3,0:18,1,10,CLE 36,13,3,"Tony Romo pass incomplete short right intended for Kevin Ogletree. Penalty on T.J. Ward: Defensive Pass Interference, 13 yards (no play)",3.180,4.040
3,0:12,1,10,CLE 23,13,3,Tony Romo pass complete short right to Dwayne Harris for 5 yards (tackle by Buster Skrine),4.040,4.210
Quarter,Time,Down,ToGo,Location,CLE,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,CLE 18,13,3,Tony Romo pass complete short right to Jason Witten for 5 yards (tackle by T.J. Ward),4.210,4.710
4,14:32,1,10,CLE 13,13,3,Tony Romo pass complete short middle to Dez Bryant for 11 yards (tackle by Trevin Wade),4.710,6.740
4,13:54,1,2,CLE 2,13,9,"Felix Jones right tackle for 2 yards, touchdown",6.740,7.000
4,13:54,,,CLE 2,13,10,Dan Bailey kicks extra point good,0.000,0.000
4,13:49,,,DAL 35,13,10,"Dan Bailey kicks off 68 yards, returned by Josh Cribbs for 17 yards (tackle by Danny McCray). Penalty on Alex Smith: Offensive Holding, 7 yards",0.000,-0.380
,,,,,,,"CLE challenged the fumble ruling, and the original play was overturned.",,
