Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
2,13:30,1,10,DET 38,0,3,"Penalty on Pat Williams: Encroachment, 5 yards (no play)",1.470,2.200
2,13:30,1,5,DET 43,0,3,Matthew Stafford sacked by Ray Edwards for -6 yards,2.200,0.790
2,12:58,2,11,DET 37,0,3,Matthew Stafford pass complete short left to Dennis Northcutt for 4 yards (tackle by Benny Sapp),0.790,0.630
2,12:13,3,7,DET 41,0,3,Matthew Stafford pass incomplete short right intended for Kevin Smith,0.630,-0.650
2,12:10,4,7,DET 41,0,3,Nick Harris punts 26 yards,-0.650,-1.140
2,12:03,1,10,MIN 33,0,3,Adrian Peterson middle for 2 yards (tackle by Julian Peterson and Grady Jackson),1.140,0.860
2,11:21,2,8,MIN 35,0,3,Brett Favre pass incomplete short right intended for Bernard Berrian (defended by Will Peterson),0.860,0.170
2,11:17,3,8,MIN 35,0,3,Brett Favre pass complete deep left to Sidney Rice for 43 yards (tackle by Phillip Buchanon). Penalty on Larry Foote: Defensive Offside (Declined),0.170,4.110
2,10:53,1,10,DET 22,0,9,"Adrian Peterson left tackle for 22 yards, touchdown",4.110,7.000
2,,,,DET 2,0,10,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,0,10,"Ryan Longwell kicks off 72 yards, returned by Derrick Williams for 28 yards (tackle by Kenny Onatolu)",0.000,0.670
2,10:43,1,10,DET 26,0,10,Kevin Smith left guard for 3 yards (tackle by Chad Greenway),0.670,0.540
2,10:05,2,7,DET 29,0,10,Matthew Stafford pass complete short right to Derrick Williams for -3 yards (tackle by Asher Allen),0.540,-0.560
2,9:23,3,10,DET 26,0,10,Matthew Stafford pass complete short middle to Brandon Pettigrew for 8 yards (tackle by E.J. Henderson),-0.560,-1.110
2,8:43,4,2,DET 34,0,10,"Nick Harris punts 42 yards, returned by Darius Reynaud for -1 yards (tackle by Zack Follett)",-1.110,-0.480
2,8:34,1,10,MIN 23,0,10,Brett Favre pass complete short right to Bernard Berrian for 7 yards (tackle by Phillip Buchanon),0.480,0.880
2,7:54,2,3,MIN 30,0,10,Adrian Peterson middle for -1 yards (tackle by Turk McBride),0.880,0.040
2,7:13,3,4,MIN 29,0,10,Brett Favre pass complete deep right to Sidney Rice for 43 yards (tackle by Ko Simpson),0.040,3.710
2,6:41,1,10,DET 28,0,10,Adrian Peterson left guard for no gain (tackle by Turk McBride),3.710,3.170
2,5:58,2,10,DET 28,0,10,Brett Favre pass complete short right to Adrian Peterson for 11 yards (tackle by Julian Peterson and Jason Hunter),3.170,4.440
2,5:11,1,10,DET 17,0,10,Brett Favre pass incomplete short right intended for Visanthe Shiancoe (defended by Will Peterson),4.440,3.850
2,5:06,,,,0,10,Timeout #1 by Minnesota Vikings,0.000,3.850
2,5:06,2,10,DET 17,0,10,Brett Favre pass incomplete short right intended for Bernard Berrian,3.850,3.070
2,5:01,3,10,DET 17,0,10,Brett Favre pass complete short middle to Sidney Rice for 9 yards (tackle by Larry Foote),3.070,2.990
2,4:26,4,1,DET 8,0,10,Jeff Dugan middle for no gain (tackle by Grady Jackson),2.990,0.380
2,4:21,1,10,DET 8,0,10,Kevin Smith middle for 5 yards (tackle by Cedric Griffin and Chad Greenway),-0.380,-0.410
2,3:41,2,5,DET 13,0,10,Kevin Smith right end for -2 yards (tackle by Ray Edwards),-0.410,-1.070
2,3:01,3,7,DET 11,0,10,Matthew Stafford pass incomplete short right intended for Maurice Morris,-1.070,-2.490
2,2:58,4,7,DET 11,0,10,"Nick Harris punts 49 yards, returned by Darius Reynaud for 20 yards (tackle by Marquand Manuel). Penalty on Heath Farwell: Offensive Holding, 10 yards",-2.490,-0.940
2,2:39,1,10,MIN 30,0,10,Brett Favre pass complete short middle to Visanthe Shiancoe for 9 yards (tackle by DeAndre Levy),0.940,1.610
2,2:19,2,1,MIN 39,0,10,"Adrian Peterson middle for 43 yards (tackle by Phillip Buchanon). Adrian Peterson fumbles (forced by Phillip Buchanon), recovered by Jason Hunter at DET-0",1.610,-0.280
2,2:04,1,10,DET 20,0,10,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew,0.280,-0.270
2,2:00,2,10,DET 20,0,10,Matthew Stafford pass complete short right to Calvin Johnson for 11 yards (tackle by Benny Sapp),-0.270,1.000
2,1:41,1,10,DET 31,0,10,Kevin Smith middle for 2 yards (tackle by Madieu Williams),1.000,0.730
2,1:16,2,8,DET 33,0,10,Matthew Stafford pass complete short right to Calvin Johnson for 19 yards (tackle by Madieu Williams),0.730,2.390
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:07,,,,0,10,Timeout #1 by Detroit Lions,0.000,2.390
2,1:07,1,10,MIN 48,0,10,"Penalty on Dominic Raiola: False Start, 5 yards (no play)",2.390,2.060
2,1:07,1,15,DET 47,0,10,Matthew Stafford pass complete short middle to Calvin Johnson for 18 yards (tackle by Madieu Williams and Benny Sapp),2.060,3.250
2,1:01,,,,0,10,Timeout #2 by Detroit Lions,0.000,3.250
2,1:01,1,10,MIN 35,0,10,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,3.250,2.700
2,0:55,2,10,MIN 35,0,10,Matthew Stafford pass complete short middle to Kevin Smith for 3 yards (tackle by E.J. Henderson),2.700,2.410
2,0:31,3,7,MIN 32,0,10,Matthew Stafford pass complete short left to Dennis Northcutt for 8 yards (tackle by Tyrell Johnson),2.410,3.970
2,0:22,,,,0,10,Timeout #3 by Detroit Lions,0.000,3.970
2,0:22,1,10,MIN 24,0,10,Matthew Stafford pass incomplete deep left intended for Bryant Johnson,3.970,3.430
2,0:14,2,10,MIN 24,0,10,Matthew Stafford pass complete short right to Kevin Smith for 4 yards,3.430,3.270
2,0:08,3,6,MIN 20,3,10,Jason Hanson 38 yard field goal good,3.270,3.000
2,,,,DET 30,3,10,Jason Hanson kicks off 29 yards,0.000,1.660
2,0:03,1,10,MIN 41,3,10,Brett Favre kneels for -1 yards,1.660,0.990
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,3,10,"Ryan Longwell kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,DET 20,3,10,"Kevin Smith left tackle for 8 yards (tackle by Ray Edwards). Kevin Smith fumbles (forced by Ray Edwards), recovered by Ray Edwards at DET-28",0.280,-3.710
3,14:40,1,10,DET 28,3,10,Adrian Peterson right tackle for 27 yards (tackle by Julian Peterson),3.710,6.970
3,14:21,1,1,DET 1,3,16,"Adrian Peterson middle for 1 yard, touchdown",6.970,7.000
3,,,,DET 2,3,17,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,3,17,"Ryan Longwell kicks off 72 yards, returned by Derrick Williams for 18 yards (tackle by Husain Abdullah)",0.000,-0.140
3,14:14,1,10,DET 16,3,17,"Matthew Stafford pass complete short left to Calvin Johnson for 1 yard (tackle by Cedric Griffin). Calvin Johnson fumbles (forced by Cedric Griffin), ball out of bounds at DET-17",-0.140,-0.510
3,14:06,2,9,DET 17,3,17,Matthew Stafford pass complete short left to Calvin Johnson for 16 yards (tackle by Chad Greenway),-0.510,1.140
3,13:58,1,10,DET 33,3,17,Kevin Smith for 14 yards,1.140,2.060
3,13:29,1,10,DET 47,3,17,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew,2.060,1.520
3,13:25,2,10,DET 47,3,17,Matthew Stafford pass complete short middle to Will Heller for 12 yards (tackle by Asher Allen and E.J. Henderson),1.520,2.850
3,12:48,1,10,MIN 41,3,17,Maurice Morris middle for 3 yards (tackle by Pat Williams),2.850,2.710
3,12:15,2,7,MIN 38,3,17,Matthew Stafford pass incomplete short left intended for Bryant Johnson,2.710,2.020
3,12:11,3,7,MIN 38,3,17,Matthew Stafford pass complete short left to Bryant Johnson for 10 yards (tackle by Asher Allen),2.020,3.710
3,11:33,1,10,MIN 28,3,17,Maurice Morris left guard for 5 yards (tackle by Kevin Williams),3.710,3.840
3,10:51,2,5,MIN 23,3,17,Maurice Morris right guard for -4 yards (tackle by Jimmy Kennedy),3.840,2.610
3,10:16,3,9,MIN 27,3,17,Matthew Stafford pass complete short left to Dennis Northcutt for 11 yards (tackle by Asher Allen),2.610,4.510
3,9:48,1,10,MIN 16,3,17,Maurice Morris left guard for 3 yards (tackle by E.J. Henderson and Chad Greenway),4.510,4.390
3,9:07,2,7,MIN 13,3,17,Matthew Stafford pass incomplete short left intended for Maurice Morris,4.390,3.540
3,9:03,,,,3,17,Timeout #1 by Detroit Lions,0.000,3.540
3,9:03,3,7,MIN 13,3,17,"Matthew Stafford sacked by Ray Edwards for -11 yards. Matthew Stafford fumbles (forced by Ray Edwards), recovered by Jimmy Kennedy at MIN-24. Penalty on Ray Edwards: Roughing the Passer, 6 yards (no play)",3.540,5.600
3,8:57,1,7,MIN 7,3,17,Maurice Morris middle for -1 yards (tackle by Tyrell Johnson),5.600,4.570
3,8:19,2,8,MIN 8,9,17,"Matthew Stafford pass complete short middle to Will Heller for 8 yards, touchdown",4.570,7.000
3,,,,MIN 2,10,17,"Jason Hanson kicks extra point good. Penalty on Cedric Griffin: Defensive Offside, 5 yards",0.000,0.000
3,,,,DET 35,10,17,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
3,8:14,1,10,MIN 20,10,17,Brett Favre pass incomplete short right intended for Adrian Peterson,0.280,-0.270
3,8:10,2,10,MIN 20,10,17,"Brett Favre pass complete short left to Percy Harvin for 2 yards (tackle by Ko Simpson and Turk McBride). Penalty on Bernard Berrian: Offensive Holding, 10 yards",-0.270,-1.360
3,7:41,2,18,MIN 12,10,17,Brett Favre pass complete short middle to Chester Taylor for 7 yards (tackle by Kevin Hobbs),-1.360,-1.140
3,6:59,3,11,MIN 19,10,17,Brett Favre pass incomplete deep left intended for Percy Harvin,-1.140,-2.140
3,6:53,4,11,MIN 19,10,17,"Chris Kluwe punts 48 yards, fair catch by Dennis Northcutt. Penalty on Ben Leber: Offensive Holding, 10 yards",-2.140,-1.800
3,6:45,1,10,DET 43,10,17,Kevin Smith right end for -4 yards (tackle by Tyrell Johnson). Penalty on Stephen Peterman: Offensive Holding (Declined),1.800,0.710
3,6:24,2,14,DET 39,10,17,Matthew Stafford pass complete short left to Will Heller for 3 yards (tackle by Cedric Griffin),0.710,0.430
3,5:44,3,11,DET 42,10,17,Matthew Stafford pass complete short left to Dennis Northcutt for 10 yards (tackle by Tyrell Johnson),0.430,0.070
3,4:54,,,,10,17,Timeout #2 by Detroit Lions,0.000,0.070
3,4:54,4,1,MIN 48,10,17,"Nick Harris punts 30 yards, fair catch by Darius Reynaud",0.070,-0.040
3,4:46,1,10,MIN 18,10,17,Adrian Peterson middle for 1 yard (tackle by Sammie Lee Hill),0.040,-0.320
3,4:12,2,9,MIN 19,10,17,Brett Favre pass complete short right to Percy Harvin for 11 yards (tackle by Larry Foote),-0.320,0.940
3,3:32,1,10,MIN 30,10,17,Adrian Peterson left end for 7 yards (tackle by Julian Peterson),0.940,1.340
3,2:53,2,3,MIN 37,10,17,Adrian Peterson right end for 1 yard (tackle by DeAndre Levy),1.340,0.760
3,2:12,3,2,MIN 38,10,17,Brett Favre pass incomplete short right intended for Sidney Rice,0.760,-0.850
3,2:08,4,2,MIN 38,10,17,"Chris Kluwe punts 52 yards, returned by Dennis Northcutt for 9 yards (tackle by Kenny Onatolu)",-0.850,-0.150
3,1:58,1,10,DET 19,10,17,Matthew Stafford sacked by Kevin Williams for -6 yards,0.150,-1.210
3,1:21,2,16,DET 13,10,17,Matthew Stafford pass complete short left to Calvin Johnson for 8 yards (tackle by Cedric Griffin),-1.210,-0.810
3,0:43,3,8,DET 21,10,17,Matthew Stafford pass incomplete deep middle intended for Calvin Johnson,-0.810,-1.960
3,0:37,4,8,DET 21,10,17,Nick Harris punts 52 yards (tackle by Casey Fitzsimmons),-1.960,-1.530
3,0:23,1,10,MIN 39,10,17,Chester Taylor middle for 1 yard (tackle by Ko Simpson),1.530,1.120
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,MIN 40,10,17,Brett Favre pass complete deep middle to Sidney Rice for 56 yards (tackle by Ko Simpson),1.120,6.280
4,14:09,1,4,DET 4,10,17,Adrian Peterson left guard for -4 yards (tackle by DeAndre Levy),6.280,4.570
4,13:25,2,8,DET 8,10,23,"Brett Favre pass complete short middle to Jeff Dugan for 8 yards, touchdown",4.570,7.000
4,,,,DET 2,10,24,"Ryan Longwell kicks extra point good. Penalty on DET: Defensive 12 On-field, 5 yards",0.000,0.000
4,,,,MIN 35,10,24,"Ryan Longwell kicks off 68 yards, touchback",0.000,0.280
4,13:20,1,10,DET 20,10,24,Matthew Stafford pass complete short right to Will Heller for 10 yards (tackle by Cedric Griffin),0.280,0.940
4,12:39,1,10,DET 30,10,24,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew,0.940,0.390
4,12:35,2,10,DET 30,10,24,Matthew Stafford pass complete short left to Calvin Johnson for 4 yards (tackle by Cedric Griffin),0.390,0.230
4,11:55,3,6,DET 34,10,24,Matthew Stafford pass incomplete short right intended for Dennis Northcutt,0.230,-1.110
4,11:51,4,6,DET 34,10,24,"Penalty on Karl Paymah: Defensive Delay of Game, 5 yards (no play)",-1.110,-0.780
4,11:51,4,1,DET 39,10,24,"Nick Harris punts 49 yards, fair catch by Darius Reynaud",-0.780,0.350
4,11:44,1,10,MIN 12,10,24,Chester Taylor right tackle for 11 yards (tackle by Julian Peterson and Marvin White),-0.350,0.480
4,10:59,1,10,MIN 23,10,24,Chester Taylor middle for 2 yards,0.480,0.200
4,10:19,2,8,MIN 25,10,24,Brett Favre pass complete short right to Percy Harvin for 40 yards (tackle by Will Peterson),0.200,3.250
4,9:41,1,10,DET 35,10,24,Brett Favre pass complete deep middle to Visanthe Shiancoe for 21 yards (tackle by Phillip Buchanon),3.250,4.650
4,8:57,1,10,DET 14,10,24,Brett Favre pass incomplete short right intended for Bernard Berrian,4.650,4.000
4,8:57,2,10,DET 14,10,24,"Penalty on Brett Favre: Delay of Game, 5 yards (no play)",4.000,3.370
4,8:52,2,15,DET 19,10,24,Brett Favre pass complete short right to Bernard Berrian for 3 yards (tackle by Phillip Buchanon),3.370,3.000
4,8:21,3,12,DET 16,10,24,Brett Favre pass complete short left to Adrian Peterson for -1 yards (tackle by Phillip Buchanon),3.000,2.310
4,7:39,4,13,DET 17,10,27,Ryan Longwell 35 yard field goal good,2.310,3.000
4,,,,MIN 30,10,27,"Ryan Longwell kicks off 69 yards, returned by Dennis Northcutt for 21 yards (tackle by Tyrell Johnson)",0.000,0.410
4,7:29,1,10,DET 22,10,27,Matthew Stafford pass incomplete short right intended for Dennis Northcutt,0.410,-0.130
4,7:26,2,10,DET 22,10,27,Matthew Stafford pass incomplete short left intended for Maurice Morris (defended by Jared Allen),-0.130,-0.820
4,7:22,3,10,DET 22,10,27,Matthew Stafford pass complete short middle to Brandon Pettigrew for 15 yards (tackle by Madieu Williams),-0.820,1.400
4,6:50,1,10,DET 37,10,27,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,1.400,0.860
4,6:44,2,10,DET 37,10,27,Matthew Stafford sacked by Ray Edwards for -8 yards,0.860,-0.890
4,6:14,3,18,DET 29,10,27,Matthew Stafford right end for 15 yards (tackle by Ray Edwards),-0.890,-0.460
4,5:42,4,3,DET 44,10,27,Matthew Stafford pass incomplete short right intended for Maurice Morris,-0.460,-2.720
4,5:37,1,10,DET 43,10,27,Tarvaris Jackson pass incomplete short right intended for Sidney Rice,2.720,2.180
4,5:32,2,10,DET 43,10,27,Chester Taylor right guard for 1 yard (tackle by Grady Jackson),2.180,1.620
4,4:49,3,9,DET 42,10,27,Tarvaris Jackson pass incomplete short right intended for Greg Lewis,1.620,0.460
4,4:45,4,9,DET 42,10,27,Chris Kluwe punts 34 yards,0.460,0.380
4,4:38,1,10,DET 8,10,27,Maurice Morris right end for 4 yards (tackle by Jimmy Kennedy and Brian Robison),-0.380,-0.490
4,4:09,,,,10,27,Timeout #1 by Minnesota Vikings,0.000,-0.490
4,4:09,2,6,DET 12,10,27,Matthew Stafford pass complete short left to Dennis Northcutt for 9 yards (tackle by Tyrell Johnson),-0.490,0.340
4,4:04,1,10,DET 21,10,27,Matthew Stafford pass complete short left to Maurice Morris for 4 yards (tackle by Cedric Griffin),0.340,0.340
4,3:58,2,6,DET 25,10,27,Matthew Stafford pass incomplete short left intended for Bryant Johnson,0.340,-0.360
4,3:54,3,6,DET 25,10,27,Matthew Stafford pass complete short right to Bryant Johnson for 7 yards (tackle by Karl Paymah),-0.360,1.070
4,3:26,1,10,DET 32,10,27,"Matthew Stafford middle for 6 yards (tackle by Jared Allen). Penalty on Brian Robison: Defensive Holding, 5 yards",1.070,1.800
4,3:19,1,10,DET 43,10,27,Matthew Stafford pass complete short left to Dennis Northcutt for 6 yards (tackle by Cedric Griffin),1.800,2.060
4,3:14,2,4,DET 49,10,27,Matthew Stafford pass incomplete short middle intended for Calvin Johnson,2.060,1.350
4,3:10,3,4,DET 49,10,27,Matthew Stafford pass complete short left to Kevin Smith for 3 yards (tackle by Cedric Griffin),1.350,0.070
4,2:29,4,1,MIN 48,10,27,Matthew Stafford pass incomplete short left intended for Kevin Smith,0.070,-2.190
4,2:25,1,10,MIN 49,10,27,Chester Taylor right tackle for 1 yard (tackle by Grady Jackson and Julian Peterson),2.190,1.780
4,2:00,2,9,,10,27,Chester Taylor middle for -3 yards (tackle by Jordon Dizon),1.780,0.700
4,1:52,,,,10,27,Timeout #3 by Detroit Lions,0.000,0.700
4,1:52,3,12,MIN 47,10,27,"Tarvaris Jackson pass incomplete short left intended for Jim Kleinsasser. Penalty on Julian Peterson: Roughing the Passer, 15 yards (no play)",0.700,3.050
4,1:48,1,10,DET 38,10,27,Tarvaris Jackson kneels for -1 yards,3.050,2.370
4,1:06,2,11,DET 39,10,27,Tarvaris Jackson kneels for -1 yards,2.370,1.550
4,0:31,3,12,DET 40,10,27,Tarvaris Jackson kneels for -1 yards,1.550,0.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
