Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
1,9:25,1,15,DET 49,0,0,Jeff Blake pass complete to James Hodgins for 7 yards (tackle by James Hall),2.320,2.380
1,8:47,2,8,DET 42,0,0,"Jeff Blake pass incomplete intended for Bryan Gilmore (defended by Andre' Goodman). Penalty on Dre' Bly: Illegal Use of Hands, 5 yards (no play)",2.380,3.120
1,8:41,1,10,DET 37,0,0,Emmitt Smith up the middle for 2 yards (tackle by Robert Porcher),3.120,2.840
1,7:59,2,8,DET 35,0,0,Jeff Blake pass complete to Freddie Jones for 20 yards (tackle by Corey Harris),2.840,4.580
1,7:26,,,,0,0,Timeout #1 by Arizona Cardinals,0.000,4.580
1,7:26,1,10,DET 15,0,0,Jeff Blake up the middle for 5 yards (tackle by Boss Bailey),4.580,4.840
1,6:41,2,5,DET 10,0,0,Emmitt Smith up the middle for 3 yards (tackle by Brian Walker),4.840,4.680
1,5:52,,,,0,0,Timeout #2 by Arizona Cardinals,0.000,4.680
1,5:52,3,2,DET 7,6,0,"Jeff Blake pass complete to Anquan Boldin for 7 yards, touchdown",4.680,7.000
1,,,,DET 2,7,0,Bill Gramatica kicks extra point good,0.000,0.000
1,,,,ARI 30,7,0,"Bill Gramatica kicks off 60 yards, returned by Eddie Drummond for 32 yards (tackle by Kevin Kasper)",0.000,1.730
1,5:40,1,10,DET 42,7,0,Joey Harrington pass complete to Mikhael Ricks for 16 yards (tackle by Levar Fisher),1.730,2.790
1,5:04,1,10,ARI 42,7,0,Charles Rogers left end for 12 yards (tackle by Dexter Jackson),2.790,3.580
1,4:22,1,10,ARI 30,7,0,Joey Harrington pass incomplete intended for Charles Rogers,3.580,3.030
1,4:15,2,10,ARI 30,7,0,Olandis Gary up the middle for -2 yards (tackle by Calvin Pace),3.030,2.080
1,3:33,3,12,ARI 32,7,0,Joey Harrington pass complete to Shawn Bryson for 26 yards (tackle by Coby Rhinehart),2.080,5.830
1,2:43,1,6,ARI 6,7,0,Olandis Gary left end for 2 yards (tackle by Dexter Jackson and David Barrett),5.830,5.340
1,2:12,2,4,ARI 4,7,0,Joey Harrington pass incomplete intended for Mikhael Ricks,5.340,4.490
1,2:05,3,4,ARI 4,7,6,"Joey Harrington pass complete to Charles Rogers for 4 yards, touchdown",4.490,7.000
1,,,,ARI 2,7,7,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 30,7,7,"Jason Hanson kicks off 70 yards, returned by Kevin Kasper for 21 yards (tackle by Bracy Walker)",0.000,0.340
1,1:54,1,10,ARI 21,7,7,"Jeff Blake pass incomplete intended for Larry Foster. Penalty on Larry Foster: Offensive Pass Interference, 10 yards (no play)",0.340,-0.720
1,1:47,1,20,ARI 11,7,7,Emmitt Smith right tackle for -2 yards (tackle by Shaun Rogers),-0.720,-1.660
1,1:05,2,22,ARI 9,7,7,Jeff Blake pass complete to Freddie Jones for 8 yards (tackle by Jimmy Wyrick),-1.660,-1.590
1,0:16,3,14,ARI 17,7,7,"Penalty on ARI: Delay of Game, 5 yards (no play)",-1.590,-2.470
Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,19,ARI 12,7,7,Jeff Blake sacked by Dan Wilkinson for -9 yards,-2.470,-2.490
2,14:41,4,28,ARI 3,7,7,"Scott Player punts 38 yards, returned by Eddie Drummond for 12 yards (tackle by James Darling)",-2.490,-3.640
2,14:30,1,10,ARI 29,7,7,Joey Harrington pass incomplete intended for Shawn Bryson,3.640,3.100
2,14:24,2,10,ARI 29,7,7,Shawn Bryson left tackle for -1 yards (tackle by Barron Tanner),3.100,2.280
2,13:45,3,11,ARI 30,7,7,Joey Harrington pass complete to Shawn Bryson for 10 yards (tackle by Raynoch Thompson),2.280,2.270
2,12:58,4,1,ARI 20,7,7,Shawn Bryson left tackle for 2 yards (tackle by Ronald McKinnon),2.270,4.370
2,12:16,1,10,ARI 18,7,7,Joey Harrington pass complete to Shawn Bryson for 5 yards (tackle by Levar Fisher),4.370,4.610
2,11:32,2,5,ARI 13,7,13,"Joey Harrington pass complete to Charles Rogers for 13 yards, touchdown",4.610,7.000
2,,,,ARI 2,7,14,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,7,14,"Jason Hanson kicks off 67 yards, returned by Kevin Kasper for 31 yards (tackle by Bracy Walker). Penalty on Casey Fitzsimmons: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,,,,DET 25,7,14,"Jason Hanson kicks off 62 yards, returned by Damien Anderson for 16 yards (tackle by Cory Schlesinger)",0.000,0.870
2,11:12,1,10,ARI 29,7,14,Emmitt Smith right tackle for 3 yards (tackle by James Hall),0.870,0.730
2,10:42,2,7,ARI 32,7,14,"Penalty on Anthony Clement: False Start, 5 yards (no play)",0.730,0.060
2,10:10,2,12,ARI 27,7,14,Jeff Blake pass complete to James Hodgins for 3 yards (tackle by Dre' Bly),0.060,-0.230
2,9:23,3,9,ARI 30,7,14,"Penalty on ARI: Delay of Game, 5 yards (no play)",-0.230,-0.890
2,9:09,3,14,ARI 25,7,14,"Jeff Blake pass incomplete intended for Anquan Boldin (defended by Jimmy Wyrick). Penalty on Jimmy Wyrick: Defensive Pass Interference, 10 yards (no play)",-0.890,1.270
2,9:01,1,10,ARI 35,7,14,Emmitt Smith left end for 19 yards (tackle by Andre' Goodman),1.270,2.520
2,8:33,1,10,DET 46,7,14,Jeff Blake pass complete to Larry Foster for 7 yards (tackle by James Hall),2.520,2.920
2,7:54,2,3,DET 39,7,14,"Jeff Blake pass incomplete intended for Bryant Johnson. Penalty on Dre' Bly: Illegal Use of Hands, 4 yards (no play)",2.920,3.250
2,7:50,1,10,DET 35,7,14,Jeff Blake pass incomplete intended for Anquan Boldin (defended by Jimmy Wyrick),3.250,2.700
2,7:46,2,10,DET 35,7,14,Emmitt Smith left end for 22 yards (tackle by Barrett Green and Corey Harris),2.700,4.710
2,7:06,1,10,DET 13,7,14,Marcel Shipp left tackle for 11 yards (tackle by Donte Curry),4.710,6.740
2,6:20,1,2,DET 2,7,14,"Marcel Shipp right tackle for no gain (tackle by Earl Holmes). Penalty on Anquan Boldin: False Start, 5 yards (no play)",6.740,5.600
2,6:07,1,7,DET 7,7,14,"Penalty on Anthony Clement: False Start, 5 yards (no play)",5.600,4.640
2,5:43,1,12,DET 12,7,14,Jeff Blake pass incomplete intended for Emmitt Smith (defended by Corey Harris),4.640,3.860
2,5:39,,,,7,14,Timeout #3 by Arizona Cardinals,0.000,3.860
2,5:39,2,12,DET 12,13,14,"Jeff Blake pass complete to Freddie Jones for 12 yards, touchdown",3.860,7.000
2,,,,DET 2,14,14,Bill Gramatica kicks extra point good,0.000,0.000
2,,,,ARI 30,14,14,"Bill Gramatica kicks off 64 yards, returned by Eddie Drummond for 33 yards (tackle by Dexter Jackson). Penalty on Dexter Jackson: Face Mask (15 Yards), 15 yards",0.000,2.520
2,5:27,1,10,ARI 46,14,14,Olandis Gary left end for 4 yards (tackle by Calvin Pace),2.520,2.520
2,4:45,2,6,ARI 42,14,14,Avon Cobourne right end for 2 yards (tackle by Russell Davis),2.520,2.080
2,3:59,3,4,ARI 40,14,14,Joey Harrington pass incomplete intended for Bill Schroeder (defended by Coby Rhinehart),2.080,0.590
2,3:53,4,4,ARI 40,14,14,John Jett punts 39 yards,0.590,0.380
2,3:46,1,10,ARI 1,14,14,Jeff Blake up the middle for no gain (tackle by James Hall),-0.380,-0.780
2,2:59,2,10,ARI 1,14,14,Emmitt Smith left end for 6 yards (tackle by Bracy Walker),-0.780,-0.720
2,2:19,3,4,ARI 7,14,14,Jeff Blake pass complete to Anquan Boldin for 14 yards (tackle by Corey Harris),-0.720,0.340
2,2:00,1,10,ARI 21,14,14,Jeff Blake pass complete to Anquan Boldin for 13 yards (tackle by Jimmy Wyrick),0.340,1.200
2,1:29,1,10,ARI 34,14,14,Jeff Blake pass incomplete intended for Anquan Boldin,1.200,0.660
2,1:25,2,10,ARI 34,14,14,Marcel Shipp up the middle for 9 yards (tackle by Corey Harris),0.660,1.160
2,1:00,3,1,ARI 43,14,14,Jeff Blake pass complete to Kevin Kasper for 23 yards (tackle by Dre' Bly),1.160,3.310
2,0:39,1,10,DET 34,14,14,Jeff Blake spiked the ball,3.310,2.770
2,0:37,2,10,DET 34,14,14,Jeff Blake pass complete to Freddie Jones for 8 yards (tackle by Boss Bailey),2.770,3.140
2,0:17,3,2,DET 26,14,14,Jeff Blake pass complete to Bryan Gilmore for 6 yards (tackle by Andre' Goodman),3.140,3.450
Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,14,14,"Jason Hanson kicks off 63 yards, returned by Kevin Kasper for 21 yards (tackle by Wali Rainer)",0.000,0.810
3,14:53,1,10,ARI 28,14,14,Emmitt Smith up the middle for 1 yard (tackle by Earl Holmes),0.810,0.400
3,14:18,2,9,ARI 29,14,14,Jeff Blake pass incomplete intended for Bryan Gilmore,0.400,-0.300
3,14:13,3,9,ARI 29,20,14,"Jeff Blake pass complete to Anquan Boldin for 71 yards, touchdown",-0.300,7.000
3,,,,DET 2,21,14,Bill Gramatica kicks extra point good,0.000,0.000
3,,,,ARI 30,21,14,"Bill Gramatica kicks off 59 yards, returned by Eddie Drummond for 18 yards (tackle by Marcel Shipp)",0.000,0.870
3,13:54,1,10,DET 29,21,14,Shawn Bryson up the middle for 3 yards (tackle by Levar Fisher),0.870,0.730
3,13:28,2,7,DET 32,21,14,"Penalty on Shawn Bryson: False Start, 5 yards (no play)",0.730,0.060
3,13:08,2,12,DET 27,21,14,Joey Harrington pass complete to Charles Rogers for 11 yards (tackle by Raynoch Thompson),0.060,0.830
3,12:32,3,1,DET 38,21,14,Shawn Bryson right tackle for 2 yards (tackle by Raynoch Thompson),0.830,1.600
3,11:54,1,10,DET 40,21,14,Olandis Gary left end for 4 yards (tackle by David Barrett),1.600,1.590
3,11:19,2,6,DET 44,21,14,Joey Harrington pass incomplete intended for Mikhael Ricks,1.590,0.890
3,11:15,3,6,DET 44,21,14,Joey Harrington pass complete to Charles Rogers for 10 yards (tackle by Renaldo Hill),0.890,2.520
3,10:34,1,10,ARI 46,21,14,Joey Harrington pass incomplete intended for Cory Schlesinger,2.520,1.980
3,10:28,2,10,ARI 46,21,14,Joey Harrington pass complete to Avon Cobourne for 7 yards (tackle by Russell Davis),1.980,2.210
3,9:44,3,3,ARI 39,21,14,Joey Harrington pass incomplete intended for Shawn Jefferson (defended by Coby Rhinehart),2.210,0.660
3,9:38,4,3,ARI 39,21,14,"John Jett punts 39 yards, touchback",0.660,-0.280
3,9:31,1,10,ARI 20,21,14,Jeff Blake pass incomplete intended for Kevin Kasper,0.280,-0.270
3,9:26,2,10,ARI 20,21,14,Emmitt Smith up the middle for no gain (tackle by Dan Wilkinson),-0.270,-0.960
3,8:41,3,10,ARI 20,21,14,Jeff Blake pass incomplete intended for Anquan Boldin,-0.960,-2.030
3,8:36,4,10,ARI 20,21,20,"Scott Player punts 37 yards, returned by Eddie Drummond for 57 yards, touchdown",-2.030,-7.000
3,,,,ARI 2,21,21,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,21,21,"Jason Hanson kicks off 74 yards, returned by Kevin Kasper for 30 yards (tackle by Jimmy Wyrick)",0.000,0.670
3,8:14,1,10,ARI 26,21,21,Marcel Shipp right tackle for 3 yards (tackle by Earl Holmes and Corey Harris),0.670,0.540
3,7:35,2,7,ARI 29,21,21,Jeff Blake pass incomplete intended for James Hodgins (defended by Brian Walker),0.540,-0.160
3,7:30,3,7,ARI 29,21,21,Jeff Blake pass complete to Anquan Boldin for 21 yards (tackle by Jimmy Wyrick),-0.160,2.260
3,6:54,1,10,DET 50,21,21,Marcel Shipp left tackle for -4 yards (tackle by Earl Holmes),2.260,1.170
3,6:10,2,14,ARI 46,21,21,Jeff Blake pass complete to Anquan Boldin for 2 yards (tackle by Jimmy Wyrick),1.170,0.760
3,5:24,3,12,ARI 48,21,21,"Jeff Blake pass incomplete (defended by James Hall). Penalty on L.J. Shelton: Offensive Holding (Offsetting), Penalty on Jimmy Wyrick: Defensive Holding (Offsetting) (no play)",0.760,0.760
3,5:18,3,12,ARI 48,21,21,"Penalty on Anthony Clement: False Start, 5 yards (no play)",0.760,0.100
3,5:18,3,17,ARI 43,21,21,Jeff Blake pass incomplete intended for Freddie Jones (defended by Boss Bailey),0.100,-0.520
3,5:12,4,17,ARI 43,21,21,"Scott Player punts 36 yards, fair catch by Eddie Drummond",-0.520,-0.340
3,5:04,1,10,DET 21,21,21,Joey Harrington pass incomplete intended for Charles Rogers (defended by Barron Tanner),0.340,-0.200
3,5:01,2,10,DET 21,21,21,Avon Cobourne right tackle for 3 yards (tackle by Barron Tanner),-0.200,-0.490
3,4:23,3,7,DET 24,21,21,Joey Harrington pass incomplete intended for Bill Schroeder. Penalty on Stockar McDougle: Offensive Holding (Declined),-0.490,-1.770
3,4:16,4,7,DET 24,21,21,"John Jett punts 38 yards, muffed catch by Anquan Boldin, recovered by Donte Curry and returned for no gain",-1.770,3.250
,,,,,,,"DET challenged the ruling, and the play was upheld.",,
3,4:02,1,10,ARI 35,21,21,Joey Harrington pass complete to Mikhael Ricks for 27 yards (tackle by Renaldo Hill),3.250,5.370
3,3:18,1,8,ARI 8,21,27,"Joey Harrington pass complete to Cory Schlesinger for 8 yards, touchdown",5.370,7.000
3,,,,ARI 2,21,28,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,21,28,Jason Hanson kicks off 66 yards,0.000,1.600
3,3:12,1,10,ARI 40,21,28,Jeff Blake pass incomplete intended for Freddie Jones,1.600,1.050
3,3:04,2,10,ARI 40,21,28,Jeff Blake pass complete to Anquan Boldin for 1 yard (tackle by Corey Harris),1.050,0.500
3,2:21,3,9,ARI 41,21,28,Jeff Blake pass complete to Anquan Boldin for 39 yards (tackle by Jimmy Wyrick),0.500,4.240
3,1:37,1,10,DET 20,21,28,Emmitt Smith up the middle for 1 yard (tackle by Dan Wilkinson),4.240,3.820
3,0:58,2,9,DET 19,21,28,Jeff Blake pass incomplete intended for Bryant Johnson,3.820,3.100
3,0:54,3,9,DET 19,21,28,Jeff Blake pass incomplete intended for Bryant Johnson (defended by Dre' Bly),3.100,2.180
3,0:49,4,9,DET 19,24,28,Bill Gramatica 38 yard field goal good,2.180,3.000
3,,,,ARI 30,24,28,"Bill Gramatica kicks off 66 yards, returned by Eddie Drummond for 17 yards (tackle by Michael Young)",0.000,0.340
3,0:40,1,10,DET 21,24,28,Joey Harrington pass incomplete intended for Charles Rogers,0.340,-0.200
3,0:30,2,10,DET 21,24,28,Joey Harrington pass complete to Cory Schlesinger for 2 yards (tackle by Adrian Wilson),-0.200,-0.630
Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,DET 23,24,28,Joey Harrington pass incomplete intended for Avon Cobourne,-0.630,-1.830
4,14:55,4,8,DET 23,24,28,"John Jett punts 41 yards, returned by Anquan Boldin for 14 yards (tackle by Eddie Drummond)",-1.830,-2.260
4,14:41,1,10,DET 50,24,28,"Jeff Blake sacked by Jared DeVries for -10 yards. Jeff Blake fumbles (forced by Jared DeVries), recovered by James Hall at ARI-36 (tackle by Jeff Blake)",2.260,-3.180
4,14:34,1,10,ARI 36,24,28,Olandis Gary right tackle for -1 yards (tackle by Fred Wakefield and Adrian Wilson),3.180,2.500
4,13:53,2,11,ARI 37,24,28,Joey Harrington pass complete to Bill Schroeder for 13 yards (tackle by Dexter Jackson),2.500,3.970
4,13:10,1,10,ARI 24,24,28,Joey Harrington pass complete to Cory Schlesinger for 20 yards (tackle by Raynoch Thompson),3.970,6.280
4,12:43,1,4,ARI 4,24,28,Avon Cobourne right end for -1 yards (tackle by Renaldo Hill),6.280,5.150
4,11:58,2,5,ARI 5,24,28,Joey Harrington pass incomplete intended for Bill Schroeder,5.150,4.260
4,11:51,3,5,ARI 5,24,34,"Joey Harrington pass complete to Bill Schroeder for 5 yards, touchdown",4.260,7.000
4,,,,ARI 2,24,35,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,24,35,"Jason Hanson kicks off 67 yards, returned by Kevin Kasper for 37 yards (tackle by Otis Smith)",0.000,1.600
4,11:35,1,10,ARI 40,24,35,Jeff Blake pass complete to Emmitt Smith for 2 yards (tackle by Barrett Green),1.600,1.320
4,11:00,2,8,ARI 42,24,41,"Jeff Blake pass incomplete intended for Bryan Gilmore is intercepted by Dre' Bly at ARI-48 and returned for 48 yards, touchdown",1.320,-7.000
4,,,,ARI 2,24,42,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,24,42,"Jason Hanson kicks off 73 yards, returned by Kevin Kasper for 27 yards (tackle by Jimmy Wyrick)",0.000,0.540
4,10:43,1,10,ARI 24,24,42,Jeff Blake pass complete to Emmitt Smith for 7 yards (tackle by Dre' Bly),0.540,0.940
4,10:09,2,3,ARI 31,24,42,Jeff Blake pass complete to Anquan Boldin for 29 yards (tackle by Corey Harris). Penalty on Dre' Bly: Defensive Offside (Declined),0.940,2.920
4,9:48,1,10,DET 40,24,42,Emmitt Smith up the middle for 8 yards (tackle by Jeff Gooch),2.920,3.450
4,9:24,2,2,DET 32,24,42,Jeff Blake pass complete to Bryan Gilmore for 6 yards (tackle by Otis Smith),3.450,3.840
4,8:51,1,10,DET 26,24,42,Jeff Blake pass incomplete intended for Emmitt Smith,3.840,3.300
4,8:45,2,10,DET 26,24,42,Jeff Blake pass complete to Freddie Jones for 9 yards (tackle by Jeff Gooch),3.300,3.950
4,8:09,,,,24,42,Timeout #1 by Arizona Cardinals,0.000,3.950
4,8:09,3,1,DET 17,24,42,"Jeff Blake for -3 yards. Jeff Blake fumbles, recovered by Jeff Blake at DET-20",3.950,4.910
4,7:33,1,10,DET 10,24,42,"Penalty on ARI: Delay of Game, 5 yards (no play)",4.910,4.370
4,7:10,1,15,DET 15,24,42,Jeff Blake pass complete to Bryant Johnson for 7 yards (tackle by Andre' Goodman),4.370,4.570
4,6:38,2,8,DET 8,24,42,"Jeff Blake pass incomplete intended for Freddie Jones. Penalty on Freddie Jones: Offensive Pass Interference, 10 yards (no play)",4.570,3.150
4,6:34,2,18,DET 18,24,42,Jeff Blake pass incomplete intended for Freddie Jones,3.150,2.630
4,6:27,3,18,DET 18,24,42,Jeff Blake pass incomplete intended for Freddie Jones (defended by Jeff Gooch),2.630,2.250
4,6:22,4,18,DET 18,24,42,Jeff Blake pass incomplete intended for Anquan Boldin,2.250,-0.040
4,6:16,1,10,DET 18,24,42,Olandis Gary up the middle for 19 yards (tackle by David Barrett),0.040,1.400
4,5:28,1,10,DET 37,24,42,Olandis Gary up the middle for 6 yards (tackle by Calvin Pace),1.400,1.670
4,4:44,2,4,DET 43,24,42,Olandis Gary right end for no gain (tackle by Raynoch Thompson and Calvin Pace),1.670,0.960
4,4:37,,,,24,42,Timeout #2 by Arizona Cardinals,0.000,0.960
4,4:37,3,4,DET 43,24,42,Olandis Gary right tackle for 1 yard (tackle by Levar Fisher),0.960,-0.460
4,4:28,,,,24,42,Timeout #3 by Arizona Cardinals,0.000,-0.460
4,4:28,4,3,DET 44,24,42,"John Jett punts 31 yards, returned by Anquan Boldin for 4 yards (tackle by Jimmy Wyrick)",-0.460,-0.870
4,4:18,1,10,ARI 29,24,42,"Penalty on L.J. Shelton: False Start, 5 yards (no play)",0.870,0.540
4,4:18,1,15,ARI 24,24,42,Jeff Blake pass complete to Marcel Shipp for 5 yards (tackle by Dre' Bly),0.540,0.330
4,3:54,2,10,ARI 29,24,42,Jeff Blake pass complete to Marcel Shipp for -5 yards (tackle by Boss Bailey),0.330,-1.020
4,3:23,3,15,ARI 24,24,42,Jeff Blake pass complete to Marcel Shipp for 8 yards (tackle by Dre' Bly),-1.020,-1.240
4,2:41,4,7,ARI 32,24,42,"Scott Player punts 52 yards, returned by Eddie Drummond for 8 yards (tackle by James Darling)",-1.240,-0.540
4,2:29,1,10,DET 24,24,42,Olandis Gary up the middle for 2 yards (tackle by Adrian Wilson),0.540,0.270
4,2:00,2,8,DET 26,24,42,Olandis Gary up the middle for 3 yards (tackle by Fred Wakefield),0.270,-0.030
4,1:16,3,5,DET 29,24,42,Olandis Gary left end for 6 yards (tackle by James Darling),-0.030,1.270
4,0:36,1,10,DET 35,24,42,Joey Harrington kneels for -1 yards,1.270,0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
