Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James White,NWE,11,40,0,2,27,2.5,13,1.2,0,
Kenjon Barner,NWE,10,36,0,1,21,2.1,15,1.5,0,
Sony Michel,NWE,4,22,0,2,3,0.8,19,4.8,0,
Tom Brady,NWE,1,6,0,0,6,6.0,0,0.0,0,
Cordarrelle Patterson,NWE,1,4,0,,4,4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jordan Howard,CHI,12,39,1,2,23,1.9,16,1.3,0,
Tarik Cohen,CHI,6,14,0,0,7,1.2,7,1.2,0,
Mitchell Trubisky,CHI,6,81,1,5,30,5.0,51,8.5,0,
Taylor Gabriel,CHI,1,0,0,0,0,0.0,0,0.0,0,
