Quarter,Time,Down,ToGo,Location,TEN,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Titans to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,TEN 20,0,0,Zach Mettenberger pass incomplete short middle intended for Justin Hunter (defended by C.J. Mosley),0.280,-0.270
1,14:56,2,10,TEN 20,0,0,Bishop Sankey right tackle for 11 yards (tackle by Lardarius Webb),-0.270,1.000
1,14:21,1,10,TEN 31,0,0,Zach Mettenberger pass incomplete short left intended for Kendall Wright,1.000,0.460
1,14:17,2,10,TEN 31,0,0,Bishop Sankey left end for 1 yard (tackle by Anthony Levine),0.460,-0.100
1,13:41,3,9,TEN 32,0,0,Zach Mettenberger pass complete short middle to Delanie Walker for 15 yards (tackle by C.J. Mosley),-0.100,2.060
1,13:00,1,10,TEN 47,0,0,Kendall Wright left end for 1 yard (tackle by Anthony Levine and Terrell Suggs),2.060,1.650
1,12:18,2,9,TEN 48,0,0,Zach Mettenberger pass complete deep right to Nate Washington for 17 yards. Penalty on Terrell Suggs: Defensive Offside (Declined),1.650,3.250
1,11:50,1,10,BAL 35,0,0,"Penalty on Richard Gordon: False Start, 5 yards (no play)",3.250,2.920
1,11:32,1,15,BAL 40,0,0,Bishop Sankey left guard for 3 yards (tackle by Haloti Ngata and Pernell McPhee),2.920,2.430
1,10:49,2,12,BAL 37,0,0,Zach Mettenberger pass complete short right to Delanie Walker for 5 yards (tackle by C.J. Mosley),2.430,2.410
1,10:21,3,7,BAL 32,0,0,Zach Mettenberger pass complete short middle to Delanie Walker for 17 yards (tackle by Terrence Brooks and Will Hill),2.410,4.580
1,9:45,1,10,BAL 15,0,0,Bishop Sankey left tackle for 8 yards (tackle by Darian Stewart and Courtney Upshaw),4.580,5.410
1,9:09,2,2,BAL 7,0,0,Shonn Greene right guard for 1 yard (tackle by Brandon Williams and Daryl Smith),5.410,4.900
1,8:28,3,1,BAL 6,0,0,Shonn Greene left tackle for 4 yards (tackle by Albert McClellan and Jeromy Miles),4.900,6.740
1,7:49,1,2,BAL 2,0,0,Bishop Sankey up the middle for 1 yard (tackle by Terrell Suggs and Courtney Upshaw),6.740,5.910
1,7:07,2,1,BAL 1,0,0,"Shonn Greene right guard for no gain (tackle by Haloti Ngata). Shonn Greene fumbles (forced by Haloti Ngata), recovered by Lawrence Guy at BAL--1 and returned for 6 yards (tackle by Delanie Walker)",5.910,0.380
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
1,6:48,1,10,BAL 5,0,0,Justin Forsett left guard for 5 yards (tackle by Wesley Woodyard),-0.380,-0.420
1,6:12,2,5,BAL 10,0,0,Justin Forsett right end for no gain (tackle by Al Woods and Wesley Woodyard),-0.420,-0.840
1,5:44,3,5,BAL 10,0,0,Justin Forsett left guard for 3 yards (tackle by Karl Klug),-0.840,-2.490
1,5:06,4,2,BAL 13,0,0,"Sam Koch punts 45 yards, out of bounds",-2.490,-1.730
1,4:58,1,10,TEN 42,0,0,Zach Mettenberger pass complete deep right to Kendall Wright for 15 yards (tackle by Lardarius Webb),1.730,2.720
1,4:27,1,10,BAL 43,0,0,Bishop Sankey left tackle for 6 yards (tackle by Brandon Williams),2.720,2.990
1,3:53,2,4,BAL 37,0,0,Bishop Sankey right end for 6 yards (tackle by Daryl Smith),2.990,3.510
1,3:11,1,10,BAL 31,0,0,Zach Mettenberger pass incomplete deep left intended for Kendall Wright,3.510,2.970
1,3:05,2,10,BAL 31,0,0,Bishop Sankey left guard for 1 yard (tackle by Haloti Ngata),2.970,2.970
1,2:18,2,10,BAL 31,0,0,Timeout #1 by Tennessee Titans,2.970,2.410
1,2:18,3,9,BAL 30,0,0,Zach Mettenberger pass complete deep right to Justin Hunter for 17 yards (tackle by Danny Gorrer),2.410,4.710
1,1:46,1,10,BAL 13,0,0,Bishop Sankey right guard for 1 yard (tackle by Elvis Dumervil and Matt Elam),4.710,4.220
1,1:05,2,9,BAL 12,0,0,Zach Mettenberger pass complete short middle to Bishop Sankey for 9 yards (tackle by C.J. Mosley and Darian Stewart),4.220,6.510
1,0:26,1,3,BAL 3,6,0,"Zach Mettenberger pass complete short middle to Leon Washington for 3 yards, touchdown",6.510,7.000
