Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA
2,11:27,3,7,HOU 29,3,7,David Carr pass complete to Jabar Gaffney for 30 yards (tackle by Andre Woolfolk),-0.160,2.850
2,11:00,1,10,TEN 41,3,7,David Carr pass complete to Andre Johnson for 11 yards (tackle by Brad Kassell),2.850,3.580
2,10:27,1,10,TEN 30,3,7,Domanick Williams left guard for 3 yards (tackle by Randy Starks and Carlos Hall),3.580,3.440
2,9:45,2,7,TEN 27,3,7,David Carr pass complete to Derick Armstrong for 7 yards (tackle by Andre Woolfolk). Penalty on Brad Kassell: Defensive Holding (Declined),3.440,4.240
2,9:17,1,10,TEN 20,9,7,"David Carr pass complete to Jabar Gaffney for 20 yards, touchdown",4.240,7.000
2,,,,TEN 2,10,7,Kris Brown kicks extra point good,0.000,0.000
2,,,,HOU 30,10,7,"Kris Brown kicks off 59 yards, returned by Troy Fleming for 16 yards (tackle by Jason Bell)",0.000,0.740
2,9:05,1,10,TEN 27,10,7,Steve McNair pass incomplete intended for Drew Bennett,0.740,0.200
2,8:59,2,10,TEN 27,10,7,Chris Brown up the middle for 3 yards (tackle by Jason Simmons and Robaire Smith),0.200,-0.100
2,8:15,3,7,TEN 30,10,7,Steve McNair up the middle for 23 yards (tackle by Marcus Coleman),-0.100,2.460
2,7:30,1,10,HOU 47,10,7,Steve McNair pass complete to Derrick Mason for 22 yards (tackle by Demarcus Faggins),2.460,3.910
2,7:02,1,10,HOU 25,10,7,Steve McNair pass incomplete intended for Derrick Mason,3.910,3.360
2,6:58,2,10,HOU 25,10,7,Chris Brown right end for 3 yards (tackle by Marcus Coleman),3.360,3.070
2,6:14,3,7,HOU 22,10,7,Steve McNair pass incomplete intended for Derrick Mason,3.070,1.990
2,6:06,4,7,HOU 22,10,10,Gary Anderson 40 yard field goal good,1.990,3.000
2,,,,TEN 30,10,10,"Craig Hentrich kicks off 66 yards, returned by J.J. Moses for 23 yards (tackle by Donnie Nickey)",0.000,0.740
2,5:55,1,10,HOU 27,10,10,Jonathan Wells left guard for 3 yards (tackle by Brad Kassell and Kevin Carter),0.740,0.600
2,5:16,2,7,HOU 30,10,10,David Carr pass complete to Andre Johnson for 29 yards (tackle by Brad Kassell),0.600,2.850
2,4:36,1,10,TEN 41,10,10,Jonathan Wells left end for 8 yards (tackle by Lamont Thompson),2.850,3.390
2,4:09,2,2,TEN 33,10,10,Jonathan Wells right tackle for 1 yard (tackle by Keith Bulluck),3.390,2.810
2,3:29,3,1,TEN 32,10,10,Jonathan Wells left guard for no gain (tackle by Justin Ena),2.810,1.310
2,2:43,,,,10,10,Timeout #2 by Houston Texans,0.000,1.310
2,2:43,4,1,TEN 32,13,10,Kris Brown 50 yard field goal good,1.310,3.000
2,,,,HOU 30,13,10,"Kris Brown kicks off 70 yards, returned by Troy Fleming for no gain",0.000,-0.380
2,2:34,1,10,TEN 1,13,10,Steve McNair right guard for 2 yards (tackle by Jay Foreman),-0.380,-0.630
2,2:00,2,8,TEN 3,13,10,Chris Brown up the middle for 5 yards (tackle by Jamie Sharper and Robaire Smith),-0.630,-0.600
2,1:22,3,3,TEN 8,13,10,Steve McNair pass complete to Drew Bennett for 6 yards (tackle by Dunta Robinson),-0.600,-0.280
2,1:17,1,10,TEN 14,13,10,Chris Brown right tackle for 16 yards (tackle by Jason Simmons),-0.280,0.940
2,0:46,1,10,TEN 30,13,10,"Penalty on Robaire Smith: Encroachment, 5 yards (no play)",0.940,1.670
2,0:46,1,5,TEN 35,13,10,Steve McNair pass incomplete intended for Drew Bennett,1.670,1.070
2,0:39,2,5,TEN 35,13,10,Steve McNair pass incomplete intended for Derrick Mason (defended by Dunta Robinson),1.070,0.370
2,0:35,3,5,TEN 35,13,10,Steve McNair pass complete to Ben Troupe for 3 yards (tackle by Aaron Glenn),0.370,-0.850
2,0:15,,,,13,10,Timeout #3 by Houston Texans,0.000,-0.850
2,0:15,4,2,TEN 38,13,10,"Craig Hentrich punts 52 yards, fair catch by J.J. Moses",-0.850,0.380
2,0:07,1,10,HOU 10,13,10,David Carr kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,13,10,"Kris Brown kicks off 69 yards, returned by Troy Fleming for 24 yards (tackle by Antwan Peek)",0.000,0.610
3,14:55,1,10,TEN 25,13,10,"Steve McNair for no gain. Steve McNair fumbles, recovered by Steve McNair at TEN-25",0.610,0.060
3,14:33,2,10,TEN 25,13,10,Chris Brown right guard for 7 yards (tackle by Robaire Smith and Kailee Wong),0.060,0.300
3,13:51,3,3,TEN 32,13,10,Steve McNair pass incomplete intended for Eddie Berlin. Penalty on Ben Troupe: Personal Foul (Declined),0.300,-1.240
3,13:46,4,3,TEN 32,13,10,"Craig Hentrich punts 46 yards, returned by J.J. Moses for 3 yards (tackle by Cody Spencer)",-1.240,-0.610
3,13:36,1,10,HOU 25,13,10,Jonathan Wells right tackle for 2 yards (tackle by Rien Long and Albert Haynesworth),0.610,0.330
3,12:59,2,8,HOU 27,13,10,Jonathan Wells left tackle for 2 yards (tackle by Rocky Boiman and Carlos Hall),0.330,-0.100
3,12:16,3,6,HOU 29,13,10,David Carr pass complete to Derick Armstrong for 20 yards (tackle by Andre Dyson),-0.100,2.190
3,11:40,1,10,HOU 49,13,10,Jonathan Wells up the middle for 8 yards (tackle by Lamont Thompson and Brad Kassell),2.190,2.730
3,11:08,2,2,TEN 43,13,10,Jonathan Wells right guard for 3 yards (tackle by Albert Haynesworth and Rien Long),2.730,2.920
3,10:25,1,10,TEN 40,13,10,David Carr pass incomplete intended for Derick Armstrong,2.920,2.370
3,10:19,2,10,TEN 40,13,10,Jonathan Wells up the middle for 1 yard (tackle by Andre Woolfolk),2.370,1.820
3,9:41,3,9,TEN 39,13,10,David Carr pass incomplete intended for Derick Armstrong,1.820,0.660
3,9:37,4,9,TEN 39,13,10,Chad Stanley punts 37 yards,0.660,0.380
3,9:26,1,10,TEN 2,13,10,Chris Brown up the middle for no gain (tackle by Jay Foreman),-0.380,-0.780
3,8:46,2,10,TEN 2,13,10,Steve McNair pass complete to Derrick Mason for 14 yards (tackle by Dunta Robinson),-0.780,-0.140
3,8:06,1,10,TEN 16,13,10,Chris Brown up the middle for 4 yards (tackle by Jamie Sharper),-0.140,0.010
3,7:27,2,6,TEN 20,13,10,Steve McNair pass incomplete intended for Derrick Mason,0.010,-0.820
3,7:21,3,6,TEN 20,13,10,Steve McNair up the middle for 8 yards (tackle by Jay Foreman),-0.820,0.810
3,6:36,1,10,TEN 28,13,10,Steve McNair pass incomplete intended for Robert Holcombe,0.810,0.260
3,6:32,2,10,TEN 28,13,10,Steve McNair pass incomplete intended for Robert Holcombe,0.260,-0.430
3,6:26,3,10,TEN 28,13,10,Steve McNair pass complete to Chris Brown for 5 yards (tackle by Jason Simmons),-0.430,-1.180
3,6:03,4,5,TEN 33,13,10,"Craig Hentrich punts 47 yards, returned by J.J. Moses for 5 yards (tackle by Ken Amato)",-1.180,-0.610
3,5:52,1,10,HOU 25,13,10,David Carr pass complete to Derick Armstrong for 10 yards (tackle by Samari Rolle),0.610,1.270
3,5:28,1,10,HOU 35,13,10,Jonathan Wells up the middle for 1 yard (tackle by Keith Bulluck and Jared Clauss),1.270,0.860
3,4:54,2,9,HOU 36,13,10,David Carr pass complete to Jonathan Wells for 4 yards (tackle by Andre Woolfolk),0.860,0.700
3,4:12,3,5,HOU 40,13,10,Jonathan Wells left tackle for no gain (tackle by Jared Clauss and Keith Bulluck),0.700,-0.720
3,3:25,4,5,HOU 40,13,10,"Chad Stanley punts 48 yards, returned by Derrick Mason for 12 yards (tackle by Antwan Peek)",-0.720,-0.540
3,3:12,1,10,TEN 24,13,10,Antowain Smith left guard for 9 yards (tackle by Marcus Coleman),0.540,1.210
3,2:30,2,1,TEN 33,13,10,Antowain Smith right guard for 2 yards (tackle by Seth Payne and Jason Babin),1.210,1.270
3,1:48,1,10,TEN 35,13,10,Steve McNair sacked by Jamie Sharper for -6 yards,1.270,-0.090
3,1:11,2,16,TEN 29,13,10,Steve McNair pass complete to Eddie Berlin for 19 yards (tackle by Aaron Glenn),-0.090,2.130
3,0:27,1,10,TEN 48,13,10,Steve McNair pass complete to Derrick Mason for 8 yards (tackle by Dunta Robinson),2.130,2.660
Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,HOU 44,13,10,Antowain Smith up the middle for no gain (tackle by Jamie Sharper and Gary Walker),2.660,1.950
4,14:18,3,2,HOU 44,13,10,Steve McNair pass incomplete intended for Derrick Mason,1.950,0.330
4,14:15,4,2,HOU 44,13,10,"Craig Hentrich punts 29 yards, fair catch by J.J. Moses",0.330,0.220
4,14:08,1,10,HOU 15,13,10,David Carr pass incomplete intended for Andre Johnson,-0.220,-0.710
4,14:02,2,10,HOU 15,13,10,David Carr pass incomplete intended for Jabar Gaffney,-0.710,-1.370
4,13:57,3,10,HOU 15,13,10,David Carr sacked by Carlos Hall for -1 yards,-1.370,-2.470
4,13:40,4,11,HOU 14,13,10,"Chad Stanley punts 37 yards, fair catch by Derrick Mason. Penalty on Troy Fleming: Offensive Holding, 10 yards, Penalty on Troy Fleming: Defensive Offside (Declined)",-2.470,-1.530
4,13:38,1,10,TEN 39,13,10,Steve McNair pass incomplete intended for Antowain Smith is intercepted by Kailee Wong at TEN-43,1.530,-2.720
4,13:29,1,10,TEN 43,13,10,David Carr pass incomplete intended for Andre Johnson,2.720,2.180
4,13:23,2,10,TEN 43,13,10,Jonathan Wells left guard for 3 yards (tackle by Kevin Carter),2.180,1.880
4,12:37,3,7,TEN 40,13,10,David Carr pass incomplete intended for Andre Johnson,1.880,0.590
4,12:34,4,7,TEN 40,13,10,"Chad Stanley punts 24 yards, fair catch by Derrick Mason",0.590,0.140
4,12:28,1,10,TEN 16,13,10,Steve McNair pass complete to Ben Troupe for 9 yards (tackle by Marlon McCree),-0.140,0.690
4,11:59,2,1,TEN 25,13,10,Antowain Smith right end for 5 yards (tackle by Kenny Wright),0.690,0.940
4,11:15,1,10,TEN 30,13,10,Steve McNair pass incomplete intended for Eddie Berlin,0.940,0.390
4,11:12,2,10,TEN 30,13,10,Steve McNair pass complete to Eddie Berlin for 10 yards (tackle by Demarcus Faggins),0.390,1.600
4,10:22,1,10,TEN 40,13,10,Steve McNair pass complete to Antowain Smith for 5 yards (tackle by Kailee Wong),1.600,1.730
4,9:42,2,5,TEN 45,13,10,Steve McNair pass incomplete intended for Eddie Berlin,1.730,1.030
4,9:39,3,5,TEN 45,13,10,"Steve McNair pass incomplete intended for Drew Bennett. Penalty on Derrick Mason: Unsportsmanlike Conduct, 15 yards",1.030,-1.370
4,9:34,4,20,TEN 30,13,10,"Craig Hentrich punts 44 yards, returned by J.J. Moses for 9 yards (tackle by Cody Spencer)",-1.370,-1.270
4,9:25,1,10,HOU 35,13,10,Jonathan Wells right end for -2 yards (tackle by Rocky Boiman),1.270,0.450
4,8:44,2,12,HOU 33,13,10,David Carr pass complete to Jabar Gaffney for 22 yards (tackle by Lamont Thompson),0.450,2.590
4,8:08,1,10,TEN 45,13,10,Jonathan Wells left end for 8 yards (tackle by Keith Bulluck),2.590,3.120
4,7:29,2,2,TEN 37,13,10,Jonathan Wells left guard for 5 yards (tackle by Keith Bulluck and Brad Kassell),3.120,3.450
4,6:52,1,10,TEN 32,13,10,Jonathan Wells left guard for no gain (tackle by Albert Haynesworth),3.450,2.900
4,6:14,2,10,TEN 32,13,10,David Carr pass complete to Andre Johnson for 13 yards (tackle by Lamont Thompson),2.900,4.310
4,5:34,1,10,TEN 19,13,10,Jonathan Wells left guard for 2 yards (tackle by Tank Williams and Brad Kassell),4.310,4.030
4,4:52,2,8,TEN 17,13,10,David Carr pass complete to Andre Johnson for 13 yards (tackle by Lamont Thompson),4.030,6.280
4,4:45,1,4,TEN 4,19,10,"Jonathan Wells left guard for 4 yards, touchdown",6.280,7.000
4,,,,TEN 2,20,10,Kris Brown kicks extra point good,0.000,0.000
4,,,,HOU 30,20,10,"Kris Brown kicks off 70 yards, touchback",0.000,0.280
4,4:42,1,10,TEN 20,20,10,Steve McNair pass complete to Derrick Mason for 17 yards (tackle by Marcus Coleman),0.280,1.400
4,4:11,1,10,TEN 37,20,10,Steve McNair pass incomplete intended for Robert Holcombe (defended by Gary Walker),1.400,0.860
4,4:06,2,10,TEN 37,20,10,"Penalty on Fred Miller: False Start, 5 yards (no play)",0.860,0.180
4,4:06,2,15,TEN 32,20,10,Steve McNair pass incomplete intended for Eddie Berlin (defended by Marlon McCree),0.180,-0.490
4,3:57,3,15,TEN 32,20,10,Steve McNair pass complete to Drew Bennett for 19 yards (tackle by Demarcus Faggins),-0.490,2.320
4,3:51,1,10,HOU 49,20,10,Steve McNair pass complete to Drew Bennett for 19 yards (tackle by Marcus Coleman),2.320,3.580
4,3:19,1,10,HOU 30,20,10,"Steve McNair pass incomplete intended for Eddie Berlin. Penalty on Jacob Bell: Offensive Holding (Offsetting), Penalty on Corey Sears: Roughing the Passer (Offsetting) (no play)",3.580,3.580
4,3:13,1,10,HOU 30,20,10,"Steve McNair pass complete to Derrick Mason for 2 yards (tackle by Dunta Robinson). Penalty on Jason Babin: Illegal Use of Hands, 5 yards (no play)",3.580,3.910
4,3:07,1,10,HOU 25,20,10,Steve McNair pass complete to Eddie Berlin for 13 yards (tackle by Kenny Wright),3.910,4.780
4,2:29,1,10,HOU 12,20,10,Steve McNair pass complete to Eddie Berlin for 8 yards (tackle by Kenny Wright),4.780,5.600
4,2:03,2,2,HOU 4,20,10,Robert Holcombe up the middle for no gain (tackle by Robaire Smith and Gary Walker),5.600,4.840
4,2:00,3,2,HOU 4,20,10,Steve McNair pass incomplete intended for Derrick Mason (defended by Marcus Coleman),4.840,3.040
4,1:54,4,2,HOU 4,20,10,Steve McNair pass incomplete intended for Derrick Mason is intercepted by Marcus Coleman and returned for 14 yards (tackle by Derrick Mason),3.040,0.370
4,1:47,1,10,HOU 11,20,10,Jonathan Wells right guard for no gain (tackle by Rien Long and Carlos Hall),-0.370,-0.780
4,1:42,,,,20,10,Timeout #1 by Tennessee Titans,0.000,-0.780
4,1:42,2,10,HOU 11,20,10,Jonathan Wells left end for 3 yards (tackle by Justin Ena and Carlos Hall),-0.780,-1.070
4,1:36,,,,20,10,Timeout #2 by Tennessee Titans,0.000,-1.070
4,1:36,3,7,HOU 14,20,10,Jonathan Wells left end for 13 yards (tackle by Lamont Thompson),-1.070,0.740
4,0:40,1,10,HOU 27,20,10,David Carr kneels for -1 yards,0.740,0.060
4,0:14,2,11,HOU 26,20,10,David Carr up the middle for -1 yards,0.060,-0.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
