0,1
Game Info,Game Info
Won Toss,Buccaneers
Roof,retractable roof (closed)
Surface,grass
Duration,2:51
Attendance,70237
Vegas Line,Tampa Bay Buccaneers -2.5
Over/Under,40.0 (over)
