Quarter,Time,Down,ToGo,Location,TEN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss, Chargers to receive the opening kickoff.",,
1,15:00,,,TEN 30,0,0,"Rob Bironas kicks off 72 yards, returned by Michael Turner for 23 yards (tackle by Colby Bockwoldt)",0.000,0.340
1,14:55,1,10,SDG 21,0,0,LaDainian Tomlinson right end for 1 yard (tackle by Keith Bulluck and David Thornton),0.340,-0.070
1,14:16,2,9,SDG 22,0,0,LaDainian Tomlinson right tackle for 15 yards (tackle by Keith Bulluck),-0.070,1.400
1,13:39,1,10,SDG 37,0,0,Philip Rivers pass complete short middle to Keenan McCardell for 6 yards (tackle by Peter Sirmon),1.400,1.670
1,12:58,2,4,SDG 43,0,0,LaDainian Tomlinson right end for 3 yards (tackle by Chris Hope and Keith Bulluck),1.670,1.360
1,12:19,3,1,SDG 46,0,0,Philip Rivers pass incomplete short right intended for Brandon Manumaleuna,1.360,-0.320
1,12:11,4,1,SDG 46,0,0,Mike Scifres punts 38 yards,-0.320,0.140
1,12:00,1,10,TEN 16,0,0,Kerry Collins pass incomplete short left intended for Bobby Wade (defended by Drayton Florence),-0.140,-0.660
1,11:55,2,10,TEN 16,0,0,Kerry Collins pass incomplete short left intended for David Givens,-0.660,-1.320
1,11:51,3,10,TEN 16,0,0,Kerry Collins pass incomplete deep left intended for Bobby Wade,-1.320,-2.390
1,11:44,4,10,TEN 16,0,0,"Craig Hentrich punts 48 yards, fair catch by Eric Parker. Penalty on Ken Amato: Offensive Holding, 10 yards",-2.390,-1.990
1,11:37,1,10,SDG 46,0,0,LaDainian Tomlinson right end for 4 yards (tackle by Kyle Vanden Bosch),1.990,1.990
1,10:54,2,6,,0,0,Philip Rivers right end for 2 yards (tackle by David Thornton),1.990,1.550
1,10:12,3,4,TEN 48,0,0,Philip Rivers pass complete short right to LaDainian Tomlinson for 14 yards (tackle by Cortland Finnegan),1.550,3.310
1,9:26,1,10,TEN 34,0,0,LaDainian Tomlinson middle for 4 yards (tackle by Reynaldo Hill),3.310,3.310
1,8:45,2,6,TEN 30,0,0,Philip Rivers pass complete short right to Antonio Gates for 12 yards (tackle by Chris Hope),3.310,4.370
1,8:00,1,10,TEN 18,0,0,Philip Rivers pass complete short left to Brandon Manumaleuna for 6 yards (tackle by Chris Hope),4.370,4.810
1,7:16,2,4,TEN 12,0,0,LaDainian Tomlinson middle for 1 yard (tackle by Jesse Mahelona and David Thornton),4.810,4.260
1,6:36,3,3,TEN 11,0,0,LaDainian Tomlinson pass incomplete short right intended for Antonio Gates,4.260,2.800
1,6:30,4,3,TEN 11,0,3,Nate Kaeding 28 yard field goal good,2.800,3.000
1,,,,SDG 30,0,3,"Nate Kaeding kicks off 65 yards, returned by Bobby Wade for 27 yards (tackle by Matt Wilhelm)",0.000,1.070
1,6:21,1,10,TEN 32,0,3,Chris Brown middle for 2 yards (tackle by Jamal Williams and Donnie Edwards),1.070,0.800
1,5:52,2,8,TEN 34,0,3,Chris Brown middle for 4 yards (tackle by Shaun Phillips),0.800,0.630
1,5:14,3,4,TEN 38,0,3,Kerry Collins pass incomplete intended for David Givens,0.630,-0.850
1,5:08,4,4,TEN 38,0,3,"Craig Hentrich punts 52 yards, returned by Eric Parker for 5 yards (tackle by Colby Bockwoldt)",-0.850,0.220
1,4:58,1,10,SDG 15,0,3,Philip Rivers pass complete short right to Keenan McCardell for 13 yards (tackle by Reynaldo Hill),-0.220,0.810
1,4:19,1,10,SDG 28,0,3,LaDainian Tomlinson right end for 1 yard (tackle by Kyle Vanden Bosch),0.810,0.400
1,3:37,2,9,SDG 29,0,3,Philip Rivers pass incomplete short right intended for Lorenzo Neal,0.400,-0.300
1,3:33,3,9,SDG 29,0,3,Philip Rivers pass complete deep middle to Eric Parker for 25 yards (tackle by Lamont Thompson),-0.300,2.520
1,2:52,1,10,TEN 46,0,3,Philip Rivers pass incomplete deep right intended for Vincent Jackson,2.520,1.980
1,2:46,2,10,TEN 46,0,3,Philip Rivers pass complete short right to Keenan McCardell for 15 yards (tackle by Reynaldo Hill),1.980,3.510
1,2:00,1,10,TEN 31,0,3,Philip Rivers pass complete short right to LaDainian Tomlinson for 7 yards (tackle by Chris Hope),3.510,3.910
1,1:18,2,3,TEN 24,0,3,LaDainian Tomlinson right tackle for 1 yard (tackle by Chris Hope and David Thornton),3.910,3.340
1,0:43,3,2,TEN 23,0,3,LaDainian Tomlinson right end for 8 yards (tackle by David Thornton),3.340,4.580
1,0:07,1,10,TEN 15,0,3,Michael Turner right tackle for 4 yards (tackle by Jesse Mahelona),4.580,4.640
Quarter,Time,Down,ToGo,Location,TEN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,TEN 11,0,3,LaDainian Tomlinson right end for 4 yards (tackle by Chris Hope and Peter Sirmon),4.640,4.680
2,14:25,3,2,TEN 7,0,3,LaDainian Tomlinson right tackle for 1 yard (tackle by Peter Sirmon),4.680,3.020
2,14:02,4,1,TEN 6,0,3,Philip Rivers middle for 2 yards (tackle by Peter Sirmon),3.020,6.280
2,13:18,,,,0,3,Timeout #1 by San Diego Chargers,0.000,6.280
2,13:18,1,4,TEN 4,0,9,"LaDainian Tomlinson right end for 4 yards, touchdown",6.280,7.000
2,,,,TEN 2,0,10,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,0,10,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
2,13:14,1,10,TEN 20,0,10,Chris Brown right tackle for no gain (tackle by Luis Castillo),0.280,-0.270
2,12:36,2,10,TEN 20,0,10,Kerry Collins pass incomplete short right intended for Drew Bennett,-0.270,-0.960
2,12:30,3,10,TEN 20,0,10,Kerry Collins pass complete short middle to Chris Brown for no gain,-0.960,-2.030
2,11:56,4,10,TEN 20,0,10,"Craig Hentrich punts 46 yards, returned by Eric Parker for 25 yards (tackle by Donnie Nickey)",-2.030,-2.850
2,11:41,1,10,TEN 41,0,10,Philip Rivers pass complete short right to LaDainian Tomlinson for 14 yards (tackle by Chris Hope),2.850,3.780
2,10:54,1,10,TEN 27,0,10,Philip Rivers pass complete short left to LaDainian Tomlinson for -2 yards (tackle by Peter Sirmon),3.780,2.960
2,10:14,2,12,TEN 29,0,10,"Michael Turner left end for -2 yards (tackle by Chris Hope). Penalty on Chris Hope: Unnecessary Roughness, 15 yards",2.960,4.510
2,9:49,1,10,TEN 16,0,10,Keenan McCardell right end for 8 yards (tackle by Peter Sirmon),4.510,5.350
2,9:10,2,2,TEN 8,0,16,"LaDainian Tomlinson right end for 8 yards, touchdown",5.350,7.000
2,,,,TEN 2,0,17,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,0,17,"Nate Kaeding kicks off 70 yards, returned by Bobby Wade for 21 yards (tackle by Matt Wilhelm)",0.000,0.340
2,8:56,1,10,TEN 21,0,17,Chris Brown middle for 1 yard (tackle by Luis Castillo and Donnie Edwards),0.340,-0.070
2,8:30,2,9,TEN 22,0,17,Kerry Collins pass incomplete deep left intended for Drew Bennett,-0.070,-0.760
2,8:24,3,9,TEN 22,0,17,Kerry Collins pass incomplete short left intended for Chris Brown,-0.760,-1.900
2,8:12,4,9,TEN 22,0,17,"Craig Hentrich punts 39 yards, fair catch by Eric Parker",-1.900,-1.530
2,8:12,1,10,SDG 39,0,17,LaDainian Tomlinson right tackle for 1 yard (tackle by David Thornton and Peter Sirmon),1.530,1.120
2,7:31,2,9,SDG 40,0,17,Philip Rivers pass incomplete deep middle intended for Antonio Gates,1.120,0.430
2,7:25,3,9,SDG 40,0,17,Philip Rivers pass complete short middle to LaDainian Tomlinson for 8 yards (tackle by Keith Bulluck),0.430,-0.190
2,6:46,4,1,SDG 48,0,17,Mike Scifres punts 39 yards,-0.190,0.320
2,6:36,1,10,TEN 13,0,17,LenDale White left tackle for 3 yards (tackle by Luis Castillo),-0.320,-0.440
2,5:52,2,7,TEN 16,0,17,Vince Young pass incomplete short left intended for Bobby Wade (defended by Drayton Florence),-0.440,-1.060
2,5:48,3,7,TEN 16,0,17,"Vince Young pass incomplete intended for Brandon Jones. Penalty on Luis Castillo: Roughing the Passer, 15 yards (no play)",-1.060,1.000
