Quarter,Time,Down,ToGo,Location,TEN,SDG,Detail,EPB,EPA
2,5:43,1,10,TEN 31,0,17,Vince Young middle for 2 yards (tackle by Randall Godfrey and Shawne Merriman),1.000,0.730
2,5:08,2,8,TEN 33,0,17,LenDale White left tackle for 3 yards (tackle by Jamal Williams and Antonio Cromartie),0.730,0.430
2,4:27,3,5,TEN 36,0,17,Vince Young pass incomplete,0.430,-0.980
2,4:16,4,5,TEN 36,0,17,"Craig Hentrich punts 43 yards, returned by Eric Parker for 4 yards (tackle by Robert Reynolds)",-0.980,-0.610
2,4:07,1,10,SDG 25,0,17,LaDainian Tomlinson right end for -1 yards (tackle by Randy Starks),0.610,-0.070
2,3:29,2,11,SDG 24,0,17,Philip Rivers pass complete short right to Keenan McCardell for 14 yards (tackle by Reynaldo Hill),-0.070,1.470
2,2:50,1,10,SDG 38,0,17,Philip Rivers middle for 6 yards (tackle by David Thornton),1.470,1.730
2,2:11,2,4,SDG 44,0,17,LaDainian Tomlinson right tackle for 5 yards (tackle by Chris Hope),1.730,2.190
2,2:00,1,10,SDG 49,0,17,Philip Rivers pass complete short middle to Michael Turner for 12 yards (tackle by Jesse Mahelona),2.190,2.980
2,1:48,,,,0,17,Timeout #2 by San Diego Chargers,0.000,2.980
2,1:48,1,10,TEN 39,0,17,Michael Turner right tackle for 22 yards (tackle by Cortland Finnegan and Reynaldo Hill),2.980,4.440
2,1:18,1,10,TEN 17,0,17,Michael Turner right tackle for 3 yards (tackle by Jesse Mahelona and Keith Bulluck),4.440,4.320
2,0:39,2,7,TEN 14,0,17,Philip Rivers pass complete short right to Lorenzo Neal for 1 yard (tackle by Reynaldo Hill),4.320,3.680
2,0:29,,,,0,17,Timeout #3 by San Diego Chargers,0.000,3.680
2,0:29,3,6,TEN 13,0,17,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,3.680,2.590
2,0:17,4,6,TEN 13,0,20,Nate Kaeding 31 yard field goal good,2.590,3.000
2,,,,SDG 30,0,20,"Nate Kaeding kicks off 75 yards, returned by Adam Jones for 30 yards (tackle by Tim Dobbins)",0.000,0.610
2,0:11,1,10,TEN 25,0,20,"Vince Young for no gain. Vince Young fumbles, recovered by Vince Young at TEN-25",0.610,0.060
Quarter,Time,Down,ToGo,Location,TEN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,0,20,"Nate Kaeding kicks off 68 yards, returned by Adam Jones for 20 yards (tackle by Clinton Hart)",0.000,0.410
3,14:55,1,10,TEN 22,0,20,Kerry Collins pass complete short middle to Drew Bennett for 12 yards (tackle by Randall Godfrey),0.410,1.200
3,14:23,1,10,TEN 34,0,20,Chris Brown right end for 4 yards (tackle by Donnie Edwards),1.200,1.200
3,13:53,2,6,TEN 38,0,20,Kerry Collins pass incomplete short left intended for Ben Troupe (defended by Shaun Phillips),1.200,0.500
3,13:49,3,6,TEN 38,0,20,"Penalty on Shaun Phillips: Neutral Zone Infraction, 5 yards (no play)",0.500,1.160
3,13:49,3,1,TEN 43,0,20,Chris Brown right tackle for -2 yards (tackle by Randall Godfrey and Luis Castillo). Penalty on Benji Olson: Illegal Use of Hands (Declined),1.160,-0.650
3,13:22,4,3,TEN 41,0,20,"Craig Hentrich punts 31 yards, fair catch by Keenan McCardell",-0.650,-0.810
3,13:18,1,10,SDG 28,0,20,Philip Rivers pass incomplete deep middle intended for Antonio Gates,0.810,0.260
3,13:13,2,10,SDG 28,0,20,Philip Rivers pass complete short right to Keenan McCardell for 10 yards,0.260,1.470
3,12:41,1,10,SDG 38,0,20,LaDainian Tomlinson middle for 3 yards (tackle by Robert Reynolds),1.470,1.330
3,12:07,2,7,SDG 41,0,20,"Penalty on Marcus McNeill: False Start, 5 yards (no play)",1.330,0.650
3,11:44,2,12,SDG 36,0,20,Philip Rivers pass complete deep middle to Antonio Gates for 28 yards (tackle by Chris Hope),0.650,3.180
3,11:05,1,10,TEN 36,0,20,LaDainian Tomlinson right tackle for 3 yards (tackle by Keith Bulluck),3.180,3.040
3,10:32,2,7,TEN 33,0,20,Philip Rivers pass complete to Malcom Floyd for 9 yards (tackle by Lamont Thompson),3.040,3.970
3,9:58,1,10,TEN 24,0,20,Philip Rivers pass incomplete intended for Malcom Floyd,3.970,3.430
3,9:53,2,10,TEN 24,0,20,Philip Rivers pass complete short middle to Antonio Gates for 1 yard (tackle by Keith Bulluck),3.430,2.870
3,9:14,3,9,TEN 23,0,20,Philip Rivers pass complete short left to LaDainian Tomlinson for 9 yards (tackle by Peter Sirmon),2.870,4.650
3,8:35,1,10,TEN 14,0,20,Michael Turner right end for -2 yards (tackle by Randy Starks),4.650,3.720
3,7:50,2,12,TEN 16,0,20,Philip Rivers pass complete short left to Brandon Manumaleuna for -2 yards (tackle by Keith Bulluck),3.720,2.840
3,7:04,3,14,TEN 18,0,20,Philip Rivers pass incomplete deep middle intended for Antonio Gates (defended by Chris Hope),2.840,2.250
3,6:55,4,14,TEN 18,0,23,Nate Kaeding 35 yard field goal good,2.250,3.000
3,,,,SDG 30,0,23,"Nate Kaeding kicks off 74 yards, returned by Bobby Wade for 23 yards (tackle by Tim Dobbins)",0.000,0.150
3,6:50,1,10,TEN 19,0,23,Kerry Collins pass complete deep middle to David Givens for 18 yards (tackle by Quentin Jammer),0.150,1.400
3,6:14,1,10,TEN 37,0,23,"Kerry Collins pass incomplete short right intended for David Givens is intercepted by Shawne Merriman at TEN-39 and returned for 10 yards. Penalty on Shaun Phillips: Unsportsmanlike Conduct, 15 yards",1.400,-2.650
3,5:54,1,10,TEN 44,0,23,Philip Rivers pass complete short right to LaDainian Tomlinson for 1 yard (tackle by Lamont Thompson),2.650,2.250
3,5:21,2,9,TEN 43,0,23,Philip Rivers pass complete short right to Antonio Gates for 14 yards (tackle by Chris Hope),2.250,3.640
3,4:38,1,10,TEN 29,0,23,Philip Rivers pass incomplete intended for Keenan McCardell,3.640,3.100
3,4:33,2,10,TEN 29,0,23,Philip Rivers pass incomplete,3.100,2.410
3,4:26,3,10,TEN 29,0,23,Philip Rivers pass complete to Vincent Jackson for 3 yards (tackle by Chris Hope),2.410,1.740
3,3:44,4,7,TEN 26,0,26,Nate Kaeding 44 yard field goal good,1.740,3.000
3,,,,SDG 30,0,26,"Nate Kaeding kicks off 72 yards, returned by Bobby Wade for 26 yards (tackle by Michael Turner)",0.000,0.540
3,3:39,1,10,TEN 24,0,26,Kerry Collins pass incomplete,0.540,0.000
3,3:33,2,10,TEN 24,0,26,LenDale White middle for 2 yards (tackle by Donnie Edwards and Randall Godfrey),0.000,-0.430
3,2:56,3,8,TEN 26,0,26,Kerry Collins pass complete short left to Drew Bennett for 15 yards (tackle by Antonio Cromartie),-0.430,1.660
3,2:20,1,10,TEN 41,0,26,Kerry Collins pass complete short right to David Givens for 9 yards (tackle by Quentin Jammer),1.660,2.340
3,1:43,2,1,,0,26,LenDale White left tackle for 2 yards (tackle by Luis Castillo),2.340,2.390
3,1:05,1,10,SDG 48,0,26,Kerry Collins pass complete short right to LenDale White for 3 yards (tackle by Shaun Phillips),2.390,2.250
3,0:27,,,,0,26,Timeout #1 by San Diego Chargers,0.000,2.250
3,0:27,2,7,SDG 45,0,26,Kerry Collins pass incomplete short left intended for Ben Troupe (defended by Shawne Merriman),2.250,1.550
3,0:24,3,7,SDG 45,0,26,Kerry Collins pass incomplete deep left intended for Drew Bennett,1.550,0.270
3,0:10,4,7,SDG 45,0,26,Kerry Collins pass incomplete intended for Ben Troupe is intercepted by Quentin Jammer at SDG-35 and returned for 11 yards,0.270,-1.990
3,0:10,1,10,SDG 46,0,26,LaDainian Tomlinson right end for 5 yards (tackle by Keith Bulluck),1.990,2.130
Quarter,Time,Down,ToGo,Location,TEN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,TEN 49,0,26,Michael Turner middle for 30 yards (tackle by Keith Bulluck),2.130,4.310
4,14:17,1,10,TEN 19,0,26,"Michael Turner right tackle for no gain (tackle by David Thornton and Peter Sirmon). Penalty on Albert Haynesworth: Defensive Holding, 5 yards (no play)",4.310,4.650
4,13:56,1,10,TEN 14,0,26,Michael Turner right tackle for -3 yards (tackle by Travis LaBoy),4.650,3.590
4,13:10,2,13,TEN 17,0,26,Philip Rivers pass complete short right to Michael Turner for 5 yards (tackle by Keith Bulluck),3.590,3.430
4,12:20,,,,0,26,Timeout #2 by San Diego Chargers,0.000,3.430
4,12:20,3,8,TEN 12,0,32,"Philip Rivers pass complete to Vincent Jackson for 12 yards, touchdown",3.430,7.000
4,,,,TEN 2,0,33,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,0,33,"Nate Kaeding kicks off 56 yards, returned by Casey Cramer for 10 yards (tackle by Terrence Kiel)",0.000,0.540
4,12:11,1,10,TEN 24,0,33,"LenDale White right end for no gain. Penalty on Benji Olson: Offensive Holding, 10 yards (no play)",0.540,-0.500
4,11:53,1,20,TEN 14,0,33,LenDale White middle for 1 yard (tackle by Randall Godfrey and Shaun Phillips),-0.500,-1.350
4,11:16,2,19,TEN 15,0,33,Vince Young pass incomplete short left intended for Bobby Wade,-1.350,-2.250
4,11:16,3,19,TEN 15,0,33,"Penalty on Vince Young: Delay of Game, 5 yards (no play)",-2.250,-3.060
4,11:08,3,24,TEN 10,0,33,Vince Young pass incomplete intended for LenDale White,-3.060,-2.490
4,11:04,4,24,TEN 10,0,33,Craig Hentrich punts 28 yards,-2.490,-3.050
4,10:51,1,10,TEN 38,0,33,Michael Turner right end for 9 yards (tackle by Keith Bulluck),3.050,3.720
4,10:08,2,1,TEN 29,0,33,"Lorenzo Neal left guard for no gain (tackle by Travis LaBoy). Penalty on Vincent Jackson: Illegal Formation, 4 yards (no play)",3.720,3.180
4,9:39,2,5,TEN 33,0,33,Michael Turner left tackle for 2 yards (tackle by Lamont Thompson),3.180,2.740
4,8:53,3,3,TEN 31,0,33,Michael Turner right end for 1 yard (tackle by Kyle Vanden Bosch),2.740,1.500
4,8:04,4,2,TEN 30,0,33,Michael Turner right tackle for no gain (tackle by Ken Amato),1.500,-1.000
4,7:59,1,10,TEN 31,0,33,Vince Young pass complete short right to Brandon Jones for 10 yards (tackle by Quentin Jammer),1.000,1.660
4,7:24,1,10,TEN 41,0,33,Vince Young pass complete deep left to Roydell Williams for 17 yards,1.660,2.790
4,6:53,1,10,SDG 42,0,33,LenDale White left end for 6 yards (tackle by Drayton Florence),2.790,3.050
4,6:22,2,4,SDG 36,0,33,LenDale White right tackle for 5 yards (tackle by Jacques Cesaire),3.050,3.510
4,5:45,1,10,SDG 31,0,33,LenDale White left tackle for no gain (tackle by Derreck Robinson and Carlos Polk),3.510,2.970
4,5:05,2,10,SDG 31,0,33,Vince Young pass incomplete deep right intended for Brandon Jones,2.970,2.280
4,4:59,,,,0,33,Timeout #1 by Tennessee Titans,0.000,2.280
4,4:59,3,10,SDG 31,0,33,Vince Young pass incomplete deep left intended for Roydell Williams (defended by Bhawoh Jue),2.280,1.320
4,4:53,4,10,SDG 31,0,33,Vince Young middle for 12 yards (tackle by Donnie Edwards),1.320,4.310
4,4:15,1,10,SDG 19,0,33,"Chris Brown left end for no gain (tackle by Terrence Kiel and Carlos Polk). Penalty on Ben Troupe: Offensive Holding, 10 yards (no play)",4.310,3.640
4,4:08,1,20,SDG 29,0,33,Vince Young middle for 7 yards (tackle by Carlos Polk and Stephen Cooper),3.640,3.360
4,3:23,2,13,SDG 22,0,33,"Vince Young pass incomplete short right intended for David Givens. Penalty on Shaun Phillips: Defensive Offside, 4 yards (no play)",3.360,3.880
4,3:19,2,9,SDG 18,0,33,Vince Young pass incomplete short right intended for Bobby Wade,3.880,3.140
4,3:13,,,,0,33,Timeout #2 by Tennessee Titans,0.000,3.140
4,3:13,3,9,SDG 18,6,33,"Vince Young pass complete deep left to Drew Bennett for 18 yards, touchdown",3.140,7.000
4,,,,SDG 2,7,33,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,7,33,"Rob Bironas kicks off 61 yards, returned by Michael Turner for 3 yards (tackle by Vincent Fuller)",0.000,-0.350
4,3:04,1,10,SDG 12,7,33,Michael Turner middle for 73 yards (tackle by Adam Jones),-0.350,4.580
4,2:08,,,,7,33,Timeout #3 by San Diego Chargers,0.000,4.580
4,2:08,1,10,TEN 15,7,33,Michael Turner right tackle for 1 yard (tackle by Albert Haynesworth),4.580,4.110
4,1:58,2,9,TEN 14,7,39,"Charlie Whitehurst left end for 14 yards, touchdown",4.110,7.000
4,,,,TEN 2,7,40,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,7,40,"Nate Kaeding kicks off 68 yards, returned by Bobby Wade for 26 yards (tackle by Kassim Osgood)",0.000,0.810
4,1:47,1,10,TEN 28,7,40,"Vince Young pass incomplete intended for Bobby Wade. Vince Young fumbles, recovered by Vince Young at TEN-28",0.810,0.260
4,1:39,2,10,TEN 28,7,40,Vince Young pass complete deep middle to Bo Scaife for 28 yards (tackle by Stephen Cooper and Clinton Hart),0.260,2.650
4,1:39,1,10,SDG 44,7,40,Vince Young pass incomplete intended for Bo Scaife (defended by Matt Wilhelm),2.650,2.110
4,1:06,2,10,SDG 44,7,40,Vince Young pass incomplete short left intended for Bobby Wade (defended by Marques Harris),2.110,1.420
4,1:02,3,10,SDG 44,7,40,Vince Young for 3 yards (tackle by Carlos Polk),1.420,0.530
4,0:55,4,7,SDG 41,7,40,Vince Young pass complete short right to Brandon Jones for 8 yards (tackle by Quentin Jammer),0.530,3.380
4,0:46,,,,7,40,Timeout #3 by Tennessee Titans,0.000,3.380
4,0:46,1,10,SDG 33,7,40,"Vince Young pass complete short right to LenDale White for -5 yards (tackle by Carlos Polk). Penalty on Marques Harris: Defensive Offside, 5 yards (no play)",3.380,4.110
4,0:41,1,5,SDG 28,7,40,Vince Young pass incomplete short right intended for Brandon Jones,4.110,3.510
4,0:37,2,5,SDG 28,7,40,Vince Young pass complete short middle to Bo Scaife for 12 yards (tackle by Terrence Kiel),3.510,4.510
4,0:37,1,10,SDG 16,7,40,Vince Young spiked the ball,4.510,3.900
4,0:17,2,10,SDG 16,7,40,Vince Young pass complete short middle to Bo Scaife for 13 yards (tackle by Quentin Jammer and Marques Harris),3.900,6.510
4,0:02,1,3,SDG 3,7,40,Vince Young pass incomplete,6.510,5.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
