Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Gus Edwards,BAL,9,38,0,4,19,2.1,19,2.1,1,9.0
Mark Ingram,BAL,8,34,1,2,23,2.9,11,1.4,1,8.0
Lamar Jackson,BAL,7,53,1,1,20,2.9,33,4.7,1,7.0
J.K. Dobbins,BAL,5,16,0,,0,0.0,16,3.2,0,
Robert Griffin III,BAL,3,3,0,,1,0.3,2,0.7,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Antonio Gibson,WAS,13,46,1,4,31,2.4,15,1.2,0,
Peyton Barber,WAS,3,5,0,,4,1.3,1,0.3,0,
Dwayne Haskins,WAS,3,3,1,2,1,0.3,2,0.7,0,
J.D. McKissic,WAS,2,6,0,0,3,1.5,3,1.5,0,
Isaiah Wright,WAS,1,9,0,0,7,7.0,2,2.0,0,
