Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
1,5:11,2,1,ARI 46,7,3,"Frank Gore middle for 5 yards (tackle by Gerald Hayes). Penalty on Clark Haggans: Defensive Offside, 6 yards (no play)",2.600,2.920
1,4:55,1,10,ARI 40,7,3,Troy Smith pass complete short left to Josh Morgan for 9 yards,2.920,3.590
1,4:30,2,1,ARI 31,7,3,Anthony Dixon middle for 2 yards (tackle by Gerald Hayes),3.590,3.640
1,3:48,1,10,ARI 29,7,3,Troy Smith pass incomplete,3.640,3.100
1,3:42,2,10,ARI 29,7,3,Troy Smith pass complete deep right to Vernon Davis for 16 yards (tackle by Dominique Rodgers-Cromartie),3.100,4.710
1,3:09,1,10,ARI 13,7,3,Brian Westbrook middle for 8 yards (tackle by Paris Lenon),4.710,5.540
1,2:24,2,2,ARI 5,7,3,Brian Westbrook middle for 2 yards (tackle by Adrian Wilson),5.540,6.510
1,1:36,,,,7,3,Timeout #1 by San Francisco 49ers,0.000,6.510
1,1:36,1,3,ARI 3,7,3,Brian Westbrook left end for 2 yards (tackle by Kerry Rhodes),6.510,5.910
1,1:14,2,1,ARI 1,7,3,Anthony Dixon left tackle for no gain (tackle by Gerald Hayes and Paris Lenon),5.910,5.170
1,0:34,3,1,ARI 1,13,3,"Anthony Dixon right tackle for 1 yard, touchdown",5.170,7.000
1,,,,ARI 2,14,3,Shane Andrus kicks extra point good,0.000,0.000
1,,,,SFO 30,14,3,"Shane Andrus kicks off 68 yards, returned by LaRod Stephens-Howling for 29 yards (tackle by NaVorro Bowman)",0.000,1.000
1,0:22,1,10,ARI 31,14,3,Tim Hightower right tackle for -3 yards (tackle by Reggie Smith),1.000,0.060
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,13,ARI 28,14,3,Derek Anderson pass complete short right to Early Doucet for 3 yards (tackle by Nate Clements),0.060,-0.230
2,14:18,3,10,ARI 31,14,3,Derek Anderson pass complete short left to Andre Roberts for 9 yards (tackle by Patrick Willis),-0.230,-0.720
2,13:40,4,1,ARI 40,14,3,"Ben Graham punts 50 yards, returned by Ted Ginn for 12 yards (tackle by Rashad Johnson)",-0.720,-0.410
2,13:25,1,10,SFO 22,14,3,Brian Westbrook middle for 7 yards (tackle by Adrian Wilson),0.410,0.810
2,12:45,2,3,SFO 29,14,3,Troy Smith pass complete short right to Anthony Dixon for -5 yards (tackle by Gerald Hayes),0.810,-0.560
2,12:00,3,8,SFO 24,14,3,Brian Westbrook middle for 4 yards (tackle by Adrian Wilson),-0.560,-1.500
2,11:29,4,4,SFO 28,14,3,"Andy Lee punts 52 yards, returned by Andre Roberts for -3 yards (tackle by Reggie Smith)",-1.500,0.060
2,11:16,1,10,ARI 17,14,3,Derek Anderson pass incomplete short right,-0.060,-0.580
2,11:10,2,10,ARI 17,14,3,Beanie Wells right end for 2 yards (tackle by Reggie Smith and Takeo Spikes),-0.580,-1.000
2,10:26,3,8,ARI 19,14,3,Derek Anderson pass incomplete short right intended for Steve Breaston (defended by Phillip Adams),-1.000,-2.140
2,10:22,4,8,ARI 19,14,3,"Ben Graham punts 65 yards, returned by Ted Ginn for 42 yards (tackle by Daryl Washington)",-2.140,-2.790
2,10:07,1,10,ARI 42,14,3,Troy Smith pass complete short right to Moran Norris for 5 yards (tackle by Clark Haggans),2.790,2.920
2,9:25,2,5,ARI 37,14,3,Troy Smith pass incomplete deep left intended for Josh Morgan,2.920,2.210
2,9:20,3,5,ARI 37,14,3,Troy Smith pass complete deep middle to Vernon Davis for 16 yards (tackle by Rashad Johnson),2.210,4.170
2,8:40,1,10,ARI 21,14,3,Troy Smith pass complete short left to Josh Morgan for 6 yards (tackle by Michael Adams and Adrian Wilson),4.170,4.550
2,8:05,2,4,ARI 15,14,3,Brian Westbrook left tackle for 7 yards (tackle by Joey Porter),4.550,5.370
2,7:29,1,8,ARI 8,20,3,"Brian Westbrook middle for 8 yards, touchdown",5.370,7.000
2,,,,ARI 2,21,3,Shane Andrus kicks extra point good,0.000,0.000
2,,,,SFO 30,21,3,"Shane Andrus kicks off 61 yards, returned by LaRod Stephens-Howling for 30 yards (tackle by Tarell Brown)",0.000,1.530
2,7:15,1,10,ARI 39,21,3,Beanie Wells right tackle for 5 yards (tackle by Justin Smith),1.530,1.660
2,6:33,2,5,ARI 44,21,3,Derek Anderson pass complete short left to Larry Fitzgerald for 14 yards (tackle by Dashon Goldson),1.660,2.790
2,5:55,1,10,SFO 42,21,3,Beanie Wells right tackle for 8 yards (tackle by Aubrayo Franklin),2.790,3.320
2,5:16,2,2,SFO 34,21,3,"Beanie Wells left tackle for 4 yards (tackle by Takeo Spikes). Penalty on Levi Brown: Offensive Holding, 10 yards (no play)",3.320,1.970
2,4:50,2,12,SFO 44,21,3,Derek Anderson pass incomplete short right intended for Steve Breaston (defended by Manny Lawson),1.970,1.290
2,4:45,3,12,SFO 44,21,3,Derek Anderson pass complete short middle to Steve Breaston for 15 yards (tackle by Tarell Brown),1.290,3.640
2,3:57,1,10,SFO 29,21,3,Derek Anderson pass complete short left to Larry Fitzgerald for 11 yards (tackle by Shawntae Spencer),3.640,4.370
2,3:11,1,10,SFO 18,21,3,Derek Anderson pass incomplete deep right intended for Larry Fitzgerald,4.370,3.800
2,3:05,2,10,SFO 18,21,3,Beanie Wells right tackle for -3 yards (tackle by Ahmad Brooks),3.800,2.740
2,2:25,3,13,SFO 21,21,3,Derek Anderson pass incomplete short left intended for Early Doucet,2.740,2.060
2,2:21,4,13,SFO 21,21,6,Jay Feely 39 yard field goal good,2.060,3.000
2,,,,ARI 30,,,"Jay Feely kicks off 70 yards, returned by Ted Ginn for 49 yards (tackle by O'Brien Schofield). Penalty on C.J. Spillman: Offensive Holding, 10 yards",,
2,2:06,1,10,SFO 11,21,6,Brian Westbrook left tackle for 7 yards (tackle by Michael Adams),-0.370,0.000
2,2:00,2,3,SFO 18,21,6,Brian Westbrook right tackle for 6 yards (tackle by Dan Williams),0.000,0.540
2,1:20,1,10,SFO 24,21,6,Troy Smith pass incomplete deep middle intended for Michael Crabtree is intercepted by Michael Adams at SFO-42,0.540,-2.790
2,1:13,1,10,SFO 42,21,6,Derek Anderson pass incomplete short right intended for Stephen Spach,2.790,2.240
2,1:08,2,10,SFO 42,21,6,Derek Anderson pass incomplete short right intended for Larry Fitzgerald (defended by Shawntae Spencer),2.240,1.550
2,1:03,3,10,SFO 42,21,6,Derek Anderson pass incomplete,1.550,0.460
2,0:56,4,10,SFO 42,21,6,"Ben Graham punts 42 yards, touchback",0.460,-0.280
2,0:48,1,10,SFO 20,21,6,Brian Westbrook middle for 5 yards (tackle by Dan Williams),0.280,0.410
2,0:41,,,,21,6,Timeout #1 by Arizona Cardinals,0.000,0.410
2,0:41,2,5,SFO 25,21,6,Brian Westbrook right tackle for 5 yards (tackle by Paris Lenon and Gerald Hayes),0.410,0.940
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,21,6,"Shane Andrus kicks off 65 yards, returned by LaRod Stephens-Howling for 83 yards (tackle by Tarell Brown). Penalty on Daryl Washington: Offensive Holding, 10 yards",0.000,0.040
3,14:47,1,10,ARI 18,21,6,Tim Hightower right tackle for 5 yards (tackle by Patrick Willis),0.040,0.280
3,14:14,2,5,ARI 23,21,6,Tim Hightower right tackle for -3 yards (tackle by Nate Clements),0.280,-0.910
3,13:31,3,8,ARI 20,21,6,Derek Anderson pass incomplete short middle intended for Early Doucet (defended by Nate Clements),-0.910,-2.030
3,13:26,4,8,ARI 20,21,6,Ben Graham punts 50 yards,-2.030,-0.940
3,13:15,1,10,SFO 30,21,6,Troy Smith pass complete short left to Michael Crabtree for 10 yards (tackle by Michael Adams),0.940,1.600
3,12:47,1,10,SFO 40,21,6,"Moran Norris middle for no gain (tackle by Joey Porter). Penalty on Clark Haggans: Unnecessary Roughness, 15 yards",1.600,2.590
3,12:25,1,10,ARI 45,21,6,Troy Smith pass complete short right to Ted Ginn for 11 yards (tackle by Paris Lenon),2.590,3.310
3,11:44,1,10,ARI 34,21,6,"Penalty on Clark Haggans: Encroachment, 5 yards (no play)",3.310,4.040
3,11:37,1,5,ARI 29,21,6,Brian Westbrook right tackle for 3 yards (tackle by Gerald Hayes),4.040,3.850
3,10:51,2,2,ARI 26,21,6,"Penalty on David Baas: False Start, 5 yards (no play)",3.850,3.180
3,10:41,2,7,ARI 31,21,6,Brian Westbrook left tackle for 12 yards (tackle by Adrian Wilson and Michael Adams),3.180,4.310
3,10:41,1,10,ARI 19,21,6,"Penalty on Mike Iupati: False Start, 5 yards (no play)",4.310,3.970
3,9:41,1,15,ARI 24,21,6,Troy Smith pass incomplete short middle intended for Josh Morgan (defended by Kerry Rhodes),3.970,3.090
3,9:36,,,,21,6,Timeout #1 by San Francisco 49ers,0.000,3.090
3,9:36,2,15,ARI 24,21,6,Troy Smith sacked by Clark Haggans for -4 yards,3.090,1.880
3,9:15,3,19,ARI 28,21,6,Troy Smith pass complete short right to Dominique Zeigler for 10 yards (tackle by Paris Lenon),1.880,2.250
3,8:34,4,9,ARI 18,21,6,"Shane Andrus 37 yard field goal no good, blocked by Dominique Rodgers-Cromartie",2.250,-0.740
3,8:29,1,10,ARI 27,21,6,Derek Anderson sacked by Patrick Willis for -6 yards,0.740,-0.610
3,8:01,2,16,ARI 21,21,6,Beanie Wells middle for 1 yard (tackle by Travis LaBoy),-0.610,-1.150
3,7:19,3,15,ARI 22,21,6,Derek Anderson pass complete short right to Early Doucet for 8 yards (tackle by Tarell Brown),-1.150,-1.370
3,6:45,4,7,ARI 30,21,6,Ben Graham punts 34 yards,-1.370,-1.330
3,6:31,1,10,SFO 36,21,6,Josh Morgan left end for 13 yards (tackle by Michael Adams and Adrian Wilson),1.330,2.190
3,5:47,1,10,SFO 49,21,6,Brian Westbrook middle for 6 yards (tackle by Dan Williams),2.190,2.460
3,5:03,2,4,ARI 45,21,6,Brian Westbrook middle for 19 yards (tackle by Kerry Rhodes and Paris Lenon),2.460,3.840
3,4:17,1,10,ARI 26,21,6,Anthony Dixon right tackle for 4 yards (tackle by Gabe Watson),3.840,3.840
3,3:33,2,6,ARI 22,21,6,Anthony Dixon left tackle for 2 yards (tackle by Daryl Washington),3.840,3.400
3,2:47,3,4,ARI 20,21,6,Troy Smith pass incomplete short right intended for Michael Crabtree,3.400,2.200
3,2:43,4,4,ARI 20,24,6,Shane Andrus 38 yard field goal good,2.200,3.000
3,,,,SFO 30,24,6,"Shane Andrus kicks off 48 yards, returned by Stephen Spach for 15 yards (tackle by NaVorro Bowman)",0.000,1.400
3,2:33,1,10,ARI 37,24,6,Derek Anderson pass incomplete short right intended for Tim Hightower,1.400,0.860
3,2:29,,,,24,6,Timeout #1 by Arizona Cardinals,0.000,0.860
3,2:29,2,10,ARI 37,24,6,Derek Anderson pass complete deep left to Early Doucet for 23 yards (tackle by Nate Clements),0.860,2.920
3,1:50,1,10,SFO 40,24,6,"Derek Anderson pass incomplete short right intended for Early Doucet is intercepted by Takeo Spikes at SFO-35, lateral to Nate Clements for 33 yards",2.920,-2.260
,,,,,,,"ARI challenged the runner was down by contact ruling, and the original play was overturned.",,
3,1:46,1,10,,24,6,Troy Smith pass incomplete deep left intended for Michael Crabtree,2.260,1.710
3,1:42,2,10,,24,6,Brian Westbrook left tackle for 15 yards (tackle by Adrian Wilson and Michael Adams),1.710,3.250
3,1:00,1,10,ARI 35,24,6,Brian Westbrook middle for 7 yards (tackle by Paris Lenon),3.250,3.650
3,0:18,2,3,ARI 28,24,6,Brian Westbrook right tackle for 3 yards (tackle by Clark Haggans),3.650,3.910
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 25,24,6,Troy Smith pass incomplete short left intended for Vernon Davis,3.910,3.360
4,14:56,2,10,ARI 25,24,6,Brian Westbrook right tackle for no gain (tackle by Darnell Dockett and Adrian Wilson),3.360,2.680
4,14:14,3,10,ARI 25,24,6,Troy Smith pass complete short left to Josh Morgan for 13 yards (tackle by Michael Adams),2.680,4.780
4,13:41,1,10,ARI 12,24,6,Brian Westbrook left tackle for 4 yards (tackle by Trumaine McBride and Gerald Hayes),4.780,4.830
4,12:57,2,6,ARI 8,24,6,Troy Smith pass incomplete short right intended for Vernon Davis,4.830,3.930
4,12:51,3,6,ARI 8,24,6,Troy Smith pass incomplete,3.930,2.960
,,,,,,,"SFO challenged the backward pass ruling, and the original play was overturned.",,
4,12:48,4,6,ARI 8,27,6,Shane Andrus 26 yard field goal good,2.960,3.000
4,,,,SFO 30,27,6,"Shane Andrus kicks off 68 yards, returned by LaRod Stephens-Howling for 25 yards (tackle by C.J. Spillman)",0.000,0.740
4,12:34,1,10,ARI 27,27,6,Derek Anderson pass complete short right to Larry Fitzgerald for 6 yards (tackle by Tarell Brown),0.740,1.010
4,12:04,2,4,ARI 33,27,6,Derek Anderson pass complete short right to LaRod Stephens-Howling for 8 yards,1.010,1.660
4,11:41,1,10,ARI 41,27,6,Derek Anderson pass complete short left to Early Doucet for 6 yards (tackle by Tarell Brown),1.660,1.930
4,11:14,2,4,ARI 47,27,6,Derek Anderson pass complete deep right to Early Doucet for 20 yards (tackle by Phillip Adams),1.930,3.380
4,10:40,1,10,SFO 33,27,6,Derek Anderson pass complete short right to Steve Breaston for 7 yards,3.380,3.780
4,10:04,2,3,SFO 26,27,6,Derek Anderson pass complete short middle to Andre Roberts for 12 yards (tackle by Patrick Willis),3.780,4.650
4,9:35,1,10,SFO 14,27,6,Derek Anderson pass incomplete short left intended for Early Doucet (defended by Manny Lawson),4.650,4.000
4,9:30,2,10,SFO 14,27,6,Derek Anderson pass incomplete short middle intended for Larry Fitzgerald (defended by Justin Smith),4.000,3.110
4,9:25,3,10,SFO 14,27,6,Derek Anderson pass incomplete short left intended for Larry Fitzgerald,3.110,2.510
4,9:19,4,10,SFO 14,27,6,Derek Anderson pass incomplete short middle intended for Early Doucet (defended by Nate Clements),2.510,0.280
4,9:14,1,10,SFO 14,27,6,Anthony Dixon middle for 4 yards (tackle by Dan Williams and Darnell Dockett),-0.280,-0.210
4,8:35,2,6,SFO 18,27,6,Anthony Dixon left tackle for 3 yards (tackle by Dan Williams),-0.210,-0.560
4,7:50,3,3,SFO 21,27,6,Anthony Dixon right end for 7 yards (tackle by Gerald Hayes),-0.560,0.810
4,7:09,1,10,SFO 28,27,6,Anthony Dixon right tackle for 9 yards (tackle by Kerry Rhodes),0.810,1.480
4,6:24,2,1,SFO 37,27,6,"Troy Smith for no gain. Troy Smith fumbles, recovered by Anthony Dixon at SFO-36",1.480,0.630
4,5:38,3,2,SFO 36,27,6,"Brian Westbrook right end for 6 yards (tackle by Daryl Washington). Penalty on Anthony Davis: Offensive Holding, 10 yards (no play)",0.630,-0.690
4,5:19,3,12,SFO 26,27,6,Brian Westbrook left tackle for 1 yard (tackle by Dan Williams),-0.690,-1.570
4,4:32,4,11,SFO 27,27,6,"Penalty on Ahmad Brooks: False Start, 5 yards (no play)",-1.570,-1.900
4,4:31,4,16,SFO 22,27,6,"Andy Lee punts 54 yards, returned by Andre Roberts for 8 yards (tackle by C.J. Spillman)",-1.900,-1.070
4,4:18,1,10,ARI 32,27,6,Derek Anderson pass incomplete short left intended for Larry Fitzgerald,1.070,0.530
4,4:12,2,10,ARI 32,27,6,Derek Anderson pass incomplete short right intended for Tim Hightower (defended by Patrick Willis),0.530,-0.160
4,4:07,3,10,ARI 32,27,6,Derek Anderson pass incomplete short right intended for Steve Breaston,-0.160,-1.240
4,4:01,4,10,ARI 32,27,6,"Ben Graham punts 42 yards, fair catch by Ted Ginn",-1.240,-0.670
4,3:53,1,10,SFO 26,27,6,Anthony Dixon middle for 4 yards (tackle by Adrian Wilson),0.670,0.670
4,3:10,2,6,SFO 30,27,6,Anthony Dixon right end for 7 yards (tackle by Daryl Washington and Michael Adams),0.670,1.400
4,2:25,1,10,SFO 37,27,6,Anthony Dixon middle for 3 yards (tackle by Clark Haggans),1.400,1.260
4,2:00,2,7,SFO 40,27,6,Anthony Dixon left tackle for 6 yards (tackle by Daryl Washington),1.260,1.360
4,1:21,3,1,SFO 46,27,6,Anthony Dixon middle for 2 yards (tackle by Gabe Watson and Bryan Robinson),1.360,2.130
4,0:41,1,10,SFO 48,27,6,Troy Smith kneels for -1 yards,2.130,1.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
