Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
2,11:00,3,11,NYG 24,3,7,Colin Kaepernick pass complete short middle to Carlos Hyde for 5 yards (tackle by Spencer Paysinger),2.680,2.210
2,10:21,4,6,NYG 19,6,7,Phil Dawson 37 yard field goal good,2.210,3.000
2,10:21,,,SFO 35,6,7,"Phil Dawson kicks off 63 yards, returned by Preston Parker for 23 yards (tackle by Derek Carrier)",0.000,-0.610
2,10:09,1,10,NYG 25,6,7,Eli Manning pass complete short left to Rashad Jennings for 2 yards (tackle by Justin Smith),0.610,0.330
2,9:38,2,8,NYG 27,6,7,Eli Manning pass complete short right to Odell Beckham for 7 yards (tackle by Perrish Cox),0.330,0.560
2,9:08,3,1,NYG 34,6,7,Henry Hynoski up the middle for 4 yards (tackle by Quinton Dial and Justin Smith),0.560,1.470
2,8:32,1,10,NYG 38,6,7,Eli Manning pass incomplete short middle intended for Odell Beckham is intercepted by Chris Borland at NYG-41 and returned for 12 yards,1.470,-3.640
2,8:23,1,10,NYG 29,6,7,Frank Gore left guard for 3 yards (tackle by Jameel McClain),3.640,3.510
2,7:46,2,7,NYG 26,6,7,Colin Kaepernick pass incomplete deep left intended for Vernon Davis,3.510,3.510
2,7:38,2,7,NYG 26,6,7,Timeout #1 by San Francisco 49ers,3.510,2.810
2,7:38,3,7,NYG 26,6,7,Colin Kaepernick pass incomplete short right intended for Michael Crabtree,2.810,1.740
2,7:34,4,7,NYG 26,9,7,Phil Dawson 44 yard field goal good,1.740,3.000
2,7:34,,,SFO 35,9,7,"Phil Dawson kicks off 66 yards, returned by Preston Parker for 30 yards (tackle by Leon McFadden)",0.000,-0.870
2,7:23,1,10,NYG 29,9,7,Eli Manning pass incomplete short left intended for Rueben Randle (defended by Chris Culliver),0.870,0.330
2,7:17,2,10,NYG 29,9,7,Rashad Jennings up the middle for 6 yards (tackle by Chris Borland),0.330,0.430
2,6:45,3,4,NYG 35,9,7,Eli Manning pass complete deep left to Larry Donnell for 30 yards (tackle by Michael Wilhoite). Penalty on Michael Wilhoite: Defensive Pass Interference (Declined),0.430,3.250
2,6:26,1,10,SFO 35,9,7,Rashad Jennings up the middle for 2 yards (tackle by Chris Borland),3.250,2.970
2,5:56,2,8,SFO 33,9,7,Eli Manning pass complete short right to Rueben Randle for 13 yards (tackle by Perrish Cox),2.970,4.240
2,5:12,1,10,SFO 20,9,7,Rashad Jennings right end for 3 yards (tackle by Ray McDonald and Michael Wilhoite),4.240,4.120
2,4:48,2,7,SFO 17,9,7,Eli Manning pass incomplete short right intended for Rueben Randle,4.120,3.360
2,4:42,3,7,SFO 17,9,7,Eli Manning pass incomplete short right intended for Rueben Randle is intercepted by Michael Wilhoite at SFO-14 and returned for 1 yard. Penalty on Charles Brown: Illegal Formation (Declined),3.360,0.220
2,4:34,1,10,SFO 15,9,7,"Colin Kaepernick for 6 yards. Colin Kaepernick fumbles, recovered by Colin Kaepernick at SFO-11",-0.220,-0.440
2,3:57,2,8,SFO 17,9,7,Colin Kaepernick pass complete deep left to Michael Crabtree for 25 yards (tackle by Dominique Rodgers-Cromartie),-0.440,1.730
2,3:14,1,10,SFO 42,9,7,Frank Gore right end for -1 yards (tackle by Mark Herzlich),1.730,1.050
2,2:24,2,11,SFO 41,9,7,Colin Kaepernick pass incomplete deep left intended for Brandon Lloyd,1.050,0.370
2,2:13,3,11,SFO 41,9,7,Colin Kaepernick pass incomplete short left intended for Michael Crabtree (defended by Chykie Brown),0.370,-0.650
2,2:08,4,11,SFO 41,9,7,"Andy Lee punts 49 yards, returned by Odell Beckham for 9 yards (tackle by Raymond Ventrone). Penalty on Damontre Moore: Illegal Blindside Block, 9 yards",-0.650,0.380
2,1:55,1,10,NYG 9,9,7,Eli Manning pass complete short right to Larry Donnell for 5 yards (tackle by Michael Wilhoite),-0.380,-0.390
2,1:34,2,5,NYG 14,9,7,Eli Manning pass complete short left to Rueben Randle for 6 yards (tackle by Chris Culliver),-0.390,0.280
2,1:06,1,10,NYG 20,9,7,Eli Manning pass incomplete short right intended for Rashad Jennings,0.280,-0.270
2,1:04,2,10,NYG 20,9,7,"Eli Manning sacked by Aaron Lynch for -8 yards. Penalty on Michael Wilhoite: Defensive Holding, 5 yards (no play)",-0.270,0.610
2,0:58,1,10,NYG 25,9,7,Eli Manning pass incomplete short left intended for Rueben Randle (defended by Chris Culliver),0.610,0.060
2,0:53,2,10,NYG 25,9,7,Eli Manning pass complete short middle to Rueben Randle for 11 yards (tackle by Chris Culliver and Antoine Bethea),0.060,0.060
2,0:41,2,10,NYG 25,9,7,Timeout #1 by New York Giants,0.060,1.330
2,0:41,1,10,NYG 36,9,7,"Eli Manning pass incomplete short left intended for Rashad Jennings. Penalty on J.D. Walton: Offensive Holding, 10 yards (no play)",1.330,0.670
2,0:33,1,20,NYG 26,9,7,Eli Manning pass complete short left to Rashad Jennings for 5 yards (tackle by Craig Dahl and Chris Borland),0.670,0.670
2,0:23,1,20,NYG 26,9,7,Timeout #2 by New York Giants,0.670,0.120
2,0:23,2,15,NYG 31,9,7,Eli Manning pass complete short left to Rashad Jennings for 3 yards (tackle by Craig Dahl),0.120,-0.160
2,0:16,3,12,NYG 34,9,7,Eli Manning pass incomplete deep middle intended for Odell Beckham,-0.160,-1.110
2,0:10,4,12,NYG 34,9,7,Steve Weatherford punts 35 yards,-1.110,-1.000
2,0:01,1,10,SFO 31,9,7,Colin Kaepernick kneels for -1 yards,1.000,0.320
Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,9,7,"Phil Dawson kicks off 64 yards, returned by Preston Parker for 21 yards (tackle by Derek Carrier)",0.000,-0.410
3,14:54,1,10,NYG 22,9,7,Rashad Jennings right end for 3 yards (tackle by Dontae Johnson and Ray McDonald),0.410,0.270
3,14:24,2,7,NYG 25,9,7,"Eli Manning sacked by Ray McDonald for -6 yards. Eli Manning fumbles (forced by Ray McDonald), recovered by John Jerry at NYG-19",0.270,-1.290
3,13:30,3,13,NYG 19,9,7,Eli Manning sacked by Aaron Lynch for -9 yards,-1.290,-2.490
3,12:51,4,22,NYG 10,9,7,"Steve Weatherford punts 52 yards, returned by Perrish Cox for 3 yards (tackle by Chandler Fenner)",-2.490,-1.660
3,12:39,1,10,SFO 41,9,7,Colin Kaepernick pass incomplete deep middle intended for Vance McDonald,1.660,1.120
3,12:32,2,10,SFO 41,9,7,Frank Gore right end for 11 yards (tackle by Jameel McClain and Antrel Rolle),1.120,2.390
3,11:52,1,10,NYG 48,15,7,"Colin Kaepernick pass complete short middle to Michael Crabtree for 48 yards, touchdown",2.390,7.000
3,11:52,,,NYG 2,16,7,Phil Dawson kicks extra point good,0.000,0.000
3,11:52,,,SFO 35,16,7,"Phil Dawson kicks off 62 yards, returned by Preston Parker for 38 yards (tackle by Phil Dawson)",0.000,-1.660
3,11:29,1,10,NYG 41,16,7,Rashad Jennings left guard for 5 yards (tackle by Quinton Dial and Chris Borland),1.660,1.800
3,10:55,2,5,NYG 46,16,7,Rashad Jennings right tackle for -1 yards (tackle by Chris Borland),1.800,0.960
3,10:23,3,6,NYG 45,16,7,Eli Manning pass complete short left to Preston Parker for 9 yards (tackle by Dontae Johnson),0.960,2.520
3,9:41,1,10,SFO 46,16,7,Eli Manning pass complete short middle to Rueben Randle for 18 yards (tackle by Perrish Cox and Chris Culliver),2.520,3.710
3,9:06,1,10,SFO 28,16,7,Rashad Jennings left tackle for 3 yards (tackle by Michael Wilhoite and Antoine Bethea),3.710,3.570
3,8:35,2,7,SFO 25,16,7,Eli Manning pass incomplete short right intended for Larry Donnell,3.570,2.870
3,8:28,3,7,SFO 25,16,7,Eli Manning pass incomplete deep left intended for Odell Beckham (defended by Antoine Bethea),2.870,1.800
3,8:23,4,7,SFO 25,16,10,Josh Brown 43 yard field goal good. Penalty on Dontae Johnson: Running Into the Kicker (Declined),1.800,3.000
3,8:17,1,10,NYG 46,16,10,Rashad Jennings right end for no gain (tackle by Ray McDonald and Quinton Dial),1.990,1.450
3,7:33,2,10,NYG 46,16,10,Rashad Jennings left end for 1 yard (tackle by Eric Reid),1.450,0.890
3,7:08,3,9,NYG 47,16,10,"Eli Manning pass incomplete deep left intended for Rueben Randle is intercepted by Eric Reid at SFO-25 and returned for 51 yards. Penalty on Aldon Smith: Illegal Block Above the Waist, 10 yards",0.890,-1.070
3,6:49,1,10,SFO 32,16,10,Carlos Hyde left end for 1 yard (tackle by Devon Kennard and Jameel McClain),1.070,0.660
3,6:11,2,9,SFO 33,16,10,Colin Kaepernick pass complete short left to Steve Johnson for 8 yards (tackle by Chykie Brown),0.660,1.030
3,5:26,3,1,SFO 41,16,10,Colin Kaepernick pass complete short right to Frank Gore for 11 yards (tackle by Devon Kennard),1.030,2.390
3,4:42,1,10,NYG 48,16,10,Frank Gore right tackle for 5 yards (tackle by Mike Patterson and Mark Herzlich),2.390,2.520
3,3:59,2,5,NYG 43,16,10,Frank Gore up the middle for 5 yards (tackle by Mike Patterson and Mark Herzlich),2.520,3.050
3,3:15,1,10,NYG 38,16,10,Colin Kaepernick pass incomplete short left intended for Frank Gore (defended by Mark Herzlich),3.050,2.510
3,3:05,2,10,NYG 38,16,10,Carlos Hyde up the middle for 4 yards (tackle by Mark Herzlich and Johnathan Hankins),2.510,2.340
3,2:27,3,6,NYG 34,16,10,Colin Kaepernick left end for 2 yards (tackle by Jameel McClain),2.340,1.270
3,1:59,4,4,NYG 32,16,10,"Andy Lee pass incomplete short right intended for Vance McDonald. Andy Lee fumbles, recovered by Andy Lee at NYG-41",1.270,-1.140
3,1:49,1,10,NYG 33,16,10,Rashad Jennings left guard for 15 yards (tackle by Eric Reid and Dontae Johnson),1.140,2.130
3,1:17,1,10,NYG 48,16,10,Rashad Jennings right guard for 3 yards (tackle by Chris Borland and Michael Wilhoite),2.130,1.990
3,0:43,2,7,SFO 49,16,10,Eli Manning pass incomplete short right intended for Rashad Jennings (defended by Chris Borland),1.990,1.290
3,0:36,3,7,SFO 49,16,10,Eli Manning pass complete short right to Odell Beckham for 6 yards (tackle by Perrish Cox),1.290,0.400
,,,,,,,"NYG challenged the first down ruling, and the play was upheld.",,
3,0:30,4,1,SFO 43,16,10,Rashad Jennings right guard for no gain (tackle by Antoine Bethea and Ray McDonald),0.400,-1.800
3,0:22,1,10,SFO 43,16,10,Colin Kaepernick pass complete short right to Anquan Boldin for 13 yards (tackle by Zackary Bowman),1.800,2.650
Quarter,Time,Down,ToGo,Location,SFO,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 44,16,10,Frank Gore right end for 4 yards (tackle by Devon Kennard),2.650,2.650
4,14:25,2,6,NYG 40,16,10,Colin Kaepernick pass incomplete deep right intended for Vernon Davis,2.650,1.950
4,14:13,3,6,NYG 40,16,10,Colin Kaepernick pass incomplete deep left intended for Brandon Lloyd,1.950,0.590
4,14:06,4,6,NYG 40,16,10,"Andy Lee punts 28 yards, fair catch by Odell Beckham",0.590,0.350
4,13:59,1,10,NYG 12,16,10,Andre Williams left guard for -3 yards (tackle by Chris Borland),-0.350,-1.000
4,13:19,2,13,NYG 9,16,10,Rashad Jennings right guard for 3 yards (tackle by Ray McDonald and Justin Smith),-1.000,-1.420
4,12:50,3,10,NYG 12,16,10,Eli Manning pass complete short middle to Odell Beckham for 19 yards (tackle by Eric Reid),-1.420,1.000
4,12:09,1,10,NYG 31,16,10,Rashad Jennings up the middle for 6 yards (tackle by Tank Carradine and Tony Jerod-Eddie),1.000,1.270
4,11:41,2,4,NYG 37,16,10,Rashad Jennings right guard for 2 yards (tackle by Tank Carradine and Chris Borland),1.270,0.830
4,11:05,3,2,NYG 39,16,10,Eli Manning pass complete short left to Odell Beckham for 4 yards (tackle by Chris Borland),0.830,1.800
4,10:33,1,10,NYG 43,16,10,Eli Manning pass complete deep right to Odell Beckham for 20 yards (tackle by Perrish Cox). Penalty on Perrish Cox: Illegal Contact (Declined),1.800,3.120
4,10:16,1,10,SFO 37,16,10,Andre Williams up the middle for 5 yards (tackle by Chris Borland),3.120,3.250
4,9:48,2,5,SFO 32,16,10,Eli Manning pass incomplete short left intended for Rueben Randle is intercepted by Chris Culliver at SFO-20 and returned for 1 yard,3.250,-0.340
4,9:40,1,10,SFO 21,16,10,Frank Gore left tackle for 2 yards (tackle by Mathias Kiwanuka),0.340,0.070
4,9:15,2,8,SFO 23,16,10,Colin Kaepernick pass complete short left to Anquan Boldin for 7 yards (tackle by Chykie Brown),0.070,0.300
4,8:41,3,1,SFO 30,16,10,Frank Gore right tackle for 3 yards (tackle by Devon Kennard),0.300,1.140
4,8:03,1,10,SFO 33,16,10,Colin Kaepernick pass complete short middle to Bruce Miller for 5 yards (tackle by Jameel McClain),1.140,1.270
4,7:22,2,5,SFO 38,16,10,Carlos Hyde left tackle for 1 yard (tackle by Antrel Rolle),1.270,0.700
4,6:39,3,4,SFO 39,16,10,Colin Kaepernick pass incomplete short right intended for Michael Crabtree,0.700,-0.780
4,6:31,4,4,SFO 39,16,10,"Andy Lee punts 51 yards, returned by Odell Beckham for 25 yards (tackle by L.J. McCray)",-0.780,-1.270
4,6:18,1,10,NYG 35,16,10,Eli Manning pass complete short middle to Rashad Jennings for -2 yards (tackle by Tony Jerod-Eddie),1.270,0.450
4,5:52,2,12,NYG 33,16,10,Eli Manning pass incomplete deep left intended for Odell Beckham,0.450,-0.230
4,5:45,3,12,NYG 33,16,10,Eli Manning pass complete short middle to Rueben Randle for 26 yards (tackle by Chris Culliver),-0.230,2.850
4,5:19,1,10,SFO 41,16,10,Eli Manning pass incomplete short right intended for Odell Beckham,2.850,2.310
4,5:12,2,10,SFO 41,16,10,Eli Manning pass complete deep right to Odell Beckham for 37 yards (tackle by Perrish Cox),2.310,6.280
,,,,,,,"SFO challenged the pass completion ruling, and the play was upheld.",,
4,5:04,1,4,SFO 4,16,10,Eli Manning pass incomplete short right intended for Odell Beckham,6.280,5.340
4,5:00,2,4,SFO 4,16,10,Eli Manning pass incomplete short left intended for Rueben Randle,5.340,5.340
4,4:55,2,4,SFO 4,16,10,Timeout #2 by New York Giants,5.340,4.490
4,4:55,3,4,SFO 4,16,10,Eli Manning pass incomplete short left intended for Larry Donnell (defended by Eric Reid),4.490,3.030
4,4:50,4,4,SFO 4,16,10,Eli Manning pass incomplete short middle intended for Preston Parker is intercepted by Chris Borland at SFO-2,3.030,0.380
4,4:43,1,10,SFO 2,16,10,Frank Gore left tackle for 8 yards (tackle by Quintin Demps),-0.380,-0.200
4,4:05,2,2,SFO 10,16,10,Frank Gore right guard for 3 yards (tackle by Jameel McClain and Devon Kennard),-0.200,-0.200
4,3:22,2,2,SFO 10,16,10,Timeout #3 by San Francisco 49ers,-0.200,-0.320
4,3:22,1,10,SFO 13,16,10,Colin Kaepernick pass complete short right to Bruce Miller for 11 yards (tackle by Markus Kuhn),-0.320,0.540
4,2:42,1,10,SFO 24,16,10,Carlos Hyde up the middle for 1 yard (tackle by Jameel McClain),0.540,0.540
4,2:34,1,10,SFO 24,16,10,Timeout #3 by New York Giants,0.540,0.130
4,2:34,2,9,SFO 25,16,10,Frank Gore right tackle for 2 yards (tackle by Antrel Rolle and Markus Kuhn),0.130,-0.300
4,2:00,3,7,SFO 27,16,10,Colin Kaepernick right end for 5 yards (tackle by Jameel McClain),-0.300,-1.240
4,1:22,4,2,SFO 32,16,10,"Andy Lee punts 59 yards, returned by Odell Beckham for 6 yards (tackle by Chris Borland)",-1.240,0.220
4,1:09,1,10,NYG 15,16,10,Eli Manning pass complete short left to Andre Williams for 4 yards (tackle by Michael Wilhoite),-0.220,-0.110
4,0:48,2,6,NYG 19,16,10,Eli Manning pass incomplete deep left intended for Rueben Randle,-0.110,-0.880
4,0:42,3,6,NYG 19,16,10,Eli Manning pass incomplete short middle intended for Andre Williams,-0.880,-2.140
4,0:35,4,6,NYG 19,16,10,Eli Manning pass incomplete deep middle intended for Odell Beckham (defended by Antoine Bethea),-2.140,-4.310
4,0:29,1,10,NYG 19,16,10,Colin Kaepernick kneels for -2 yards,4.310,3.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
