Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
2,13:13,1,15,PIT 23,6,7,Le'Veon Bell middle for 2 yards (tackle by Reggie Nelson),0.480,-0.140
2,12:36,2,13,PIT 25,6,7,Le'Veon Bell left guard for 6 yards (tackle by Vontaze Burfict),-0.140,-0.030
2,11:54,3,7,PIT 31,6,7,Ben Roethlisberger sacked by Michael Johnson for -12 yards,-0.030,-2.140
2,11:18,4,19,PIT 19,6,7,"Jordan Berry punts 46 yards, returned by Adam Jones for 15 yards (tackle by Roosevelt Nix). Penalty on Adam Jones: Unnecessary Roughness, 15 yards",-2.140,-1.270
2,11:08,1,10,CIN 35,6,7,--,1.270,0.940
2,11:08,1,15,CIN 30,6,7,Andy Dalton right end for 1 yard (tackle by Arthur Moats),0.940,0.180
2,10:40,2,14,CIN 31,6,7,Andy Dalton pass complete short left to Giovani Bernard for -1 yards (tackle by Cameron Heyward),0.180,-0.630
2,9:56,3,15,CIN 30,6,7,Andy Dalton sacked by Jacoby Jones and Ryan Shazier for -4 yards,-0.630,-1.630
2,9:22,4,19,CIN 26,6,7,"Kevin Huber punts 24 yards, out of bounds",-1.630,-2.260
2,9:14,1,10,,6,7,Ben Roethlisberger pass complete short left to Le'Veon Bell for 8 yards (tackle by Vontaze Burfict),2.260,2.790
2,8:57,2,2,CIN 42,6,7,DeAngelo Williams left guard for -1 yards (tackle by Geno Atkins),2.790,1.950
2,8:27,3,3,CIN 43,6,7,Ben Roethlisberger pass complete short right to Antonio Brown for no gain,1.950,0.400
2,7:53,4,3,CIN 43,6,7,"Jordan Berry punts 33 yards, returned by Brandon Tate for 5 yards (tackle by Will Johnson)",0.400,0.220
2,7:42,1,10,CIN 15,6,7,Andy Dalton pass complete short left to A.J. Green for 2 yards (tackle by Ross Cockrell),-0.220,-0.440
2,7:03,2,8,CIN 17,6,7,"Andy Dalton pass complete short right to Marvin Jones for 7 yards (tackle by Antwon Blake). Penalty on William Gay: Defensive Holding, 5 yards (no play)",-0.440,0.410
2,6:43,1,10,CIN 22,6,7,Andy Dalton pass incomplete deep middle intended for Marvin Jones (defended by Mike Mitchell),0.410,-0.130
2,6:38,2,10,CIN 22,6,7,Andy Dalton pass complete short right to A.J. Green for 8 yards (tackle by Antwon Blake),-0.130,0.230
2,5:52,3,2,CIN 30,6,7,"Andy Dalton pass incomplete short left intended for Tyler Eifert (defended by Lawrence Timmons). Penalty on Mike Mitchell: Taunting, 15 yards",0.230,1.930
2,5:48,1,10,CIN 45,6,7,Andy Dalton pass complete short right to A.J. Green for 8 yards (tackle by Antwon Blake),1.930,2.460
2,5:23,2,2,PIT 47,6,7,Andy Dalton pass complete short right to A.J. Green for 9 yards (tackle by Antwon Blake),2.460,3.050
2,4:55,1,10,PIT 38,6,7,Marvin Jones right end for 2 yards (tackle by William Gay),3.050,2.780
2,4:21,2,8,PIT 36,6,7,Andy Dalton pass complete short middle to A.J. Green for 7 yards (tackle by Lawrence Timmons),2.780,3.010
2,3:54,3,1,PIT 29,6,7,"Andy Dalton for no gain. Russell Bodine fumbles, recovered by Giovani Bernard at PIT-38",3.010,0.720
2,3:06,4,10,PIT 38,6,7,Kevin Huber punts 33 yards,0.720,0.380
2,2:57,1,10,PIT 5,6,7,DeAngelo Williams middle for 1 yard (tackle by A.J. Hawk),-0.380,-0.710
2,2:18,2,9,PIT 6,6,7,"Ben Roethlisberger pass incomplete deep left intended for Antonio Brown. Penalty on Pat Sims: Defensive Offside, 5 yards (no play)",-0.710,-0.340
2,2:10,2,4,PIT 11,6,7,Ben Roethlisberger pass incomplete deep left intended for Martavis Bryant (defended by Leon Hall),-0.340,-0.720
2,2:03,3,4,PIT 11,6,7,Ben Roethlisberger pass complete short middle to Heath Miller for 9 yards (tackle by Vincent Rey),-0.720,0.280
2,1:57,1,10,PIT 20,6,7,Ben Roethlisberger pass incomplete short left intended for Markus Wheaton (defended by Leon Hall),0.280,-0.270
2,1:52,2,10,PIT 20,6,7,Ben Roethlisberger pass complete short left to DeAngelo Williams for 11 yards (tackle by Vincent Rey),-0.270,1.000
2,1:45,1,10,PIT 31,6,7,Ben Roethlisberger pass complete short middle to Heath Miller for 12 yards (tackle by Vontaze Burfict),1.000,1.000
2,1:40,1,10,PIT 31,6,7,Timeout #1 by Pittsburgh Steelers,1.000,1.800
2,1:40,1,10,PIT 43,6,7,Ben Roethlisberger pass complete short middle to Markus Wheaton for 5 yards (tackle by Adam Jones),1.800,1.930
2,1:17,2,5,PIT 48,6,7,Ben Roethlisberger pass complete short middle to Heath Miller for 6 yards (tackle by Vincent Rey),1.930,1.930
2,1:11,2,5,PIT 48,6,7,Timeout #2 by Pittsburgh Steelers,1.930,2.520
2,1:11,1,10,CIN 46,6,7,Ben Roethlisberger pass incomplete deep left intended for Martavis Bryant (defended by Adam Jones),2.520,1.980
2,1:07,2,10,CIN 46,6,7,Ben Roethlisberger pass incomplete short right intended for Martavis Bryant,1.980,1.290
2,1:03,3,10,CIN 46,6,7,Ben Roethlisberger pass incomplete short middle intended for Martavis Bryant,1.290,0.200
2,0:57,4,10,CIN 46,6,7,"Jordan Berry punts 41 yards, out of bounds",0.200,0.380
2,0:47,1,10,CIN 5,6,7,Andy Dalton kneels for -1 yards,-0.380,-0.850
2,0:17,2,11,CIN 4,6,7,Andy Dalton kneels for -1 yards,-0.850,-1.650
Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,6,7,"Chris Boswell kicks off 59 yards, returned by Brandon Tate for 25 yards (tackle by Brandon Boykin)",0.000,1.000
3,14:56,1,10,CIN 31,6,7,Jeremy Hill right guard for 6 yards (tackle by Mike Mitchell),1.000,1.270
3,14:26,2,4,CIN 37,6,7,Andy Dalton pass complete short right to A.J. Green for 5 yards,1.270,1.730
3,14:01,1,10,CIN 42,6,7,Andy Dalton pass incomplete short middle intended for Tyler Eifert,1.730,1.190
3,13:57,2,10,CIN 42,6,7,Jeremy Hill right tackle for 4 yards (tackle by Ryan Shazier),1.190,1.030
3,13:24,3,6,CIN 46,6,7,Andy Dalton pass incomplete short middle intended for Giovani Bernard. Penalty on A.J. Green: Illegal Formation (Declined),1.030,-0.320
3,13:19,4,6,CIN 46,6,7,"Kevin Huber punts 37 yards, fair catch by Antonio Brown",-0.320,0.060
3,13:12,1,10,PIT 17,6,7,DeAngelo Williams right guard for 2 yards (tackle by Carlos Dunlap),-0.060,-0.250
3,12:31,2,8,PIT 19,6,7,DeAngelo Williams left tackle for 3 yards (tackle by Adam Jones),-0.250,-0.620
3,11:56,3,5,PIT 22,6,7,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown is intercepted by Reggie Nelson at CIN-30 and returned for 37 yards,-0.620,-3.380
3,11:39,1,10,PIT 33,6,7,Andy Dalton sacked by Steve McLendon for -9 yards. Penalty on Andre Smith: Offensive Holding (Declined),3.380,1.620
3,11:13,2,19,PIT 42,6,7,"Andy Dalton pass incomplete short right intended for Jeremy Hill. Penalty on Andre Smith: Illegal Peelback, 15 yards (no play)",1.620,-0.400
3,11:07,2,34,CIN 43,6,7,Andy Dalton pass incomplete short left intended for A.J. Green (defended by James Harrison),-0.400,-1.020
3,11:05,3,34,CIN 43,6,7,Andy Dalton pass complete short left to Mohamed Sanu for 7 yards (tackle by Ross Cockrell),-1.020,-0.060
3,10:50,4,27,,6,7,Kevin Huber punts 42 yards,-0.060,0.380
3,10:43,1,10,PIT 8,6,7,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,-0.380,-0.780
3,10:39,2,10,PIT 8,6,7,"Ben Roethlisberger pass complete short middle to Heath Miller for 14 yards (tackle by George Iloka and Vincent Rey). Penalty on George Iloka: Unnecessary Roughness, 15 yards",-0.780,1.400
3,10:20,1,10,PIT 37,6,7,Ben Roethlisberger pass complete deep middle to Antonio Brown for 17 yards (tackle by Adam Jones),1.400,2.520
3,9:42,1,10,CIN 46,6,7,DeAngelo Williams left guard for -1 yards (tackle by Domata Peko),2.520,1.840
3,9:03,2,11,CIN 47,6,7,Ben Roethlisberger pass complete deep middle to Heath Miller for 25 yards (tackle by George Iloka),1.840,4.110
3,8:25,1,10,CIN 22,6,7,Ben Roethlisberger pass complete short middle to Heath Miller for 4 yards (tackle by Vincent Rey),4.110,4.130
3,7:51,2,6,CIN 18,6,7,Ben Roethlisberger pass incomplete deep middle intended for Antonio Brown,4.130,3.400
3,7:44,3,6,CIN 18,6,7,"Ben Roethlisberger middle for 10 yards (tackle by Carlos Dunlap). Penalty on Ramon Foster: Offensive Holding, 10 yards (no play)",3.400,2.080
3,7:15,3,16,CIN 28,6,7,Ben Roethlisberger pass complete short middle to DeAngelo Williams for 14 yards (tackle by Emmanuel Lamur and Vincent Rey),2.080,2.630
3,6:31,4,2,CIN 14,6,10,Chris Boswell 32 yard field goal good,2.630,3.000
3,6:31,,,PIT 35,6,10,"Chris Boswell kicks off 65 yards, returned by Brandon Tate for 27 yards (tackle by Vince Williams)",0.000,-0.740
3,6:21,1,10,CIN 27,6,10,Jeremy Hill right guard for 4 yards (tackle by Arthur Moats),0.740,0.740
3,5:39,2,6,CIN 31,6,10,Jeremy Hill middle for 4 yards (tackle by Steve McLendon),0.740,0.560
3,5:03,3,2,CIN 35,6,10,Andy Dalton pass complete deep right to A.J. Green for 38 yards,0.560,3.780
3,4:32,1,10,PIT 27,6,10,Jeremy Hill middle for 4 yards (tackle by Lawrence Timmons and Ryan Shazier),3.780,3.770
3,4:02,2,6,PIT 23,6,10,Jeremy Hill right guard for 5 yards (tackle by Daniel McCullers),3.770,3.840
3,3:24,3,1,PIT 18,6,10,Jeremy Hill middle for -1 yards (tackle by William Gay),3.840,2.310
3,2:59,4,2,PIT 19,6,10,"Penalty on Eric Winston: False Start, 5 yards (no play)",2.310,1.870
3,2:43,4,7,PIT 24,6,10,"Mike Nugent 42 yard field goal no good, blocked by Cameron Heyward, recovered by Lawrence Timmons and returned for 1 yard. Penalty on James Harrison: Unsportsmanlike Conduct, 12 yards",1.870,0.350
3,2:36,1,10,PIT 12,6,10,DeAngelo Williams left end for 6 yards (tackle by Adam Jones),-0.350,-0.070
3,2:07,2,4,PIT 18,6,10,"Ben Roethlisberger pass complete short left to Martavis Bryant for 4 yards (tackle by Vincent Rey). Penalty on Matt Spaeth: Offensive Holding, 9 yards (no play)",-0.070,-1.000
3,1:45,2,13,PIT 9,6,10,DeAngelo Williams for 55 yards (tackle by Reggie Nelson),-1.000,3.180
3,1:15,1,10,CIN 36,6,10,Ben Roethlisberger pass complete short middle to Matt Spaeth for 4 yards (tackle by Leon Hall and Pat Sims),3.180,3.180
3,0:33,2,6,CIN 32,6,10,Ben Roethlisberger pass complete short left to Heath Miller for 7 yards (tackle by George Iloka),3.180,3.910
,,,,,,,"PIT challenged the runner was down by contact ruling, and the original play was overturned.",,
Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 25,6,10,"DeAngelo Williams left tackle for 1 yard (tackle by Vincent Rey). Penalty on Heath Miller: Offensive Holding, 10 yards (no play)",3.910,3.250
4,14:36,1,20,CIN 35,6,10,Ben Roethlisberger pass complete short right to DeAngelo Williams for 2 yards (tackle by Carlos Dunlap),3.250,2.280
4,13:57,2,18,CIN 33,6,10,Ben Roethlisberger pass incomplete deep right intended for Martavis Bryant,2.280,1.620
4,13:51,3,18,CIN 33,6,10,Ben Roethlisberger sacked by Wallace Gilberry for -2 yards. Penalty on Marcus Gilbert: Offensive Holding (Declined),1.620,0.970
4,13:42,4,20,CIN 35,6,10,"Jordan Berry punts 18 yards, fair catch by Brandon Tate",0.970,0.060
4,13:35,1,10,CIN 17,6,10,Andy Dalton pass complete short middle to Ryan Hewitt for 22 yards (tackle by Ryan Shazier),-0.060,1.530
4,12:57,1,10,CIN 39,6,10,Andy Dalton pass complete short middle to Tyler Eifert for 6 yards (tackle by Robert Golden),1.530,1.800
4,12:26,2,4,CIN 45,6,10,Andy Dalton pass complete short right to A.J. Green for 5 yards (tackle by Antwon Blake),1.800,1.800
4,11:41,2,4,CIN 45,6,10,Timeout #1 by Cincinnati Bengals,1.800,2.260
4,11:41,1,10,,6,10,Andy Dalton pass incomplete deep right intended for A.J. Green,2.260,1.710
4,11:36,2,10,,6,10,Andy Dalton pass complete short middle to Marvin Jones for 6 yards (tackle by Ryan Shazier),1.710,1.820
4,10:53,3,4,PIT 44,6,10,Andy Dalton pass complete short left to Tyler Eifert for 4 yards (tackle by Ross Cockrell),1.820,2.920
4,10:10,1,10,PIT 40,6,10,Andy Dalton pass complete deep middle to Tyler Eifert for 23 yards (tackle by Robert Golden),2.920,4.440
4,9:45,1,10,PIT 17,6,10,Giovani Bernard middle for 12 yards (tackle by Mike Mitchell),4.440,6.060
4,9:22,1,5,PIT 5,6,10,Andy Dalton pass incomplete short left intended for A.J. Green,6.060,5.150
4,9:19,2,5,PIT 5,6,10,Andy Dalton pass incomplete short left intended for A.J. Green,5.150,4.260
4,9:12,3,5,PIT 5,6,10,Andy Dalton pass incomplete short right intended for Marvin Jones is intercepted by Antwon Blake at PIT--2 and returned for 42 yards,4.260,-1.600
4,9:00,1,10,PIT 40,6,10,DeAngelo Williams middle for 2 yards (tackle by Vincent Rey and Pat Sims),1.600,1.320
4,8:23,2,8,PIT 42,6,10,Ben Roethlisberger pass complete short right to Antonio Brown for 2 yards (tackle by Vincent Rey),1.320,0.890
4,7:42,3,6,PIT 44,6,10,Ben Roethlisberger pass incomplete short right intended for Heath Miller (defended by Vincent Rey),0.890,-0.460
4,7:36,4,6,PIT 44,6,10,Jordan Berry punts 32 yards,-0.460,-0.540
4,7:26,1,10,CIN 24,6,10,"Andy Dalton for no gain. Andy Dalton fumbles, recovered by Andy Dalton at CIN-9",0.540,-1.880
4,6:43,2,25,CIN 9,6,10,Andy Dalton pass incomplete short right intended for Mohamed Sanu,-1.880,-3.180
4,6:39,3,25,CIN 9,6,10,"Andy Dalton pass incomplete deep left intended for A.J. Green is intercepted by Mike Mitchell at PIT-27 and returned for 17 yards. Penalty on Robert Golden: Illegal Block Above the Waist, 10 yards",-3.180,-0.540
4,6:27,1,10,PIT 24,6,10,DeAngelo Williams right tackle for 4 yards (tackle by Domata Peko),0.540,0.540
4,5:46,2,6,PIT 28,6,10,Ben Roethlisberger pass incomplete deep left intended for Will Johnson is intercepted by Shawn Williams at PIT-45,0.540,-2.590
4,5:34,1,10,PIT 45,6,10,Jeremy Hill middle for -1 yards (tackle by Ryan Shazier),2.590,1.910
4,4:58,2,11,PIT 46,6,10,Jeremy Hill right tackle for 6 yards (tackle by Daniel McCullers),1.910,2.010
4,4:12,3,5,PIT 40,6,10,Andy Dalton pass complete short middle to Giovani Bernard for 23 yards (tackle by Mike Mitchell and Cameron Heyward),2.010,4.440
4,3:39,1,10,PIT 17,6,10,"Andy Dalton pass complete short right to A.J. Green for 4 yards (tackle by Antwon Blake). Penalty on A.J. Green: Face Mask (15 Yards) (Offsetting), Penalty on Antwon Blake: Face Mask (15 Yards) (Offsetting) (no play)",4.440,4.440
4,3:34,1,10,PIT 17,6,10,Andy Dalton pass incomplete deep right intended for A.J. Green,4.440,3.850
4,3:29,2,10,PIT 17,6,10,Andy Dalton pass complete short right to Jeremy Hill for 8 yards (tackle by Antwon Blake),3.850,3.850
4,3:01,2,10,PIT 17,6,10,Timeout #2 by Cincinnati Bengals,3.850,4.570
4,3:01,3,2,PIT 9,12,10,"Andy Dalton pass complete short left to A.J. Green for 9 yards, touchdown",4.570,7.000
4,3:01,,,PIT 9,13,10,Mike Nugent kicks extra point good,0.000,0.000
4,3:01,,,CIN 35,13,10,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
4,2:57,1,10,PIT 20,13,10,"Ben Roethlisberger pass incomplete deep middle intended for Antonio Brown is intercepted by Reggie Nelson at PIT-40 and returned for 38 yards. Penalty on Michael Johnson: Illegal Peelback (Offsetting), Penalty on Martavis Bryant: Face Mask (15 Yards) (Offsetting)",0.280,-3.840
4,2:44,1,10,PIT 26,13,10,Jeremy Hill right tackle for 1 yard (tackle by Antwon Blake),3.840,3.430
4,2:00,2,9,PIT 25,13,10,Jeremy Hill middle for 2 yards (tackle by Jacoby Jones and Cameron Heyward),3.430,3.430
4,1:55,2,9,PIT 25,13,10,Timeout #1 by Pittsburgh Steelers,3.430,3.010
4,1:55,3,7,PIT 23,13,10,Jeremy Hill middle for -3 yards (tackle by Shamarko Thomas),3.010,3.010
4,1:51,3,7,PIT 23,13,10,Timeout #2 by Pittsburgh Steelers,3.010,1.740
4,1:51,4,10,PIT 26,16,10,Mike Nugent 44 yard field goal good,1.740,3.000
4,1:51,,,CIN 35,16,10,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
4,1:47,1,10,PIT 20,16,10,Ben Roethlisberger sacked by Geno Atkins for -8 yards,0.280,-1.360
4,1:23,2,18,PIT 12,16,10,Ben Roethlisberger pass complete deep middle to Martavis Bryant for 16 yards (tackle by Leon Hall),-1.360,0.100
4,1:05,3,2,PIT 28,16,10,"Ben Roethlisberger pass incomplete short middle intended for Heath Miller. Penalty on Vincent Rey: Defensive Pass Interference, 2 yards (no play)",0.100,0.940
4,1:02,1,10,PIT 30,16,10,"Ben Roethlisberger pass complete short right to DeAngelo Williams for 9 yards (tackle by Dre Kirkpatrick). Penalty on DeAngelo Williams: Illegal Motion, 5 yards (no play)",0.940,0.610
4,0:57,1,15,PIT 25,16,10,Ben Roethlisberger pass complete short middle to Heath Miller for 13 yards (tackle by Emmanuel Lamur),0.610,1.470
4,0:40,2,2,PIT 38,16,10,Ben Roethlisberger pass complete short left to DeAngelo Williams for 12 yards (tackle by Adam Jones),1.470,1.470
4,0:33,2,2,PIT 38,16,10,Timeout #3 by Pittsburgh Steelers,1.470,2.260
4,0:33,1,10,,16,10,Ben Roethlisberger pass incomplete deep middle intended for Darrius Heyward-Bey,2.260,1.710
4,0:28,2,10,,16,10,Ben Roethlisberger pass complete short middle to Heath Miller for 11 yards (tackle by Leon Hall),1.710,2.980
4,0:17,1,10,CIN 39,16,10,Ben Roethlisberger pass complete short right to Martavis Bryant for 2 yards (tackle by Dre Kirkpatrick),2.980,2.710
4,0:12,2,8,CIN 37,16,10,Ben Roethlisberger pass complete short left to Martavis Bryant for 21 yards (tackle by Reggie Nelson),2.710,4.510
4,0:04,1,10,CIN 16,16,10,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,4.510,3.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
