Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
2,14:09,1,20,GNB 31,14,0,Michael Vick pass complete to Warrick Dunn for 9 yards (tackle by Hardy Nickerson),3.510,3.490
2,13:30,2,11,GNB 22,14,0,Michael Vick pass complete to Alge Crumpler for 9 yards (tackle by Hardy Nickerson),3.490,4.240
2,12:48,3,2,GNB 13,14,0,T.J. Duckett right end for 7 yards (tackle by Marques Anderson),4.240,5.830
2,12:11,1,6,GNB 6,20,0,"T.J. Duckett middle for 6 yards, touchdown",5.830,7.000
2,12:11,,,GNB 6,21,0,Jay Feely kicks extra point good,0.000,0.000
2,12:11,,,ATL 30,21,0,"Jay Feely kicks off 57 yards, returned by Robert Ferguson for 17 yards (tackle by Matt Stewart)",0.000,0.940
2,12:01,1,10,GNB 30,21,0,Ahman Green right tackle for 2 yards (tackle by Gerald McBurrows),0.940,0.660
2,11:31,2,8,GNB 32,21,0,Brett Favre pass complete to William Henderson for 6 yards (tackle by Chris Draft),0.660,0.760
2,10:57,3,2,GNB 38,21,0,Brett Favre pass complete to Donald Driver for 25 yards (tackle by Ashley Ambrose),0.760,3.120
2,10:15,1,10,ATL 37,21,0,Brett Favre pass complete to Ahman Green for 3 yards (tackle by Keith Brooking),3.120,2.980
2,9:36,2,7,ATL 34,21,0,Ahman Green middle for 4 yards (tackle by Keith Brooking and Patrick Kerney),2.980,2.810
2,8:56,3,3,ATL 30,21,0,Brett Favre pass complete to Terry Glenn for 11 yards (tackle by Juran Bolden),2.810,4.310
2,8:12,1,10,ATL 19,21,0,Brett Favre pass complete to Javon Walker for 18 yards (tackle by Keion Carpenter),4.310,6.970
2,7:27,1,1,ATL 1,21,0,Brett Favre pass incomplete intended for Bubba Franks,6.970,5.910
2,7:22,2,1,ATL 1,21,0,Ahman Green left end for -1 yards (tackle by Brady Smith and Johndale Carty),5.910,4.950
2,6:42,3,2,ATL 2,21,0,Brett Favre pass incomplete intended for Bubba Franks (defended by Keith Brooking),4.950,3.250
2,6:37,3,2,ATL 2,,,Timeout #1 by Green Bay Packers,4.950,3.250
2,6:37,4,2,ATL 2,21,0,Ahman Green middle for -4 yards (tackle by Ellis Johnson),3.250,0.380
2,6:34,1,10,ATL 6,21,0,T.J. Duckett right tackle for -1 yards (tackle by Cletidus Hunt and Matt Bowen),-0.380,-0.850
2,5:52,2,11,ATL 5,21,0,T.J. Duckett middle for 13 yards (tackle by Matt Bowen),-0.850,0.040
2,5:09,1,10,ATL 18,21,0,Warrick Dunn right guard for 21 yards (tackle by Matt Bowen),0.040,1.530
2,4:29,1,10,ATL 39,21,0,Warrick Dunn right guard for 3 yards (tackle by Cletidus Hunt and Hardy Nickerson),1.530,1.390
2,3:52,2,7,ATL 42,21,0,Michael Vick for 12 yards (tackle by Nate Wayne),1.390,2.520
2,3:16,1,10,GNB 46,21,0,Michael Vick pass complete to Warrick Dunn for 2 yards (tackle by Marques Anderson),2.520,2.250
2,2:45,2,8,GNB 44,21,0,Warrick Dunn right end for 5 yards (tackle by Hardy Nickerson),2.250,2.210
2,2:00,3,3,GNB 39,21,0,Michael Vick for 11 yards (tackle by Tyrone Williams),2.210,3.710
2,1:11,1,10,GNB 28,21,0,T.J. Duckett middle for 15 yards (tackle by Tyrone Williams),3.710,4.710
2,0:40,1,10,GNB 13,21,0,T.J. Duckett middle for 6 yards (tackle by Hardy Nickerson),4.710,5.150
2,0:34,1,10,GNB 13,,,Timeout #2 by Atlanta Falcons,4.710,5.150
2,0:34,2,4,GNB 7,21,0,Michael Vick pass incomplete intended for Quentin McCord (defended by Matt Bowen),5.150,4.330
2,0:30,3,4,GNB 7,21,0,Michael Vick pass complete to Brian Finneran for 6 yards (tackle by Antuan Edwards and Mike McKenzie),4.330,6.970
2,0:16,1,1,GNB 1,21,0,Michael Vick pass incomplete,6.970,5.910
2,0:15,2,1,GNB 1,21,0,T.J. Duckett left tackle for -3 yards (tackle by Rod Walker and Cletidus Hunt),5.910,4.490
2,0:11,2,1,GNB 1,,,Timeout #3 by Atlanta Falcons,5.910,4.490
2,0:11,3,4,GNB 4,21,0,Michael Vick pass incomplete intended for Brian Finneran (defended by Antuan Edwards),4.490,3.030
2,0:03,4,4,GNB 4,24,0,Jay Feely 22 yard field goal good,3.030,3.000
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,24,0,"Jay Feely kicks off 65 yards, returned by Robert Ferguson for 22 yards (tackle by Kevin McCadam)",0.000,0.740
3,14:55,1,10,GNB 27,24,0,Brett Favre pass incomplete intended for William Henderson,0.740,0.200
3,14:49,2,10,GNB 27,24,0,Brett Favre pass complete to Donald Driver for 25 yards (tackle by Keith Brooking),0.200,2.390
3,14:07,1,10,ATL 48,24,0,Ahman Green left end for 14 yards (tackle by Sam Rogers),2.390,3.310
3,13:27,1,10,ATL 34,24,0,Brett Favre pass complete to Robert Ferguson for 3 yards (tackle by Gerald McBurrows),3.310,3.180
3,12:49,2,7,ATL 31,24,0,Tony Fisher middle for 6 yards (tackle by Keith Brooking and Ellis Johnson),3.180,3.270
3,12:21,3,1,ATL 25,24,0,Tony Fisher right tackle for 2 yards (tackle by Brady Smith),3.270,4.040
3,11:32,1,10,ATL 23,24,0,Brett Favre pass complete to Robert Ferguson for 10 yards (tackle by Keion Carpenter),4.040,4.710
3,11:10,1,10,ATL 13,24,0,Tony Fisher middle for -1 yards (tackle by Chris Draft),4.710,3.900
3,10:35,2,11,ATL 14,24,0,Brett Favre pass incomplete intended for Donald Driver,3.900,3.080
3,10:31,3,11,ATL 14,24,6,"Brett Favre pass complete to Donald Driver for 14 yards, touchdown",3.080,7.000
3,10:31,,,ATL 14,24,7,Ryan Longwell kicks extra point good,0.000,0.000
3,10:31,,,GNB 30,24,7,"Ryan Longwell kicks off 57 yards, returned by Allen Rossum for 9 yards (tackle by William Henderson)",0.000,0.410
3,10:21,1,10,ATL 22,24,7,Warrick Dunn left tackle for 6 yards (tackle by Matt Bowen and Cletidus Hunt),0.410,0.680
3,9:40,2,4,ATL 28,24,7,"Warrick Dunn right end for 1 yard (tackle by Vonnie Holliday and Hardy Nickerson). Penalty on Cletidus Hunt: Defensive Offside, 5 yards (no play)",0.680,1.140
3,9:12,1,10,ATL 33,24,7,Michael Vick pass complete to Brian Finneran for 9 yards (tackle by Hardy Nickerson and Matt Bowen),1.140,1.810
3,8:30,2,1,ATL 42,24,7,Warrick Dunn left tackle for -2 yards (tackle by Hardy Nickerson and Rod Walker),1.810,0.830
3,7:49,3,3,ATL 40,24,7,Michael Vick for 22 yards (tackle by Antuan Edwards and Matt Bowen),0.830,3.050
3,7:05,1,10,GNB 38,24,7,Michael Vick pass incomplete intended for Brian Finneran,3.050,2.510
3,7:00,2,10,GNB 38,24,7,Michael Vick pass complete to Reggie Kelly for 15 yards (tackle by Matt Bowen),2.510,4.040
3,6:25,1,10,GNB 23,24,7,Warrick Dunn left tackle for 3 yards (tackle by Tyrone Williams and Hardy Nickerson),4.040,3.900
3,5:44,2,7,GNB 20,24,7,Michael Vick pass complete to Warrick Dunn for 12 yards (tackle by Matt Bowen),3.900,5.370
3,5:14,1,8,GNB 8,24,7,Warrick Dunn left tackle for -1 yards (tackle by Aaron Kampman),5.370,4.380
3,4:32,2,9,GNB 9,24,7,Michael Vick pass incomplete intended for George Layne,4.380,3.360
3,4:27,3,9,GNB 9,24,7,Michael Vick for 4 yards (tackle by Bryant Westbrook),3.360,3.010
3,3:46,4,5,GNB 5,27,7,Jay Feely 23 yard field goal good,3.010,3.000
3,3:46,,,ATL 30,27,7,"Jay Feely kicks off 63 yards, returned by Eric Metcalf for 18 yards (tackle by Artie Ulmer)",0.000,0.610
3,3:36,1,10,GNB 25,27,7,Brett Favre pass incomplete intended for Bubba Franks,0.610,0.060
3,3:30,2,10,GNB 25,27,7,Brett Favre pass incomplete intended for Robert Ferguson,0.060,-0.620
3,3:23,3,10,GNB 25,27,7,Brett Favre pass complete to Javon Walker for 12 yards (tackle by Ray Buchanan and Fred Weary),-0.620,1.400
3,2:43,1,10,GNB 37,27,7,Brett Favre pass incomplete intended for Robert Ferguson,1.400,0.860
3,2:37,2,10,GNB 37,27,7,Brett Favre pass complete to Javon Walker for 37 yards (tackle by Gerald McBurrows),0.860,3.840
3,1:54,1,10,ATL 26,27,7,Brett Favre pass complete to Tony Fisher for no gain,3.840,3.300
3,1:08,2,10,ATL 26,27,7,Brett Favre pass incomplete intended for Javon Walker,3.300,2.610
3,1:04,3,10,ATL 26,27,7,Brett Favre pass incomplete intended for Javon Walker (defended by Keion Carpenter),2.610,1.740
3,0:59,4,10,ATL 26,27,7,Ryan Longwell 44 yard field goal no good,1.740,-1.270
3,0:55,1,10,ATL 35,27,7,Michael Vick pass complete to Reggie Kelly for 1 yard (tackle by Kabeer Gbaja-Biamila),1.270,0.860
3,0:03,1,10,ATL 35,,,Timeout #1 by Atlanta Falcons,1.270,0.860
3,0:03,2,9,ATL 36,27,7,Michael Vick for 4 yards (tackle by Hardy Nickerson),0.860,0.700
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,ATL 40,27,7,Michael Vick pass complete to Trevor Gaylor for 7 yards (tackle by Tyrone Williams),0.700,2.060
4,14:10,1,10,ATL 47,27,7,Warrick Dunn left end for 13 yards (tackle by Matt Bowen),2.060,2.920
4,13:18,1,10,GNB 40,27,7,Michael Vick for 6 yards (tackle by Nate Wayne),2.920,3.180
4,12:42,2,4,GNB 34,27,7,T.J. Duckett left guard for 1 yard (tackle by Na'il Diggs and Matt Bowen),3.180,2.610
4,11:55,3,3,GNB 33,27,7,T.J. Duckett left tackle for 3 yards (tackle by Matt Bowen and Kabeer Gbaja-Biamila),2.610,3.580
4,11:17,1,10,GNB 30,27,7,T.J. Duckett left tackle for 1 yard (tackle by Rod Walker and Nate Wayne),3.580,3.170
4,10:35,2,9,GNB 29,27,7,T.J. Duckett left end for 2 yards (tackle by Cletidus Hunt and Aaron Kampman),3.170,2.740
4,9:54,3,7,GNB 27,27,7,Michael Vick pass incomplete intended for Quentin McCord (defended by Matt Bowen),2.740,1.670
4,9:47,4,7,GNB 27,27,7,Jay Feely 45 yard field goal no good,1.670,-1.270
4,9:42,1,10,GNB 35,27,7,Brett Favre pass incomplete intended for Robert Ferguson (defended by Keion Carpenter),1.270,0.720
4,9:38,2,10,GNB 35,27,7,"Brett Favre pass incomplete is intercepted by Juran Bolden at ATL-31. Penalty on Patrick Kerney: Defensive Offside (Offsetting), Penalty on Marco Rivera: Offensive Holding (Offsetting) (no play)",0.720,0.720
4,9:30,2,10,GNB 35,27,7,Brett Favre pass incomplete intended for Javon Walker (defended by Juran Bolden),0.720,0.040
4,9:27,3,10,GNB 35,27,7,Brett Favre pass complete to Javon Walker for 24 yards (tackle by Fred Weary),0.040,2.850
4,8:57,1,10,ATL 41,27,7,Brett Favre pass complete to Javon Walker for 13 yards (tackle by Ashley Ambrose),2.850,3.710
4,8:33,1,10,ATL 28,27,7,Tony Fisher right guard for 2 yards (tackle by Keion Carpenter),3.710,3.440
4,8:10,2,8,ATL 26,27,7,Brett Favre pass incomplete intended for Robert Ferguson,3.440,2.740
4,8:05,3,8,ATL 26,27,7,"Penalty on Frank Winters: False Start, 5 yards (no play)",2.740,2.080
4,8:05,3,13,ATL 31,27,7,Brett Favre pass complete to Karsten Bailey for 11 yards (tackle by Ashley Ambrose),2.080,2.250
4,7:44,4,2,ATL 20,27,7,Brett Favre pass incomplete intended for Karsten Bailey,2.250,-0.280
4,7:40,1,10,ATL 20,27,7,T.J. Duckett right guard for no gain (tackle by Rod Walker and Matt Bowen),0.280,-0.270
4,6:51,2,10,ATL 20,27,7,T.J. Duckett left end for 5 yards (tackle by Marques Anderson),-0.270,-0.300
4,6:01,3,5,ATL 25,27,7,Quentin McCord right end for 1 yard (tackle by Kabeer Gbaja-Biamila),-0.300,-1.630
4,5:14,4,4,ATL 26,27,7,Chris Mohr punts 35 yards,-1.630,-1.530
4,5:04,1,10,GNB 39,27,7,Brett Favre pass complete to Tony Fisher for 1 yard (tackle by Juran Bolden),1.530,1.120
4,4:59,2,9,GNB 40,27,7,"Brett Favre for no gain. Frank Winters fumbles, recovered by Patrick Kerney at GNB-25 (tackle by Tony Fisher)",1.120,-3.910
4,4:53,1,10,GNB 25,27,7,Warrick Dunn left tackle for no gain (tackle by Hardy Nickerson),3.910,3.360
4,4:46,1,10,GNB 25,,,Timeout #1 by Green Bay Packers,3.910,3.360
4,4:46,2,10,GNB 25,27,7,Michael Vick pass incomplete intended for Alge Crumpler,3.360,2.680
4,4:42,3,10,GNB 25,27,7,Michael Vick pass incomplete intended for Brian Finneran,2.680,1.800
4,4:38,4,10,GNB 25,27,7,Jay Feely 43 yard field goal no good,1.800,-1.140
4,4:33,1,10,GNB 33,27,7,Brett Favre pass complete to Tony Fisher for 10 yards (tackle by Keith Brooking),1.140,1.800
4,4:13,1,10,GNB 43,27,7,Brett Favre pass incomplete intended for Karsten Bailey,1.800,1.250
4,4:06,2,10,GNB 43,27,7,Brett Favre pass complete to Robert Ferguson for 4 yards (tackle by Ray Buchanan),1.250,1.090
4,3:43,3,6,GNB 47,27,7,Brett Favre pass incomplete intended for Tyrone Davis (defended by Kevin Mathis),1.090,-0.260
4,3:43,4,6,GNB 47,27,7,"Penalty on Javon Walker: False Start, 5 yards (no play)",-0.260,-0.590
4,3:39,4,11,GNB 42,27,7,Brett Favre pass incomplete intended for Javon Walker is intercepted by Keion Carpenter at ATL-37 and returned for 3 yards,-0.590,-1.600
4,3:33,1,10,ATL 40,27,7,T.J. Duckett left tackle for 5 yards (tackle by Matt Bowen),1.600,1.730
4,3:23,1,10,ATL 40,,,Timeout #2 by Green Bay Packers,1.600,1.730
4,3:23,2,5,ATL 45,27,7,T.J. Duckett left end for no gain (tackle by Nate Wayne),1.730,1.030
4,3:09,2,5,ATL 45,,,Timeout #3 by Green Bay Packers,1.730,1.030
4,3:09,3,5,ATL 45,27,7,T.J. Duckett right end for -8 yards (tackle by Nate Wayne),1.030,-0.910
4,2:23,4,13,ATL 37,27,7,Chris Mohr punts 28 yards,-0.910,-1.270
4,2:13,1,10,GNB 35,27,7,"Brett Favre sacked by Patrick Kerney for -5 yards. Brett Favre fumbles (forced by Patrick Kerney), recovered by John Thierry at GNB-30 (tackle by Earl Dotson)",1.270,-3.580
4,2:06,1,10,GNB 30,27,7,T.J. Duckett left tackle for -7 yards (tackle by Cletidus Hunt),3.580,2.090
4,2:00,2,17,GNB 37,27,7,Michael Vick kneels for -2 yards,2.090,1.160
4,1:17,3,19,GNB 39,27,7,Michael Vick kneels for -1 yards,1.160,0.590
4,0:30,3,19,GNB 39,,,Timeout #2 by Atlanta Falcons,1.160,0.590
4,0:30,4,20,GNB 40,27,7,"Chris Mohr punts 40 yards, touchback",0.590,-0.280
4,0:20,1,10,GNB 20,27,7,Brett Favre kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
