0,1
Game Info,Game Info
Won Toss,Cowboys
Roof,outdoors
Surface,fieldturf
Duration,3:07
Attendance,78702
Weather,"70 degrees, relative humidity 89%, wind 6 mph, wind chill 0"
Vegas Line,New York Jets -6.0
Over/Under,41.0 (over)
