Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
2,4:42,1,10,NYJ 48,17,7,Curtis Martin left tackle for 7 yards (tackle by DeQuincy Scott),2.130,2.530
2,4:03,2,3,SDG 45,17,7,Curtis Martin up the middle for 5 yards (tackle by Jacques Cesaire),2.530,2.920
2,3:23,1,10,SDG 40,17,7,Chad Pennington pass incomplete intended for Chris Baker,2.920,2.370
2,3:18,2,10,SDG 40,17,7,Curtis Martin right end for 5 yards (tackle by Terrence Kiel and Jerry Wilson),2.370,2.340
2,2:35,3,5,SDG 35,17,7,Chad Pennington pass incomplete intended for Santana Moss (defended by Sammy Davis),2.340,0.980
2,2:30,4,5,SDG 35,17,7,Toby Gowin punts 25 yards,0.980,0.380
2,2:17,1,10,SDG 10,17,7,"LaDainian Tomlinson up the middle for -2 yards (tackle by Dewayne Robertson). LaDainian Tomlinson fumbles (forced by Dewayne Robertson), recovered by LaDainian Tomlinson at SDG-8",-0.380,-0.930
2,2:00,2,12,SDG 8,17,7,LaDainian Tomlinson up the middle for 2 yards (tackle by Victor Hobson and Shaun Ellis),-0.930,-1.420
2,1:53,,,,17,7,Timeout #2 by New York Jets,0.000,-1.420
2,1:53,3,10,SDG 10,17,7,LaDainian Tomlinson up the middle for 2 yards (tackle by Dewayne Robertson and Jason Ferguson),-1.420,-2.490
2,1:46,,,,17,7,Timeout #3 by New York Jets,0.000,-2.490
2,1:45,4,8,SDG 12,17,7,"Mike Scifres punts 46 yards, returned by Santana Moss for 2 yards (tackle by Justin Peelle)",-2.490,-1.860
2,1:36,1,10,NYJ 44,17,7,Chad Pennington pass incomplete intended for Jerald Sowell (defended by Terrence Kiel),1.860,1.320
2,1:30,2,10,NYJ 44,17,7,Chad Pennington pass complete to Jerald Sowell for 12 yards (tackle by Quentin Jammer),1.320,2.650
2,1:05,1,10,SDG 44,17,7,Curtis Martin up the middle for 4 yards (tackle by Donnie Edwards and Ben Leber),2.650,2.650
2,0:48,2,6,SDG 40,17,7,Chad Pennington pass incomplete intended for Justin McCareins,2.650,1.950
2,0:43,3,6,SDG 40,17,7,Chad Pennington pass complete to Justin McCareins for 2 yards (tackle by Sammy Davis),1.950,0.720
Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,17,7,"Nate Kaeding kicks off 53 yards, returned by LaMont Jordan for 27 yards (tackle by Hanik Milligan)",0.000,1.860
3,14:54,1,10,NYJ 44,17,7,Curtis Martin up the middle for 3 yards (tackle by Igor Olshansky),1.860,1.720
3,14:19,2,7,NYJ 47,17,7,Chad Pennington pass complete to Curtis Martin for 5 yards (tackle by Ben Leber),1.720,1.690
3,14:19,3,2,SDG 48,17,7,Chad Pennington pass complete to Jerald Sowell for 24 yards (tackle by Stephen Cooper),1.690,3.970
3,12:52,1,10,SDG 24,17,7,"Chad Pennington pass incomplete intended for Santana Moss. Penalty on Sammy Davis: Defensive Pass Interference, 19 yards (no play)",3.970,6.060
3,12:48,1,5,SDG 5,17,7,Curtis Martin left guard for -1 yards (tackle by DeQuincy Scott),6.060,4.950
3,12:09,2,6,SDG 6,17,7,Curtis Martin up the middle for 1 yard (tackle by Jamal Williams and Igor Olshansky),4.950,4.260
3,11:24,3,5,SDG 5,17,7,Chad Pennington pass incomplete intended for Anthony Becht (defended by Jamar Fletcher),4.260,3.010
3,11:20,4,5,SDG 5,20,7,Doug Brien 23 yard field goal good,3.010,3.000
3,,,,NYJ 30,20,7,"Toby Gowin kicks off 63 yards, returned by Tim Dwight for 18 yards (tackle by Kenyatta Wright)",0.000,0.610
3,11:11,1,10,SDG 25,20,7,LaDainian Tomlinson left tackle for 4 yards (tackle by Eric Barton),0.610,0.600
3,10:36,2,6,SDG 29,20,7,Drew Brees pass incomplete intended for Antonio Gates,0.600,-0.100
3,10:30,3,6,SDG 29,20,7,Drew Brees pass complete to Eric Parker for 7 yards (tackle by David Barrett),-0.100,1.330
3,9:48,1,10,SDG 36,20,7,LaDainian Tomlinson up the middle for 1 yard (tackle by Jason Ferguson and Jonathan Vilma),1.330,0.930
3,9:08,2,9,SDG 37,20,7,Drew Brees pass incomplete intended for LaDainian Tomlinson,0.930,0.230
3,9:02,3,9,SDG 37,20,7,Drew Brees pass incomplete intended for Antonio Gates is intercepted by Jon McGraw at SDG-49,0.230,-2.320
3,8:55,1,10,SDG 49,20,7,Curtis Martin up the middle for 11 yards (tackle by Jerry Wilson),2.320,3.050
3,8:15,1,10,SDG 38,20,7,Curtis Martin up the middle for 1 yard (tackle by Stephen Cooper),3.050,2.640
3,7:41,2,9,SDG 37,20,7,Chad Pennington pass complete to Curtis Martin for 6 yards (tackle by Steve Foley),2.640,2.740
3,6:54,3,3,SDG 31,20,7,Curtis Martin up the middle for 5 yards (tackle by Ben Leber),2.740,3.840
3,6:15,1,10,SDG 26,20,7,Chad Pennington pass complete to Santana Moss for 11 yards,3.840,4.580
3,5:43,1,10,SDG 15,20,7,LaMont Jordan up the middle for 2 yards (tackle by Donnie Edwards),4.580,4.280
3,5:05,2,8,SDG 13,20,7,Chad Pennington pass complete to Justin McCareins for 7 yards (tackle by Sammy Davis),4.280,4.900
3,4:21,3,1,SDG 6,20,7,Chad Pennington up the middle for 2 yards (tackle by Zeke Moreno),4.900,6.280
3,3:37,1,4,SDG 4,26,7,"Chad Pennington pass complete to Jerald Sowell for 4 yards, touchdown",6.280,7.000
3,,,,SDG 2,27,7,Doug Brien kicks extra point good,0.000,0.000
3,,,,NYJ 30,27,7,"Toby Gowin kicks off 64 yards, returned by Tim Dwight for 23 yards (tackle by Trevor Johnson)",0.000,0.870
3,3:26,1,10,SDG 29,27,7,"Drew Brees pass complete to LaDainian Tomlinson for 59 yards. LaDainian Tomlinson fumbles, ball out of bounds at NYJ-12",0.870,4.780
3,3:03,1,10,NYJ 12,27,7,Jesse Chatman up the middle for 3 yards (tackle by Jason Ferguson),4.780,4.640
3,2:27,2,7,NYJ 9,27,7,Drew Brees pass incomplete intended for Justin Peelle,4.640,3.700
3,2:20,3,7,NYJ 9,27,7,"Drew Brees pass incomplete intended for Eric Parker. Penalty on Jon McGraw: Roughing the Passer, 5 yards (no play)",3.700,6.280
3,2:16,1,4,NYJ 4,27,13,"LaDainian Tomlinson left tackle for 4 yards, touchdown",6.280,7.000
3,,,,NYJ 2,27,14,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,27,14,"Nate Kaeding kicks off 72 yards, returned by LaMont Jordan for 15 yards (tackle by Hanik Milligan)",0.000,-0.320
3,2:08,1,10,NYJ 13,27,14,Curtis Martin up the middle for 2 yards (tackle by Jason Fisk and Stephen Cooper),-0.320,-0.570
3,1:25,2,8,NYJ 15,27,14,Curtis Martin up the middle for -3 yards (tackle by Stephen Cooper),-0.570,-1.540
3,0:40,3,11,NYJ 12,27,14,Chad Pennington pass complete to Curtis Martin for 4 yards (tackle by Donnie Edwards),-1.540,-2.390
Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,NYJ 16,27,14,"Toby Gowin punts 50 yards, returned by Eric Parker for -1 yards (tackle by Darrell McClover)",-2.390,-1.140
4,14:52,1,10,SDG 33,27,14,Drew Brees pass complete to Reche Caldwell for 8 yards (tackle by Eric Barton),1.140,1.670
4,14:16,2,2,SDG 41,27,14,LaDainian Tomlinson left end for 5 yards (tackle by Dewayne Robertson),1.670,1.990
4,13:39,1,10,SDG 46,27,14,Drew Brees pass complete to Antonio Gates for 9 yards (tackle by Reggie Tongue),1.990,2.670
4,13:00,2,1,NYJ 45,27,14,Jesse Chatman up the middle for 3 yards (tackle by Jonathan Vilma and David Barrett),2.670,2.790
4,12:15,1,10,NYJ 42,27,14,"Drew Brees for no gain. Drew Brees fumbles, recovered by Erik Coleman at NYJ-43 (tackle by Nick Hardwick)",2.790,-1.800
4,12:11,1,10,NYJ 43,27,14,Curtis Martin up the middle for 3 yards (tackle by Igor Olshansky and Steve Foley),1.800,1.660
4,11:27,2,7,NYJ 46,27,14,"Curtis Martin for no gain. Curtis Martin fumbles, recovered by Justin McCareins at NYJ-37",1.660,-0.230
4,10:40,3,16,NYJ 37,27,14,"Penalty on Pete Kendall: False Start, 5 yards (no play)",-0.230,-0.890
4,10:25,3,21,NYJ 32,27,14,Chad Pennington pass complete to Curtis Martin for 7 yards (tackle by Jerry Wilson). Penalty on Kareem McKenzie: Offensive Holding (Declined),-0.890,-0.780
4,10:13,4,14,NYJ 39,27,14,"Toby Gowin punts 41 yards, returned by Eric Parker for 19 yards (tackle by Chris Baker)",-0.780,-1.530
4,9:59,1,10,SDG 39,27,14,Drew Brees pass complete to Lorenzo Neal for 8 yards (tackle by Shaun Ellis),1.530,2.070
4,9:23,2,2,SDG 47,27,14,LaDainian Tomlinson left tackle for 6 yards (tackle by Eric Barton and Erik Coleman),2.070,2.460
4,8:41,1,10,NYJ 47,27,14,Drew Brees pass incomplete intended for Lorenzo Neal (defended by Shaun Ellis),2.460,1.910
4,8:35,2,10,NYJ 47,27,14,Drew Brees pass incomplete intended for Eric Parker,1.910,1.220
4,8:28,3,10,NYJ 47,27,14,Drew Brees pass complete to Kassim Osgood for 14 yards (tackle by Donnie Abraham),1.220,3.380
4,7:45,1,10,NYJ 33,27,20,"Drew Brees pass complete to Reche Caldwell for 33 yards, touchdown",3.380,7.000
4,,,,NYJ 2,27,21,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,27,21,"Nate Kaeding kicks off 58 yards, returned by LaMont Jordan for 18 yards (tackle by Carlos Polk)",0.000,0.940
4,7:33,1,10,NYJ 30,27,21,Chad Pennington pass complete to LaMont Jordan for 5 yards (tackle by Dave Ball),0.940,1.070
4,6:51,2,5,NYJ 35,27,21,Chad Pennington pass complete to Jerald Sowell for 8 yards (tackle by Donnie Edwards),1.070,1.800
4,6:06,1,10,NYJ 43,27,21,Curtis Martin up the middle for 6 yards (tackle by Stephen Cooper and Jason Fisk),1.800,2.060
4,5:21,2,4,NYJ 49,27,21,Chad Pennington pass complete to Santana Moss for 48 yards (tackle by Quentin Jammer). Penalty on Jerry Wilson: Defensive Pass Interference (Declined),2.060,6.510
4,4:48,1,3,SDG 3,27,21,Curtis Martin up the middle for 2 yards (tackle by Stephen Cooper),6.510,5.910
4,4:01,2,1,SDG 1,33,21,"Chad Pennington pass complete to Chris Baker for 1 yard, touchdown",5.910,7.000
4,,,,SDG 2,34,21,Doug Brien kicks extra point good,0.000,0.000
4,,,,NYJ 30,34,21,"Toby Gowin kicks off 73 yards, returned by Tim Dwight for 22 yards (tackle by B.J. Askew)",0.000,0.150
4,3:51,1,10,SDG 19,34,21,Doug Flutie pass incomplete intended for LaDainian Tomlinson,0.150,-0.390
4,3:46,2,10,SDG 19,34,21,Doug Flutie pass complete to LaDainian Tomlinson for 11 yards (tackle by Jonathan Vilma),-0.390,0.940
4,3:18,1,10,SDG 30,34,21,"Penalty on Roman Oben: False Start, 5 yards (no play)",0.940,0.610
4,3:16,1,15,SDG 25,34,21,Doug Flutie up the middle for 8 yards,0.610,0.800
4,2:48,2,7,SDG 33,34,21,Doug Flutie pass complete to Antonio Gates for 14 yards (tackle by Jon McGraw),0.800,2.060
4,2:38,,,,34,21,Timeout #1 by San Diego Chargers,0.000,2.060
4,2:38,1,10,SDG 47,34,21,Doug Flutie pass incomplete intended for Kassim Osgood,2.060,1.520
4,2:33,2,10,SDG 47,34,21,Doug Flutie pass complete to LaDainian Tomlinson for 6 yards (tackle by David Barrett),1.520,1.620
4,2:05,3,4,NYJ 47,34,21,Doug Flutie pass complete to Antonio Gates for 5 yards (tackle by Derrick Strait),1.620,2.790
4,2:00,1,10,NYJ 42,34,21,"Penalty on Reche Caldwell: False Start, 5 yards (no play)",2.790,2.460
4,2:00,1,15,NYJ 47,34,21,Doug Flutie pass incomplete intended for Reche Caldwell (defended by Jon McGraw),2.460,1.570
4,1:55,2,15,NYJ 47,34,21,Doug Flutie pass incomplete intended for Kassim Osgood,1.570,0.890
4,1:48,3,15,NYJ 47,34,21,Doug Flutie pass incomplete intended for Kassim Osgood,0.890,0.130
4,1:42,4,15,NYJ 47,34,21,Doug Flutie pass complete to Reche Caldwell for 18 yards (tackle by Donnie Abraham),0.130,3.640
4,1:32,,,,34,21,Timeout #2 by San Diego Chargers,0.000,3.640
4,1:32,1,10,NYJ 29,34,21,Doug Flutie pass complete to Antonio Gates for 11 yards (tackle by David Barrett),3.640,4.370
4,1:15,,,,34,21,Timeout #3 by San Diego Chargers,0.000,4.370
4,1:15,1,10,NYJ 18,34,21,Doug Flutie pass incomplete intended for Eric Parker,4.370,3.800
4,1:09,2,10,NYJ 18,34,21,Doug Flutie pass incomplete intended for Antonio Gates,3.800,3.050
4,1:02,3,10,NYJ 18,34,21,Doug Flutie pass incomplete intended for Antonio Gates,3.050,2.250
4,0:56,4,10,NYJ 18,34,21,Doug Flutie pass complete to Eric Parker for 12 yards (tackle by Donnie Abraham),2.250,5.830
4,0:36,1,6,NYJ 6,34,21,Doug Flutie spiked the ball,5.830,4.950
4,0:36,2,6,NYJ 6,34,27,"Doug Flutie up the middle for 6 yards, touchdown",4.950,7.000
4,,,,NYJ 2,34,28,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,34,28,"Mike Scifres kicks onside 11 yards, recovered by Wayne Chrebet",0.000,2.850
4,0:29,1,10,SDG 41,34,28,Chad Pennington kneels for -1 yards,2.850,2.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
