Quarter,Time,Down,ToGo,Location,NYJ,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss, Raiders to receive the opening kickoff.",,
1,15:00,,,NYJ 30,0,0,"Jay Feely kicks off 63 yards, returned by Jonathan Holland for 13 yards (tackle by Drew Coleman). Penalty on Brandon Myers: Illegal Block Above the , 10 yards",0.000,-0.380
1,14:49,1,10,OAK 10,0,0,"JaMarcus Russell sacked by Calvin Pace for -5 yards. JaMarcus Russell fumbles (forced by Calvin Pace), recovered by Marques Douglas at OAK-4. Penalty on Khalif Barnes: Tripping (Declined)",-0.380,-6.280
1,14:48,1,4,OAK 4,0,0,Thomas Jones middle for 3 yards (tackle by Tommy Kelly),6.280,5.910
1,14:00,2,1,OAK 1,0,0,Thomas Jones middle for no gain (tackle by Thomas Howard and Kirk Morrison),5.910,5.170
1,13:42,3,1,OAK 1,0,0,Thomas Jones middle for no gain (tackle by Tommy Kelly),5.170,3.550
1,13:06,4,1,OAK 1,6,0,"Thomas Jones middle for 1 yard, touchdown",3.550,7.000
1,,,,OAK 2,7,0,Jay Feely kicks extra point good,0.000,0.000
1,,,,NYJ 30,7,0,"Jay Feely kicks off 66 yards, returned by Jonathan Holland for 15 yards (tackle by Marquice Cole)",0.000,0.150
1,12:48,1,10,OAK 19,7,0,JaMarcus Russell pass complete short left to Zach Miller for 8 yards (tackle by Jim Leonhard),0.150,0.750
1,12:17,2,2,OAK 27,7,0,Michael Bush right tackle for -1 yards (tackle by Calvin Pace and Shaun Ellis),0.750,-0.160
1,11:39,3,3,OAK 26,7,0,JaMarcus Russell pass incomplete short right intended for Louis Murphy,-0.160,-1.630
1,11:35,4,3,OAK 26,7,0,"Shane Lechler punts 49 yards, fair catch by Jim Leonhard",-1.630,-0.610
1,11:27,1,10,NYJ 25,7,0,Mark Sanchez pass complete short middle to Thomas Jones for 3 yards (tackle by Nnamdi Asomugha),0.610,0.470
1,10:59,2,7,NYJ 28,7,0,Thomas Jones right guard for 3 yards (tackle by Richard Seymour),0.470,0.170
1,10:23,3,4,NYJ 31,7,0,"Mark Sanchez pass complete short left to David Clowney for 11 yards. David Clowney fumbles, ball out of bounds at NYJ-42",0.170,1.730
1,9:53,1,10,NYJ 42,7,0,Leon Washington left guard for 6 yards (tackle by Tommy Kelly and Thomas Howard),1.730,2.000
1,9:19,2,4,NYJ 48,7,0,Mark Sanchez pass incomplete short right intended for Thomas Jones,2.000,1.290
1,9:13,3,4,NYJ 48,7,0,Thomas Jones right end for no gain (tackle by Gerard Warren). Penalty on Ben Hartsock: Offensive Holding (Declined),1.290,-0.190
1,8:50,4,4,NYJ 48,7,0,Steve Weatherford punts 38 yards,-0.190,0.280
1,8:43,1,10,OAK 14,7,0,Michael Bush right end for 4 yards (tackle by Howard Green),-0.280,-0.210
1,7:58,2,6,OAK 18,7,0,JaMarcus Russell pass complete short right to Gary Russell for -1 yards (tackle by Jim Leonhard),-0.210,-1.040
1,7:12,3,7,OAK 17,7,0,JaMarcus Russell pass complete short left to Todd Watkins for 7 yards (tackle by Donald Strickland),-1.040,0.540
1,6:31,1,10,OAK 24,7,0,JaMarcus Russell pass complete deep middle to Darrius Heyward-Bey for 24 yards (tackle by Dwight Lowery),0.540,2.130
1,5:49,1,10,OAK 48,7,0,Michael Bush middle for 2 yards (tackle by Howard Green and Shaun Ellis),2.130,1.850
1,5:11,2,8,,7,0,JaMarcus Russell pass incomplete short right intended for Tony Stewart is intercepted by Jim Leonhard at OAK-48 and returned for 44 yards,1.850,-6.280
1,5:01,1,4,OAK 4,7,0,Thomas Jones right tackle for 1 yard (tackle by Nnamdi Asomugha),6.280,5.530
1,4:24,2,3,OAK 3,13,0,"Mark Sanchez middle for 3 yards, touchdown",5.530,7.000
1,,,,OAK 2,14,0,Jay Feely kicks extra point good,0.000,0.000
1,,,,NYJ 30,14,0,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
1,4:20,1,10,OAK 20,14,0,Justin Fargas left tackle for no gain (tackle by Howard Green),0.280,-0.270
1,3:44,2,10,OAK 20,14,0,JaMarcus Russell pass incomplete deep left intended for Darrius Heyward-Bey,-0.270,-0.960
1,3:36,3,10,OAK 20,14,0,JaMarcus Russell pass complete short left to Tony Stewart for 19 yards (tackle by Kerry Rhodes),-0.960,1.530
1,3:15,1,10,OAK 39,14,0,Justin Fargas right tackle for 17 yards (tackle by Dwight Lowery),1.530,2.650
1,3:15,1,10,NYJ 44,14,0,Justin Fargas right end for 9 yards (tackle by David Harris),2.650,3.330
