#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,LVR 25,3,1:34,-4,Punt
2,1,10:48,LVR 15,7,4:14,64,Interception
3,1,6:34,LVR 25,4,1:45,9,Downs
4,1,3:07,LVR 25,8,2:31,25,Punt
5,1,0:32,LVR 37,9,3:56,31,Field Goal
6,2,6:20,LVR 5,10,4:24,95,Touchdown
7,3,12:33,LVR 28,9,5:16,72,Touchdown
8,3,4:52,LVR 16,11,6:05,84,Touchdown
9,4,8:30,LVR 25,3,1:31,7,Punt
10,4,4:29,LVR 43,3,1:07,-16,Punt
11,4,0:02,LVR 25,1,0:02,-1,End of Half
12,5,10:00,LVR 25,8,3:33,55,Field Goal
13,5,2:49,LVR 25,8,2:49,72,Field Goal
