Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Dolphins,-4.0,5.04,0.99,1.07,0.0,-7.21,-13.68,6.57,10.97,-0.43,-5.67,3.59,0.84,-3.16,3.97
Raiders,4.0,7.21,13.68,-6.57,-10.97,-5.04,-0.99,-1.07,0.0,0.43,-3.59,5.67,3.16,-0.84,-3.97
