Quarter,Time,Tm,Detail,IND,JAX
1.0,10:07,Colts,Marvin Harrison 30 yard pass from Peyton Manning (Mike Vanderjagt kick),7,0
,1:19,Jaguars,Fred Taylor 5 yard rush (Seth Marler kick),7,7
2.0,11:08,Colts,Mike Vanderjagt 27 yard field goal,10,7
,6:51,Colts,Mike Vanderjagt 26 yard field goal,13,7
,0:28,Colts,Marcus Pollard 13 yard pass from Peyton Manning (Mike Vanderjagt kick),20,7
3.0,8:26,Jaguars,Byron Leftwich 4 yard rush (Seth Marler kick),20,14
4.0,11:32,Jaguars,Jimmy Smith 43 yard pass from Byron Leftwich (Seth Marler kick),20,21
,9:44,Colts,Mike Vanderjagt 27 yard field goal,23,21
,1:08,Jaguars,Fred Taylor 32 yard rush (Seth Marler kick),23,28
