Quarter,Time,Down,ToGo,Location,IND,JAX,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss, Colts to receive the opening kickoff.",,
1,15:00,,,JAX 30,0,0,"Seth Marler kicks off 69 yards, returned by Ricky Williams for 23 yards (tackle by Anthony Mitchell)",0.000,0.540
1,14:54,1,10,IND 24,0,0,Peyton Manning pass complete to Marcus Pollard for 9 yards (tackle by Akin Ayodele),0.540,1.210
1,14:26,2,1,IND 33,0,0,Edgerrin James right tackle for 5 yards (tackle by Akin Ayodele),1.210,1.470
1,13:53,1,10,IND 38,0,0,Edgerrin James up the middle for -3 yards (tackle by Akin Ayodele),1.470,0.520
1,13:21,2,13,IND 35,0,0,Peyton Manning pass complete to Reggie Wayne for 5 yards (tackle by Rashean Mathis),0.520,0.500
1,12:48,3,8,IND 40,0,0,"Peyton Manning pass incomplete intended for Marvin Harrison is intercepted by Donovin Darius at JAX-49 and returned for 4 yards (tackle by Rick DeMulling). Donovin Darius fumbles (forced by Rick DeMulling), recovered by Jeff Saturday at IND-47",0.500,2.130
1,12:38,1,10,IND 48,0,0,Edgerrin James left end for 4 yards (tackle by Mike Peterson),2.130,2.120
1,12:04,2,6,JAX 48,0,0,Peyton Manning pass incomplete intended for Marcus Pollard,2.120,1.420
1,12:00,3,6,JAX 48,0,0,Peyton Manning pass incomplete intended for Marvin Harrison,1.420,0.070
1,11:55,4,6,JAX 48,0,0,"Hunter Smith punts 37 yards, fair catch by David Allen. Penalty on Donovin Darius: Running Into the Kicker, 5 yards (no play)",0.070,0.400
1,11:47,4,1,JAX 43,0,0,Edgerrin James left tackle for 8 yards (tackle by Akin Ayodele),0.400,3.250
1,11:07,1,10,JAX 35,0,0,Peyton Manning pass incomplete intended for Reggie Wayne,3.250,2.700
1,11:00,2,10,JAX 35,0,0,Edgerrin James right end for 5 yards (tackle by Akin Ayodele and Paul Spicer),2.700,2.680
1,10:15,,,,0,0,Timeout #1 by Indianapolis Colts,0.000,2.680
1,10:15,3,5,JAX 30,6,0,"Peyton Manning pass complete to Marvin Harrison for 30 yards, touchdown",2.680,7.000
1,,,,JAX 2,7,0,Mike Vanderjagt kicks extra point good,0.000,0.000
1,,,,IND 30,7,0,"Mike Vanderjagt kicks off 57 yards, returned by LaBrandon Toefield for 21 yards (tackle by Gary Brackett)",0.000,1.200
1,10:02,1,10,JAX 34,7,0,Fred Taylor up the middle for 4 yards (tackle by Dwight Freeney),1.200,1.200
1,9:28,2,6,JAX 38,7,0,"Byron Leftwich pass incomplete intended for Troy Edwards. Penalty on Josh Williams: Defensive Offside, 5 yards (no play)",1.200,1.870
1,9:24,2,1,JAX 43,7,0,Fred Taylor up the middle for 2 yards (tackle by Mike Doss),1.870,1.930
1,8:42,1,10,JAX 45,7,0,Fred Taylor up the middle for 3 yards (tackle by Donald Strickland),1.930,1.790
1,8:13,2,7,JAX 48,7,0,Byron Leftwich pass incomplete intended for Troy Edwards,1.790,1.090
1,8:08,3,7,JAX 48,7,0,Byron Leftwich pass complete to Jimmy Smith for 18 yards (tackle by Jason Doering),1.090,3.310
1,7:29,1,10,IND 34,7,0,Byron Leftwich pass incomplete intended for Fred Taylor,3.310,2.770
1,7:25,,,,7,0,Timeout #1 by Jacksonville Jaguars,0.000,2.770
1,7:25,2,10,IND 34,7,0,"Penalty on Troy Edwards: False Start, 5 yards (no play)",2.770,2.090
1,7:25,2,15,IND 39,7,0,Byron Leftwich pass incomplete intended for Marc Edwards,2.090,1.420
1,7:22,3,15,IND 39,7,0,Byron Leftwich pass incomplete intended for Fred Taylor,1.420,0.660
1,7:18,4,15,IND 39,7,0,Mark Royals punts 32 yards,0.660,0.380
1,7:06,1,10,IND 7,7,0,Edgerrin James right tackle for 3 yards (tackle by Mike Peterson),-0.380,-0.560
1,6:26,2,7,IND 10,7,0,Edgerrin James left tackle for 2 yards (tackle by Mike Peterson),-0.560,-0.840
1,5:44,3,5,IND 12,7,0,Peyton Manning pass incomplete intended for Edgerrin James,-0.840,-2.490
1,5:37,4,5,IND 12,7,0,"Hunter Smith punts 45 yards, returned by David Allen for 14 yards (tackle by Cory Bird)",-2.490,-2.720
1,5:25,1,10,IND 43,7,0,Fred Taylor left end for 8 yards (tackle by Marcus Washington),2.720,3.260
1,4:48,2,2,IND 35,7,0,Fred Taylor right end for 13 yards (tackle by Mike Doss and David Thornton),3.260,4.110
1,4:09,1,10,IND 22,7,0,LaBrandon Toefield up the middle for 2 yards (tackle by Raheem Brock),4.110,3.830
1,4:09,2,8,IND 20,7,0,"Penalty on Raheem Brock: Neutral Zone Infraction, 5 yards (no play)",3.830,4.650
1,3:15,2,3,IND 15,7,0,LaBrandon Toefield left end for 2 yards (tackle by Larry Tripplett),4.650,4.390
1,2:34,3,1,IND 13,7,0,Fred Taylor up the middle for 2 yards (tackle by Rob Morris),4.390,4.840
1,2:02,1,10,IND 11,7,0,Fred Taylor right tackle for 6 yards (tackle by Mike Doss),4.840,5.280
1,1:24,2,4,IND 5,7,6,"Fred Taylor left tackle for 5 yards, touchdown",5.280,7.000
1,,,,IND 2,7,7,Seth Marler kicks extra point good,0.000,0.000
1,,,,JAX 30,7,7,"Seth Marler kicks off 54 yards, returned by Ricky Williams for 14 yards (tackle by Blue Adams)",0.000,0.940
1,1:12,1,10,IND 30,7,7,"Peyton Manning pass complete to Reggie Wayne for 5 yards (tackle by Rashean Mathis). Penalty on Rashean Mathis: Face Mask (5 Yards), 5 yards",0.940,1.600
