Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
2,11:17,2,18,TEN 33,0,7,Rusty Smith pass complete short left to Chris Johnson for 3 yards (tackle by Kevin Bentley),0.040,-0.230
2,10:38,3,15,TEN 36,0,7,Rusty Smith pass complete short middle to Javon Ringer for 4 yards (tackle by Brian Cushing),-0.230,-0.720
2,10:00,4,11,TEN 40,0,7,"Brett Kern punts 40 yards, returned by Jacoby Jones for 9 yards (tackle by Ahmard Hall)",-0.720,-0.870
2,9:48,1,10,HOU 29,0,7,Arian Foster middle for 13 yards (tackle by Chris Hope),0.870,1.730
2,9:07,1,10,HOU 42,0,7,Arian Foster left guard for 9 yards (tackle by Chris Hope),1.730,2.400
2,8:41,2,1,TEN 49,0,7,Derrick Ward left guard for 2 yards (tackle by Jason Babin),2.400,2.460
2,8:02,1,10,TEN 47,0,7,Derrick Ward left guard for 14 yards (tackle by Chris Hope),2.460,3.380
2,7:18,1,10,TEN 33,0,7,Derrick Ward left tackle for 17 yards (tackle by Michael Griffin and Will Witherspoon),3.380,4.510
2,6:47,1,10,TEN 16,0,7,Arian Foster left tackle for no gain (tackle by Alterraun Verner),4.510,3.900
2,6:10,2,10,TEN 16,0,7,Matt Schaub pass complete short left to Joel Dreessen for 5 yards (tackle by Tim Shaw),3.900,3.940
2,5:29,3,5,TEN 11,0,7,Matt Schaub pass complete short left to Arian Foster for 9 yards (tackle by Chris Hope),3.940,6.740
2,4:47,1,2,TEN 2,0,13,"Matt Schaub pass complete short right to Andre Johnson for 2 yards, touchdown",6.740,7.000
2,,,,TEN 2,0,14,Neil Rackers kicks extra point good,0.000,0.000
2,,,,HOU 30,0,14,"Neil Rackers kicks off 63 yards, returned by Marc Mariani for 22 yards (tackle by Stanford Keglar)",0.000,0.870
2,4:33,1,10,TEN 29,0,14,Javon Ringer left guard for 2 yards (tackle by Antonio Smith and Brian Cushing),0.870,0.600
2,4:00,2,8,TEN 31,0,14,"Javon Ringer left guard for 14 yards (tackle by Bernard Pollard and Eugene Wilson). Penalty on Leroy Harris: Offensive Holding, 10 yards (no play)",0.600,-0.750
2,3:29,2,18,TEN 21,0,14,Javon Ringer middle for 8 yards (tackle by Bernard Pollard and Eugene Wilson),-0.750,-0.360
2,2:42,3,10,TEN 29,0,14,Rusty Smith pass complete short right to Justin Gage for 12 yards (tackle by Eugene Wilson),-0.360,1.660
2,2:00,1,10,TEN 41,0,14,Rusty Smith pass complete short left to Randy Moss for 8 yards (tackle by Jason Allen),1.660,2.200
2,1:53,2,2,TEN 49,0,14,Rusty Smith pass incomplete deep left intended for Bo Scaife,2.200,1.490
2,1:48,3,2,TEN 49,0,14,Rusty Smith pass complete short left to Chris Johnson for -1 yards (tackle by Brian Cushing),1.490,-0.190
2,1:36,,,,0,14,Timeout #2 by Houston Texans,0.000,-0.190
2,1:36,4,3,TEN 48,0,14,Brett Kern punts 29 yards,-0.190,-0.480
2,1:28,1,10,HOU 23,0,14,Matt Schaub pass incomplete short middle intended for Joel Dreessen,0.480,-0.070
2,1:23,2,10,HOU 23,0,14,Matt Schaub pass complete short middle to Andre Johnson for 4 yards (tackle by Stephen Tulloch),-0.070,-0.230
2,0:50,3,6,HOU 27,0,14,Matt Schaub pass complete short middle to Arian Foster for 3 yards (tackle by Stephen Tulloch and Alterraun Verner),-0.230,-1.370
2,0:43,,,,0,14,Timeout #1 by Tennessee Titans,0.000,-1.370
2,0:43,4,3,HOU 30,0,14,"Matt Turk punts 38 yards, fair catch by Marc Mariani. Penalty on Michael Griffin: Defensive Offside, 5 yards, Penalty on Michael Griffin: Illegal Formation (Declined) (no play)",-1.370,1.270
2,0:35,1,10,HOU 35,0,14,Matt Schaub pass complete short middle to Jacoby Jones for 9 yards (tackle by Alterraun Verner and Stephen Tulloch),1.270,1.940
2,0:14,2,1,HOU 44,0,14,Matt Schaub pass incomplete short right intended for Kevin Walter,1.940,1.220
2,0:14,3,1,HOU 44,0,14,Matt Schaub pass complete short middle to Arian Foster for 10 yards (tackle by Jason McCourty),1.220,2.520
2,0:08,,,,0,14,Timeout #3 by Houston Texans,0.000,2.520
2,0:07,1,10,TEN 46,0,14,"Matt Schaub sacked by William Hayes for -13 yards. Matt Schaub fumbles (forced by William Hayes), recovered by Eric Winston at HOU-40",2.520,0.220
Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,0,14,"Neil Rackers kicks off 77 yards, touchback",0.000,0.280
3,15:00,1,10,TEN 20,0,14,Chris Johnson right end for -4 yards (tackle by Brian Cushing),0.280,-0.940
3,14:19,2,14,TEN 16,0,14,Rusty Smith pass complete short left to Randy Moss for 1 yard (tackle by Glover Quin),-0.940,-1.510
3,13:44,3,13,TEN 17,0,14,Rusty Smith pass incomplete short middle intended for Jared Cook (defended by Brian Cushing),-1.510,-2.320
3,13:38,4,13,TEN 17,0,14,"Brett Kern punts 49 yards, fair catch by Jacoby Jones",-2.320,-1.200
3,13:29,1,10,HOU 34,0,14,Matt Schaub pass complete short left to Kevin Walter for 12 yards (tackle by Will Witherspoon and Alterraun Verner),1.200,1.990
3,12:51,1,10,HOU 46,0,14,Arian Foster right guard for 4 yards (tackle by Michael Griffin and Sen'Derrick Marks),1.990,1.990
3,12:15,2,6,,0,14,Arian Foster left guard for no gain (tackle by Stephen Tulloch),1.990,1.290
3,11:32,3,6,,0,14,"Matt Schaub pass incomplete short right intended for Kevin Walter. Penalty on Jason McCourty: Defensive Pass Interfere, 9 yards (no play)",1.290,2.850
3,11:23,1,10,TEN 41,0,14,Matt Schaub pass incomplete short middle intended for Arian Foster,2.850,2.310
3,11:21,2,10,TEN 41,0,14,Matt Schaub pass complete short middle to Arian Foster for 3 yards (tackle by Stephen Tulloch),2.310,2.020
3,10:44,3,7,TEN 38,0,14,Matt Schaub pass complete short left to Joel Dreessen for 9 yards (tackle by Cortland Finnegan and Chris Hope),2.020,3.640
3,10:03,1,10,TEN 29,0,14,Arian Foster left tackle for 18 yards (tackle by Michael Griffin),3.640,4.840
3,9:26,1,10,TEN 11,0,14,Arian Foster right tackle for no gain (tackle by Marques Douglas),4.840,4.140
3,8:48,2,10,TEN 11,0,14,Matt Schaub pass incomplete short middle intended for James Casey,4.140,3.130
3,8:41,3,10,TEN 11,0,14,Matt Schaub sacked by Jason Babin for -6 yards,3.130,2.310
3,8:11,4,16,TEN 17,0,17,Neil Rackers 35 yard field goal good,2.310,3.000
3,,,,HOU 30,0,17,"Neil Rackers kicks off 62 yards, returned by Marc Mariani for 22 yards (tackle by Neil Rackers)",0.000,0.940
3,7:58,1,10,TEN 30,0,17,Rusty Smith pass complete short left to Ahmard Hall for -1 yards (tackle by Mario Williams),0.940,0.260
3,7:20,2,11,TEN 29,0,17,"Rusty Smith pass complete short left to Chris Johnson for 7 yards (tackle by Glover Quin). Penalty on Jared Cook: Offensive Pass Interfere, 10 yards (no play)",0.260,-1.150
3,6:48,2,21,TEN 19,0,17,Rusty Smith pass complete short right to Jared Cook for no gain,-1.150,-1.870
3,6:04,,,,0,17,Timeout #1 by Houston Texans,0.000,-1.870
3,6:04,3,21,TEN 19,0,17,Rusty Smith pass complete short right to Jared Cook for 10 yards (tackle by Kevin Bentley),-1.870,-1.440
3,5:25,4,11,TEN 29,0,17,"Brett Kern punts 56 yards, returned by Jacoby Jones for 3 yards (tackle by Jason McCourty). Penalty on Antwaun Molden: Illegal Block Above the , 9 yards",-1.440,0.380
3,5:13,1,10,HOU 9,0,17,Arian Foster right tackle for -1 yards (tackle by Jason Babin),-0.380,-0.850
3,4:46,2,11,HOU 8,0,17,Matt Schaub pass complete short middle to Andre Johnson for 7 yards (tackle by Will Witherspoon),-0.850,-0.720
3,4:06,3,4,HOU 15,0,17,Matt Schaub pass complete short middle to Arian Foster for 9 yards (tackle by Marques Douglas),-0.720,0.540
3,3:27,1,10,HOU 24,0,17,Arian Foster left tackle for 6 yards (tackle by Gerald McRath),0.540,0.810
3,2:49,2,4,HOU 30,0,17,Arian Foster left guard for 1 yard (tackle by Will Witherspoon),0.810,0.230
3,2:11,3,3,HOU 31,0,17,Matt Schaub pass incomplete short left intended for Arian Foster,0.230,-1.310
3,2:04,4,3,HOU 31,0,17,"Matt Turk punts 50 yards, returned by Marc Mariani for 11 yards (tackle by Garrett Graham)",-1.310,-0.940
3,1:51,1,10,TEN 30,0,17,Chris Johnson left tackle for 9 yards (tackle by Glover Quin),0.940,1.610
3,1:14,2,1,TEN 39,0,17,Chris Johnson right end for -5 yards (tackle by Amobi Okoye),1.610,0.230
3,0:34,3,6,TEN 34,0,17,Rusty Smith pass complete short right to Justin Gage for 10 yards (tackle by Kareem Jackson),0.230,1.860
3,0:04,1,10,TEN 44,0,17,Rusty Smith pass incomplete short middle intended for Jared Cook,1.860,1.320
Quarter,Time,Down,ToGo,Location,TEN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,TEN 44,0,17,"Penalty on Jake Scott: False Start, 5 yards (no play)",1.320,0.640
4,15:00,2,15,TEN 39,0,17,Rusty Smith pass incomplete short middle intended for Chris Johnson,0.640,-0.030
4,14:56,3,15,TEN 39,0,17,Rusty Smith pass incomplete short middle intended for Jared Cook (defended by Mark Anderson),-0.030,-0.780
4,14:52,4,15,TEN 39,0,17,"Brett Kern punts 48 yards, returned by Jacoby Jones for -4 yards (tackle by Ahmard Hall)",-0.780,0.380
4,14:41,1,10,HOU 9,0,17,Arian Foster left tackle for 2 yards (tackle by Michael Griffin),-0.380,-0.630
4,14:02,2,8,HOU 11,0,17,Matt Schaub pass incomplete short middle intended for Joel Dreessen,-0.630,-1.190
4,13:55,3,8,HOU 11,0,17,Matt Schaub pass complete short left to Andre Johnson for 1 yard (tackle by Cortland Finnegan). Penalty on Jacoby Jones: Illegal Block Above the (Declined),-1.190,-2.490
4,13:36,4,7,HOU 12,0,17,"Matt Turk punts 45 yards, returned by Marc Mariani for 15 yards (tackle by Troy Nolan). Penalty on Alterraun Verner: Illegal Block Above the (Offsetting), Penalty on Darryl Sharpton: Illegal Use of Hands (Offsetting) (no play)",-2.490,-2.490
4,13:25,4,7,HOU 12,0,17,"Matt Turk punts 53 yards, returned by Marc Mariani for 14 yards (tackle by Troy Nolan). Penalty on Troy Nolan: Unnecessary Roughness, 15 yards",-2.490,-3.180
4,13:11,1,10,HOU 36,0,17,Rusty Smith pass complete short right to Justin Gage for 9 yards (tackle by Kareem Jackson and Glover Quin),3.180,3.850
4,13:11,2,1,HOU 27,0,17,"Penalty on Michael Roos: False Start, 5 yards (no play)",3.850,3.180
4,12:14,2,6,HOU 32,0,17,"Rusty Smith pass incomplete deep right intended for Jared Cook. Penalty on Bernard Pollard: Defensive Pass Interfere, 20 yards (no play)",3.180,4.780
4,12:06,1,10,HOU 12,0,17,Chris Johnson middle for 3 yards (tackle by Bernard Pollard and Kevin Bentley),4.780,4.640
4,11:34,2,7,HOU 9,0,17,Rusty Smith pass incomplete short right intended for Justin Gage is intercepted by Glover Quin at HOU-3 and returned for 2 yards,4.640,0.380
4,11:27,1,10,HOU 5,0,17,Arian Foster middle for 1 yard (tackle by Marques Douglas),-0.380,-0.710
4,10:43,2,9,HOU 6,0,17,Arian Foster left tackle for -1 yards (tackle by Marques Douglas),-0.710,-1.420
4,9:58,3,10,HOU 5,0,17,"Arian Foster left tackle for 37 yards (tackle by Cortland Finnegan). Penalty on Cortland Finnegan: Horse Collar Tackle, 15 yards",-1.420,2.720
4,9:29,1,10,TEN 43,0,17,Arian Foster left tackle for 2 yards (tackle by Stephen Tulloch and Jovan Haye),2.720,2.450
4,8:46,2,8,TEN 41,0,17,Arian Foster left tackle for no gain (tackle by Michael Griffin and Marques Douglas),2.450,1.750
4,8:01,3,8,TEN 41,0,17,"Derrick Ward right end for 7 yards (tackle by Jason McCourty). Penalty on Andre Johnson: Disqualification (Offsetting), Penalty on Cortland Finnegan: Disqualification (Offsetting)",1.750,1.100
4,7:39,,,,0,17,Timeout #2 by Houston Texans,0.000,1.100
4,7:39,4,1,TEN 34,0,17,Arian Foster middle for 6 yards (tackle by Michael Griffin and Chris Hope),1.100,3.710
4,6:54,1,10,TEN 28,0,17,Arian Foster middle for 4 yards (tackle by Jason Babin and Marques Douglas),3.710,3.710
4,6:11,2,6,TEN 24,0,17,Arian Foster right tackle for 1 yard (tackle by William Hayes),3.710,3.140
4,5:29,3,5,TEN 23,0,17,Arian Foster left end for 7 yards (tackle by Jovan Haye),3.140,4.510
4,4:44,1,10,TEN 16,0,17,Derrick Ward middle for 6 yards (tackle by Stephen Tulloch),4.510,4.970
4,4:02,2,4,TEN 10,0,17,Derrick Ward left guard for no gain (tackle by Stephen Tulloch and Jacob Ford),4.970,4.170
4,3:19,3,4,TEN 10,0,17,"Arian Foster right end for 3 yards (tackle by Alterraun Verner). Penalty on Joel Dreessen: Offensive Holding, 10 yards (no play)",4.170,2.740
4,3:11,3,14,TEN 20,0,17,Arian Foster left tackle for 5 yards (tackle by Marques Douglas and Will Witherspoon),2.740,2.440
4,3:04,,,,0,17,Timeout #1 by Tennessee Titans,0.000,2.440
4,3:04,4,9,TEN 15,0,20,Neil Rackers 33 yard field goal good,2.440,3.000
4,,,,HOU 30,0,20,"Neil Rackers kicks off 69 yards, returned by Marc Mariani for 22 yards (tackle by Vonta Leach). Penalty on Gerald McRath: Offensive Holding, 10 yards",0.000,-0.320
4,2:54,1,10,TEN 13,0,20,Javon Ringer left guard for 17 yards (tackle by Mark Anderson),-0.320,0.940
4,2:26,1,10,TEN 30,0,20,Javon Ringer left tackle for no gain (tackle by Brian Cushing and Antonio Smith),0.940,0.390
4,2:00,2,10,TEN 30,0,20,Rusty Smith pass complete short right to Nate Washington for 10 yards (tackle by Kareem Jackson),0.390,1.600
4,1:53,1,10,TEN 40,0,20,Rusty Smith pass incomplete short middle intended for Jared Cook (defended by Glover Quin),1.600,1.050
4,1:47,2,10,TEN 40,0,20,Rusty Smith pass complete short right to Jared Cook for 23 yards (tackle by Troy Nolan),1.050,3.120
4,1:20,1,10,HOU 37,0,20,"Rusty Smith pass complete deep right to Justin Gage for 19 yards (tackle by Bernard Pollard). Penalty on Bernard Pollard: Unnecessary Roughness, 9 yards",3.120,5.140
4,1:13,1,9,HOU 9,0,20,"Penalty on Jake Scott: False Start, 5 yards (no play)",5.140,4.440
4,1:13,1,14,HOU 14,0,20,Rusty Smith pass complete short left to Jared Cook for 7 yards (tackle by Jason Allen),4.440,4.760
4,1:06,2,7,HOU 7,0,20,Rusty Smith pass incomplete short left intended for Randy Moss,4.760,3.810
4,1:02,3,7,HOU 7,0,20,Rusty Smith pass incomplete short middle intended for Jared Cook is intercepted by Glover Quin at HOU-0,3.810,-0.280
4,0:55,1,10,HOU 20,0,20,Matt Schaub kneels for -1 yards,0.280,-0.460
4,0:32,2,11,HOU 19,0,20,Matt Schaub kneels for -1 yards,-0.460,-1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
