Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Chiefs to receive the opening kickoff.",,
1,15:00,,,DEN 30,0,0,"Jason Elam kicks off 55 yards, returned by Derrick Blaylock for 19 yards (tackle by Donnie Spragan)",0.000,1.200
1,14:56,1,10,KAN 34,0,0,Tony Richardson middle for 1 yard (tackle by Chester McGlockton),1.200,0.790
1,14:24,2,9,KAN 35,0,0,Trent Green pass complete to Tony Gonzalez for 7 yards (tackle by Al Wilson),0.790,1.030
1,13:42,3,2,KAN 42,0,0,Trent Green pass complete to Johnnie Morton for 5 yards (tackle by Al Wilson),1.030,2.060
1,13:02,1,10,KAN 47,0,0,Trent Green pass complete to Dante Hall for 14 yards (tackle by John Mobley),2.060,2.980
1,12:17,1,10,DEN 39,0,0,Priest Holmes middle for 9 yards (tackle by Izell Reese),2.980,3.660
1,11:39,2,1,DEN 30,0,0,Priest Holmes left end for 5 yards (tackle by Al Wilson and Sam Brandon),3.660,3.910
1,10:54,1,10,DEN 25,0,0,Trent Green pass complete to Priest Holmes for 13 yards (tackle by John Mobley),3.910,4.780
1,10:13,1,10,DEN 12,0,0,Priest Holmes left end for 11 yards (tackle by Kavika Pittman and Izell Reese),4.780,6.970
1,9:28,1,1,DEN 1,0,6,"Priest Holmes middle for 1 yard, touchdown",6.970,7.000
1,9:28,,,DEN 1,0,7,Morten Andersen kicks extra point good,0.000,0.000
1,9:28,,,KAN 30,0,7,"Michael Husted kicks off 57 yards, returned by Kevin Kasper for 13 yards (tackle by William Bartee)",0.000,-0.670
1,9:24,1,10,DEN 26,0,7,Brian Griese pass incomplete,0.670,0.130
1,9:13,2,10,DEN 26,0,7,Clinton Portis right end for 4 yards (tackle by Jason Belser),0.130,-0.030
1,8:37,3,6,DEN 30,0,7,Clinton Portis middle for 10 yards (tackle by Mike Maslowski),-0.030,1.600
1,8:01,1,10,DEN 40,0,7,Clinton Portis middle for 4 yards (tackle by Derrick Ransom),1.600,1.590
1,7:23,2,6,DEN 44,0,7,Mike Anderson left end for 6 yards (tackle by Eric Hicks),1.590,2.260
1,6:53,1,10,,0,7,Clinton Portis left end for 8 yards (tackle by Shaunard Harts),2.260,2.790
1,6:28,2,2,KAN 42,0,7,Brian Griese pass complete to Rod Smith for 19 yards (tackle by Eric Warfield),2.790,4.040
1,5:48,1,10,KAN 23,0,7,Clinton Portis left tackle for 17 yards (tackle by Shaunard Harts),4.040,5.830
1,5:06,1,6,KAN 6,0,7,"Penalty on Shannon Sharpe: False Start, 5 yards (no play)",5.830,4.770
1,4:41,1,11,KAN 11,0,7,Clinton Portis middle for 2 yards (tackle by Eric Downing),4.770,4.380
1,4:05,2,9,KAN 9,0,7,Brian Griese pass complete to Mike Anderson for 6 yards (tackle by Eric Warfield),4.380,4.720
1,3:23,3,3,KAN 3,0,7,Brian Griese sacked by Eric Hicks for -10 yards,4.720,2.570
1,2:53,4,13,KAN 13,3,7,Jason Elam 32 yard field goal good,2.570,3.000
1,2:53,,,DEN 30,3,7,"Jason Elam kicks off 63 yards, returned by Dante Hall for 22 yards (tackle by Reuben Droughns)",0.000,0.870
1,2:44,1,10,KAN 29,3,7,Trent Green pass complete to Priest Holmes for 2 yards (tackle by Ian Gold),0.870,0.600
1,1:56,2,8,KAN 31,3,7,Priest Holmes middle for 7 yards (tackle by Izell Reese),0.600,0.830
1,1:21,3,1,KAN 38,3,7,Priest Holmes middle for 2 yards (tackle by Trevor Pryce),0.830,1.600
1,0:40,1,10,KAN 40,3,7,Trent Green pass complete to Eddie Kennison for 14 yards,1.600,2.520
1,0:15,1,10,DEN 46,3,7,Tony Richardson middle for 6 yards (tackle by Ian Gold),2.520,2.790
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,DEN 40,3,7,Trent Green pass incomplete intended for Eddie Kennison,2.790,2.080
2,14:56,3,4,DEN 40,3,7,Trent Green pass complete to Priest Holmes for -6 yards (tackle by Izell Reese),2.080,0.200
2,14:56,4,10,DEN 46,3,7,"Dan Stryzinski punts 33 yards, returned by Deltha O'Neal for no gain",0.200,0.320
2,14:20,1,10,DEN 13,3,7,Brian Griese pass incomplete intended for Clinton Portis,-0.320,-0.770
2,14:16,2,10,DEN 13,3,7,Clinton Portis left end for 7 yards (tackle by Derrick Ransom),-0.770,-0.590
2,13:37,2,10,DEN 13,,,Timeout #1 by Denver Broncos,-0.770,-0.590
2,13:37,3,3,DEN 20,3,7,Brian Griese pass incomplete intended for Rod Smith (defended by Mike Maslowski),-0.590,-2.030
2,13:33,4,3,DEN 20,3,7,Tom Rouen punts 35 yards,-2.030,-1.930
2,13:23,1,10,KAN 45,3,7,Trent Green pass incomplete intended for Johnnie Morton,1.930,1.380
2,13:19,2,10,KAN 45,3,7,Trent Green for 9 yards,1.380,1.880
2,12:53,3,1,DEN 46,3,7,Priest Holmes middle for 3 yards (tackle by Lional Dalton),1.880,2.720
2,12:14,1,10,DEN 43,3,7,Trent Green pass complete to Eddie Kennison for 19 yards (tackle by Sam Brandon and Al Wilson),2.720,3.970
2,11:34,1,10,DEN 24,3,7,Priest Holmes middle for 8 yards (tackle by Ian Gold),3.970,4.650
2,10:56,2,2,DEN 16,3,7,Priest Holmes right end for 1 yard (tackle by Al Wilson),4.650,4.170
2,10:24,3,1,DEN 15,3,7,Priest Holmes middle for 1 yard (tackle by Al Wilson),4.170,4.650
2,9:48,1,10,DEN 14,3,7,Trent Green pass incomplete intended for Johnnie Morton,4.650,4.000
2,9:45,2,10,DEN 14,3,7,Trent Green pass incomplete intended for Priest Holmes,4.000,3.110
2,9:39,3,10,DEN 14,3,7,Trent Green sacked by Trevor Pryce for -9 yards,3.110,1.930
2,9:35,4,19,DEN 23,3,10,Morten Andersen 41 yard field goal good,1.930,3.000
2,9:35,,,KAN 30,3,10,"Michael Husted kicks off 64 yards, returned by Kevin Kasper for 29 yards (tackle by Lyle West)",0.000,-1.270
2,9:24,1,10,DEN 35,3,10,Clinton Portis middle for 9 yards (tackle by Shaunard Harts),1.270,1.940
2,8:53,2,1,DEN 44,3,10,Clinton Portis left end for no gain (tackle by Scott Fujita),1.940,1.220
2,8:14,3,1,DEN 44,3,10,"Clinton Portis right end for 5 yards (tackle by Jason Belser). Clinton Portis fumbles (forced by Jason Belser), recovered by Shaunard Harts at DEN-49 (tackle by Clinton Portis)",1.220,-2.320
2,8:07,1,10,DEN 49,3,10,Trent Green pass complete to Johnnie Morton for 12 yards (tackle by Ian Gold),2.320,3.120
2,7:25,1,10,DEN 37,3,10,Priest Holmes middle for 6 yards (tackle by Ian Gold and Tyrone Poole),3.120,3.380
2,6:41,2,4,DEN 31,3,10,Trent Green pass incomplete intended for Eddie Kennison (defended by Deltha O'Neal),3.380,2.680
2,6:22,3,4,DEN 31,3,10,Trent Green sacked by Bertrand Berry for -7 yards,2.680,0.720
2,6:13,4,11,DEN 38,3,10,Dan Stryzinski punts 33 yards,0.720,0.380
2,6:07,1,10,DEN 5,3,10,Clinton Portis middle for no gain (tackle by Mike Maslowski),-0.380,-0.780
2,5:31,2,10,DEN 5,3,10,Brian Griese pass complete to Rod Smith for 13 yards (tackle by Shaunard Harts),-0.780,0.040
2,5:06,1,10,DEN 18,3,10,Brian Griese pass incomplete intended for Ashley Lelie,0.040,-0.490
2,5:03,2,10,DEN 18,3,10,Brian Griese pass incomplete intended for Ashley Lelie,-0.490,-1.170
2,4:56,3,10,DEN 18,3,10,Brian Griese pass incomplete intended for Rod Smith,-1.170,-2.240
2,4:51,4,10,DEN 18,3,10,"Tom Rouen punts 47 yards, returned by Dante Hall for 28 yards (tackle by Reuben Droughns)",-2.240,-3.120
