Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mark Andrews,BAL,8,6,53,2,5,46,7.7,7,1.2,9.5,0,,0,0.0,0,131.8
Nick Boyle,BAL,4,4,78,0,3,52,13.0,26,6.5,13.0,0,,0,0.0,0,118.7
Marquise Brown,BAL,4,4,80,1,3,54,13.5,26,6.5,13.5,0,,0,0.0,0,158.3
Hayden Hurst,BAL,2,2,20,0,1,17,8.5,3,1.5,8.5,0,,0,0.0,0,108.3
Willie Snead,BAL,3,2,12,0,1,7,3.5,5,2.5,10.7,0,,0,0.0,1,34.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyler Boyd,CIN,8,6,62,0,2,36,6.0,26,4.3,8.1,0,,0,0.0,0,96.9
Auden Tate,CIN,6,3,36,0,3,15,5.0,21,7.0,10.2,0,,0,0.0,0,68.7
Tyler Eifert,CIN,4,2,20,1,2,19,9.5,1,0.5,8.8,0,,0,0.0,0,104.2
Joe Mixon,CIN,3,2,37,0,2,0,0.0,37,18.5,5.0,0,,0,0.0,0,109.0
Giovani Bernard,CIN,1,1,0,0,0,0,0.0,0,0.0,0.0,0,,0,0.0,0,79.2
Stanley Morgan Jr.,CIN,4,1,9,0,,7,7.0,2,2.0,6.5,0,,0,0.0,0,39.6
Drew Sample,CIN,1,1,3,0,,3,3.0,0,0.0,3.0,0,,0,0.0,0,79.2
Alex Erickson,CIN,2,0,0,0,0,0,,0,,4.0,0,,0,0.0,1,0.0
