Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
2,1:18,3,2,BAL 17,28,3,Joe Mixon right end for 3 yards (tackle by Chuck Clark),3.850,4.650
2,1:13,,,,,,Timeout #2 by Baltimore Ravens,,
2,1:13,1,10,BAL 14,28,3,Ryan Finley pass complete short left to Auden Tate for 10 yards (tackle by L.J. Fort and Jimmy Smith),4.650,6.280
2,1:07,,,,,,Timeout #3 by Baltimore Ravens,,
2,1:07,1,4,BAL 4,28,3,Joe Mixon left tackle for -2 yards (tackle by Matt Judon),6.280,4.950
2,0:30,,,,,,Timeout #1 by Cincinnati Bengals,,
2,0:30,2,6,BAL 6,28,9,"Ryan Finley pass complete short right to Tyler Eifert for 6 yards, touchdown",4.950,7.000
2,0:26,,,BAL 15,28,10,Randy Bullock kicks extra point good,0.000,0.000
2,0:26,,,CIN 35,28,10,"Randy Bullock kicks off 57 yards, returned by De'Anthony Thomas for 18 yards (tackle by Jordan Evans)",0.000,0.670
2,0:23,1,10,BAL 26,28,10,Justice Hill right guard for 8 yards (tackle by Sam Hubbard),0.670,1.210
2,0:08,2,2,BAL 34,28,10,Lamar Jackson spiked the ball,1.210,0.500
2,0:07,3,2,BAL 34,28,10,Lamar Jackson pass complete short left to Mark Andrews for 9 yards (tackle by Shawn Williams),0.500,1.800
2,0:02,1,10,BAL 43,28,10,Lamar Jackson kneels for -1 yards,1.800,1.120
Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,28,10,"Justin Tucker kicks off 65 yards, touchback.. Penalty on Anthony Levine: Offside on Free Kick, 5 yards",0.000,0.940
3,15:00,1,10,CIN 30,28,10,Ryan Finley right end for 4 yards (tackle by Chuck Clark),0.940,0.930
3,14:23,2,6,CIN 34,28,10,Joe Mixon right tackle for 5 yards (tackle by Josh Bynes and Chuck Clark),0.930,0.890
3,13:36,3,1,CIN 39,28,10,Ryan Finley up the middle for 1 yard (tackle by Josh Bynes),0.890,1.600
3,13:11,1,10,CIN 40,28,10,Ryan Finley pass complete short right to Tyler Boyd for 8 yards (tackle by Marcus Peters),1.600,2.130
3,12:40,2,2,CIN 48,28,10,"Trey Hopkins aborted snap, recovered by Ryan Finley at CIN-40 (tackle by Matt Judon)",2.130,0.370
3,11:57,3,10,CIN 40,28,10,Ryan Finley pass complete short middle to Tyler Boyd for 24 yards (tackle by Matt Judon),0.370,3.180
3,11:11,1,10,BAL 36,28,10,Ryan Finley pass incomplete short middle intended for Tyler Boyd (defended by Marlon Humphrey),3.180,2.640
3,11:05,2,10,BAL 36,28,10,Joe Mixon right guard for 2 yards (tackle by Brandon Carr),2.640,2.210
3,10:24,3,8,BAL 34,28,10,Giovani Bernard right guard for no gain (tackle by Patrick Ricard),2.210,1.060
3,9:43,4,8,BAL 34,28,10,"Ryan Finley pass complete short middle to Giovani Bernard for no gain (tackle by Chuck Clark). Giovani Bernard fumbles (forced by Chuck Clark), recovered by Earl Thomas at BAL-30 and returned for 6 yards and John Miller and Trey Hopkins)",1.060,-1.330
3,9:33,1,10,BAL 36,28,10,Lamar Jackson pass complete short middle to Nick Boyle for 10 yards (tackle by Germaine Pratt),1.330,1.990
3,8:54,1,10,BAL 46,28,10,Mark Ingram right tackle for 7 yards (tackle by Josh Tupou and Brandon Wilson),1.990,2.400
3,8:18,2,3,CIN 47,34,10,"Lamar Jackson left end for 47 yards, touchdown",2.400,7.000
3,8:08,,,CIN 15,35,10,Justin Tucker kicks extra point good,0.000,0.000
3,8:08,,,BAL 35,35,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,8:08,1,10,CIN 25,35,10,Joe Mixon left end for no gain (tackle by Brandon Williams),0.610,0.060
3,7:29,2,10,CIN 25,35,10,Ryan Finley pass complete short right to Tyler Boyd for 8 yards (tackle by Marcus Peters),0.060,0.430
3,6:51,3,2,CIN 33,35,10,Ryan Finley pass incomplete deep left intended for Tyler Boyd,0.430,-1.180
3,6:47,,,,,,Timeout #1 by Cincinnati Bengals,,
3,6:47,4,2,CIN 33,35,10,Ryan Finley pass incomplete short right intended for Alex Erickson,-1.180,-3.380
3,6:41,1,10,CIN 33,35,10,Lamar Jackson pass complete short right to Marquise Brown for 11 yards (tackle by Jessie Bates),3.380,4.110
3,6:09,1,10,CIN 22,35,10,Lamar Jackson pass incomplete deep right intended for Mark Andrews (defended by Jordan Evans),4.110,3.560
3,6:04,2,10,CIN 22,35,10,Lamar Jackson pass complete short left to Mark Andrews for 2 yards (tackle by Jessie Bates),3.560,3.140
3,5:18,3,8,CIN 20,41,10,"Lamar Jackson pass complete deep right to Marquise Brown for 20 yards, touchdown, touchdown",3.140,7.000
3,5:13,,,CIN 15,42,10,Justin Tucker kicks extra point good,0.000,0.000
3,5:13,,,BAL 35,42,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,5:13,1,10,CIN 25,42,10,Joe Mixon left tackle for no gain (tackle by Chris Wormley),0.610,0.060
3,4:31,2,10,CIN 25,42,10,Ryan Finley pass complete short right to Joe Mixon for 14 yards (tackle by Marcus Peters),0.060,1.530
3,3:59,1,10,CIN 39,42,10,Joe Mixon right tackle for 3 yards (tackle by Josh Bynes and Brandon Williams),1.530,1.390
3,3:22,2,7,CIN 42,42,10,Joe Mixon left guard for 1 yard (tackle by Chris Wormley and Brandon Williams),1.390,0.830
3,2:24,3,6,CIN 43,48,10,"Ryan Finley sacked by Patrick Ricard for -10 yards. Ryan Finley fumbles (forced by Patrick Ricard), recovered by Tyus Bowser at CIN-33 and returned for 33 yards, touchdown",0.830,-7.000
3,2:14,,,CIN 15,49,10,Justin Tucker kicks extra point good,0.000,0.000
3,2:14,,,BAL 35,49,10,"Justin Tucker kicks off 63 yards, returned by Brandon Wilson for 47 yards (tackle by L.J. Fort and Bennett Jackson)",0.000,2.190
3,2:03,1,10,CIN 49,49,10,Ryan Finley pass incomplete short left intended for Tyler Eifert (defended by Brandon Carr),2.190,1.650
3,1:59,2,10,CIN 49,49,10,Joe Mixon right end for 9 yards (tackle by Marlon Humphrey),1.650,2.150
3,1:24,3,1,BAL 42,49,10,Joe Mixon right guard for 4 yards (tackle by Josh Bynes and Bennett Jackson),2.150,3.050
3,0:50,1,10,BAL 38,49,10,Ryan Finley pass incomplete short right intended for Stanley Morgan (defended by Marlon Humphrey),3.050,2.510
3,0:44,2,10,BAL 38,49,10,Ryan Finley pass incomplete short middle intended for Stanley Morgan (defended by Tyus Bowser),2.510,1.820
3,0:39,3,10,BAL 38,49,10,Ryan Finley pass complete short middle to Tyler Eifert for 14 yards (tackle by Brandon Carr),1.820,3.970
Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 24,49,10,Joe Mixon right end for 1 yard (tackle by Josh Bynes),3.970,3.570
4,14:23,2,9,BAL 23,49,10,Joe Mixon right tackle for 2 yards (tackle by Zach Sieler) Penalty on CIN: Illegal Shift (Declined),3.570,3.140
4,13:59,3,7,BAL 21,49,10,Ryan Finley up the middle for 1 yard (tackle by Patrick Ricard),3.140,2.150
4,13:14,4,6,BAL 20,49,10,Ryan Finley pass incomplete short left intended for Stanley Morgan (defended by Jimmy Smith),2.150,-0.280
4,13:11,1,10,BAL 20,49,10,Robert Griffin pass complete short right to Willie Snead for 5 yards (tackle by Preston Brown),0.280,0.410
4,12:27,2,5,BAL 25,49,10,Justice Hill left end for no gain (tackle by Anthony Zettel and Nick Vigil),0.410,-0.300
4,11:49,3,5,BAL 25,49,10,Robert Griffin pass complete short middle to Willie Snead for 7 yards (tackle by Jessie Bates and Darqueze Dennard),-0.300,1.070
4,11:07,1,10,BAL 32,49,10,Gus Edwards right guard for 4 yards (tackle by Andrew Billings and Josh Tupou),1.070,1.070
4,10:28,2,6,BAL 36,49,10,Gus Edwards right tackle for 8 yards (tackle by Shawn Williams and Nick Vigil),1.070,1.860
4,9:46,1,10,BAL 44,49,10,Robert Griffin pass complete short middle to Nick Boyle for 8 yards (tackle by Preston Brown),1.860,2.400
4,9:08,2,2,CIN 48,49,10,Justice Hill right tackle for 3 yards (tackle by Andrew Billings and Brandon Wilson),2.400,2.590
4,8:22,1,10,CIN 45,49,10,Robert Griffin pass deep right intended for Willie Snead is intercepted by Jessie Bates at CIN-20 and returned for 20 yards,2.590,-1.600
4,8:11,1,10,CIN 40,49,10,Ryan Finley pass complete short right to Tyler Boyd for 6 yards (tackle by Marlon Humphrey),1.600,1.860
4,7:39,2,4,CIN 46,49,10,Joe Mixon right guard for 5 yards (tackle by Jaylon Ferguson and Tyus Bowser),1.860,2.320
4,6:55,1,10,BAL 49,49,10,Joe Mixon left end for 6 yards (tackle by Chuck Clark),2.320,2.590
4,6:18,2,4,BAL 43,49,10,"Ryan Finley pass incomplete deep left intended for Tyler Boyd (defended by Marlon Humphrey). Penalty on Brandon Williams: Roughing the Passer, 15 yards (no play)",2.590,3.710
4,6:12,1,10,BAL 28,49,10,Joe Mixon right end for 6 yards (tackle by Chuck Clark),3.710,3.980
4,5:36,2,4,BAL 22,49,10,Joe Mixon right guard for 3 yards (tackle by Chuck Clark and Brandon Williams),3.980,3.720
4,4:50,3,1,BAL 19,49,10,Joe Mixon right guard for 1 yard (tackle by Josh Bynes and Brandon Williams),3.720,4.370
4,4:04,1,10,BAL 18,49,10,Joe Mixon up the middle for 3 yards (tackle by Josh Bynes and Marlon Humphrey),4.370,4.250
4,3:22,,,,,,Timeout #2 by Cincinnati Bengals,,
4,3:22,2,7,BAL 15,49,10,Ryan Finley sacked by Chris Wormley for -7 yards,4.250,2.610
4,2:40,3,14,BAL 22,49,10,Ryan Finley pass incomplete short left,2.610,1.990
4,2:34,4,14,BAL 22,49,13,Randy Bullock 39 yard field goal good,1.990,3.000
4,2:29,,,CIN 35,49,13,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
4,2:29,1,10,BAL 25,49,13,Gus Edwards left guard for 1 yard (tackle by Germaine Pratt),0.610,0.200
4,2:00,2,9,BAL 26,49,13,Robert Griffin sacked by Nick Vigil for no gain,0.200,-0.490
4,1:18,3,9,BAL 26,49,13,Robert Griffin pass incomplete short middle intended for Mark Andrews (defended by Shawn Williams),-0.490,-1.630
4,1:14,4,9,BAL 26,49,13,Sam Koch punts 34 yards out of bounds,-1.630,-1.600
4,1:09,1,10,CIN 40,49,13,Giovani Bernard right tackle for -2 yards (tackle by Chris Wormley),1.600,0.780
4,0:29,2,12,CIN 38,49,13,Ryan Finley pass complete short middle to Stanley Morgan for 9 yards (tackle by Bennett Jackson),0.780,1.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
