Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
1,5:38,2,12,WAS 48,7,0,"Jalen Hurts pass incomplete deep right intended for DeVonta Smith PHI challenged the runner was in bounds ruling, and the original play was overturned. Jalen Hurts pass complete deep right to DeVonta Smith for 28 yards (tackle by Jeremy Reaves)",,
1,5:10,1,10,WAS 20,7,0,Miles Sanders left end for 4 yards (tackle by Bunmi Rotimi and Landon Collins),,
1,4:50,2,6,WAS 16,7,0,"Jalen Hurts sacked by Montez Sweat for -8 yards. Jalen Hurts fumbles (forced by Montez Sweat), recovered by Landon Collins at WAS-24 and returned for 23 yards (tackle by Jalen Reagor)",,
1,4:25,1,10,WAS 47,7,0,Garrett Gilbert pass complete deep left to Terry McLaurin for 46 yards (tackle by Darius Slay),,
1,3:59,1,7,PHI 7,7,0,Garrett Gilbert pass incomplete short right intended for Ricky Seals-Jones,,
1,3:42,2,7,PHI 7,7,0,Jaret Patterson up the middle for 3 yards (tackle by Derek Barnett and T.J. Edwards),,
1,2:55,3,4,PHI 4,7,0,Garrett Gilbert pass incomplete short left intended for Adam Humphries (defended by Avonte Maddox),,
1,2:50,4,4,PHI 4,10,0,Brian Johnson 22 yard field goal good,,
1,2:47,,,WAS 35,10,0,"Brian Johnson kicks off 59 yards, returned by Kenneth Gainwell for 23 yards (tackle by Troy Apke and Cam Sims)",,
1,2:40,1,10,PHI 29,10,0,Miles Sanders right end for 4 yards (tackle by Jamin Davis and Akeem Spence),,
1,2:06,2,6,PHI 33,10,0,Miles Sanders left end for 4 yards (tackle by Landon Collins and Cole Holcomb),,
1,1:26,3,2,PHI 37,10,0,Jalen Hurts pass complete short left to Miles Sanders for 16 yards (tackle by Darryl Roberts),,
1,0:58,1,10,WAS 47,10,0,"Jalen Hurts pass complete short left to Dallas Goedert for no gain (tackle by Jeremy Reaves). Penalty on Sua Opeta: Offensive Holding, 10 yards (accepted) (no play)",,
1,0:27,1,20,PHI 43,10,0,Miles Sanders left end for 6 yards (tackle by Jeremy Reaves),,
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,14,PHI 49,10,0,Jalen Hurts scrambles right end for 5 yards (tackle by Jonathan Allen),,
2,14:23,3,9,WAS 46,10,0,Jalen Hurts scrambles up the middle for 8 yards (tackle by Danny Johnson and Landon Collins),,
2,13:35,4,1,WAS 38,10,0,"Jordan Howard left end for 7 yards (tackle by Jeremy Reaves). Penalty on Jordan Mailata: Offensive Holding, 10 yards (accepted)",,
2,13:24,4,4,WAS 41,10,0,"Arryn Siposs punts 41 yards, touchback.",,
2,13:15,1,10,WAS 20,10,0,"Jaret Patterson up the middle for 3 yards. Jaret Patterson fumbles (forced by Alex Singleton), recovered by Samuel Cosmi at WAS-23 (tackle by Alex Singleton and Javon Hargrave)",,
2,12:36,2,7,WAS 23,10,0,Jonathan Williams right end for 5 yards (tackle by Alex Singleton),,
2,12:04,3,2,WAS 28,10,0,Garrett Gilbert pass incomplete short middle intended for Terry McLaurin (defended by T.J. Edwards),,
2,11:52,4,2,WAS 28,10,0,"Tress Way punts 60 yards, returned by Jalen Reagor for 11 yards (tackle by De'Jon Harris)",,
2,11:30,1,10,PHI 23,10,0,Miles Sanders up the middle for 1 yard (tackle by Jeremy Reaves and Bunmi Rotimi),,
2,11:03,2,9,PHI 24,10,0,Jalen Hurts pass complete deep left to Dallas Goedert for 45 yards (tackle by Jeremy Reaves),,
2,10:14,1,10,WAS 31,10,0,Miles Sanders left end for 4 yards (tackle by Jonathan Allen),,
2,9:36,2,6,WAS 27,10,0,Miles Sanders right end for 19 yards (tackle by Landon Collins),,
2,9:10,1,8,WAS 8,10,0,Jalen Hurts pass complete short right to Jalen Reagor for 6 yards (tackle by Landon Collins),,
2,8:55,,,,,,Timeout #1 by Washington Football Team,,
2,8:55,2,2,WAS 2,10,0,Miles Sanders right tackle for no gain (tackle by Daron Payne and Cole Holcomb),,
2,8:17,3,2,WAS 2,10,0,Jalen Hurts pass incomplete short right intended for DeVonta Smith,,
2,8:10,4,2,WAS 2,10,3,Jake Elliott 20 yard field goal good,,
2,8:07,,,PHI 35,10,3,"Jake Elliott kicks off 65 yards, touchback.",,
2,8:07,1,10,WAS 25,10,3,Garrett Gilbert pass complete short left to DeAndre Carter for 5 yards (tackle by Genard Avery),,
2,7:38,2,5,WAS 30,10,3,Antonio Gibson up the middle for 4 yards (tackle by Marcus Epps),,
2,7:19,3,1,WAS 34,10,3,Antonio Gibson left end for -1 yards (tackle by Milton Williams),,
2,6:33,4,2,WAS 33,10,3,"Tress Way punts 44 yards, fair catch by Jalen Reagor at PHI-23",,
2,6:19,1,10,PHI 23,10,3,Jalen Hurts pass incomplete deep middle intended for DeVonta Smith,,
2,6:12,2,10,PHI 23,10,3,Jalen Hurts pass complete short right to Dallas Goedert for 5 yards (tackle by William Jackson),,
2,5:35,3,5,PHI 28,10,3,Jalen Hurts pass complete short middle to Dallas Goedert for 8 yards (tackle by Jamin Davis),,
2,5:12,1,10,PHI 36,10,3,Jalen Hurts pass complete deep left to Jalen Reagor for 17 yards (tackle by Landon Collins),,
2,4:34,1,10,WAS 47,10,3,Jordan Howard left tackle for 9 yards (tackle by Jamin Davis),,
2,4:02,2,1,WAS 38,10,3,"Penalty on Jordan Mailata: False Start, 5 yards (accepted) (no play)",,
2,3:52,2,6,WAS 43,10,3,Jalen Hurts pass complete deep left to Dallas Goedert for 21 yards (tackle by Jeremy Reaves),,
2,3:26,1,10,WAS 22,10,3,Miles Sanders left end for 4 yards (tackle by Cole Holcomb and Casey Toohill),,
2,2:45,2,6,WAS 18,10,3,Miles Sanders left end for 4 yards (tackle by Jamin Davis),,
2,2:07,3,3,WAS 14,10,3,Miles Sanders right end for 10 yards (tackle by Landon Collins),,
2,1:56,1,4,WAS 4,10,3,Jalen Hurts right end for 3 yards (tackle by Daron Payne),,
2,1:34,,,,,,Timeout #2 by Washington Football Team,,
2,1:34,2,1,WAS 1,10,9,"Jalen Hurts up the middle for 1 yard, touchdown",,
2,1:29,,,,,,Timeout #1 by Philadelphia Eagles,,
2,1:29,,,WAS 15,10,10,Jake Elliott kicks extra point good,,
2,1:29,,,PHI 35,10,10,"Jake Elliott kicks off 64 yards, returned by DeAndre Carter for 39 yards (tackle by Josiah Scott). Penalty on Nate Orchard: Offensive Holding, 10 yards (accepted)",,
2,1:20,1,10,WAS 30,10,10,Garrett Gilbert pass complete short right to Antonio Gibson for 1 yard (tackle by Alex Singleton),,
2,1:11,2,9,WAS 31,10,10,Garrett Gilbert pass complete short left to Ricky Seals-Jones for 7 yards (tackle by T.J. Edwards),,
2,0:46,3,2,WAS 38,10,10,Garrett Gilbert pass complete short left to Terry McLaurin for 5 yards (tackle by Darius Slay),,
2,0:37,,,,,,Timeout #3 by Washington Football Team,,
2,0:37,1,10,WAS 43,10,10,Garrett Gilbert pass complete short right to Ricky Seals-Jones for 9 yards (tackle by Alex Singleton),,
2,0:25,2,1,PHI 48,10,10,Garrett Gilbert sacked by Fletcher Cox for -10 yards,,
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,10,10,"Brian Johnson kicks off 65 yards, touchback.",,
3,15:00,1,10,PHI 25,10,10,Miles Sanders left end for 8 yards (tackle by Cole Holcomb),,
3,14:18,2,2,PHI 33,10,10,Jalen Hurts right end for 8 yards (tackle by Daron Payne),,
3,13:40,1,10,PHI 41,10,10,Miles Sanders left end for 38 yards (tackle by Bobby McCain),,
3,13:06,1,10,WAS 21,10,10,Jalen Hurts pass complete short right to Dallas Goedert for 20 yards (tackle by Bobby McCain and Darryl Roberts),,
3,12:39,1,1,WAS 1,10,10,Jalen Hurts pass incomplete short left intended for Greg Ward,,
3,12:30,2,1,WAS 1,10,16,"Jalen Hurts up the middle for 1 yard, touchdown",,
3,12:26,,,WAS 15,10,17,Jake Elliott kicks extra point good,,
3,12:26,,,PHI 35,10,17,"Jake Elliott kicks off 65 yards, touchback.",,
3,12:26,1,10,WAS 25,10,17,"Garrett Gilbert pass short left intended for Antonio Gibson is intercepted by Rodney McLeod at WAS-21 and returned for no gain (tackle by Keith Ismael) Replay Assistant challenged the pass interception ruling, and the original play was overturned. Garrett Gilbert pass incomplete short left intended for Antonio Gibson",,
3,12:18,2,10,WAS 25,10,17,Antonio Gibson left end for -1 yards (tackle by T.J. Edwards),,
3,11:46,3,11,WAS 24,10,17,Garrett Gilbert pass incomplete short left intended for Adam Humphries,,
3,11:41,4,11,WAS 24,10,17,"Tress Way punts 46 yards, returned by Jalen Reagor for 1 yard (tackle by Jonathan Williams)",,
3,11:31,1,10,PHI 31,10,17,Miles Sanders right end for 9 yards (tackle by Cole Holcomb),,
3,11:07,2,1,PHI 40,10,17,Jalen Hurts scrambles up the middle for 12 yards (tackle by Jeremy Reaves),,
3,10:18,1,10,WAS 48,10,17,Jordan Howard left end for 7 yards (tackle by Jonathan Allen and Darryl Roberts),,
3,9:35,2,3,WAS 41,10,17,"Jalen Hurts aborted snap, recovered by Jordan Howard at WAS-41 and returned for -3 yards Jordan Howard for no gain",,
3,8:56,3,7,WAS 44,10,17,Jalen Hurts pass incomplete short right intended for Dallas Goedert,,
3,8:43,4,7,WAS 44,10,17,"Arryn Siposs punts 34 yards, fair catch by DeAndre Carter at WAS-10",,
3,8:35,1,10,WAS 10,10,17,Antonio Gibson left end for 8 yards (tackle by Tarron Jackson),,
3,7:59,2,2,WAS 18,10,17,Garrett Gilbert pass complete short right to DeAndre Carter for 7 yards (tackle by Avonte Maddox),,
3,7:19,1,10,WAS 25,10,17,Garrett Gilbert pass incomplete short left intended for Ricky Seals-Jones,,
3,7:13,2,10,WAS 25,10,17,Antonio Gibson left end for -6 yards (tackle by Tarron Jackson),,
3,6:34,3,16,WAS 19,10,17,Garrett Gilbert pass incomplete deep left intended for Terry McLaurin (defended by Darius Slay),,
3,6:26,4,16,WAS 19,10,17,"Tress Way punts 54 yards, returned by Jalen Reagor for 10 yards (tackle by Dyami Brown and Alex Armah)",,
3,6:11,1,10,PHI 37,10,17,Miles Sanders left end for 4 yards (tackle by Casey Toohill and Jamin Davis),,
3,5:29,2,6,PHI 41,10,17,Jalen Hurts pass complete short right to Quez Watkins for 5 yards (tackle by Jeremy Reaves),,
3,5:07,3,2,PHI 46,10,17,Miles Sanders up the middle for 3 yards (tackle by Cole Holcomb and Jamin Davis),,
3,4:25,1,10,PHI 49,10,17,Jordan Howard left tackle for 15 yards (tackle by Bobby McCain),,
3,3:56,1,10,WAS 36,10,17,Jalen Hurts pass complete short right to Greg Ward for 9 yards (tackle by Danny Johnson),,
3,3:27,2,1,WAS 27,10,17,Jordan Howard left guard for 4 yards (tackle by Jonathan Allen and Daron Payne),,
3,2:49,1,10,WAS 23,10,17,Jordan Howard right end for 2 yards (tackle by Jeremy Reaves and Jamin Davis),,
3,2:04,2,8,WAS 21,10,17,Jalen Hurts sacked by Jonathan Allen for -5 yards,,
3,1:08,,,,,,Timeout #1 by Philadelphia Eagles,,
3,1:08,3,13,WAS 26,10,17,Jalen Hurts pass complete short middle to DeVonta Smith for 7 yards (tackle by Cole Holcomb),,
3,0:24,4,6,WAS 19,10,20,"Jake Elliott 37 yard field goal good. Penalty on Jonathan Allen: Defensive Offside, 5 yards (declined)",,
3,0:18,,,PHI 35,10,20,"Jake Elliott kicks off 62 yards, returned by DeAndre Carter for 28 yards (tackle by Josiah Scott)",,
3,0:13,1,10,WAS 31,10,20,Antonio Gibson right tackle for 2 yards (tackle by Alex Singleton),,
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,WAS 33,10,20,Garrett Gilbert pass complete short right to Antonio Gibson for 5 yards (tackle by Marcus Epps),,
4,14:25,3,3,WAS 38,10,20,"Garrett Gilbert pass incomplete deep left intended for Adam Humphries. Penalty on Avonte Maddox: Defensive Pass Interference, 23 yards (accepted) (no play)",,
4,14:21,1,10,PHI 39,10,20,"DeAndre Carter left end for 12 yards (tackle by Steven Nelson). Penalty on Saahdiq Charles: Illegal Blindside Block, 15 yards (accepted)",,
4,14:00,1,13,PHI 42,10,20,Antonio Gibson up the middle for no gain (tackle by Derek Barnett),,
4,13:35,2,13,PHI 42,10,20,Garrett Gilbert pass complete short right to Ricky Seals-Jones for 12 yards (tackle by Marcus Epps),,
4,12:54,3,1,PHI 30,10,20,Garrett Gilbert pass complete short middle to John Bates for 29 yards (tackle by Darius Slay),,
4,11:50,1,1,PHI 1,16,20,"Jaret Patterson up the middle for 1 yard, touchdown",,
4,11:44,,,PHI 15,17,20,Brian Johnson kicks extra point good,,
4,11:44,,,WAS 35,17,20,"Brian Johnson kicks off 62 yards, returned by Kenneth Gainwell for 17 yards (tackle by Cam Sims)",,
4,11:40,1,10,PHI 20,17,20,Jordan Howard up the middle for 3 yards (tackle by Matthew Ioannidis),,
4,11:00,2,7,PHI 23,17,20,Jalen Hurts pass complete short right to Quez Watkins for 9 yards (tackle by Danny Johnson),,
4,10:14,1,10,PHI 32,17,20,Jalen Hurts pass complete short left to Jack Stoll for 7 yards (tackle by Jeremy Reaves),,
4,10:01,2,3,PHI 39,17,20,Jordan Howard right end for 4 yards (tackle by Montez Sweat and Bunmi Rotimi),,
4,9:12,1,10,PHI 43,17,20,Jalen Hurts pass incomplete short left intended for Kenneth Gainwell,,
4,9:05,2,10,PHI 43,17,20,Jordan Howard right end for 4 yards (tackle by Cole Holcomb and Matthew Ioannidis),,
4,8:19,3,6,PHI 47,17,20,Jalen Hurts pass complete short right to Jalen Reagor for 34 yards (tackle by Bobby McCain),,
4,7:53,1,10,WAS 19,17,26,"Jalen Hurts pass complete deep right to Greg Ward for 19 yards, touchdown",,
4,7:46,,,WAS 15,17,27,Jake Elliott kicks extra point good,,
4,7:46,,,PHI 35,17,27,"Jake Elliott kicks off 65 yards, touchback.",,
4,7:46,1,10,WAS 25,17,27,Garrett Gilbert pass incomplete deep right intended for Ricky Seals-Jones,,
4,7:41,2,10,WAS 25,17,27,Garrett Gilbert pass complete short right to Antonio Gibson for 5 yards (tackle by Alex Singleton and Rodney McLeod),,
4,6:56,3,5,WAS 30,17,27,Garrett Gilbert pass complete short left to Adam Humphries for 6 yards (tackle by Avonte Maddox),,
4,6:24,1,10,WAS 36,17,27,Garrett Gilbert pass complete short left to Ricky Seals-Jones for 1 yard (tackle by Rodney McLeod),,
4,5:47,2,9,WAS 37,17,27,Garrett Gilbert pass complete short left to Cam Sims for 13 yards (tackle by Steven Nelson),,
4,5:17,1,10,PHI 50,17,27,Garrett Gilbert pass incomplete short right intended for Adam Humphries,,
4,5:14,2,10,PHI 50,17,27,Antonio Gibson up the middle for no gain (tackle by Tarron Jackson),,
4,4:36,3,10,PHI 50,17,27,Garrett Gilbert pass complete short right to Adam Humphries for 10 yards (tackle by Rodney McLeod),,
4,4:10,1,10,PHI 40,17,27,Garrett Gilbert pass complete short left to Antonio Gibson for 3 yards (tackle by Avonte Maddox),,
4,3:34,2,7,PHI 37,17,27,Garrett Gilbert pass incomplete short right intended for DeAndre Carter (defended by Darius Slay),,
4,3:30,3,7,PHI 37,17,27,Garrett Gilbert pass complete short right to Dax Milne for -2 yards (tackle by Avonte Maddox),,
4,2:46,4,9,PHI 39,17,27,"Garrett Gilbert sacked by Fletcher Cox for -10 yards. Garrett Gilbert fumbles (forced by Fletcher Cox), recovered by Ricky Seals-Jones at PHI-49 (tackle by Fletcher Cox)",,
4,2:29,1,10,PHI 49,17,27,Jordan Howard left end for no gain (tackle by Matthew Ioannidis),,
4,2:20,,,,,,Timeout #1 by Washington Football Team,,
4,2:20,2,10,PHI 49,17,27,Jordan Howard up the middle for 8 yards (tackle by Jamin Davis and Casey Toohill),,
4,2:17,,,,,,Timeout #2 by Washington Football Team,,
4,2:17,3,2,WAS 43,17,27,Jalen Hurts pass complete short right to Dallas Goedert for 17 yards (tackle by Danny Johnson),,
4,2:00,1,10,WAS 26,17,27,Jordan Howard left end for 4 yards (tackle by Casey Toohill and Jonathan Allen),,
4,1:54,,,,,,Timeout #3 by Washington Football Team,,
4,1:54,2,6,WAS 22,17,27,Jordan Howard right end for -3 yards (tackle by Matthew Ioannidis),,
4,1:12,3,9,WAS 25,17,27,Jordan Howard right end for 1 yard (tackle by Casey Toohill),,
4,0:24,,,,,,Timeout #2 by Philadelphia Eagles,,
4,0:24,4,8,WAS 24,17,27,Jordan Howard left end for 4 yards (tackle by Montez Sweat and Jamin Davis),,
4,0:19,1,10,WAS 20,17,27,Jaret Patterson right end for 13 yards (tackle by T.J. Edwards),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
