Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss, Eagles to receive the opening kickoff.",,
1,15:00,,,NYG 30,0,0,"Brett Conway kicks off 58 yards, returned by Brian Westbrook for 16 yards (tackle by David Tyree)",0.000,0.810
1,14:56,1,10,PHI 28,0,0,Donovan McNabb pass complete to Brian Westbrook for 3 yards (tackle by Cornelius Griffin),0.810,0.670
1,14:24,2,7,PHI 31,0,0,Brian Westbrook left end for 6 yards (tackle by Kenny Holmes),0.670,0.760
1,13:48,3,1,PHI 37,0,0,Brian Westbrook right end for 9 yards (tackle by Omar Stoutmire),0.760,1.990
1,13:08,1,10,PHI 46,0,0,"Correll Buckhalter left end for 6 yards (tackle by Micheal Barrow). Correll Buckhalter fumbles (forced by Micheal Barrow), recovered by Shaun Williams at NYG-47 and returned for 2 yards (tackle by Jon Ritchie)",1.990,-2.190
1,12:54,1,10,NYG 49,0,0,Tiki Barber left guard for 6 yards (tackle by Troy Vincent),2.190,2.460
1,12:30,2,4,PHI 45,0,0,Kerry Collins pass complete to Tiki Barber for 6 yards (tackle by Carlos Emmons),2.460,2.980
1,11:30,1,10,PHI 39,0,0,"Kerry Collins for no gain. Kerry Collins fumbles, recovered by Ike Hilliard at NYG-43",2.980,-0.260
1,11:00,2,30,NYG 41,0,0,Tiki Barber up the middle for 14 yards (tackle by Michael Lewis),-0.260,0.960
1,10:19,3,16,PHI 45,0,0,"Penalty on Luke Petitgout: False Start, 5 yards (no play)",0.960,0.300
1,10:09,3,21,NYG 50,0,0,Kerry Collins pass incomplete intended for Amani Toomer,0.300,-0.060
1,9:51,4,21,NYG 50,0,0,"Jeff Feagles punts 39 yards, fair catch by Brian Westbrook",-0.060,0.370
1,9:43,1,10,PHI 11,0,0,Donovan McNabb pass complete to Brian Westbrook for 2 yards (tackle by Dhani Jones),-0.370,-0.630
1,9:11,2,8,PHI 13,0,0,Brian Westbrook left end for 6 yards (tackle by Ralph Brown and Brandon Short),-0.630,-0.480
1,8:21,3,2,PHI 19,0,0,Donovan McNabb pass complete to Chad Lewis for 7 yards (tackle by Will Allen),-0.480,0.670
1,7:41,1,10,PHI 26,0,0,"Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Ralph Brown). Penalty on Ralph Brown: Defensive Pass Interference, 41 yards (no play)",0.670,3.380
1,7:30,1,10,NYG 33,0,0,Donovan McNabb pass complete to Chad Lewis for 8 yards (tackle by Dhani Jones),3.380,3.920
1,7:00,2,2,NYG 25,0,0,Brian Westbrook left tackle for no gain (tackle by Kenny Holmes),3.920,3.200
1,6:29,3,2,NYG 25,0,0,Correll Buckhalter up the middle for 2 yards (tackle by Shaun Williams),3.200,4.040
1,5:33,1,10,NYG 23,0,0,James Thrash left tackle for -3 yards (tackle by Dhani Jones),4.040,3.090
1,4:53,2,13,NYG 26,0,0,"Penalty on Tra Thomas: False Start, 5 yards (no play)",3.090,2.420
1,4:18,2,18,NYG 31,0,0,Donovan McNabb pass complete to L.J. Smith for 25 yards (tackle by Ralph Brown),2.420,5.830
1,3:31,1,6,NYG 6,0,0,Donovan McNabb pass incomplete intended for Brian Westbrook,5.830,4.950
1,3:22,2,6,NYG 6,6,0,"Brian Westbrook right end for 6 yards, touchdown",4.950,7.000
1,,,,NYG 2,7,0,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,7,0,"David Akers kicks off 63 yards, returned by Brian Mitchell for 16 yards (tackle by Greg Lewis)",0.000,0.480
1,3:14,1,10,NYG 23,7,0,Tiki Barber left tackle for 4 yards (tackle by Bobby Taylor),0.480,0.470
1,2:54,2,6,NYG 27,7,0,Kerry Collins for 11 yards (tackle by Nate Wayne),0.470,1.470
1,2:19,1,10,NYG 38,7,0,Tiki Barber up the middle for 8 yards (tackle by N.D. Kalu),1.470,2.000
1,1:51,2,2,NYG 46,7,0,Tiki Barber left guard for no gain (tackle by Corey Simon),2.000,1.290
1,1:25,3,2,NYG 46,7,0,Kerry Collins pass complete to Marcellus Rivers for 2 yards (tackle by Troy Vincent),1.290,2.130
1,0:40,1,10,NYG 48,7,0,Kerry Collins pass complete to Marcellus Rivers for 5 yards (tackle by Carlos Emmons),2.130,2.260
1,0:10,2,5,PHI 47,7,0,Tiki Barber right guard for no gain (tackle by Brandon Whiting),2.260,1.550
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,PHI 47,7,0,Kerry Collins pass complete to Tiki Barber for 7 yards (tackle by Michael Lewis),1.550,2.920
2,14:34,1,10,PHI 40,7,0,Kerry Collins pass incomplete intended for Jeremy Shockey,2.920,2.370
2,14:19,2,10,PHI 40,7,0,Tiki Barber left end for -2 yards (tackle by Clinton Hart),2.370,1.420
2,13:42,3,12,PHI 42,7,0,Kerry Collins pass complete to Tiki Barber for 3 yards (tackle by Nate Wayne),1.420,0.660
2,12:56,4,9,PHI 39,7,0,"Jeff Feagles punts 30 yards, fair catch by Brian Westbrook",0.660,0.380
2,12:45,1,10,PHI 9,7,0,Brian Westbrook left tackle for 1 yard (tackle by Kenny Holmes and Brandon Short),-0.380,-0.710
2,12:15,2,9,PHI 10,7,0,Donovan McNabb pass incomplete intended for Duce Staley (defended by Brandon Short). Penalty on Hank Fraley: Ineligible Downfield Pass (Declined),-0.710,-1.300
2,11:59,3,9,PHI 10,7,0,Donovan McNabb pass incomplete intended for Brian Westbrook (defended by Omar Stoutmire),-1.300,-2.490
2,11:52,4,9,PHI 10,7,0,Dirk Johnson punts 35 yards,-2.490,-2.590
