#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,SEA 26,1,0:14,0,Interception
2,1,13:09,NYG 15,2,0:30,15,Touchdown
3,1,10:49,NYG 47,8,3:55,47,Touchdown
4,1,5:49,NYG 27,4,1:37,27,Touchdown
5,1,2:26,SEA 37,4,2:09,11,Punt
6,2,12:29,SEA 17,3,1:46,-2,Punt
7,2,10:36,SEA 37,12,5:09,63,Touchdown
8,2,3:48,SEA 36,7,3:03,64,Touchdown
9,3,13:16,SEA 30,17,9:58,70,Touchdown
10,4,13:35,SEA 20,6,3:49,8,Interception
11,4,9:41,SEA 27,1,0:11,0,Interception
12,4,9:30,SEA 32,6,3:19,19,Punt
13,4,2:42,NYG 45,3,2:20,2,Punt
