Quarter,Time,Down,ToGo,Location,NYG,SEA,Detail,EPB,EPA
2,13:41,3,3,NYG 37,0,21,"Eli Manning pass complete short right to Plaxico Burress for 13 yards (tackle by Kelly Jennings). Penalty on Plaxico Burress: Offensive Pass Interfere, 10 yards (no play)",0.630,-0.690
2,13:17,3,13,NYG 27,0,21,Eli Manning pass complete short right to Brandon Jacobs for 9 yards (tackle by Kelly Jennings and Jordan Babineaux),-0.690,-0.980
2,12:37,4,4,NYG 36,0,21,Jeff Feagles punts 47 yards,-0.980,0.060
2,12:29,1,10,SEA 17,0,21,Shaun Alexander left tackle for -3 yards (tackle by Osi Umenyiora and Michael Strahan),-0.060,-0.970
2,11:44,2,13,SEA 14,0,21,"Matt Hasselbeck pass incomplete deep left intended for Deion Branch. Penalty on Deion Branch: Offensive Pass Interfere, 7 yards (no play)",-0.970,-1.510
2,11:39,2,20,SEA 7,0,21,Matt Hasselbeck pass complete short left to Shaun Alexander for 8 yards (tackle by Gibril Wilson and Sam Madison),-1.510,-1.570
2,11:01,3,12,SEA 15,0,21,Matt Hasselbeck pass incomplete deep middle intended for Bobby Engram (defended by Antonio Pierce). Penalty on Chris Spencer: Offensive Holding (Declined),-1.570,-2.440
2,10:54,4,12,SEA 15,0,21,"Ryan Plackemeier punts 57 yards, returned by Chad Morton for 15 yards (tackle by Joe Tafoya)",-2.440,-1.800
2,10:43,1,10,NYG 43,0,21,Eli Manning pass incomplete deep right intended for Plaxico Burress is intercepted by Michael Boulware at SEA-37,1.800,-1.400
2,10:36,1,10,SEA 37,0,21,Matt Hasselbeck pass complete short left to Deion Branch for 15 yards (tackle by Jason Bell),1.400,2.390
2,10:02,1,10,NYG 48,0,21,Maurice Morris left tackle for 3 yards (tackle by Gibril Wilson and Antonio Pierce),2.390,2.250
2,9:31,2,7,NYG 45,0,21,Matt Hasselbeck pass complete short left to Mack Strong for 3 yards (tackle by LaVar Arrington),2.250,1.950
2,9:11,3,4,NYG 42,0,21,Matt Hasselbeck pass complete short right to Darrell Jackson for 8 yards (tackle by Corey Webster),1.950,3.310
2,8:41,1,10,NYG 34,0,21,Shaun Alexander right tackle for 7 yards (tackle by Gibril Wilson),3.310,3.720
2,8:14,2,3,NYG 27,0,21,Shaun Alexander middle for 4 yards (tackle by Antonio Pierce and Will Demps),3.720,4.040
2,7:39,1,10,NYG 23,0,21,Matt Hasselbeck pass incomplete deep left intended for Darrell Jackson,4.040,3.500
2,7:34,,,,0,21,Timeout #1 by Seattle Seahawks,0.000,3.500
2,7:34,2,10,NYG 23,0,21,Shaun Alexander middle for 3 yards (tackle by Mathias Kiwanuka and Michael Strahan),3.500,3.200
2,6:53,3,7,NYG 20,0,21,Mack Strong middle for 9 yards (tackle by Will Demps),3.200,4.840
2,6:13,1,10,NYG 11,0,21,Matt Hasselbeck pass incomplete short left intended for Nate Burleson,4.840,4.140
2,6:08,2,10,NYG 11,0,21,Shaun Alexander right tackle for 1 yard (tackle by Michael Strahan and Justin Tuck),4.140,3.300
2,5:31,3,9,NYG 10,0,27,"Matt Hasselbeck pass complete short middle to Will Heller for 10 yards, touchdown",3.300,7.000
2,,,,NYG 2,0,28,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,0,28,"Josh Brown kicks off 71 yards, returned by Chad Morton for 27 yards (tackle by Niko Koutouvides)",0.000,0.670
2,5:21,1,10,NYG 26,0,28,Tiki Barber right tackle for 7 yards (tackle by Michael Boulware),0.670,1.070
2,4:45,2,3,NYG 33,0,28,Eli Manning pass complete short left to Amani Toomer for 12 yards (tackle by Marcus Trufant),1.070,1.930
2,3:58,1,10,NYG 45,0,28,"Eli Manning pass complete deep middle to Plaxico Burress for 23 yards (tackle by Marcus Trufant). Plaxico Burress fumbles (forced by Marcus Trufant), recovered by LeRoy Hill at SEA-32 and returned for 4 yards (tackle by Tiki Barber)",1.930,-1.330
2,3:48,1,10,SEA 36,0,28,Shaun Alexander middle for 2 yards (tackle by Michael Strahan),1.330,1.060
2,3:09,2,8,SEA 38,0,28,Matt Hasselbeck pass complete to Darrell Jackson for 4 yards (tackle by Gibril Wilson),1.060,0.890
2,2:42,3,4,SEA 42,0,28,Matt Hasselbeck pass complete short right to Darrell Jackson for 6 yards (tackle by Gibril Wilson),0.890,2.130
2,2:16,1,10,SEA 48,0,28,Matt Hasselbeck pass complete short left to Nate Burleson for 15 yards (tackle by Sam Madison),2.130,3.120
2,2:00,1,10,NYG 37,0,28,Shaun Alexander right guard for 5 yards (tackle by Justin Tuck),3.120,3.250
2,1:25,2,5,NYG 32,0,28,Matt Hasselbeck pass complete short right to Nate Burleson for 11 yards (tackle by Corey Webster),3.250,4.170
2,0:52,1,10,NYG 21,0,34,"Matt Hasselbeck pass complete deep middle to Bobby Engram for 21 yards, touchdown",4.170,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,,,,NYG 2,0,35,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,0,35,"Josh Brown kicks off 73 yards, returned by Chad Morton for 51 yards (tackle by Darryl Tapp)",0.000,2.130
2,0:38,1,10,NYG 48,0,35,Tiki Barber right end for 2 yards (tackle by Kelly Jennings and Jordan Babineaux),2.130,1.850
2,0:32,2,8,SEA 50,0,35,Eli Manning pass complete short right to Jeremy Shockey for 8 yards (tackle by Jordan Babineaux),1.850,2.790
2,0:26,,,,0,35,Timeout #1 by New York Giants,0.000,2.790
2,0:26,1,10,SEA 42,0,35,Eli Manning pass complete short middle to Tiki Barber for 5 yards (tackle by Kelly Herndon),2.790,2.920
2,0:20,,,,0,35,Timeout #2 by New York Giants,0.000,2.920
2,0:20,2,5,SEA 37,0,35,Eli Manning pass incomplete deep middle intended for Tim Carter (defended by Michael Boulware),2.920,2.210
2,0:14,3,5,SEA 37,0,35,Eli Manning pass complete short left to David Tyree for 9 yards (tackle by Marcus Trufant),2.210,3.710
2,0:08,,,,0,35,Timeout #3 by New York Giants,0.000,3.710
2,0:08,1,10,SEA 28,0,35,Eli Manning pass incomplete deep left intended for David Tyree,3.710,3.170
2,0:03,2,10,SEA 28,3,35,Jay Feely 46 yard field goal good,3.170,3.000
Quarter,Time,Down,ToGo,Location,NYG,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,3,35,"Josh Brown kicks off 72 yards, returned by Chad Morton for 23 yards (tackle by Jordan Babineaux)",0.000,0.340
3,14:55,1,10,NYG 21,3,35,Tiki Barber left tackle for no gain (tackle by Lofa Tatupu and LeRoy Hill),0.340,-0.200
3,14:16,2,10,NYG 21,3,35,Tiki Barber right tackle for -4 yards (tackle by Grant Wistrom),-0.200,-1.590
3,13:30,,,,3,35,Timeout #1 by New York Giants,0.000,-1.590
3,13:30,3,14,NYG 17,3,35,Eli Manning pass incomplete deep right intended for Tim Carter,-1.590,-2.320
3,13:23,4,14,NYG 17,3,35,Jeff Feagles punts 53 yards,-2.320,-0.940
3,13:16,1,10,SEA 30,3,35,"Matt Hasselbeck pass complete short right to Shaun Alexander for 4 yards (tackle by Antonio Pierce). Penalty on Gibril Wilson: Face Mask (5 Yards), 5 yards",0.940,2.250
3,12:51,1,1,SEA 39,3,35,Shaun Alexander right end for no gain (tackle by Corey Webster),2.250,1.610
3,12:12,2,1,SEA 39,3,35,Mack Strong middle for 2 yards (tackle by Antonio Pierce),1.610,1.660
3,11:29,1,10,SEA 41,3,35,Maurice Morris left tackle for 2 yards (tackle by Michael Strahan),1.660,1.390
3,10:52,2,8,SEA 43,3,35,Matt Hasselbeck pass complete short right to Darrell Jackson for 10 yards (tackle by Corey Webster). Penalty on Michael Strahan: Defensive Offside (Declined),1.390,2.460
3,10:22,1,10,NYG 47,3,35,Shaun Alexander middle for 1 yard (tackle by Michael Strahan and Carlos Emmons),2.460,2.050
3,9:43,2,9,NYG 46,3,35,Deion Branch left end for 8 yards (tackle by Osi Umenyiora),2.050,2.410
3,9:01,3,1,NYG 38,3,35,Mack Strong middle for 3 yards (tackle by Barry Cofield and Will Demps),2.410,3.250
3,8:27,1,10,NYG 35,3,35,Matt Hasselbeck pass complete short right to Bobby Engram for 6 yards (tackle by Carlos Emmons),3.250,3.510
3,7:44,2,4,NYG 29,3,35,Shaun Alexander middle for -1 yards (tackle by Antonio Pierce),3.510,2.680
3,7:03,3,5,NYG 30,3,35,Matt Hasselbeck pass complete short right to Nate Burleson for 4 yards (tackle by Corey Webster),2.680,1.890
3,6:36,4,1,NYG 26,3,35,Shaun Alexander right tackle for 2 yards (tackle by Will Demps),1.890,3.970
3,5:55,1,10,NYG 24,3,35,Shaun Alexander left tackle for no gain (tackle by LaVar Arrington),3.970,3.430
3,5:12,,,,3,35,Timeout #1 by Seattle Seahawks,0.000,3.430
3,5:12,2,10,NYG 24,3,35,Matt Hasselbeck pass complete short right to Bobby Engram for 9 yards (tackle by Jason Bell),3.430,4.170
3,4:44,3,1,NYG 15,3,35,Shaun Alexander middle for 3 yards (tackle by LaVar Arrington and Jason Bell),4.170,4.780
3,4:07,1,10,NYG 12,3,35,Shaun Alexander right tackle for no gain (tackle by Fred Robbins),4.780,4.100
3,3:26,2,10,NYG 12,3,41,"Matt Hasselbeck pass complete short right to Darrell Jackson for 12 yards, touchdown",4.100,7.000
3,,,,NYG 2,3,42,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,3,42,"Josh Brown kicks off 72 yards, returned by Chad Morton for 23 yards (tackle by Niko Koutouvides)",0.000,0.340
3,3:14,1,10,NYG 21,3,42,Tiki Barber left guard for 10 yards (tackle by Ken Hamlin and Michael Boulware),0.340,1.000
3,2:39,1,10,NYG 31,3,42,Eli Manning pass complete short right to Tim Carter for 13 yards (tackle by Kelly Jennings and Jordan Babineaux),1.000,1.860
3,2:05,1,10,NYG 44,3,42,Eli Manning pass complete short right to Jeremy Shockey for 17 yards (tackle by Michael Boulware),1.860,2.980
3,1:37,1,10,SEA 39,3,42,Tiki Barber right end for 1 yard (tackle by Michael Boulware),2.980,2.580
3,0:59,2,9,SEA 38,3,42,Eli Manning pass incomplete short middle intended for Jeremy Shockey,2.580,1.880
3,0:54,3,9,SEA 38,3,42,Eli Manning pass complete short left to Visanthe Shiancoe for 5 yards (tackle by Jordan Babineaux),1.880,1.180
3,0:08,4,4,SEA 33,3,42,Eli Manning pass complete short left to David Tyree for 7 yards (tackle by Marcus Trufant),1.180,3.840
Quarter,Time,Down,ToGo,Location,NYG,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 26,3,42,Eli Manning pass complete short right to Amani Toomer for 4 yards (tackle by Jordan Babineaux),3.840,3.840
4,14:26,2,6,SEA 22,3,42,Tiki Barber right tackle for 9 yards (tackle by Lofa Tatupu),3.840,4.710
4,13:43,1,10,SEA 13,9,42,"Eli Manning pass complete short left to Amani Toomer for 13 yards, touchdown",4.710,7.000
4,,,,SEA 2,10,42,Jay Feely kicks extra point good,0.000,0.000
4,,,,NYG 30,10,42,"Jay Feely kicks off 72 yards, returned by Willie Ponder for 22 yards (tackle by Reggie Torbor)",0.000,0.280
4,13:30,1,10,SEA 20,10,42,Maurice Morris right end for 3 yards (tackle by Carlos Emmons),0.280,0.140
4,12:47,2,7,SEA 23,10,42,Matt Hasselbeck pass complete short middle to Will Heller for 6 yards (tackle by Antonio Pierce),0.140,0.230
4,12:05,3,1,SEA 29,10,42,Maurice Morris middle for 1 yard (tackle by Gerris Wilkinson and Will Demps),0.230,0.940
4,11:16,1,10,SEA 30,10,42,Maurice Morris middle for no gain (tackle by Gerris Wilkinson and Barry Cofield),0.940,0.390
4,10:39,2,10,SEA 30,10,42,Maurice Morris right end for -2 yards (tackle by Gerris Wilkinson and Corey Webster),0.390,-0.560
4,9:53,3,12,SEA 28,10,42,Matt Hasselbeck pass incomplete short middle intended for Mack Strong is intercepted by Fred Robbins at SEA-26 and returned for 1 yard,-0.560,-3.910
4,9:46,1,10,SEA 25,16,42,"Eli Manning pass complete deep right to Tim Carter for 25 yards, touchdown",3.910,7.000
4,,,,SEA 2,17,42,Jay Feely kicks extra point good,0.000,0.000
4,,,,NYG 30,17,42,"Jay Feely kicks off 68 yards, returned by Willie Ponder for 25 yards (tackle by Brandon Jacobs)",0.000,0.740
4,9:37,1,10,SEA 27,23,42,"Matt Hasselbeck pass incomplete short right intended for Bobby Engram is intercepted by R.W. McQuarters at SEA-27 and returned for 27 yards, touchdown",0.740,-7.000
4,,,,SEA 2,24,42,Jay Feely kicks extra point good,0.000,0.000
4,,,,NYG 30,24,42,"Jay Feely kicks off 69 yards, returned by Willie Ponder for 31 yards (tackle by Chase Blackburn)",0.000,1.070
4,9:24,1,10,SEA 32,24,42,Maurice Morris right tackle for 2 yards (tackle by Michael Strahan and Fred Robbins),1.070,0.800
4,8:41,2,8,SEA 34,24,42,Maurice Morris right tackle for no gain (tackle by Gibril Wilson and LaVar Arrington),0.800,0.100
4,8:35,,,,24,42,Timeout #2 by New York Giants,0.000,0.100
4,8:35,3,8,SEA 34,24,42,Mack Strong middle for 17 yards (tackle by R.W. McQuarters),0.100,2.320
4,7:51,1,10,NYG 49,24,42,Maurice Morris left end for 2 yards (tackle by Will Demps),2.320,2.050
4,7:13,2,8,NYG 47,24,42,Maurice Morris middle for 1 yard (tackle by Gerris Wilkinson and Michael Strahan),2.050,1.490
4,7:06,,,,24,42,Timeout #3 by New York Giants,0.000,1.490
4,7:06,3,7,NYG 46,24,42,Mack Strong middle for 2 yards (tackle by Fred Robbins),1.490,0.330
4,7:06,4,5,NYG 44,24,42,"Penalty on Ryan Plackemeier: Delay of Game, 5 yards (no play)",0.330,0.000
4,6:19,4,10,NYG 49,24,42,Ryan Plackemeier punts 43 yards,0.000,0.380
4,6:11,1,10,NYG 6,24,42,Eli Manning pass complete deep middle to David Tyree for 33 yards (tackle by Ken Hamlin),-0.380,1.530
4,5:41,1,10,NYG 39,24,42,Eli Manning pass complete short left to Tiki Barber for 7 yards (tackle by Kelly Herndon),1.530,1.930
4,5:11,2,3,NYG 46,24,42,Eli Manning pass complete short middle to Jeremy Shockey for 15 yards (tackle by Jordan Babineaux),1.930,2.980
4,4:39,1,10,SEA 39,24,42,Tiki Barber left tackle for 6 yards (tackle by Bryce Fisher),2.980,3.250
4,4:15,2,4,SEA 33,24,42,Eli Manning pass incomplete deep middle intended for Amani Toomer (defended by Kelly Herndon),3.250,2.540
4,4:09,3,4,SEA 33,24,42,Eli Manning pass complete short left to Tiki Barber for 5 yards (tackle by Marcus Trufant),2.540,3.710
4,3:42,1,10,SEA 28,24,42,Eli Manning pass complete short middle to David Tyree for 14 yards (tackle by Lofa Tatupu),3.710,4.650
4,3:14,1,10,SEA 14,24,42,Eli Manning pass complete short right to Tim Carter for 5 yards (tackle by Kelly Jennings),4.650,4.900
4,2:46,2,5,SEA 9,30,42,"Eli Manning pass complete short left to David Tyree for 9 yards, touchdown",4.900,7.000
4,,,,,30,42,"Two Point Attempt: Eli Manning pass incomplete intended for Amani Toomer, conversion fails",1.000,-1.000
4,,,,,30,42,"Jay Feely kicks onside 16 yards. Penalty on Darryl Tapp: Offside on Free Kick (Offsetting), Penalty on Jay Feely: Kickoff Out of Bounds (Offsetting) (no play)",0.000,0.000
4,,,,NYG 30,30,42,Jay Feely kicks onside 15 yards,0.000,2.590
4,2:38,1,10,NYG 45,30,42,Maurice Morris middle for no gain (tackle by Barry Cofield),2.590,2.040
4,2:00,2,10,NYG 45,30,42,Maurice Morris left end for 4 yards (tackle by Will Demps),2.040,1.880
4,1:17,3,6,NYG 41,30,42,Maurice Morris right end for 3 yards (tackle by LaVar Arrington and Gibril Wilson),1.880,0.720
4,1:17,4,3,NYG 38,30,42,"Penalty on Matt Hasselbeck: Delay of Game, 5 yards (no play)",0.720,0.400
4,0:29,4,8,NYG 43,30,42,"Ryan Plackemeier punts 43 yards, touchback",0.400,-0.280
4,0:22,1,10,NYG 20,30,42,Eli Manning pass complete short right to Michael Jennings for 20 yards (tackle by Lofa Tatupu),0.280,1.600
4,0:04,1,10,NYG 40,30,42,Eli Manning spiked the ball,1.600,1.050
4,0:03,2,10,NYG 40,30,42,Eli Manning pass complete short left to Jeremy Shockey for 18 yards (tackle by Lofa Tatupu and Craig Terrill),1.050,2.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
