#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:46,NYG 34,3,1:37,3,Interception
2,1,12:39,NYG 16,3,1:50,-7,Punt
3,1,6:54,NYG 20,3,1:05,8,Interception
4,1,4:12,NYG 22,3,1:46,-6,Punt
5,1,0:17,NYG 20,4,2:48,16,Punt
6,2,10:43,NYG 43,1,0:07,0,Interception
7,2,5:27,NYG 26,3,1:39,42,Fumble
8,2,0:45,NYG 48,7,0:45,24,Field Goal
9,3,15:00,NYG 21,3,1:44,-4,Punt
10,3,3:18,NYG 21,10,4:43,79,Touchdown
11,4,9:46,SEA 25,1,0:05,25,Touchdown
12,4,6:11,NYG 6,9,3:29,94,Touchdown
13,4,0:22,NYG 20,3,0:22,38,End of Game
