Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
1,3:28,1,10,NYG 29,0,0,Frank Gore up the middle for -1 yards (tackle by Linval Joseph and Chase Blackburn),3.640,2.970
1,2:45,2,11,NYG 30,0,0,Frank Gore up the middle for 6 yards (tackle by Linval Joseph),2.970,3.070
1,2:09,3,5,NYG 24,0,0,Alex Smith pass incomplete short left intended for Michael Crabtree,3.070,1.920
1,2:04,4,5,NYG 24,0,3,David Akers 42 yard field goal good,1.920,3.000
1,2:00,,,SFO 35,0,3,"David Akers kicks off 67 yards, returned by David Wilson for 46 yards (tackle by David Akers). Penalty on Jacquian Williams: Offensive Holding, 10 yards",0.000,-0.220
1,1:51,1,10,NYG 15,0,3,Eli Manning pass complete short right to Ahmad Bradshaw for 4 yards (tackle by Patrick Willis),-0.220,-0.110
1,1:09,2,6,NYG 19,0,3,Eli Manning pass incomplete short right intended for Henry Hynoski,-0.110,0.000
1,1:06,,,,0,3,Timeout #1 by New York Giants,0.000,-0.880
1,1:06,3,6,NYG 19,0,3,Eli Manning pass complete short left to Victor Cruz for 11 yards (tackle by Tarell Brown),-0.880,0.940
1,0:26,1,10,NYG 30,0,3,Ahmad Bradshaw right end for 2 yards (tackle by Navorro Bowman),0.940,0.660
Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,NYG 32,0,3,Ahmad Bradshaw left tackle for -1 yards (tackle by Navorro Bowman),0.660,-0.160
2,14:19,3,9,NYG 31,0,3,Eli Manning pass incomplete short right intended for Victor Cruz,-0.160,-1.310
2,14:14,4,9,NYG 31,0,3,"Steve Weatherford punts 49 yards, returned by Ted Ginn Jr. for 14 yards (tackle by Justin Tryon)",-1.310,-1.200
2,14:02,1,10,SFO 34,0,3,Alex Smith pass incomplete deep left intended for Delanie Walker is intercepted by Prince Amukamara at NYG-33,1.200,-1.140
2,13:54,1,10,NYG 33,0,3,Ahmad Bradshaw up the middle for 1 yard (tackle by Aldon Smith),1.140,0.730
2,13:17,2,9,NYG 34,0,3,Ahmad Bradshaw left end for 3 yards (tackle by Justin Smith),0.730,0.430
2,12:35,3,6,NYG 37,0,3,Eli Manning pass complete deep right to Domenik Hixon for 39 yards (tackle by Chris Culliver),0.430,3.970
2,11:50,1,10,SFO 24,0,3,Ahmad Bradshaw up the middle for no gain (tackle by Navorro Bowman),3.970,3.430
2,11:15,2,10,SFO 24,0,3,Ahmad Bradshaw left guard for 2 yards (tackle by Dashon Goldson),3.430,3.010
2,10:36,3,8,SFO 22,0,3,Eli Manning pass complete deep left to Domenik Hixon for 16 yards (tackle by Chris Culliver),3.010,5.830
2,10:08,1,6,SFO 6,6,3,"Eli Manning pass complete short middle to Victor Cruz for 6 yards, touchdown",5.830,7.000
2,10:08,,,SFO 2,7,3,Lawrence Tynes kicks extra point good,0.000,0.000
2,10:04,,,NYG 35,7,3,"Lawrence Tynes kicks off 67 yards, returned by Kyle Williams for 25 yards (tackle by Justin Tryon)",0.000,0.480
2,9:58,1,10,SFO 23,7,3,Frank Gore up the middle for 3 yards (tackle by Michael Boley),0.480,0.340
2,9:18,2,7,SFO 26,7,3,--,0.340,-0.340
2,8:52,2,12,SFO 21,7,3,Alex Smith pass complete short middle to Frank Gore for 8 yards (tackle by Osi Umenyiora),-0.340,0.040
2,8:10,3,4,SFO 29,7,3,Alex Smith sacked by Jason Pierre-Paul for -9 yards,0.040,-2.030
2,7:37,4,13,SFO 20,7,3,"Andy Lee punts 46 yards, fair catch by Rueben Randle",-2.030,-1.200
2,7:30,1,10,NYG 34,7,3,Eli Manning pass complete deep left to Victor Cruz for 16 yards (tackle by Tarell Brown),1.200,2.260
2,6:53,1,10,,7,3,Eli Manning pass complete short left to Hakeem Nicks for 16 yards (tackle by Tarell Brown),2.260,3.310
2,6:27,1,10,SFO 34,7,3,Ahmad Bradshaw up the middle for 3 yards (tackle by Justin Smith),3.310,3.180
2,5:45,2,7,SFO 31,7,3,Eli Manning pass complete short middle to Martellus Bennett for 9 yards (tackle by Donte Whitner and Aldon Smith),3.180,4.110
2,4:55,1,10,SFO 22,7,3,Ahmad Bradshaw up the middle for 5 yards (tackle by Isaac Sopoaga),4.110,4.290
2,4:16,2,5,SFO 17,7,3,Ahmad Bradshaw right tackle for 3 yards (tackle by Patrick Willis and Justin Smith),4.290,4.150
,,,,,,,"SFO challenged the runner was down by contact ruling, and the play was upheld.",,
2,3:39,3,2,SFO 14,7,3,Ahmad Bradshaw right guard for -1 yards (tackle by Justin Smith),4.150,2.540
2,3:04,4,3,SFO 15,10,3,Lawrence Tynes 34 yard field goal good,2.540,3.000
2,2:56,,,NYG 35,10,3,"Lawrence Tynes kicks off 68 yards, returned by Kyle Williams for 26 yards (tackle by Stevie Brown)",0.000,0.480
2,2:50,1,10,SFO 23,10,3,"Frank Gore left tackle for 11 yards (tackle by Osi Umenyiora). Penalty on Mike Iupati: Offensive Holding, 10 yards (no play)",0.480,-0.590
2,2:21,1,20,SFO 13,10,3,Alex Smith pass complete short left to Frank Gore for 3 yards (tackle by Stevie Brown),-0.590,-1.150
2,2:00,2,17,SFO 16,10,3,Alex Smith pass complete short right to Mario Manningham for 12 yards (tackle by Corey Webster),-1.150,-0.100
2,1:55,3,5,SFO 28,10,3,Alex Smith pass incomplete deep right intended for Mario Manningham,-0.100,-1.500
2,1:47,4,5,SFO 28,10,3,"Penalty on Andy Lee: Delay of Game, 5 yards (no play)",-1.500,-1.830
2,1:47,4,10,SFO 23,10,3,"Andy Lee punts 58 yards, returned by Rueben Randle for 2 yards (tackle by Navorro Bowman)",-1.830,-0.340
2,1:34,1,10,NYG 21,10,3,Eli Manning pass complete short right to Domenik Hixon for 9 yards (tackle by Chris Culliver),0.340,1.020
2,1:09,2,1,NYG 30,10,3,Eli Manning pass complete deep left to Hakeem Nicks for 26 yards (tackle by Tarell Brown). Penalty on Tarell Brown: Defensive Pass Interference (Declined),1.020,2.650
2,1:05,1,10,SFO 44,10,3,Eli Manning pass complete short right to Domenik Hixon for 14 yards (tackle by Chris Culliver),2.650,3.580
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:32,1,10,SFO 30,10,3,Eli Manning pass incomplete short left intended for Victor Cruz,3.580,3.030
2,0:28,2,10,SFO 30,10,3,Eli Manning pass incomplete short left intended for Martellus Bennett,3.030,2.340
2,0:24,3,10,SFO 30,10,3,Eli Manning pass complete short left to Victor Cruz for 8 yards (tackle by Carlos Rogers),2.340,0.000
2,0:15,,,,10,3,Timeout #2 by New York Giants,0.000,2.120
2,0:15,4,2,SFO 22,10,3,"Lawrence Tynes 40 yard field goal no good, blocked by Tarell Brown",2.120,-0.940
2,0:11,1,10,SFO 30,10,3,Colin Kaepernick pass complete deep left to Mario Manningham for 36 yards (tackle by Antrel Rolle),0.940,0.000
2,0:03,,,,10,3,Timeout #2 by San Francisco 49ers,0.000,0.000
2,0:03,,,,10,3,Timeout #3 by New York Giants,0.000,3.310
2,0:02,1,10,NYG 34,10,3,David Akers 52 yard field goal no good,3.310,1.660
Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,10,3,"David Akers kicks off 63 yards, returned by David Wilson for 66 yards (tackle by Perrish Cox)",0.000,3.450
3,14:51,1,10,SFO 32,10,3,Ahmad Bradshaw left end for 7 yards (tackle by Tarell Brown and Donte Whitner),3.450,3.850
3,14:17,2,3,SFO 25,10,3,Eli Manning pass complete short right to Victor Cruz for 9 yards (tackle by Carlos Rogers),3.850,4.510
3,13:46,1,10,SFO 16,10,3,Eli Manning pass incomplete short left intended for Hakeem Nicks,4.510,3.900
3,13:41,2,10,SFO 16,10,3,Ahmad Bradshaw left guard for 11 yards (tackle by Tarell Brown),3.900,6.060
3,13:05,1,5,SFO 5,10,3,Ahmad Bradshaw up the middle for no gain (tackle by Dashon Goldson),6.060,5.150
3,12:26,2,5,SFO 5,10,3,Ahmad Bradshaw left guard for 4 yards (tackle by Navorro Bowman),5.150,5.170
3,11:53,3,1,SFO 1,16,3,"Ahmad Bradshaw left guard for 1 yard, touchdown",5.170,7.000
3,11:53,,,SFO 2,17,3,Lawrence Tynes kicks extra point good,0.000,0.000
3,11:48,,,NYG 35,17,3,"Lawrence Tynes kicks off 60 yards, returned by Kyle Williams for 14 yards (tackle by Justin Tryon)",0.000,0.150
3,11:42,1,10,SFO 19,17,3,Kendall Hunter left tackle for 2 yards (tackle by Spencer Paysinger),0.150,-0.060
3,10:58,2,8,SFO 21,17,3,Mario Manningham right end for 7 yards (tackle by Antrel Rolle),-0.060,0.000
3,10:25,,,,17,3,Timeout #1 by New York Giants,0.000,0.100
3,10:17,3,1,SFO 28,17,3,"Penalty on Leonard Davis: False Start, 5 yards (no play)",0.100,-0.550
3,10:17,3,6,SFO 23,17,3,Alex Smith pass incomplete short right intended for Mario Manningham is intercepted by Antrel Rolle at SFO-32 and returned for 20 yards (tackle by Anthony Davis),-0.550,-4.780
3,10:07,1,10,SFO 12,17,3,Eli Manning pass incomplete short left intended for Victor Cruz,4.780,4.100
3,10:03,2,10,SFO 12,17,3,Eli Manning pass incomplete short right intended for Victor Cruz (defended by Carlos Rogers),4.100,3.120
3,9:58,3,10,SFO 12,17,3,Eli Manning pass incomplete short left intended for Domenik Hixon,3.120,2.630
3,9:55,4,10,SFO 12,20,3,Lawrence Tynes 30 yard field goal good,2.630,3.000
3,9:51,,,NYG 35,20,3,"Lawrence Tynes kicks off 63 yards, returned by Kyle Williams for 19 yards (tackle by Michael Coe)",0.000,0.340
3,9:44,1,10,SFO 21,20,3,Alex Smith pass complete short right to Garrett Celek for 6 yards (tackle by Jacquian Williams),0.340,0.610
3,8:58,2,4,SFO 27,20,3,Alex Smith sacked by Linval Joseph for -7 yards,0.610,-1.020
3,8:32,3,11,SFO 20,20,3,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",-1.020,-1.960
3,7:56,3,16,SFO 15,20,3,Alex Smith pass incomplete short right intended for Michael Crabtree is intercepted by Antrel Rolle at SFO-27 and returned for 22 yards (tackle by Kyle Williams),-1.960,-6.060
3,7:43,1,5,SFO 5,20,3,Ahmad Bradshaw left guard for no gain (tackle by Patrick Willis),6.060,5.150
3,7:03,2,5,SFO 5,20,3,Eli Manning pass incomplete short left intended for Domenik Hixon,5.150,4.260
3,6:59,3,5,SFO 5,20,3,Eli Manning left end for 1 yard (tackle by Ahmad Brooks and Dashon Goldson),4.260,3.030
3,6:13,4,4,SFO 4,23,3,Lawrence Tynes 22 yard field goal good,3.030,3.000
3,6:10,,,NYG 35,23,3,"Lawrence Tynes kicks off 60 yards, returned by Kyle Williams for 10 yards (tackle by Tyler Sash)",0.000,-0.220
3,6:06,1,10,SFO 15,23,3,Alex Smith right end for 1 yard (tackle by Chase Blackburn),-0.220,-0.580
3,5:21,2,9,SFO 16,23,3,Alex Smith pass complete deep right to Randy Moss for 55 yards (tackle by Prince Amukamara),-0.580,3.640
3,4:32,1,10,NYG 29,23,3,Colin Kaepernick sacked by Jason Pierre-Paul for -11 yards,3.640,1.620
3,3:55,2,21,NYG 40,23,3,Alex Smith pass incomplete short middle intended for Delanie Walker,1.620,0.960
3,3:48,3,21,NYG 40,23,3,Alex Smith pass complete short left to Kendall Hunter for 6 yards (tackle by Michael Boley),0.960,1.060
3,3:01,4,15,NYG 34,23,3,Alex Smith pass complete short right to Vernon Davis for 7 yards (tackle by Jayron Hosley),1.060,-0.740
3,2:54,1,10,NYG 27,23,3,Ahmad Bradshaw left guard for 15 yards (tackle by Dashon Goldson and Donte Whitner),0.740,1.730
3,2:17,1,10,NYG 42,23,3,Ahmad Bradshaw left tackle for -1 yards (tackle by Patrick Willis),1.730,1.050
3,1:36,2,11,NYG 41,23,3,Eli Manning pass incomplete short right intended for Victor Cruz (defended by Carlos Rogers),1.050,0.370
3,1:30,3,11,NYG 41,23,3,Eli Manning pass incomplete short right intended for Victor Cruz (defended by Carlos Rogers),0.370,-0.650
3,1:25,4,11,NYG 41,23,3,"Steve Weatherford punts 59 yards, touchback",-0.650,-0.280
3,1:15,1,10,SFO 20,23,3,Alex Smith pass complete short left to Michael Crabtree for 12 yards (tackle by Antrel Rolle),0.280,1.070
3,0:48,1,10,SFO 32,23,3,Colin Kaepernick pass complete short left to Michael Crabtree for 7 yards (tackle by Prince Amukamara),1.070,1.470
3,0:36,2,3,SFO 39,23,3,Kendall Hunter up the middle for 7 yards (tackle by Michael Boley),1.470,1.990
3,0:24,1,10,SFO 46,23,3,Colin Kaepernick pass incomplete short middle intended for Randy Moss,1.990,1.450
3,0:13,2,10,SFO 46,23,3,Colin Kaepernick up the middle for -1 yards (tackle by Antrel Rolle),1.450,0.630
Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,SFO 45,23,3,Alex Smith sacked by Jacquian Williams for -1 yards,0.630,-0.460
4,14:28,4,12,SFO 44,23,3,"Andy Lee punts 39 yards, fair catch by Rueben Randle",-0.460,0.060
4,14:23,1,10,NYG 17,23,3,Ahmad Bradshaw up the middle for 3 yards (tackle by Justin Smith),-0.060,-0.060
4,13:42,2,7,NYG 20,23,3,Ahmad Bradshaw up the middle for 23 yards (tackle by Donte Whitner),-0.060,1.800
4,12:58,1,10,NYG 43,23,3,Eli Manning pass complete short right to Victor Cruz for 8 yards (tackle by Carlos Rogers),1.800,2.330
4,12:15,2,2,SFO 49,23,3,Ahmad Bradshaw up the middle for -2 yards (tackle by Donte Whitner and Justin Smith),2.330,1.350
4,11:30,3,4,NYG 49,23,3,Eli Manning pass incomplete deep left intended for Victor Cruz,1.350,-0.130
4,11:23,4,4,NYG 49,23,3,"Steve Weatherford punts 40 yards, fair catch by Ted Ginn Jr.",-0.130,0.370
4,11:16,1,10,SFO 11,23,3,Alex Smith pass complete short right to Mario Manningham for 8 yards (tackle by Chase Blackburn),-0.370,0.170
4,10:48,2,2,SFO 19,23,3,Alex Smith pass complete short left to Kyle Williams for 11 yards (tackle by Prince Amukamara),0.170,0.940
4,10:24,1,10,SFO 30,23,3,Alex Smith pass complete short left to Frank Gore for 4 yards (tackle by Stevie Brown),0.940,0.930
4,9:57,2,6,SFO 34,23,3,"Alex Smith pass incomplete short left intended for Vernon Davis. Alex Smith fumbles, recovered by Alex Smith at SFO-28",0.930,0.230
4,9:49,3,6,SFO 34,23,3,Alex Smith sacked by Mathias Kiwanuka for -14 yards,0.230,-2.030
4,9:21,4,20,SFO 20,23,3,"Andy Lee punts 56 yards, returned by Rueben Randle for 7 yards (tackle by Larry Grant). Penalty on Antrel Rolle: Illegal Block Above the Waist, 10 yards",-2.030,0.280
4,9:06,1,10,NYG 14,23,3,Ahmad Bradshaw right guard for 13 yards (tackle by Dashon Goldson),-0.280,0.740
4,8:22,1,10,NYG 27,23,3,Ahmad Bradshaw left guard for 11 yards (tackle by Patrick Willis),0.740,1.470
4,7:40,1,10,NYG 38,23,3,David Wilson left end for 11 yards (tackle by Dashon Goldson and Navorro Bowman),1.470,2.190
4,7:08,1,10,NYG 49,23,3,David Wilson right tackle for 4 yards (tackle by Navorro Bowman),2.190,2.190
4,6:26,2,6,SFO 47,23,3,David Wilson right guard for 4 yards (tackle by Patrick Willis),2.190,2.010
4,5:40,3,2,SFO 43,23,3,David Wilson up the middle for 20 yards (tackle by Tarell Brown),2.010,4.040
4,4:55,1,10,SFO 23,23,3,Ahmad Bradshaw up the middle for 3 yards (tackle by Justin Smith),4.040,3.900
4,4:13,2,7,SFO 20,23,3,Ahmad Bradshaw left guard for 5 yards (tackle by Justin Smith),3.900,0.000
4,3:27,,,,23,3,Timeout #2 by New York Giants,0.000,4.050
4,3:27,3,2,SFO 15,23,3,Ahmad Bradshaw left tackle for no gain (tackle by Ricky Jean-Francois and Navorro Bowman),4.050,2.570
4,2:44,4,2,SFO 15,23,3,"Penalty on Tarell Brown: Defensive Offside, 5 yards (no play)",2.570,0.000
4,2:38,,,,23,3,Timeout #1 by San Francisco 49ers,0.000,4.910
4,2:38,1,10,SFO 10,23,3,David Wilson up the middle for -3 yards (tackle by Dashon Goldson),4.910,0.000
4,2:25,,,,23,3,Timeout #2 by San Francisco 49ers,0.000,3.720
4,2:25,2,13,SFO 13,23,3,David Wilson left tackle for 4 yards (tackle by Patrick Willis),3.720,0.000
4,2:19,,,,23,3,Timeout #3 by San Francisco 49ers,0.000,3.360
4,2:19,3,9,SFO 9,23,3,David Wilson up the middle for -5 yards (tackle by Patrick Willis and Dashon Goldson),3.360,2.510
4,2:00,4,14,SFO 14,26,3,Lawrence Tynes 32 yard field goal good,2.510,3.000
4,1:56,,,NYG 35,26,3,"Lawrence Tynes kicks off 56 yards, touchback",0.000,0.280
4,1:56,1,10,SFO 20,26,3,Kendall Hunter up the middle for 2 yards (tackle by Adrian Tracy),0.280,0.000
4,1:36,2,8,SFO 22,26,3,Colin Kaepernick pass complete deep right to Vernon Davis for 24 yards (tackle by Stevie Brown),0.000,1.990
4,1:29,1,10,SFO 46,26,3,Colin Kaepernick pass complete short left to Kyle Williams for 15 yards (tackle by Prince Amukamara),1.990,0.000
4,1:21,,,,26,3,Timeout #3 by New York Giants,0.000,2.980
4,1:20,1,10,NYG 39,26,3,Colin Kaepernick left end for 7 yards (tackle by Keith Rivers),2.980,3.390
4,1:14,2,3,NYG 32,26,3,Colin Kaepernick pass incomplete short left intended for Mario Manningham (defended by Prince Amukamara),3.390,2.680
4,1:09,3,3,NYG 32,26,3,Colin Kaepernick pass incomplete short left intended for Mario Manningham (defended by Prince Amukamara),2.680,1.290
4,1:04,4,3,NYG 32,26,3,Colin Kaepernick sacked by Adrian Tracy for -6 yards,1.290,-1.470
4,0:57,1,10,NYG 38,26,3,Eli Manning kneels for -1 yards,1.470,0.790
4,0:36,2,11,NYG 37,26,3,Eli Manning kneels for -2 yards,0.790,-0.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
