Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Benny Snell Jr.,PIT,16,41,0,1,5,0.3,36,2.3,2,8.0
Jaylen Samuels,PIT,7,16,0,1,-3,-0.4,19,2.7,1,7.0
Devlin Hodges,PIT,5,34,0,2,33,6.6,1,0.2,0,
Kerrith Whyte Jr,PIT,5,41,0,1,14,2.8,27,5.4,1,5.0
Jordan Berry,PIT,1,-8,0,,-8,-8.0,0,0.0,0,
Diontae Johnson,PIT,1,16,0,1,15,15.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kenyan Drake,ARI,11,37,0,3,21,1.9,16,1.5,0,
Kyler Murray,ARI,6,2,0,0,-10,-1.7,12,2.0,1,6.0
David Johnson,ARI,3,19,0,1,7,2.3,12,4.0,2,1.5
Chase Edmonds,ARI,1,9,0,1,9,9.0,0,0.0,0,
Christian Kirk,ARI,1,4,0,0,2,2.0,2,2.0,0,
