Quarter,Time,Down,ToGo,Location,PIT,ARI,Detail,EPB,EPA
1,3:13,4,5,ARI 25,9,0,"Andy Lee punts 60 yards, returned by Diontae Johnson for 85 yards, touchdown",-1.700,-7.000
1,2:52,,,ARI 15,10,0,Chris Boswell kicks extra point good,0.000,0.000
1,2:52,,,PIT 35,10,0,"Chris Boswell kicks off 64 yards, returned by Pharoh Cooper for 17 yards (tackle by Robert Spillane)",0.000,0.040
1,2:43,1,10,ARI 18,10,0,Kenyan Drake left end for -1 yards (tackle by T.J. Watt),0.040,-0.650
1,2:11,2,11,ARI 17,10,0,Kyler Murray pass complete short left to Kenyan Drake for 5 yards (tackle by Mike Hilton),-0.650,-0.660
1,1:46,3,6,ARI 22,10,0,Kyler Murray sacked by Bud Dupree for -4 yards,-0.660,-2.240
1,1:05,4,10,ARI 18,10,0,"Penalty on Maxx Williams: False Start, 5 yards (no play)",-2.240,-2.490
1,0:52,4,15,ARI 13,10,0,"Andy Lee punts 53 yards, fair catch by Diontae Johnson at PIT-34",-2.490,-1.200
1,0:44,1,10,PIT 34,10,0,"Benny Snell right tackle for no gain (tackle by Tanner Vallejo). Benny Snell fumbles (forced by Tanner Vallejo), recovered by Terrell Suggs at PIT-34",1.200,-3.310
1,0:38,1,10,PIT 34,10,0,Kenyan Drake left tackle for 4 yards (tackle by Steven Nelson and Bud Dupree),3.310,3.310
1,0:04,2,6,PIT 30,10,0,Kyler Murray pass complete short middle to Larry Fitzgerald for 6 yards (tackle by Mike Hilton),3.310,3.970
Quarter,Time,Down,ToGo,Location,PIT,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 24,10,0,Kyler Murray pass complete short left to Christian Kirk for 10 yards (tackle by Steven Nelson),3.970,4.650
2,14:40,1,10,PIT 14,10,0,Kyler Murray pass complete short left to Larry Fitzgerald for 9 yards (tackle by Bud Dupree),4.650,5.670
2,13:59,2,1,PIT 5,10,0,Kenyan Drake up the middle for 2 yards (tackle by Javon Hargrave),5.670,6.510
2,13:29,1,3,PIT 3,10,0,Kyler Murray pass complete short middle to Christian Kirk for no gain (tackle by Steven Nelson),6.510,5.530
2,12:47,2,3,PIT 3,10,0,Kyler Murray left end for -1 yards (tackle by Minkah Fitzpatrick),5.530,4.490
2,12:04,3,4,PIT 4,10,0,Kyler Murray sacked by Vince Williams for -8 yards,4.490,2.630
2,11:19,4,12,PIT 12,10,3,Zane Gonzalez 30 yard field goal good,2.630,3.000
2,11:15,,,ARI 35,10,3,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
2,11:15,1,10,PIT 25,10,3,Devlin Hodges pass complete short right to James Washington for 3 yards (tackle by Jordan Hicks),0.610,0.470
2,10:31,2,7,PIT 28,10,3,Jaylen Samuels up the middle for 2 yards (tackle by Joe Walker),0.470,0.040
2,9:49,3,5,PIT 30,10,3,Devlin Hodges pass complete deep right to Deon Cain for 22 yards (tackle by Byron Murphy),0.040,2.390
2,9:09,1,10,ARI 48,10,3,Benny Snell up the middle for 3 yards (tackle by Jordan Hicks and Corey Peters),2.390,2.250
2,8:30,2,7,ARI 45,10,3,Devlin Hodges sacked by Tanner Vallejo for no gain,2.250,1.550
2,7:45,3,7,ARI 45,10,3,Devlin Hodges pass complete short right to Vance McDonald for 3 yards (tackle by Patrick Peterson),1.550,0.460
2,7:11,4,4,ARI 42,10,3,"Jordan Berry punts 27 yards, fair catch by Pharoh Cooper at ARI-15",0.460,0.220
2,7:03,1,10,ARI 15,10,3,David Johnson up the middle for 6 yards (tackle by Mark Barron),-0.220,0.210
2,6:35,2,4,ARI 21,10,3,Kenyan Drake up the middle for 2 yards (tackle by Mike Hilton and Devin Bush),0.210,-0.390
2,5:53,,,,,,Timeout #1 by Arizona Cardinals,,
2,5:53,3,2,ARI 23,10,3,Kyler Murray pass complete short left to Damiere Byrd for 10 yards (tackle by Mark Barron),-0.390,1.140
2,5:33,1,10,ARI 33,10,3,Kyler Murray pass complete short right to Pharoh Cooper for 5 yards (tackle by Cameron Sutton),1.140,1.270
2,5:02,2,5,ARI 38,10,3,David Johnson right end for 9 yards (tackle by Cameron Heyward),1.270,2.060
2,4:35,1,10,ARI 47,10,3,Kyler Murray pass complete short right to Kenyan Drake for 18 yards (tackle by Joe Haden),2.060,3.250
2,4:09,1,10,PIT 35,10,3,Kenyan Drake up the middle for 10 yards (tackle by Joe Haden),3.250,3.910
2,3:36,1,10,PIT 25,10,3,Kyler Murray pass complete short left to Christian Kirk for 4 yards (tackle by Mark Barron),3.910,3.900
2,3:02,2,6,PIT 21,10,3,Kyler Murray pass complete short middle to David Johnson for 10 yards (tackle by Mike Hilton and Devin Bush),3.900,4.840
2,2:20,1,10,PIT 11,10,3,Kyler Murray pass complete short left to Christian Kirk for 6 yards (tackle by Terrell Edmunds and Vince Williams),4.840,5.280
2,2:00,2,4,PIT 5,10,3,Kyler Murray pass incomplete short middle intended for Larry Fitzgerald,5.280,4.440
2,1:57,3,4,PIT 5,10,9,"Kyler Murray pass complete short left to Charles Clay for 5 yards, touchdown",4.440,7.000
2,1:51,,,PIT 15,10,10,Zane Gonzalez kicks extra point good,0.000,0.000
2,1:51,,,ARI 35,10,10,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
2,1:51,1,10,PIT 25,10,10,Devlin Hodges pass complete short right to James Washington for 12 yards (tackle by Budda Baker),0.610,1.400
2,1:27,1,10,PIT 37,10,10,Devlin Hodges up the middle for 22 yards,1.400,2.850
2,1:19,1,10,ARI 41,10,10,Devlin Hodges pass incomplete short right,2.850,2.310
2,1:14,2,10,ARI 41,10,10,Devlin Hodges pass complete deep right to Diontae Johnson for 18 yards (tackle by Budda Baker),2.310,4.040
2,1:08,1,10,ARI 23,10,10,"Devlin Hodges sacked by Chandler Jones for -13 yards. Devlin Hodges fumbles (forced by Chandler Jones), recovered by Matt Feiler at ARI-36",4.040,1.740
2,1:01,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,1:01,2,23,ARI 36,10,10,Kerrith Whyte up the middle for 10 yards (tackle by Patrick Peterson and Budda Baker),1.740,2.410
2,0:22,3,13,ARI 26,10,10,Devlin Hodges pass complete short middle to Diontae Johnson for 7 yards (tackle by Budda Baker),2.410,2.210
2,0:04,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,0:04,4,6,ARI 19,13,10,Chris Boswell 37 yard field goal good,2.210,3.000
Quarter,Time,Down,ToGo,Location,PIT,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,13,10,"Zane Gonzalez kicks off 65 yards, returned by Kerrith Whyte for 12 yards (tackle by Charles Washington and Dennis Gardeck)",0.000,-0.350
3,14:54,1,10,PIT 12,13,10,Kerrith Whyte up the middle for 5 yards (tackle by Jalen Thompson),-0.350,-0.230
3,14:16,2,5,PIT 17,13,10,Devlin Hodges pass incomplete short left intended for Diontae Johnson,-0.230,-0.840
3,14:12,3,5,PIT 17,13,10,Devlin Hodges left end for 4 yards (tackle by Joe Walker),-0.840,-1.960
3,13:39,4,1,PIT 21,13,10,"Jordan Berry punts 69 yards, returned by Pharoh Cooper for 29 yards (tackle by Robert Spillane)",-1.960,-1.530
3,13:21,1,10,ARI 39,13,10,David Johnson right end for 4 yards (tackle by Mike Hilton),1.530,1.530
3,12:53,2,6,ARI 43,13,10,Kyler Murray pass complete short left to Andy Isabella for 5 yards (tackle by Steven Nelson),1.530,1.490
3,12:19,3,1,ARI 48,13,10,Kyler Murray left end for -7 yards (tackle by Terrell Edmunds),1.490,-0.650
3,11:32,4,8,ARI 41,13,10,Chase Edmonds left end for 9 yards (tackle by Kameron Kelly),-0.650,2.260
3,11:01,1,10,ARI 50,13,10,Kenyan Drake up the middle for 3 yards (tackle by Tyson Alualu),2.260,2.120
3,10:42,2,7,PIT 47,13,10,"Penalty on Justin Pugh: False Start, 5 yards (no play)",2.120,1.440
3,10:17,2,12,ARI 48,13,10,Kyler Murray pass complete short right to Christian Kirk for 13 yards (tackle by Mark Barron),1.440,2.980
3,9:40,1,10,PIT 39,13,10,Kyler Murray left end for 3 yards (tackle by Steven Nelson),2.980,2.850
3,9:01,2,7,PIT 36,13,10,"A.Q. Shipley aborted snap, recovered by Kyler Murray at PIT-43 Kyler Murray pass incomplete short right. Penalty on Tyson Alualu: Defensive Holding, 5 yards (no play)",2.850,3.510
3,8:56,1,10,PIT 31,13,10,Kyler Murray pass complete short right to Larry Fitzgerald for 5 yards (tackle by Terrell Edmunds),3.510,3.640
3,8:13,2,5,PIT 26,13,10,Kyler Murray pass short right intended for Chase Edmonds is intercepted by Joe Haden at PIT-23 and returned for 4 yards,3.640,-0.740
3,8:06,1,10,PIT 27,13,10,Benny Snell right end for 3 yards (tackle by Chandler Jones),0.740,0.600
3,7:24,2,7,PIT 30,13,10,Devlin Hodges pass complete short left to Kerrith Whyte for 9 yards (tackle by Budda Baker),0.600,1.530
3,7:01,1,10,PIT 39,13,10,Benny Snell up the middle for 9 yards (tackle by Patrick Peterson),1.530,2.200
3,6:34,2,1,PIT 48,13,10,Devlin Hodges up the middle for 3 yards (tackle by Joe Walker),2.200,2.320
3,5:50,1,10,ARI 49,13,10,Benny Snell up the middle for 5 yards (tackle by Jordan Hicks),2.320,2.460
3,5:16,2,5,ARI 44,13,10,Jaylen Samuels up the middle for 9 yards (tackle by Joe Walker),2.460,3.250
3,4:37,1,10,ARI 35,13,10,Benny Snell right end for 4 yards (tackle by Jalen Thompson),3.250,3.240
3,3:54,2,6,ARI 31,13,10,"Devlin Hodges pass incomplete short left intended for James Washington. Penalty on Byron Murphy: Defensive Pass Interference, 15 yards (no play)",3.240,4.510
3,3:48,1,10,ARI 16,13,10,Devlin Hodges pass complete short right to Diontae Johnson for 14 yards (tackle by Budda Baker),4.510,6.740
3,2:58,1,2,ARI 2,13,10,"Benny Snell left end for -3 yards (tackle by Terrell Suggs). Penalty on Terrell Suggs: Face Mask (15 Yards), 1 yard (no play)",6.740,6.970
3,2:47,1,1,ARI 1,13,10,Benny Snell up the middle for -1 yards (tackle by Miles Brown),6.970,5.720
3,2:05,2,2,ARI 2,19,10,"Devlin Hodges pass complete short left to Diontae Johnson for 2 yards, touchdown",5.720,7.000
3,2:00,,,ARI 15,20,10,Chris Boswell kicks extra point good,0.000,0.000
3,2:00,,,PIT 35,20,10,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,2:00,1,10,ARI 25,20,10,Christian Kirk up the middle for 4 yards (tackle by Vince Williams and Javon Hargrave),0.610,0.600
3,1:19,2,6,ARI 29,20,10,Kyler Murray pass incomplete deep right,0.600,-0.100
3,1:11,3,6,ARI 29,20,10,Kyler Murray pass complete short middle to Christian Kirk for 14 yards (tackle by Joe Haden),-0.100,1.800
3,0:27,1,10,ARI 43,20,10,Kyler Murray pass complete deep right to Christian Kirk for 31 yards (tackle by Steven Nelson),1.800,3.840
Quarter,Time,Down,ToGo,Location,PIT,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,,,,Timeout #1 by Arizona Cardinals,,
4,15:00,1,10,PIT 26,20,10,Kenyan Drake right end for 9 yards (tackle by Mark Barron),3.840,4.640
4,14:32,2,1,PIT 17,20,10,Kenyan Drake up the middle for 3 yards (tackle by Mark Barron and T.J. Watt),4.640,4.650
4,13:59,1,10,PIT 14,20,10,Kyler Murray pass incomplete short left intended for Chase Edmonds,4.650,4.000
4,13:55,2,10,PIT 14,20,10,Kyler Murray right end for 1 yard (tackle by Vince Williams),4.000,3.260
4,13:18,3,9,PIT 13,20,10,Kyler Murray pass complete short right to Christian Kirk for 7 yards (tackle by Joe Haden),3.260,3.010
4,12:33,4,2,PIT 6,20,10,Kyler Murray pass short right intended for Maxx Williams is intercepted by T.J. Watt at PIT-0 and returned for no gain,3.010,-0.280
4,12:26,1,10,PIT 20,20,10,Benny Snell up the middle for 5 yards (tackle by Jordan Hicks),0.280,0.410
4,11:44,2,5,PIT 25,20,10,Jaylen Samuels up the middle for 3 yards (tackle by Cassius Marsh and Corey Peters),0.410,0.100
4,11:02,3,2,PIT 28,20,10,Devlin Hodges pass complete short middle to James Washington for 8 yards (tackle by Byron Murphy),0.100,1.330
4,10:22,1,10,PIT 36,20,10,Benny Snell up the middle for 2 yards (tackle by Michael Dogbe),1.330,1.060
4,9:41,2,8,PIT 38,20,10,Benny Snell left tackle for no gain (tackle by Tanner Vallejo),1.060,0.370
4,9:01,3,8,PIT 38,20,10,Devlin Hodges pass complete short right to Diontae Johnson for 2 yards (tackle by Patrick Peterson),0.370,-0.720
4,8:13,4,6,PIT 40,20,10,"Jordan Berry up the middle for -8 yards (tackle by Darrell Daniels and Dennis Gardeck). Jordan Berry fumbles (forced by Darrell Daniels), recovered by Dennis Gardeck at PIT-32",-0.720,-3.450
4,8:04,1,10,PIT 32,20,10,Kenyan Drake left end for no gain (tackle by Terrell Edmunds),3.450,2.900
4,7:33,2,10,PIT 32,20,10,Kyler Murray left end for 8 yards (tackle by Steven Nelson),2.900,3.270
4,6:49,3,2,PIT 24,20,16,"Kyler Murray pass complete deep right to David Johnson for 24 yards, touchdown",3.270,7.000
4,6:44,,,PIT 15,20,17,Zane Gonzalez kicks extra point good,0.000,0.000
4,6:44,,,ARI 35,20,17,"Zane Gonzalez kicks off 61 yards, returned by Kerrith Whyte for 12 yards (tackle by Chris Banjo and Chase Edmonds)",0.000,-0.140
4,6:38,1,10,PIT 16,20,17,Devlin Hodges pass complete short right to James Washington for 10 yards (tackle by Patrick Peterson),-0.140,0.670
4,6:04,1,10,PIT 26,20,17,Jaylen Samuels right end for 3 yards (tackle by Chandler Jones),0.670,0.540
4,5:21,2,7,PIT 29,20,17,"Devlin Hodges pass incomplete deep right intended for James Washington. Penalty on Byron Murphy: Defensive Pass Interference, 24 yards (no play)",0.540,2.460
4,5:15,1,10,ARI 47,20,17,Kerrith Whyte right end for 8 yards (tackle by Byron Murphy),2.460,2.990
4,4:35,2,2,ARI 39,20,17,Diontae Johnson left end for 16 yards (tackle by Jalen Thompson),2.990,4.040
4,3:47,1,10,ARI 23,20,17,Benny Snell up the middle for 3 yards (tackle by Tanner Vallejo),4.040,3.900
4,3:03,2,7,ARI 20,20,17,Benny Snell left end for -1 yards (tackle by Tanner Vallejo),3.900,3.070
4,2:16,3,8,ARI 21,20,17,"Penalty on Alejandro Villanueva: False Start, 5 yards (no play)",3.070,2.410
4,2:14,3,13,ARI 26,20,17,Devlin Hodges pass complete deep left to Diontae Johnson for 17 yards (tackle by Budda Baker),2.410,5.140
4,2:00,1,9,ARI 9,20,17,Benny Snell right end for -3 yards (tackle by Michael Dogbe),5.140,3.860
4,1:55,,,,,,Timeout #2 by Arizona Cardinals,,
4,1:55,2,12,ARI 12,20,17,Devlin Hodges pass incomplete short right intended for Diontae Johnson (defended by Chandler Jones),3.860,3.100
4,1:52,3,12,ARI 12,20,17,Kerrith Whyte right end for 5 yards (tackle by Chandler Jones and Jalen Thompson),3.100,2.970
4,1:46,,,,,,Timeout #3 by Arizona Cardinals,,
4,1:46,4,7,ARI 7,23,17,Chris Boswell 25 yard field goal good,2.970,3.000
4,1:42,,,PIT 35,23,17,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,1:42,1,10,ARI 25,23,17,Kyler Murray sacked by Cameron Heyward for -5 yards,0.610,-0.610
4,1:21,2,15,ARI 20,23,17,"Kyler Murray sacked by. Kyler Murray fumbles, recovered by Kyler Murray at ARI-13",-0.610,-2.750
4,0:57,3,22,ARI 13,23,17,Kyler Murray pass incomplete deep middle intended for Larry Fitzgerald,-2.750,-2.490
4,0:48,4,22,ARI 13,23,17,"Penalty on T.J. Watt: Neutral Zone Infraction, 5 yards (no play)",-2.490,-2.240
4,0:48,4,17,ARI 18,23,17,Kyler Murray pass deep middle intended for Christian Kirk is intercepted by Joe Haden at ARI-46 and returned for no gain,-2.240,-2.520
4,0:36,1,10,ARI 46,23,17,Devlin Hodges kneels for -1 yards,2.520,1.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
