Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Antwaan Randle El,PIT,1,16,16.0,0,0,5,85,17.0,0,0
Quincy Morgan,PIT,2,40,20.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Mewelde Moore,MIN,0,0,,0,0,3,41,13.7,0,0
Travis Taylor,MIN,0,0,,0,0,1,0,0.0,0,0
Koren Robinson,MIN,3,79,26.3,0,0,0,0,,0,0
Ciatrick Fason,MIN,2,4,2.0,0,0,0,0,,0,0
