Quarter,Time,Down,ToGo,Location,PIT,MIN,Detail,EPB,EPA
1,9:38,2,7,MIN 39,3,0,Brad Johnson pass incomplete intended for Jim Kleinsasser,1.200,0.500
1,9:34,3,7,MIN 39,3,0,Brad Johnson pass complete to Travis Taylor for 4 yards (tackle by Joey Porter),0.500,-0.520
1,8:58,4,3,MIN 43,3,0,"Chris Kluwe punts 36 yards, returned by Antwaan Randle El for -2 yards (tackle by Will Hunter)",-0.520,-0.150
1,8:48,1,10,PIT 19,3,0,Willie Parker right tackle for -2 yards (tackle by Darrion Scott),0.150,-0.720
1,8:12,2,12,PIT 17,3,0,Willie Parker left end for 2 yards (tackle by Brian Williams),-0.720,-1.070
1,7:33,3,10,PIT 19,3,0,Ben Roethlisberger pass complete to Antwaan Randle El for 20 yards (tackle by Ralph Brown),-1.070,1.530
1,7:00,1,10,PIT 39,3,0,Willie Parker up the middle for 2 yards (tackle by E.J. Henderson and Darrion Scott),1.530,1.260
1,6:20,2,8,PIT 41,3,0,Ben Roethlisberger sacked by Erasmus James for -5 yards,1.260,-0.100
1,5:43,3,13,PIT 36,3,0,Ben Roethlisberger pass incomplete intended for Hines Ward,-0.100,-0.980
1,5:38,4,13,PIT 36,3,0,"Chris Gardocki punts 47 yards, returned by Mewelde Moore for 17 yards (tackle by Ricardo Colclough)",-0.980,-1.200
1,5:25,1,10,MIN 34,3,0,"Penalty on Bryant McKinnie: False Start, 5 yards (no play)",1.200,0.870
1,5:25,1,15,MIN 29,3,0,Brad Johnson pass complete to Marcus Robinson for 17 yards,0.870,1.990
1,4:59,1,10,MIN 46,3,0,"Michael Bennett up the middle for 3 yards. Michael Bennett fumbles, recovered by Michael Bennett at MIN-49",1.990,1.860
1,4:24,2,7,MIN 49,3,0,Mewelde Moore up the middle for 3 yards (tackle by James Farrior),1.860,1.550
1,3:43,3,4,PIT 48,3,0,Brad Johnson pass incomplete intended for Marcus Robinson (defended by Ike Taylor),1.550,0.070
1,3:39,4,4,PIT 48,3,0,"Chris Kluwe punts 43 yards, muffed catch by Antwaan Randle El, recovered by Raonall Smith and returned for no gain",0.070,6.510
1,3:25,1,3,PIT 3,3,0,Brad Johnson pass incomplete intended for Marcus Robinson,6.510,5.530
,,,,,,,"MIN challenged the ruling, and the play was upheld.",,
1,3:21,2,3,PIT 3,3,0,Ciatrick Fason left guard for 2 yards (tackle by Larry Foote),5.530,5.170
1,2:43,3,1,PIT 1,3,0,Ciatrick Fason up the middle for -1 yards (tackle by James Harrison and Troy Polamalu),5.170,3.250
1,2:02,4,2,PIT 2,3,3,Paul Edinger 20 yard field goal good,3.250,3.000
1,,,,MIN 30,3,3,"Paul Edinger kicks off 67 yards, returned by Quincy Morgan for 23 yards (tackle by Richard Owens)",0.000,0.670
1,1:52,1,10,PIT 26,3,3,Ben Roethlisberger pass complete to Hines Ward for no gain,0.670,0.130
1,1:14,2,10,PIT 26,3,3,"Penalty on Pat Williams: Encroachment, 5 yards (no play)",0.130,0.810
1,1:00,2,5,PIT 31,3,3,Willie Parker left tackle for 3 yards (tackle by Darrion Scott and C.J. Mosley),0.810,0.500
1,0:19,3,2,PIT 34,3,3,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Brian Williams),0.500,-1.110
1,0:14,4,2,PIT 34,3,3,"Chris Gardocki punts 58 yards, returned by Mewelde Moore for 18 yards (tackle by Sean Morey)",-1.110,-0.670
1,0:03,1,10,MIN 26,3,3,"Mewelde Moore right end for 1 yard (tackle by Kimo von Oelhoffen). Penalty on Marcus Johnson: Face Mask (15 Yards), 13 yards (no play)",0.670,-0.670
Quarter,Time,Down,ToGo,Location,PIT,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,23,MIN 13,3,3,"Brad Johnson sacked by Clark Haggans for -8 yards. Brad Johnson fumbles (forced by Clark Haggans), recovered by Aaron Smith at MIN-3. Penalty on Kimo von Oelhoffen: Defensive Offside, 5 yards (no play)",-0.670,-0.020
2,14:54,1,18,MIN 18,3,3,"Brad Johnson pass incomplete intended for Koren Robinson. Penalty on Troy Polamalu: Defensive Pass Interfere, 39 yards (no play)",-0.020,2.720
2,14:47,1,10,PIT 43,3,3,Brad Johnson pass incomplete intended for Koren Robinson (defended by Deshea Townsend),2.720,2.180
2,14:40,2,10,PIT 43,3,3,Mewelde Moore right guard for 2 yards (tackle by Clark Haggans),2.180,1.750
2,13:59,3,8,PIT 41,3,3,Brad Johnson pass complete to Koren Robinson for 15 yards (tackle by Bryant McFadden),1.750,3.840
2,13:32,1,10,PIT 26,3,3,Brad Johnson pass complete to Travis Taylor for 6 yards (tackle by Ike Taylor),3.840,4.110
2,13:10,2,4,PIT 20,3,3,"Penalty on Adam Goldberg: False Start, 5 yards (no play)",4.110,3.430
2,12:52,2,9,PIT 25,3,3,Brad Johnson pass complete to Jermaine Wiggins for 4 yards (tackle by Ike Taylor),3.430,3.270
2,12:07,3,5,PIT 21,3,3,"Penalty on Marcus Johnson: False Start, 5 yards (no play)",3.270,2.610
2,11:46,3,10,PIT 26,3,3,Brad Johnson pass complete to Marcus Robinson for 21 yards (tackle by Chris Hope),2.610,6.060
2,11:29,1,5,PIT 5,3,3,Ciatrick Fason up the middle for -1 yards (tackle by Troy Polamalu),6.060,4.950
2,10:48,2,6,PIT 6,3,3,"Brad Johnson pass incomplete intended for Koren Robinson is intercepted by Joey Porter at PIT-5. Penalty on Anthony Herrera: Unnecessary Roughness, 15 yards",4.950,-0.280
2,10:40,1,10,PIT 20,3,3,Ben Roethlisberger pass incomplete intended for Antwaan Randle El (defended by Brian Williams),0.280,-0.270
2,10:32,2,10,PIT 20,3,3,Jerome Bettis right guard for no gain (tackle by Mike Rosenthal and E.J. Henderson),-0.270,-0.960
2,9:46,,,,3,3,Timeout #1 by Pittsburgh Steelers,0.000,-0.960
2,9:46,3,10,PIT 20,3,3,Ben Roethlisberger sacked by Erasmus James for -5 yards,-0.960,-2.440
2,9:13,4,15,PIT 15,3,3,"Chris Gardocki punts 49 yards, fair catch by Mewelde Moore",-2.440,-1.330
2,9:05,1,10,MIN 36,3,3,Brad Johnson pass complete to Jim Kleinsasser for 6 yards (tackle by James Farrior),1.330,1.600
2,8:36,2,4,MIN 42,3,3,Michael Bennett right tackle for 3 yards (tackle by James Farrior and Casey Hampton),1.600,1.290
2,7:56,3,1,MIN 45,3,3,"Penalty on Brad Johnson: False Start, 5 yards (no play)",1.290,0.630
2,7:34,3,6,MIN 40,3,3,Brad Johnson pass complete to Jermaine Wiggins for 5 yards (tackle by Bryant McFadden),0.630,-0.390
2,6:58,4,1,MIN 45,3,3,"Chris Kluwe punts 41 yards, returned by Antwaan Randle El for 72 yards (tackle by Ciatrick Fason)",-0.390,-4.650
2,6:42,1,10,MIN 14,3,3,Jerome Bettis right guard for 5 yards (tackle by Raonall Smith and Spencer Johnson),4.650,4.900
2,6:07,2,5,MIN 9,3,3,Jerome Bettis right guard for 4 yards (tackle by Raonall Smith and Corey Chavous),4.900,4.960
2,5:27,3,1,MIN 5,3,3,Jerome Bettis right guard for 1 yard (tackle by Rod Davis and Corey Chavous),4.960,6.280
2,4:46,1,4,MIN 4,3,3,"Penalty on Kevin Williams: Neutral Zone Infraction, 2 yards (no play)",6.280,6.740
2,4:29,1,2,MIN 2,3,3,Jerome Bettis left guard for -1 yards (tackle by Sam Cowart and Darren Sharper),6.740,5.530
2,3:43,2,3,MIN 3,3,3,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Darrion Scott),5.530,4.720
2,3:37,3,3,MIN 3,9,3,"Ben Roethlisberger left end for 3 yards, touchdown",4.720,7.000
2,,,,MIN 2,10,3,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,10,3,"Jeff Reed kicks off 43 yards, returned by Ciatrick Fason for 4 yards (tackle by Brett Keisel)",0.000,1.000
2,3:27,1,10,MIN 31,10,3,Brad Johnson pass complete to Koren Robinson for 6 yards (tackle by James Farrior),1.000,1.270
2,2:49,2,4,MIN 37,10,3,Michael Bennett right end for -2 yards (tackle by Aaron Smith and James Farrior),1.270,0.300
2,2:06,3,6,MIN 35,10,3,Brad Johnson pass complete to Nate Burleson for 10 yards (tackle by Bryant McFadden),0.300,1.930
2,2:00,1,10,MIN 45,10,3,Brad Johnson pass complete to Mewelde Moore for 8 yards (tackle by Troy Polamalu),1.930,2.460
2,1:37,2,2,PIT 47,10,3,Brad Johnson pass complete to Travis Taylor for 18 yards,2.460,3.640
2,1:32,1,10,PIT 29,10,3,Brad Johnson pass complete to Koren Robinson for 13 yards (tackle by James Farrior),3.640,4.510
2,1:00,1,10,PIT 16,10,3,Brad Johnson sacked for -4 yards,4.510,3.420
2,0:29,2,14,PIT 20,10,3,Brad Johnson pass complete to Mewelde Moore for 1 yard (tackle by Aaron Smith),3.420,2.850
2,0:23,,,,10,3,Timeout #2 by Minnesota Vikings,0.000,2.850
2,0:23,3,13,PIT 19,10,3,Brad Johnson pass incomplete intended for Marcus Robinson is intercepted by Deshea Townsend,2.850,-0.280
2,0:18,1,10,PIT 20,10,3,Ben Roethlisberger kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,PIT,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,10,3,"Jeff Reed kicks off 67 yards, returned by Koren Robinson for 43 yards (tackle by Clint Kriewaldt)",0.000,1.990
3,14:51,1,10,MIN 46,10,3,Michael Bennett right end for 7 yards (tackle by Larry Foote and James Farrior),1.990,2.400
3,14:07,2,3,PIT 47,10,3,Brad Johnson pass complete to Nate Burleson for 14 yards (tackle by Deshea Townsend),2.400,3.380
3,13:31,1,10,PIT 33,10,3,Michael Bennett up the middle for 2 yards (tackle by Clark Haggans),3.380,3.110
3,12:52,2,8,PIT 31,10,3,Michael Bennett up the middle for 9 yards (tackle by Aaron Smith and James Farrior),3.110,4.110
3,12:12,1,10,PIT 22,10,3,Michael Bennett up the middle for -1 yards (tackle by Larry Foote and James Farrior),4.110,3.430
3,11:30,2,11,PIT 23,10,3,Michael Bennett right guard for 3 yards (tackle by Travis Kirschke and Joey Porter),3.430,3.140
3,10:51,3,8,PIT 20,10,3,Brad Johnson up the middle for 6 yards (tackle by Troy Polamalu),3.140,2.630
3,10:08,4,2,PIT 14,10,3,"Paul Edinger 32 yard field goal no good, blocked by Kimo von Oelhoffen, recovered by Ike Taylor",2.630,0.220
3,10:00,1,10,PIT 15,10,3,Willie Parker left end for 4 yards (tackle by Sam Cowart),-0.220,-0.110
3,9:22,2,6,PIT 19,10,3,"Ben Roethlisberger pass incomplete. Penalty on Jeff Hartings: Illegal Touch Pass, 5 yards (no play)",-0.110,-0.820
3,9:17,2,11,PIT 14,10,3,Ben Roethlisberger sacked by Lance Johnstone for -1 yards,-0.820,-1.640
3,8:38,3,12,PIT 13,10,3,Ben Roethlisberger pass complete to Cedrick Wilson for 12 yards (tackle by Fred Smoot),-1.640,0.610
,,,,,,,"PIT challenged the ruling, and the original play was overturned.",,
3,7:53,1,10,PIT 25,10,3,"Penalty on Lance Johnstone: Neutral Zone Infraction, 5 yards (no play)",0.610,1.340
3,7:33,1,5,PIT 30,10,3,Willie Parker right end for 2 yards (tackle by Kevin Williams),1.340,1.010
3,6:57,2,3,PIT 32,10,3,Willie Parker up the middle for 49 yards (tackle by Brian Williams),1.010,4.310
3,6:22,1,10,MIN 19,10,3,"Ben Roethlisberger pass incomplete intended for Dan Kreider. Penalty on Antoine Winfield: Defensive Holding, 5 yards (no play)",4.310,4.650
3,6:14,1,10,MIN 14,10,3,Jerome Bettis left tackle for no gain (tackle by Pat Williams and Rod Davis),4.650,4.000
3,5:36,2,10,MIN 14,10,3,Ben Roethlisberger sacked by Kevin Williams for -5 yards,4.000,2.730
3,4:59,3,15,MIN 19,10,3,"Penalty on Alan Faneca: False Start, 5 yards (no play)",2.730,2.080
3,4:34,3,20,MIN 24,10,3,Verron Haynes up the middle for 2 yards (tackle by Erasmus James and Darrion Scott),2.080,1.990
3,3:52,4,18,MIN 22,13,3,Jeff Reed 41 yard field goal good,1.990,3.000
3,,,,PIT 30,13,3,--,0.000,-3.640
3,3:45,1,10,MIN 29,13,3,Willie Parker left guard for 13 yards (tackle by Corey Chavous),3.640,4.510
3,3:03,1,10,MIN 16,13,3,Jerome Bettis up the middle for 2 yards (tackle by Kevin Williams),4.510,4.210
3,2:23,2,8,MIN 14,13,3,Ben Roethlisberger pass complete to Willie Parker for 7 yards (tackle by Sam Cowart),4.210,4.850
3,1:39,3,1,MIN 7,13,3,"Penalty on Kendall Simmons: False Start, 5 yards (no play)",4.850,3.730
3,1:23,3,6,MIN 12,13,3,Ben Roethlisberger pass complete to Cedrick Wilson for 4 yards (tackle by Antoine Winfield),3.730,2.990
3,0:39,4,2,MIN 8,16,3,Jeff Reed 26 yard field goal good,2.990,3.000
3,,,,PIT 30,16,3,"Jeff Reed kicks off 59 yards, returned by Koren Robinson for 13 yards (tackle by Tyrone Carter)",0.000,0.540
3,0:29,1,10,MIN 24,16,3,Brad Johnson pass incomplete intended for Travis Taylor (defended by Ike Taylor),0.540,0.000
3,0:21,2,10,MIN 24,16,3,Brad Johnson pass complete to Michael Bennett for -5 yards (tackle by Larry Foote),0.000,-1.430
Quarter,Time,Down,ToGo,Location,PIT,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,15,MIN 19,16,3,Brad Johnson pass incomplete intended for Travis Taylor,-1.430,-2.140
4,14:55,4,15,MIN 19,16,3,"Chris Kluwe punts 47 yards, returned by Antwaan Randle El for 7 yards (tackle by Raonall Smith). Penalty on Mike Logan: Illegal Block Above the (Offsetting), Penalty on Ralph Brown: Player Out of Bounds on (Offsetting) (no play)",-2.140,-2.140
4,14:43,4,15,MIN 19,16,3,"Chris Kluwe punts 48 yards, returned by Antwaan Randle El for 12 yards (tackle by Dontarrious Thomas). Penalty on Mike Logan: Offensive Holding, 10 yards",-2.140,-1.270
4,14:31,1,10,PIT 35,16,3,Ben Roethlisberger pass complete to Hines Ward for 11 yards (tackle by Raonall Smith),1.270,1.990
4,13:59,1,10,PIT 46,16,3,Willie Parker right tackle for 1 yard (tackle by Raonall Smith and Sam Cowart),1.990,1.590
4,13:16,2,9,PIT 47,16,3,Willie Parker left tackle for 6 yards (tackle by Kevin Williams),1.590,1.690
4,12:33,3,3,MIN 47,16,3,Antwaan Randle El right end for 2 yards (tackle by Sam Cowart),1.690,0.270
4,12:18,4,1,MIN 45,16,3,"Penalty on Jeff Hartings: False Start, 5 yards (no play)",0.270,-0.060
4,12:03,4,6,MIN 50,16,3,Chris Gardocki punts 48 yards,-0.060,0.380
4,11:51,1,10,MIN 2,18,3,"Michael Bennett for -2 yards, safety. Penalty on Larry Foote: Unsportsmanlike Conduct, 15 yards",-0.380,-2.000
4,,,,MIN 35,18,3,"Chris Kluwe kicks off 48 yards, returned by Antwaan Randle El for 16 yards (tackle by Dovonte Edwards)",0.000,1.140
4,11:39,1,10,PIT 33,18,3,Willie Parker left tackle for no gain (tackle by Pat Williams and Darrion Scott),1.140,0.590
4,11:01,2,10,PIT 33,18,3,"Willie Parker left tackle for 3 yards (tackle by Pat Williams). Penalty on Trai Essex: Offensive Holding, 10 yards (no play)",0.590,-0.760
4,10:32,2,20,PIT 23,18,3,Willie Parker left guard for no gain (tackle by Kevin Williams),-0.760,-1.420
4,9:46,3,20,PIT 23,18,3,Ben Roethlisberger pass complete to Antwaan Randle El for 28 yards (tackle by Antoine Winfield),-1.420,2.320
4,9:13,1,10,MIN 49,18,3,Ben Roethlisberger pass complete to Willie Parker for 9 yards (tackle by Sam Cowart),2.320,3.000
4,8:31,2,1,MIN 40,18,3,Willie Parker right tackle for no gain (tackle by Sam Cowart),3.000,2.280
4,7:47,3,1,MIN 40,18,3,Jerome Bettis up the middle for -1 yards (tackle by Lance Johnstone),2.280,0.530
4,7:02,4,2,MIN 41,18,3,"Chris Gardocki punts 27 yards, muffed catch by Travis Taylor, recovered by Mewelde Moore and returned for no gain",0.530,0.320
4,6:49,1,10,MIN 13,18,3,"Brad Johnson pass incomplete intended for Michael Bennett. Penalty on Clark Haggans: Face Mask (15 Yards), 15 yards (no play)",-0.320,0.810
4,6:43,1,10,MIN 28,18,3,Brad Johnson pass incomplete intended for Koren Robinson,0.810,0.260
4,6:39,2,10,MIN 28,18,3,"Penalty on Mike Rosenthal: False Start, 5 yards (no play)",0.260,-0.410
4,6:39,2,15,MIN 23,18,3,Brad Johnson pass incomplete intended for Koren Robinson,-0.410,-1.090
4,6:33,3,15,MIN 23,18,3,Brad Johnson sacked by Larry Foote for -8 yards,-1.090,-2.440
4,6:08,4,23,MIN 15,18,3,Chris Kluwe punts 46 yards,-2.440,-1.730
4,5:59,1,10,PIT 42,18,3,Willie Parker right end for 1 yard (tackle by Antoine Winfield),1.730,1.320
4,5:14,2,9,PIT 43,18,3,Ben Roethlisberger left end for -3 yards (tackle by Darren Sharper),1.320,0.230
4,4:41,3,12,PIT 40,18,3,Verron Haynes up the middle for 2 yards (tackle by Kevin Williams),0.230,-0.590
4,3:53,4,10,PIT 42,18,3,"Chris Gardocki punts 53 yards, returned by Mewelde Moore for 6 yards (tackle by Clint Kriewaldt)",-0.590,0.370
4,3:43,1,10,MIN 11,18,3,Brad Johnson pass incomplete intended for Nate Burleson,-0.370,-0.780
4,3:38,2,10,MIN 11,18,3,Brad Johnson pass incomplete intended for Michael Bennett,-0.780,-1.420
4,3:34,3,10,MIN 11,18,3,Brad Johnson pass incomplete intended for Jermaine Wiggins (defended by Ike Taylor),-1.420,-2.490
4,3:29,4,10,MIN 11,18,3,Chris Kluwe punts 51 yards,-2.490,-1.470
4,3:15,1,10,PIT 38,18,3,Verron Haynes right tackle for 8 yards (tackle by E.J. Henderson),1.470,2.000
4,2:30,2,2,PIT 46,18,3,Verron Haynes up the middle for 3 yards (tackle by Spencer Johnson),2.000,2.190
4,2:26,,,,18,3,Timeout #1 by Minnesota Vikings,0.000,2.190
4,2:26,1,10,PIT 49,18,3,Verron Haynes left guard for 10 yards (tackle by Darren Sharper),2.190,2.850
4,2:18,,,,18,3,Timeout #2 by Minnesota Vikings,0.000,2.850
4,2:18,1,10,MIN 41,18,3,Verron Haynes right guard for 2 yards (tackle by Corey Chavous and Spencer Johnson),2.850,2.580
4,2:00,2,8,MIN 39,18,3,Verron Haynes left end for 2 yards (tackle by Rod Davis),2.580,2.150
4,1:55,,,,18,3,Timeout #3 by Minnesota Vikings,0.000,2.150
4,1:55,3,6,MIN 37,18,3,Verron Haynes up the middle for 5 yards (tackle by E.J. Henderson),2.150,1.310
4,1:10,4,1,MIN 32,18,3,Verron Haynes left guard for 2 yards (tackle by Rod Davis),1.310,3.580
4,0:29,1,10,MIN 30,18,3,Ben Roethlisberger kneels for -1 yards,3.580,2.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
