Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Dare Ogunbowale,JAX,17,57,1,4,31,1.8,26,1.5,0,
Trevor Lawrence,JAX,6,37,0,2,35,5.8,2,0.3,0,
Tavon Austin,JAX,3,21,0,1,20,6.7,1,0.3,0,
James Robinson,JAX,3,10,0,,6,2.0,4,1.3,0,
Nathan Cottrell,JAX,1,3,0,,0,0.0,3,3.0,1,1.0
Andrew Wingard,JAX,1,4,0,1,3,3.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Michael Carter,NYJ,16,118,0,5,83,5.2,35,2.2,2,8.0
Tevin Coleman,NYJ,14,57,0,3,25,1.8,32,2.3,4,3.5
Zach Wilson,NYJ,4,91,1,3,37,9.3,54,13.5,1,4.0
Braxton Berrios,NYJ,1,3,0,0,2,2.0,1,1.0,0,
Braden Mann,NYJ,1,4,0,,2,2.0,2,2.0,0,
