Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Marvin Jones,JAX,13,8,74,0,5,68,8.5,6,0.8,11.3,0,,1,7.7,0,77.1
Tavon Austin,JAX,7,6,68,0,3,59,9.8,9,1.5,13.0,0,,0,0.0,0,107.1
James O'Shaughnessy,JAX,4,4,49,0,3,36,9.0,13,3.3,9.0,0,,0,0.0,0,117.7
Laquon Treadwell,JAX,5,4,54,0,3,41,10.3,13,3.3,16.0,0,,0,0.0,0,111.7
Jacob Hollister,JAX,2,2,20,0,1,1,0.5,19,9.5,0.5,0,,0,0.0,0,108.3
Dare Ogunbowale,JAX,4,2,15,0,1,4,2.0,11,5.5,1.3,0,,1,25.0,0,59.4
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Braxton Berrios,NYJ,6,5,37,0,4,9,1.8,28,5.6,2.3,1,5.0,0,0.0,0,92.4
Tyler Kroft,NYJ,5,3,29,0,1,21,7.0,8,2.7,4.4,1,3.0,1,20.0,0,76.2
Michael Carter,NYJ,3,2,6,0,0,4,2.0,2,1.0,2.7,0,,0,0.0,0,70.1
Keelan Cole,NYJ,2,2,25,0,1,16,8.0,9,4.5,8.0,0,,0,0.0,0,118.7
Tevin Coleman,NYJ,1,1,4,0,0,0,0.0,4,4.0,0.0,0,,0,0.0,0,83.3
Conor McDermott,NYJ,1,1,1,1,1,1,1.0,0,0.0,1.0,0,,0,0.0,0,118.7
Denzel Mims,NYJ,2,0,0,0,,0,,0,,11.5,0,,0,0.0,0,39.6
Jeff Smith,NYJ,1,0,0,0,,0,,0,,15.0,0,,1,100.0,0,39.6
