Quarter,Time,Down,ToGo,Location,SFO,BAL,Detail,EPB,EPA
1,9:56,1,10,BAL 32,7,0,Lamar Jackson right end for 11 yards (tackle by Dre Greenlaw),1.070,1.800
1,9:24,1,10,BAL 43,7,0,Lamar Jackson pass incomplete short left intended for Patrick Ricard,1.800,1.250
1,9:19,2,10,BAL 43,7,0,Lamar Jackson pass incomplete deep middle intended for Marquise Brown (defended by Fred Warner),1.250,0.560
1,9:14,3,10,BAL 43,7,0,Lamar Jackson pass incomplete deep middle,0.560,-0.520
1,9:08,4,10,BAL 43,7,0,Sam Koch punts 41 yards downed by Chris Moore,-0.520,0.140
1,8:57,1,10,SFO 16,7,0,Tevin Coleman left tackle for 2 yards (tackle by Patrick Onwuasor and Josh Bynes),-0.140,-0.350
1,8:37,2,8,SFO 18,7,0,Jimmy Garoppolo pass complete short right to Tevin Coleman for 9 yards (tackle by Marcus Peters),-0.350,0.740
1,7:57,1,10,SFO 27,7,0,Tevin Coleman right guard for 2 yards (tackle by Patrick Onwuasor),0.740,0.470
1,7:18,2,8,SFO 29,7,0,Tevin Coleman up the middle for 2 yards (tackle by Chris Wormley and L.J. Fort),0.470,0.040
1,6:37,3,6,SFO 31,7,0,"Jimmy Garoppolo sacked by Chuck Clark for -8 yards. Jimmy Garoppolo fumbles (forced by Chuck Clark), recovered by Brandon Williams at SF-23 (tackle by Jeff Wilson)",0.040,-4.040
1,6:28,1,10,SFO 23,7,0,Justice Hill left tackle for 3 yards (tackle by Dre Greenlaw),4.040,3.900
1,5:47,2,7,SFO 20,7,6,"Lamar Jackson pass complete deep middle to Mark Andrews for 20 yards, touchdown",3.900,7.000
1,5:41,,,SFO 15,7,7,Justin Tucker kicks extra point good,0.000,0.000
1,5:41,,,BAL 35,7,7,"Justin Tucker kicks off 61 yards, (tackle by Chris Board)",0.000,0.940
1,5:35,1,10,SFO 30,7,7,Raheem Mostert left end for 6 yards (tackle by Chuck Clark),0.940,1.200
1,5:20,2,4,SFO 36,7,7,Jimmy Garoppolo pass incomplete short right intended for George Kittle (defended by Tyus Bowser),1.200,0.500
1,5:16,3,4,SFO 36,7,7,Jimmy Garoppolo pass complete short right to Emmanuel Sanders for 3 yards (tackle by Marcus Peters),0.500,-0.780
1,4:24,4,1,SFO 39,7,7,Mitch Wishnowsky punts 45 yards downed by Emmanuel Moseley,-0.780,0.140
1,4:13,1,10,BAL 16,7,7,Lamar Jackson right tackle for 11 yards (tackle by Richard Sherman),-0.140,0.740
1,3:31,1,10,BAL 27,7,7,"Penalty on Jullian Taylor: Neutral Zone Infraction, 5 yards (no play)",0.740,1.470
1,3:17,1,5,BAL 32,7,7,Mark Ingram right guard for 4 yards (tackle by Jaquiski Tartt),1.470,1.410
1,2:36,2,1,BAL 36,7,7,Lamar Jackson left guard for 8 yards (tackle by Jullian Taylor),1.410,1.860
1,1:53,1,10,BAL 44,7,7,Lamar Jackson pass complete short left to Gus Edwards for 7 yards (tackle by Fred Warner and Azeez Al-Shaair),1.860,2.260
1,1:29,2,3,SFO 49,7,7,Gus Edwards right guard for 4 yards (tackle by Fred Warner),2.260,2.590
1,0:46,1,10,SFO 45,7,7,Lamar Jackson pass complete short middle to Hayden Hurst for 9 yards (tackle by Dre Greenlaw),2.590,3.260
Quarter,Time,Down,ToGo,Location,SFO,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,SFO 36,7,7,Gus Edwards left tackle for 2 yards (tackle by Dre Greenlaw),3.260,3.310
2,14:18,1,10,SFO 34,7,7,Lamar Jackson pass incomplete short right intended for Hayden Hurst,3.310,2.770
2,14:12,2,10,SFO 34,7,7,Lamar Jackson right end for 7 yards (tackle by Richard Sherman),2.770,3.010
2,13:34,3,3,SFO 27,7,7,"Lamar Jackson pass incomplete short middle intended for Mark Andrews. Penalty on Azeez Al-Shaair: Roughing the Passer, 14 yards (no play)",3.010,4.710
2,13:29,1,10,SFO 13,7,7,Lamar Jackson left end for 11 yards (tackle by DeForest Buckner),4.710,6.740
2,12:51,1,2,SFO 2,7,7,Lamar Jackson pass incomplete short left intended for Nick Boyle,6.740,5.720
2,12:46,2,2,SFO 2,7,7,Mark Ingram up the middle for 1 yard (tackle by Fred Warner and D.J. Jones),5.720,5.170
2,12:02,3,1,SFO 1,7,13,"Lamar Jackson left tackle for 1 yard, touchdown",5.170,7.000
2,11:58,,,SFO 15,7,14,Justin Tucker kicks extra point good,0.000,0.000
2,11:58,,,BAL 35,7,14,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,11:58,1,10,SFO 25,7,14,Deebo Samuel left end for 20 yards (tackle by Marlon Humphrey),0.610,1.930
2,11:23,1,10,SFO 45,7,14,Raheem Mostert right guard for no gain (tackle by Josh Bynes),1.930,1.380
2,10:43,2,10,SFO 45,7,14,Jimmy Garoppolo pass complete short middle to Jeff Wilson for 7 yards (tackle by Chuck Clark),1.380,1.620
2,10:03,3,3,BAL 48,7,14,Jimmy Garoppolo pass complete short middle to Emmanuel Sanders for 8 yards (tackle by Marlon Humphrey),1.620,2.920
2,9:22,1,10,BAL 40,13,14,"Raheem Mostert right tackle for 40 yards, touchdown",2.920,7.000
2,9:12,,,BAL 15,14,14,Robbie Gould kicks extra point good,0.000,0.000
2,9:12,,,SFO 35,14,14,"Mitch Wishnowsky kicks off 54 yards, returned by De'Anthony Thomas for 14 yards (tackle by Marcell Harris)",0.000,0.610
2,9:05,1,10,BAL 25,14,14,Lamar Jackson pass complete short middle to Mark Andrews for 18 yards (tackle by Dre Greenlaw),0.610,1.800
2,8:31,1,10,BAL 43,14,14,Mark Ingram right guard for 8 yards (tackle by DeForest Buckner),1.800,2.330
2,7:51,2,2,SFO 49,14,14,Mark Ingram left guard for 3 yards (tackle by Arik Armstead and Jullian Taylor),2.330,2.520
2,7:07,1,10,SFO 46,14,14,Lamar Jackson sacked by DeForest Buckner for no gain,2.520,1.980
2,6:23,2,10,SFO 46,14,14,Gus Edwards right guard for 4 yards (tackle by Azeez Al-Shaair and Fred Warner),1.980,1.820
2,5:38,3,6,SFO 42,14,14,Lamar Jackson right guard for 4 yards (tackle by Richard Sherman),1.820,0.720
2,5:03,,,,,,Timeout #1 by Baltimore Ravens,,
2,5:03,4,2,SFO 38,14,14,Lamar Jackson pass complete short left to Hayden Hurst for 2 yards (tackle by Richard Sherman),0.720,3.180
2,4:41,1,10,SFO 36,14,14,Gus Edwards right guard for 3 yards (tackle by Richard Sherman),3.180,3.040
2,4:03,2,7,SFO 33,14,14,"Lamar Jackson pass complete short middle to Nick Boyle for 4 yards (tackle by Jimmie Ward). Penalty on Sheldon Day: Roughing the Passer, 15 yards",3.040,4.650
2,3:32,1,10,SFO 14,14,14,Mark Ingram right guard for 1 yard (tackle by Fred Warner),4.650,4.160
2,2:53,2,9,SFO 13,14,14,Lamar Jackson pass complete short right to Mark Ingram for 1 yard (tackle by Dre Greenlaw),4.160,3.430
2,2:05,3,8,SFO 12,14,14,Lamar Jackson pass incomplete short middle intended for Mark Andrews,3.430,2.630
2,2:01,4,8,SFO 12,14,17,Justin Tucker 30 yard field goal good,2.630,3.000
2,1:58,,,BAL 35,14,17,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,1:58,1,10,SFO 25,14,17,Raheem Mostert left guard for 19 yards (tackle by Brandon Carr),0.610,1.860
2,1:20,1,10,SFO 44,14,17,"Jimmy Garoppolo pass complete short right to George Kittle for 11 yards (tackle by Earl Thomas). Penalty on Emmanuel Sanders: Illegal Block Above the Waist, 10 yards (no play)",1.860,1.200
2,1:13,1,20,SFO 34,14,17,Jimmy Garoppolo pass complete short left to Deebo Samuel for 8 yards (tackle by Jimmy Smith),1.200,1.050
2,0:32,2,12,SFO 42,14,17,Raheem Mostert left tackle for 16 yards (tackle by Jimmy Smith),1.050,2.790
2,0:26,1,10,BAL 42,14,17,"Jimmy Garoppolo pass complete short right to Kendrick Bourne for 5 yards (tackle by Brandon Carr). Penalty on Jaylon Ferguson: Defensive Offside, 5 yards (no play)",2.790,3.520
2,0:20,1,5,BAL 37,14,17,Jimmy Garoppolo left guard for 1 yard (tackle by Michael Pierce),3.520,3.050
2,0:15,,,,,,Timeout #1 by San Francisco 49ers,,
2,0:15,2,4,BAL 36,14,17,Jimmy Garoppolo pass incomplete short left intended for Emmanuel Sanders,3.050,2.340
2,0:10,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:10,3,4,BAL 36,14,17,Jimmy Garoppolo pass complete short right to Raheem Mostert for 3 yards (tackle by Chuck Clark and L.J. Fort),2.340,1.210
2,0:04,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:04,4,1,BAL 33,14,17,Robbie Gould 51 yard field goal no good,1.210,1.600
Quarter,Time,Down,ToGo,Location,SFO,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,14,17,,0.000,0.610
3,15:00,1,10,BAL 25,14,17,Mark Ingram right tackle for 9 yards (tackle by Fred Warner and Dre Greenlaw),0.610,1.280
3,14:23,2,1,BAL 34,14,17,Mark Ingram right guard for 10 yards (tackle by Jaquiski Tartt),1.280,1.860
3,14:03,1,10,BAL 44,14,17,Lamar Jackson right tackle for 13 yards (tackle by Richard Sherman),1.860,2.720
3,13:26,1,10,SFO 43,14,17,Gus Edwards right guard for 2 yards (tackle by Fred Warner),2.720,2.450
3,12:49,2,8,SFO 41,14,17,Mark Ingram up the middle for 7 yards (tackle by DeForest Buckner),2.450,2.680
3,12:13,3,1,SFO 34,14,17,"Lamar Jackson left end for 14 yards (tackle by Marcell Harris). Lamar Jackson fumbles (forced by Marcell Harris), recovered by Marcell Harris at SF-17 and returned for 3 yards (tackle by Ronnie Stanley)",2.680,-0.280
3,12:03,1,10,SFO 20,14,17,Raheem Mostert left tackle for 4 yards (tackle by Chuck Clark),0.280,0.270
3,11:26,2,6,SFO 24,14,17,Raheem Mostert right tackle for 18 yards (tackle by Earl Thomas),0.270,1.730
3,10:58,1,10,SFO 42,14,17,Raheem Mostert right tackle for 9 yards (tackle by Chris Wormley),1.730,2.400
3,10:19,2,1,BAL 49,14,17,Raheem Mostert left guard for 1 yard (tackle by Brandon Williams),2.400,2.390
3,9:35,1,10,BAL 48,14,17,Raheem Mostert up the middle for 5 yards (tackle by Chris Wormley and Matt Judon),2.390,2.520
3,8:54,2,5,BAL 43,14,17,Jimmy Garoppolo pass complete short left to George Kittle for 4 yards (tackle by Marlon Humphrey),2.520,2.340
3,8:11,3,1,BAL 39,14,17,Jimmy Garoppolo up the middle for 1 yard (tackle by Josh Bynes),2.340,3.050
3,7:32,1,10,BAL 38,14,17,Tevin Coleman left guard for no gain (tackle by L.J. Fort),3.050,2.510
3,6:47,2,10,BAL 38,14,17,Jimmy Garoppolo pass complete short right to Kendrick Bourne for 4 yards (tackle by Marlon Humphrey),2.510,2.340
3,6:05,3,6,BAL 34,14,17,Raheem Mostert right tackle for 5 yards (tackle by Marcus Peters and Brandon Carr),2.340,1.620
3,5:19,,,,,,Timeout #1 by San Francisco 49ers,,
3,5:19,4,1,BAL 29,14,17,"Jimmy Garoppolo pass incomplete short left intended for Emmanuel Sanders. Penalty on Marlon Humphrey: Defensive Pass Interference, 13 yards (no play)",1.620,4.510
3,5:14,1,10,BAL 16,14,17,George Kittle right end for -3 yards (tackle by Matt Judon),4.510,3.520
3,4:29,2,13,BAL 19,14,17,Jimmy Garoppolo pass complete short middle to Raheem Mostert for 5 yards (tackle by Patrick Onwuasor),3.520,3.370
3,3:46,3,8,BAL 14,14,17,Jimmy Garoppolo pass incomplete short right intended for Emmanuel Sanders,3.370,2.510
3,3:41,4,8,BAL 14,17,17,Robbie Gould 32 yard field goal good,2.510,3.000
3,3:37,,,SFO 35,17,17,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,3:37,1,10,BAL 25,17,17,Lamar Jackson pass complete short left to Mark Ingram for 2 yards (tackle by Fred Warner),0.610,0.330
3,2:54,2,8,BAL 27,17,17,Lamar Jackson right end for 11 yards (tackle by Jimmie Ward),0.330,1.470
3,2:39,1,10,BAL 38,17,17,Mark Ingram left tackle for 1 yard (tackle by Arik Armstead),1.470,1.060
3,2:20,2,9,BAL 39,17,17,Mark Ingram right tackle for -2 yards (tackle by Jullian Taylor),1.060,0.100
3,1:46,3,11,BAL 37,17,17,Lamar Jackson pass incomplete deep middle intended for Mark Andrews (defended by Jimmie Ward),0.100,-0.910
3,1:43,4,11,BAL 37,17,17,Sam Koch punts 62 yards,-0.910,0.380
3,1:31,1,10,SFO 1,17,17,Raheem Mostert up the middle for 3 yards (tackle by Domata Peko and Jihad Ward),-0.380,-0.560
3,0:50,2,7,SFO 4,17,17,Raheem Mostert right tackle for 3 yards (tackle by Josh Bynes),-0.560,-0.720
3,0:17,3,4,SFO 7,17,17,Jimmy Garoppolo pass complete short middle to Emmanuel Sanders for 12 yards (tackle by Marlon Humphrey),-0.720,0.150
Quarter,Time,Down,ToGo,Location,SFO,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 19,17,17,"Penalty on Kyle Juszczyk: False Start, 5 yards (no play)",0.150,-0.390
4,15:00,1,15,SFO 14,17,17,Jimmy Garoppolo pass complete deep left to Emmanuel Sanders for 18 yards (tackle by Jimmy Smith),-0.390,1.070
4,14:20,1,10,SFO 32,17,17,Raheem Mostert right tackle for -3 yards (tackle by Josh Bynes),1.070,0.120
4,13:34,2,13,SFO 29,17,17,"Penalty on SFO: Delay of Game, 5 yards (no play)",0.120,-0.550
4,13:20,2,18,SFO 24,17,17,Jimmy Garoppolo pass complete short middle to Kendrick Bourne for 8 yards (tackle by Marlon Humphrey),-0.550,-0.160
4,12:40,3,10,SFO 32,17,17,Jimmy Garoppolo pass incomplete short left intended for Deebo Samuel. Penalty on George Kittle: Offensive Holding (Declined),-0.160,-1.240
4,12:34,4,10,SFO 32,17,17,"Mitch Wishnowsky punts 45 yards, returned by De'Anthony Thomas for 18 yards (tackle by Mark Nzeocha)",-1.240,-1.660
4,12:21,1,10,BAL 41,17,17,Lamar Jackson left tackle for 2 yards (tackle by Ahkello Witherspoon),1.660,1.390
4,11:52,2,8,BAL 43,17,17,Lamar Jackson pass complete short right to Willie Snead for 12 yards (tackle by Richard Sherman),1.390,2.590
4,11:14,1,10,SFO 45,17,17,Mark Ingram up the middle for 3 yards (tackle by Fred Warner and Arik Armstead),2.590,2.450
4,10:34,2,7,SFO 42,17,17,Lamar Jackson pass complete short left to Patrick Ricard for 2 yards (tackle by Azeez Al-Shaair and Jullian Taylor),2.450,2.010
4,9:46,3,5,SFO 40,17,17,Lamar Jackson pass incomplete short middle intended for Seth Roberts,2.010,0.590
4,9:41,4,5,SFO 40,17,17,Lamar Jackson pass incomplete short middle intended for Mark Andrews (defended by Fred Warner),0.590,-1.600
4,9:38,1,10,SFO 40,17,17,Raheem Mostert left tackle for 3 yards (tackle by Earl Thomas),1.600,1.460
4,9:16,2,7,SFO 43,17,17,Jimmy Garoppolo pass complete short middle to George Kittle for 13 yards (tackle by Marlon Humphrey),1.460,2.650
4,8:36,1,10,BAL 44,17,17,Raheem Mostert right guard for 3 yards (tackle by Chuck Clark),2.650,2.520
4,7:58,2,7,BAL 41,17,17,Raheem Mostert right tackle for 3 yards (tackle by Matt Judon),2.520,2.210
4,7:15,3,4,BAL 38,17,17,Raheem Mostert right tackle for 3 yards (tackle by Brandon Carr),2.210,1.000
4,6:33,,,,,,Timeout #2 by San Francisco 49ers,,
4,6:33,4,1,BAL 35,17,17,Jimmy Garoppolo pass incomplete short middle intended for George Kittle (defended by Chris Wormley),1.000,-1.270
4,6:28,1,10,BAL 35,17,17,Mark Ingram right guard for 4 yards (tackle by Dre Greenlaw and DeForest Buckner),1.270,1.260
4,5:50,2,6,BAL 39,17,17,Lamar Jackson pass complete short left to Seth Roberts for 5 yards (tackle by Ahkello Witherspoon),1.260,1.220
4,5:13,3,1,BAL 44,17,17,Gus Edwards right guard for no gain (tackle by Fred Warner),1.220,-0.460
4,4:39,4,1,BAL 44,17,17,Lamar Jackson right guard for 3 yards (tackle by Jimmie Ward and Sheldon Day),-0.460,2.060
4,4:04,1,10,BAL 47,17,17,Lamar Jackson left tackle for 2 yards (tackle by Nick Bosa),2.060,1.790
4,3:25,2,8,BAL 49,17,17,Lamar Jackson pass complete short left to Mark Andrews for 12 yards (tackle by Jimmie Ward),1.790,2.980
4,2:41,1,10,SFO 39,17,17,"Gus Edwards right guard for 6 yards (tackle by Fred Warner) Penalty on BAL: Illegal Formation, 5 yards (no play)",2.980,2.650
4,2:34,1,15,SFO 44,17,17,Lamar Jackson pass complete short middle to Hayden Hurst for 10 yards (tackle by Fred Warner),2.650,3.120
4,2:23,,,,,,Timeout #3 by San Francisco 49ers,,
4,2:23,2,5,SFO 34,17,17,Mark Ingram left guard for 4 yards (tackle by Marcell Harris and Solomon Thomas),3.120,2.940
4,2:00,3,1,SFO 30,17,17,Lamar Jackson left guard for 2 yards (tackle by Jimmie Ward and Marcell Harris),2.940,3.710
4,1:20,1,10,SFO 28,17,17,Lamar Jackson left end for -3 yards (tackle by Jimmie Ward),3.710,2.760
4,0:36,2,13,SFO 31,17,17,Mark Ingram left tackle for no gain (tackle by Arik Armstead and Marcell Harris),2.760,2.080
4,0:03,,,,,,Timeout #2 by Baltimore Ravens,,
4,0:03,3,13,SFO 31,17,20,Justin Tucker 49 yard field goal good,2.080,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
