Player,Pos
Christian Ponder,QB
Adrian Peterson,HB
Jerome Simpson,WR
Percy Harvin,WR
John Carlson,TE
Kyle Rudolph,TE
Matt Kalil,LT
Charlie Johnson,LG
John Sullivan,C
Brandon Fusco,RG
Phil Loadholt,RT
Brian Robison,LDE
Kevin Williams,UT
Letroy Guion,NT
Jared Allen,RDE
Chad Greenway,SLB
Jasper Brinkley,MLB
Erin Henderson,WLB
Josh Robinson,LCB
Chris Cook,RCB
Jamarca Sanford,SS
Harrison Smith,FS
