Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Clyde Edwards-Helaire,KAN,10,38,0,2,17,1.7,21,2.1,5,2.0
Patrick Mahomes,KAN,6,54,0,4,38,6.3,16,2.7,0,
Darwin Thompson,KAN,4,21,0,2,14,3.5,7,1.8,0,
Mecole Hardman,KAN,1,3,0,0,3,3.0,0,0.0,0,
Tyreek Hill,KAN,1,9,0,0,9,9.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joshua Kelley,LAC,23,64,0,4,29,1.3,35,1.5,1,23.0
Austin Ekeler,LAC,16,93,0,6,36,2.3,57,3.6,5,3.2
Justin Herbert,LAC,4,18,1,3,6,1.5,12,3.0,1,4.0
Joe Reed,LAC,1,8,0,,2,2.0,6,6.0,1,1.0
