Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss, Chargers to receive the opening kickoff.",,
1,15:00,,,KAN 35,0,0,"Harrison Butker kicks off 60 yards, returned by Joe Reed for 16 yards (tackle by Nick Keizer)",0.000,0.340
1,14:54,1,10,LAC 21,0,0,Austin Ekeler up the middle for 9 yards (tackle by Damien Wilson and Ben Niemann),0.340,1.020
1,14:20,2,1,LAC 30,0,0,Austin Ekeler up the middle for 9 yards (tackle by Anthony Hitchens),1.020,1.530
1,13:46,1,10,LAC 39,0,0,Justin Herbert pass incomplete deep right intended for Keenan Allen,1.530,0.990
1,13:40,2,10,LAC 39,0,0,Justin Herbert pass complete short right to Joshua Kelley for 35 yards (tackle by Juan Thornhill and Tyrann Mathieu),0.990,3.840
1,12:59,1,10,KAN 26,0,0,Joshua Kelley left end for 6 yards (tackle by Anthony Hitchens),3.840,4.110
1,12:14,2,4,KAN 20,0,0,Justin Herbert pass incomplete short right intended for Jalen Guyton (defended by Tanoh Kpassagnon),4.110,3.400
1,12:10,3,4,KAN 20,0,0,Justin Herbert pass complete deep left to Austin Ekeler for 16 yards (tackle by Juan Thornhill),3.400,6.280
1,11:28,1,4,KAN 4,0,6,"Justin Herbert right end for 4 yards, touchdown. Penalty on Michael Danna: Defensive Holding (Declined)",6.280,7.000
1,11:23,,,KAN 15,0,7,Michael Badgley kicks extra point good,0.000,0.000
1,11:23,,,LAC 35,0,7,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
1,11:23,1,10,KAN 25,0,7,Clyde Edwards-Helaire up the middle for 17 yards (tackle by Joey Bosa),0.610,1.730
1,10:46,1,10,KAN 42,0,7,Clyde Edwards-Helaire left tackle for 5 yards (tackle by Kenneth Murray and Justin Jones),1.730,1.860
1,10:07,2,5,KAN 47,0,7,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill (defended by Michael Davis),1.860,1.160
1,10:03,3,5,KAN 47,0,7,Patrick Mahomes pass incomplete short right intended for Tyreek Hill,1.160,-0.260
1,9:59,4,5,KAN 47,0,7,"Tommy Townsend punts 38 yards, fair catch by Desmond King at LAC-15",-0.260,0.220
1,9:50,1,10,LAC 15,0,7,Justin Herbert pass complete short left to Keenan Allen for 14 yards (tackle by Tyrann Mathieu and Juan Thornhill),-0.220,0.870
1,9:11,1,10,LAC 29,0,7,Joshua Kelley up the middle for 3 yards (tackle by Tanoh Kpassagnon),0.870,0.730
1,8:38,2,7,LAC 32,0,7,Justin Herbert pass complete short right to Austin Ekeler for 10 yards (tackle by Daniel Sorensen),0.730,1.730
1,8:04,1,10,LAC 42,0,7,Joshua Kelley left guard for 5 yards (tackle by Damien Wilson),1.730,1.860
1,7:27,2,5,LAC 47,0,7,Joshua Kelley up the middle for 3 yards (tackle by Frank Clark),1.860,1.550
1,7:09,3,2,LAC 50,0,7,Joshua Kelley left guard for no gain (tackle by Chris Jones),1.550,-0.060
1,6:33,4,2,LAC 50,0,7,"Ty Long punts 39 yards, fair catch by Mecole Hardman at KC-11",-0.060,0.370
1,6:24,1,10,KAN 11,0,7,Patrick Mahomes pass complete short right to Travis Kelce for 13 yards (tackle by Kenneth Murray and Rayshawn Jenkins),-0.370,0.540
1,5:45,1,10,KAN 24,0,7,Clyde Edwards-Helaire left tackle for no gain (tackle by Isaac Rochell and Kyzir White),0.540,0.000
1,5:13,2,10,KAN 24,0,7,Patrick Mahomes pass incomplete short right,0.000,-0.690
1,5:05,3,10,KAN 24,0,7,Patrick Mahomes pass incomplete deep right intended for Travis Kelce,-0.690,-1.770
1,4:59,4,10,KAN 24,0,7,"Tommy Townsend punts 42 yards, returned by Desmond King for 3 yards (tackle by Dorian O'Daniel)",-1.770,-1.400
1,4:49,1,10,LAC 37,0,7,Austin Ekeler right end for 1 yard (tackle by Ben Niemann and Anthony Hitchens),1.400,0.990
1,4:12,2,9,LAC 38,0,7,Justin Herbert pass complete short right to Hunter Henry for 12 yards (tackle by Damien Wilson and Rashad Fenton),0.990,2.260
1,3:39,1,10,LAC 50,0,7,"Justin Herbert pass incomplete deep left intended for Mike Williams. Penalty on Chris Jones: Defensive Offside, 5 yards (no play)",2.260,2.990
1,3:31,1,5,KAN 45,0,7,Joshua Kelley left tackle for 3 yards (tackle by Tershawn Wharton),2.990,2.790
1,2:58,2,2,KAN 42,0,7,Joshua Kelley up the middle for 3 yards (tackle by Anthony Hitchens),2.790,2.980
1,2:22,1,10,KAN 39,0,7,Justin Herbert pass incomplete deep middle intended for Mike Williams (defended by Tyrann Mathieu),2.980,2.440
1,2:15,2,10,KAN 39,0,7,Austin Ekeler left guard for 5 yards (tackle by Daniel Sorensen),2.440,2.410
1,1:38,3,5,KAN 34,0,7,Justin Herbert pass incomplete short left intended for Keenan Allen,2.410,1.070
1,1:34,4,5,KAN 34,0,7,Justin Herbert pass incomplete deep left intended for Hunter Henry,1.070,-1.200
1,1:28,1,10,KAN 34,0,7,"Tyreek Hill left end for 9 yards (tackle by Nasir Adderley). Penalty on Sammy Watkins: Offensive Holding, 10 yards",1.200,1.140
1,1:03,1,11,KAN 33,0,7,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 1 yard (tackle by Kenneth Murray),1.140,0.660
1,0:15,2,10,KAN 34,0,7,Patrick Mahomes pass incomplete short left intended for Tyreek Hill,0.660,-0.030
1,0:11,3,10,KAN 34,0,7,Patrick Mahomes pass incomplete short left intended for Travis Kelce,-0.030,-1.110
1,0:06,4,10,KAN 34,0,7,Tommy Townsend punts 32 yards out of bounds,-1.110,-1.200
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,LAC 34,0,7,Austin Ekeler right end for 3 yards (tackle by Anthony Hitchens),1.200,1.060
2,14:24,2,7,LAC 37,0,7,Justin Herbert pass complete short right to Keenan Allen for 5 yards (tackle by L'Jarius Sneed),1.060,1.030
2,13:44,3,2,LAC 42,0,7,Justin Herbert pass incomplete short left intended for Hunter Henry,1.030,-0.590
2,13:39,4,2,LAC 42,0,7,Ty Long punts 31 yards downed by Cole Mazza,-0.590,-0.740
2,13:27,1,10,KAN 27,0,7,Patrick Mahomes pass complete short left to Darrel Williams for 12 yards (tackle by Rayshawn Jenkins and Kyzir White),0.740,1.530
2,12:54,1,10,KAN 39,0,7,Darwin Thompson right end for 14 yards (tackle by Linval Joseph),1.530,2.460
2,12:16,1,10,LAC 47,0,7,Darwin Thompson right end for 3 yards (tackle by Linval Joseph),2.460,2.320
2,11:39,2,7,LAC 44,0,7,Patrick Mahomes pass incomplete short left intended for Travis Kelce,2.320,1.620
2,11:33,3,7,LAC 44,0,7,Patrick Mahomes up the middle for 15 yards (tackle by Nasir Adderley),1.620,3.640
2,10:53,1,10,LAC 29,0,7,Patrick Mahomes pass complete short right to Travis Kelce for 5 yards (tackle by Chris Harris),3.640,3.780
2,10:18,2,5,LAC 24,0,7,Patrick Mahomes pass incomplete short right intended for Clyde Edwards-Helaire,3.780,3.070
2,10:13,3,5,LAC 24,0,7,Patrick Mahomes right end for 10 yards (tackle by Kyzir White),3.070,4.650
2,9:40,1,10,LAC 14,0,7,Clyde Edwards-Helaire right end for 4 yards (tackle by Denzel Perryman and Michael Davis),4.650,4.710
2,8:57,2,6,LAC 10,6,7,"Patrick Mahomes pass complete short right to Travis Kelce for 10 yards, touchdown, touchdown",4.710,7.000
2,8:51,,,LAC 15,6,7,"Harrison Butker kicks extra point good. Penalty on James Winchester: Offensive Holding, 10 yards (no play)",0.000,0.000
2,8:51,,,LAC 25,6,7,Harrison Butker kicks extra point blocked by Jerry Tillery,0.000,-1.000
2,8:51,,,KAN 35,6,7,"Harrison Butker kicks off 64 yards, returned by Joe Reed for 28 yards (tackle by Darwin Thompson)",0.000,0.870
2,8:45,1,10,LAC 29,6,7,Austin Ekeler left guard for 13 yards (tackle by Anthony Hitchens),0.870,1.730
2,8:08,1,10,LAC 42,6,7,Joshua Kelley up the middle for 5 yards (tackle by Derrick Nnadi and Frank Clark),1.730,1.860
2,7:35,2,5,LAC 47,6,7,Joshua Kelley right guard for 3 yards (tackle by Derrick Nnadi and Damien Wilson),1.860,1.550
