Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
2,6:58,3,2,LAC 50,6,7,Justin Herbert right end for 1 yard (tackle by Damien Wilson),1.550,0.000
2,6:30,4,1,KAN 49,6,7,Joshua Kelley up the middle for 1 yard (tackle by Anthony Hitchens),0.000,2.390
2,5:52,1,10,KAN 48,6,7,Justin Herbert pass complete short middle to Austin Ekeler for 22 yards (tackle by Anthony Hitchens and Derrick Nnadi),2.390,3.840
2,5:19,1,10,KAN 26,6,7,Austin Ekeler up the middle for 7 yards (tackle by Willie Gay and Tyrann Mathieu),3.840,4.270
2,4:40,2,3,KAN 19,6,7,Austin Ekeler right guard for 9 yards (tackle by L'Jarius Sneed),4.270,4.910
2,4:02,1,10,KAN 10,6,7,Joshua Kelley up the middle for no gain (tackle by Tershawn Wharton),4.910,4.190
2,3:21,2,10,KAN 10,6,7,"Justin Herbert pass incomplete short middle intended for Keenan Allen. Penalty on Sam Tevi: Offensive Holding, 10 yards (no play)",4.190,3.000
2,3:17,2,20,KAN 20,6,7,Justin Herbert pass complete short right to Keenan Allen for 6 yards (tackle by Tanoh Kpassagnon),3.000,3.000
2,2:37,3,14,KAN 14,6,13,"Justin Herbert pass complete short left to Jalen Guyton for 14 yards, touchdown",3.000,7.000
2,2:30,,,KAN 15,6,14,Michael Badgley kicks extra point good,0.000,0.000
2,2:30,,,LAC 35,6,14,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
2,2:30,1,10,KAN 25,6,14,Patrick Mahomes pass incomplete short right,0.610,0.060
2,2:24,2,10,KAN 25,6,14,Patrick Mahomes pass complete short middle to Clyde Edwards-Helaire for 6 yards (tackle by Kenneth Murray),0.060,0.170
2,2:00,3,4,KAN 31,6,14,Patrick Mahomes pass complete short right to Travis Kelce for 7 yards (tackle by Kenneth Murray),0.170,1.470
2,1:43,1,10,KAN 38,6,14,Patrick Mahomes pass incomplete short right intended for Tyreek Hill,1.470,0.920
2,1:39,2,10,KAN 38,6,14,Patrick Mahomes pass complete short left to Demarcus Robinson for 6 yards (tackle by Chris Harris and Casey Hayward),0.920,1.020
2,1:19,3,4,KAN 44,6,14,"Patrick Mahomes left end for 16 yards (tackle by Rayshawn Jenkins). Penalty on Kelechi Osemele: Offensive Holding, 10 yards (no play)",1.020,-0.290
2,1:11,3,14,KAN 34,6,14,"Patrick Mahomes pass incomplete deep right intended for Tyreek Hill (defended by Nasir Adderley). Penalty on Joey Bosa: Defensive Offside, 5 yards (no play)",-0.290,0.370
2,1:05,3,9,KAN 39,6,14,Patrick Mahomes pass incomplete short middle intended for Travis Kelce (defended by Chris Harris),0.370,-0.780
2,1:01,,,,,,Timeout #1 by Los Angeles Chargers,,
2,1:01,4,9,KAN 39,6,14,"Tommy Townsend punts 54 yards, fair catch by Desmond King at LAC-7",-0.780,0.380
2,0:53,1,10,LAC 7,6,14,Austin Ekeler left tackle for 5 yards (tackle by Ben Niemann and Tershawn Wharton),-0.380,-0.420
2,0:49,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:49,2,5,LAC 12,6,14,Austin Ekeler right tackle for 8 yards (tackle by Ben Niemann),-0.420,0.280
2,0:31,1,10,LAC 20,6,14,Justin Herbert pass complete short middle to Hunter Henry for 11 yards (tackle by Ben Niemann and Tedric Thompson),0.280,1.000
2,0:26,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:26,1,10,LAC 31,6,14,Justin Herbert pass complete short middle to Joshua Kelley for 14 yards (tackle by Ben Niemann),1.000,1.930
2,0:19,,,,,,Timeout #3 by Los Angeles Chargers,,
2,0:19,1,10,LAC 45,6,14,Justin Herbert pass complete short right to Mike Williams for 8 yards (tackle by Ben Niemann),1.930,2.460
2,0:05,2,2,KAN 47,6,14,Justin Herbert spiked the ball,2.460,1.750
2,0:04,3,2,KAN 47,6,14,"Penalty on Justin Herbert: Delay of Game, 5 yards (no play)",1.750,1.090
2,0:04,3,7,LAC 48,6,14,"Justin Herbert sacked by Tyrann Mathieu for no gain. Penalty on Taco Charlton: Defensive Offside, 5 yards (no play)",1.090,1.750
2,0:00,3,2,KAN 47,6,14,"Justin Herbert pass complete deep left to Keenan Allen for 28 yards. Keenan Allen fumbles, recovered by Austin Ekeler at KC-19",1.750,0.610
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,6,14,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,KAN 25,6,14,Clyde Edwards-Helaire right guard for 1 yard (tackle by Linval Joseph and Joey Bosa),0.610,0.200
3,14:28,2,9,KAN 26,6,14,Patrick Mahomes pass complete short right to Travis Kelce for 20 yards (tackle by Rayshawn Jenkins),0.200,1.990
3,13:59,1,10,KAN 46,6,14,Patrick Mahomes pass incomplete short right intended for Sammy Watkins (defended by Michael Davis),1.990,1.450
3,13:54,2,10,KAN 46,6,14,Clyde Edwards-Helaire up the middle for -1 yards (tackle by Chris Harris),1.450,0.630
3,13:11,3,11,KAN 45,6,14,Patrick Mahomes pass incomplete short left intended for Darwin Thompson,0.630,-0.390
3,13:07,4,11,KAN 45,6,14,"Tommy Townsend punts 55 yards, touchback.",-0.390,-0.280
3,12:57,1,10,LAC 20,6,14,Justin Herbert pass incomplete short right,0.280,-0.270
3,12:53,2,10,LAC 20,6,14,Justin Herbert pass complete short right to Keenan Allen for 17 yards (tackle by L'Jarius Sneed),-0.270,1.400
3,12:11,1,10,LAC 37,6,14,Austin Ekeler left end for 7 yards (tackle by Rashad Fenton),1.400,1.800
3,11:38,2,3,LAC 44,6,14,Joshua Kelley right guard for 2 yards (tackle by Derrick Nnadi),1.800,1.360
3,11:18,3,1,LAC 46,6,14,Joshua Kelley up the middle for 3 yards (tackle by Tanoh Kpassagnon),1.360,2.190
3,10:43,1,10,LAC 49,6,14,Justin Herbert sacked by Michael Danna for -14 yards,2.190,-0.240
3,9:59,2,24,LAC 35,6,14,Justin Herbert pass complete short left to Hunter Henry for 14 yards (tackle by Tedric Thompson),-0.240,0.960
3,9:23,3,10,LAC 49,6,14,Justin Herbert pass complete deep middle to Keenan Allen for 25 yards (tackle by L'Jarius Sneed),0.960,3.840
3,8:46,1,10,KAN 26,6,14,Justin Herbert pass incomplete short middle intended for Mike Williams,3.840,3.300
3,8:41,2,10,KAN 26,6,14,Joshua Kelley right end for 3 yards (tackle by L'Jarius Sneed),3.300,3.010
3,8:16,3,7,KAN 23,6,14,Justin Herbert pass incomplete short right,3.010,1.930
3,8:11,4,7,KAN 23,6,17,Michael Badgley 41 yard field goal good,1.930,3.000
3,8:07,,,LAC 35,6,17,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
3,8:07,1,10,KAN 25,6,17,Patrick Mahomes pass complete short left to Travis Kelce for 9 yards (tackle by Michael Davis),0.610,1.280
3,7:34,2,1,KAN 34,6,17,Clyde Edwards-Helaire right end for 4 yards (tackle by Chris Harris),1.280,1.470
3,7:02,1,10,KAN 38,6,17,Patrick Mahomes pass complete short right to Tyreek Hill for 14 yards (tackle by Desmond King),1.470,2.390
3,6:31,1,10,LAC 48,6,17,Patrick Mahomes pass incomplete short left intended for Sammy Watkins,2.390,1.850
3,6:25,2,10,LAC 48,6,17,Patrick Mahomes pass complete short right to Travis Kelce for 13 yards (tackle by Michael Davis),1.850,3.250
3,5:47,1,10,LAC 35,6,17,Mecole Hardman right end for 3 yards (tackle by Desmond King and Kenneth Murray),3.250,3.110
3,5:03,2,7,LAC 32,6,17,"Penalty on Mecole Hardman: False Start, 5 yards (no play)",3.110,2.430
3,4:48,2,12,LAC 37,6,17,Patrick Mahomes sacked by Joey Bosa for -13 yards,2.430,0.040
3,4:03,3,25,KAN 50,6,17,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 10 yards (tackle by Chris Harris and Nasir Adderley),0.040,0.590
3,3:17,4,15,LAC 40,9,17,Harrison Butker 58 yard field goal good,0.590,3.000
3,3:11,,,KAN 35,9,17,"Harrison Butker kicks off 69 yards, returned by Joe Reed for 20 yards (tackle by Marcus Kemp and Dorian O'Daniel)",0.000,-0.140
3,3:07,1,10,LAC 16,9,17,Joshua Kelley up the middle for 5 yards (tackle by Ben Niemann),-0.140,0.150
3,2:36,2,5,LAC 21,9,17,Austin Ekeler left end for 9 yards (tackle by Ben Niemann),0.150,0.940
3,2:00,1,10,LAC 30,9,17,Joshua Kelley up the middle for 1 yard (tackle by Damien Wilson and Taco Charlton),0.940,0.530
3,1:24,2,9,LAC 31,9,17,Justin Herbert pass complete short middle to Hunter Henry for 22 yards (tackle by Tyrann Mathieu),0.530,2.460
3,0:57,1,10,KAN 47,9,17,Joe Reed right end for 8 yards (tackle by Chris Jones),2.460,2.990
3,0:29,2,2,KAN 39,9,17,Justin Herbert pass deep middle intended for Keenan Allen is intercepted by L'Jarius Sneed at KC-5 and returned for no gain,2.990,0.380
3,0:19,1,10,KAN 5,9,17,Clyde Edwards-Helaire right end for 1 yard (tackle by Jerry Tillery),-0.380,-0.710
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,KAN 6,9,17,"Patrick Mahomes pass deep middle is intercepted by Desmond King at LAC-44 and returned for 21 yards. Penalty on Jerry Tillery: Defensive Offside, 5 yards (no play)",-0.710,-0.340
4,14:41,2,4,KAN 11,9,17,Patrick Mahomes pass incomplete short left intended for Tyreek Hill,-0.340,-0.720
4,14:38,3,4,KAN 11,9,17,Patrick Mahomes pass complete short right to Sammy Watkins for 11 yards (tackle by Desmond King and Denzel Perryman),-0.720,0.410
4,14:11,1,10,KAN 22,9,17,Patrick Mahomes pass complete short left to Mecole Hardman for 22 yards (tackle by Chris Harris),0.410,1.860
4,13:34,1,10,KAN 44,9,17,Patrick Mahomes pass complete short left to Travis Kelce for 2 yards (tackle by Desmond King),1.860,1.590
4,12:58,2,8,KAN 46,15,17,"Patrick Mahomes pass complete deep right to Tyreek Hill for 54 yards, touchdown",1.590,7.000
4,12:48,,,LAC 2,17,17,"Two Point Attempt: Patrick Mahomes pass complete to Mecole Hardman, conversion succeeds",1.000,1.000
4,12:48,,,KAN 35,17,17,"Harrison Butker kicks off 63 yards, returned by Joe Reed for 21 yards (tackle by Darwin Thompson). Penalty on Alohi Gilman: Offensive Holding, 10 yards",0.000,-0.320
4,12:42,1,10,LAC 13,17,17,Justin Herbert pass complete short right to Austin Ekeler for 7 yards (tackle by Anthony Hitchens),-0.320,0.220
4,12:04,2,3,LAC 20,17,17,Austin Ekeler left guard for 7 yards (tackle by Daniel Sorensen and Juan Thornhill),0.220,0.740
4,11:27,1,10,LAC 27,17,17,Joshua Kelley left tackle for 4 yards (tackle by L'Jarius Sneed and Derrick Nnadi),0.740,0.740
4,10:47,2,6,LAC 31,17,17,Justin Herbert pass complete short middle to Hunter Henry for 5 yards (tackle by Tedric Thompson),0.740,0.700
4,10:17,3,1,LAC 36,17,17,Justin Herbert left end for 2 yards (tackle by Tyrann Mathieu and Michael Danna),0.700,1.470
4,9:37,1,10,LAC 38,17,17,Austin Ekeler up the middle for no gain (tackle by Derrick Nnadi and Michael Danna),1.470,0.920
4,8:59,2,10,LAC 38,17,17,Justin Herbert pass complete short middle to Hunter Henry for 19 yards (tackle by Daniel Sorensen),0.920,2.720
4,8:17,1,10,KAN 43,17,17,Joshua Kelley up the middle for 7 yards (tackle by Tershawn Wharton),2.720,3.120
4,7:53,2,3,KAN 36,17,17,Joshua Kelley left end for 3 yards (tackle by Damien Wilson),3.120,3.380
4,7:08,,,,,,Timeout #1 by Los Angeles Chargers,,
4,7:08,1,10,KAN 33,17,17,Joshua Kelley left end for 3 yards (tackle by Damien Wilson),3.380,3.240
4,6:34,2,7,KAN 30,17,17,Austin Ekeler up the middle for -1 yards (tackle by Tershawn Wharton and Damien Wilson),3.240,2.410
4,5:54,3,8,KAN 31,17,17,"Justin Herbert pass incomplete short middle intended for Mike Williams. Penalty on Chris Jones: Roughing the Passer, 15 yards (no play)",2.410,4.510
4,5:50,1,10,KAN 16,17,17,Joshua Kelley left guard for 1 yard (tackle by Derrick Nnadi and Tanoh Kpassagnon),4.510,4.050
4,5:15,2,9,KAN 15,17,17,Justin Herbert up the middle for 11 yards (tackle by Derrick Nnadi),4.050,6.280
4,4:33,1,4,KAN 4,17,17,Joshua Kelley up the middle for 1 yard (tackle by Damien Wilson),6.280,5.530
4,3:56,2,3,KAN 3,17,17,Joshua Kelley up the middle for -1 yards (tackle by Damien Wilson),5.530,4.490
4,3:17,3,4,KAN 4,17,17,Justin Herbert sacked by Taco Charlton for -1 yards,4.490,3.010
4,2:31,4,5,KAN 5,17,20,Michael Badgley 23 yard field goal good,3.010,3.000
4,2:27,,,LAC 35,17,20,"Ty Long kicks off 71 yards, returned by Mecole Hardman for 31 yards (tackle by Michael Davis and Stephen Anderson)",0.000,0.610
4,2:20,1,10,KAN 25,17,20,Patrick Mahomes pass complete short right to Travis Kelce for 11 yards (tackle by Kenneth Murray). Penalty on Joey Bosa: Defensive Offside (Declined),0.610,1.330
4,2:14,1,10,KAN 36,17,20,Patrick Mahomes pass complete short middle to Tyreek Hill for 16 yards (tackle by Desmond King),1.330,2.390
4,2:00,1,10,LAC 48,17,20,"Penalty on Kelechi Osemele: False Start, 5 yards (no play)",2.390,2.060
4,2:00,1,15,KAN 47,17,20,Patrick Mahomes pass incomplete short right intended for Travis Kelce,2.060,1.170
4,1:56,2,15,KAN 47,17,20,Patrick Mahomes pass complete short middle to Mecole Hardman for 8 yards (tackle by Michael Davis),1.170,1.550
4,1:19,3,7,LAC 45,17,20,Patrick Mahomes pass complete short left to Tyreek Hill for 10 yards (tackle by Michael Davis),1.550,3.250
4,1:14,1,10,LAC 35,17,20,"Patrick Mahomes pass complete deep right to Clyde Edwards-Helaire for 25 yards (tackle by Nasir Adderley). Penalty on Andrew Wylie: Offensive Holding, 10 yards (no play)",3.250,2.590
4,1:03,1,20,LAC 45,17,20,Patrick Mahomes pass incomplete short right intended for Mecole Hardman,2.590,1.350
4,0:59,2,20,LAC 45,17,20,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill (defended by Kenneth Murray),1.350,0.700
4,0:54,3,20,LAC 45,17,20,Patrick Mahomes up the middle for 21 yards (tackle by Nasir Adderley),0.700,3.970
4,0:44,,,,,,Timeout #1 by Kansas City Chiefs,,
4,0:44,1,10,LAC 24,17,20,Patrick Mahomes pass complete short middle to Clyde Edwards-Helaire for 7 yards (tackle by Kyzir White),3.970,4.460
4,0:25,2,3,LAC 17,17,20,"Patrick Mahomes left end for 5 yards. Penalty on Kelechi Osemele: Offensive Holding, 10 yards (no play)",4.460,3.030
4,0:19,2,13,LAC 27,17,20,Patrick Mahomes pass complete short right to Demarcus Robinson for 14 yards (tackle by Casey Hayward),3.030,4.710
4,0:10,,,,,,Timeout #2 by Kansas City Chiefs,,
4,0:10,1,10,LAC 13,17,20,Patrick Mahomes left end for 1 yard (tackle by Chris Harris and Joey Bosa),4.710,4.220
4,0:03,2,9,LAC 12,20,20,Harrison Butker 30 yard field goal good,4.220,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,KAN,LAC,Detail,EPB,EPA
,,,,,,,"Chargers won the coin toss, Chargers to receive the overtime kickoff.",,
OT,10:00,,,KAN 35,20,20,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,LAC 25,20,20,Justin Herbert pass complete short left to Keenan Allen for 1 yard (tackle by L'Jarius Sneed),0.610,0.200
OT,9:20,2,9,LAC 26,20,20,Austin Ekeler right end for 2 yards (tackle by Chris Jones and Derrick Nnadi),0.200,-0.230
OT,8:44,3,7,LAC 28,20,20,Justin Herbert pass complete short right to Mike Williams for 6 yards (tackle by Rashad Fenton),-0.230,-1.110
OT,7:57,4,1,LAC 34,20,20,"Ty Long punts 61 yards, returned by Mecole Hardman for 16 yards (tackle by Stephen Anderson)",-1.110,-0.340
OT,7:47,1,10,KAN 21,20,20,Clyde Edwards-Helaire up the middle for 5 yards (tackle by Kyzir White),0.340,0.480
OT,7:14,2,5,KAN 26,20,20,Patrick Mahomes pass complete short left to Demarcus Robinson for 8 yards (tackle by Casey Hayward),0.480,1.200
OT,6:53,1,10,KAN 34,20,20,Darwin Thompson left end for 2 yards (tackle by Linval Joseph and Kenneth Murray),1.200,0.930
OT,6:14,2,8,KAN 36,20,20,Patrick Mahomes pass incomplete short left intended for Clyde Edwards-Helaire (defended by Melvin Ingram),0.930,0.230
OT,6:12,3,8,KAN 36,20,20,"Patrick Mahomes pass incomplete deep right intended for Mecole Hardman. Penalty on Melvin Ingram: Defensive Offside, 5 yards (no play)",0.230,0.890
OT,6:06,3,3,KAN 41,20,20,Patrick Mahomes left end for 4 yards (tackle by Kenneth Murray),0.890,1.930
OT,5:36,1,10,KAN 45,20,20,Clyde Edwards-Helaire up the middle for 2 yards (tackle by Isaac Rochell),1.930,1.650
OT,4:56,2,8,KAN 47,20,20,Patrick Mahomes pass complete short right to Clyde Edwards-Helaire for 4 yards (tackle by Kyzir White),1.650,1.490
OT,4:15,3,4,LAC 49,20,20,Patrick Mahomes left end for 3 yards (tackle by Chris Harris and Damion Square),1.490,0.200
OT,4:06,4,1,LAC 46,20,20,Darwin Thompson right guard for 2 yards (tackle by Denzel Perryman and Kenneth Murray),0.200,2.650
OT,3:25,1,10,LAC 44,20,20,Patrick Mahomes pass incomplete short middle intended for Demarcus Robinson,2.650,2.110
OT,3:18,,,,,,Timeout #1 by Los Angeles Chargers,,
OT,3:18,2,10,LAC 44,20,20,Patrick Mahomes pass complete short middle to Tyreek Hill for 5 yards (tackle by Desmond King),2.110,2.080
OT,2:37,3,5,LAC 39,20,20,Patrick Mahomes pass complete short middle to Clyde Edwards-Helaire for 4 yards (tackle by Kyzir White),2.080,1.000
OT,2:00,4,1,LAC 35,20,20,"Penalty on Nick Allegretti: False Start, 5 yards (no play)",1.000,0.590
OT,2:00,,,,,,Timeout #2 by Los Angeles Chargers,,
OT,2:00,4,6,LAC 40,23,20,Harrison Butker 58 yard field goal good,0.590,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
