Quarter,Time,Tm,Detail,TEN,IND
1.0,8:00,Titans,Robert Woods 7 yard pass from Ryan Tannehill (Randy Bullock kick),7,0
,3:46,Titans,Derrick Henry 19 yard rush (Randy Bullock kick),14,0
2.0,13:25,Colts,Chase McLaughlin 27 yard field goal,14,3
,9:39,Titans,Randy Bullock 44 yard field goal,17,3
,7:40,Titans,Chigoziem Okonkwo 8 yard pass from Ryan Tannehill (Randy Bullock kick),24,3
,2:13,Colts,Mo Alie-Cox 14 yard pass from Matt Ryan (Chase McLaughlin kick),24,10
3.0,7:26,Colts,Mo Alie-Cox 7 yard pass from Matt Ryan (Chase McLaughlin kick),24,17
