Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
2,13:37,2,4,TEN 4,14,0,Matt Ryan pass incomplete short left intended for Michael Pittman,5.340,4.490
2,13:33,,,,,,Timeout #1 by Tennessee Titans,,
2,13:33,3,4,TEN 4,14,0,Matt Ryan pass incomplete short right intended for Michael Pittman,4.490,3.030
2,13:28,4,4,TEN 4,14,0,"Penalty on IND: Delay of Game, 5 yards (accepted) (no play)",3.030,2.830
2,13:28,4,9,TEN 9,14,3,Chase McLaughlin 27 yard field goal good,2.830,3.000
2,13:25,,,IND 35,14,3,"Chase McLaughlin kicks off 69 yards, returned by Hassan Haskins for 37 yards (tackle by Rodney Thomas and Ben Banogu)",0.000,1.140
2,13:19,1,10,TEN 33,14,3,Ryan Tannehill pass incomplete short right intended for Derrick Henry,1.140,0.590
2,13:14,2,10,TEN 33,14,3,"Ryan Tannehill pass complete short right to Robert Woods for 10 yards (tackle by E.J. Speed and Zaire Franklin). Penalty on Ifeadi Odenigbo: Roughing the Passer, 15 yards (accepted)",0.590,2.790
2,12:52,1,10,IND 42,14,3,Derrick Henry right tackle for 7 yards (tackle by Bobby Okereke),2.790,3.320
2,12:16,2,2,IND 34,14,3,"Penalty on Nicholas Petit-Frere: False Start, 5 yards (accepted) (no play)",3.320,2.580
2,11:58,2,7,IND 40,14,3,Derrick Henry up the middle for 7 yards (tackle by Isaiah Rodgers and Bobby Okereke),2.580,2.740
2,11:17,3,1,IND 33,14,3,Treylon Burks right end for 4 yards (tackle by Bobby Okereke),2.740,3.640
2,10:35,1,10,IND 29,14,3,Derrick Henry up the middle for 3 yards (tackle by Zaire Franklin),3.640,3.510
2,9:53,2,7,IND 26,14,3,Ryan Tannehill pass incomplete short middle intended for Derrick Henry,3.510,2.810
2,9:49,3,7,IND 26,14,3,Ryan Tannehill pass incomplete deep left intended for Treylon Burks,2.810,1.740
2,9:44,4,7,IND 26,17,3,Randy Bullock 44 yard field goal good,1.740,3.000
2,9:39,,,TEN 35,17,3,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,9:39,1,10,IND 25,17,3,Matt Ryan pass short middle intended for Alec Pierce is intercepted by Teair Tart at IND-28 and returned for no gain,0.610,-3.710
2,9:34,1,10,IND 28,17,3,"Derrick Henry right end for 1 yard (tackle by Tyquan Lewis and Shaquille Leonard). Penalty on Grover Stewart: Defensive Holding, 5 yards (accepted)",3.710,4.110
2,9:10,1,10,IND 22,17,3,"Derrick Henry up the middle for 18 yards, touchdown. Penalty on Treylon Burks: Offensive Holding, 10 yards (accepted)",4.110,5.690
2,9:03,1,2,IND 14,17,3,Ryan Tannehill pass complete to Robert Woods for 3 yards (tackle by Zaire Franklin and Kenny Moore),5.690,4.840
2,8:23,1,10,IND 11,17,3,Derrick Henry right tackle for 3 yards (tackle by Tyquan Lewis),4.840,4.700
2,7:46,2,7,IND 8,23,3,"Ryan Tannehill pass complete short middle to Chigoziem Okonkwo for 8 yards, touchdown",4.700,7.000
2,7:40,,,IND 15,24,3,Randy Bullock kicks extra point good,0.000,0.000
2,7:40,,,TEN 35,24,3,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,7:40,1,10,IND 25,24,3,Jonathan Taylor up the middle for 1 yard (tackle by Teair Tart and Kevin Byard),0.610,0.200
2,6:57,2,9,IND 26,24,3,Matt Ryan pass complete short right to Michael Pittman for 7 yards (tackle by Kristian Fulton),0.200,0.430
2,6:17,3,2,IND 33,24,3,"Matt Ryan pass complete short middle to Parris Campbell for 18 yards (tackle by Andrew Adams). Penalty on Roger McCreary: Defensive Holding, 5 yards (declined)",0.430,2.320
2,5:58,1,10,TEN 49,24,3,Matt Ryan up the middle for -6 yards (tackle by Rashad Weaver),2.320,0.970
2,5:17,2,16,IND 45,24,3,Matt Ryan pass complete short middle to Michael Pittman for 14 yards (tackle by Andrew Adams),0.970,2.150
2,4:38,3,2,TEN 41,24,3,Jonathan Taylor right guard for 3 yards (tackle by Kevin Strong),2.150,3.050
2,4:03,1,10,TEN 38,24,3,Matt Ryan pass complete short right to Jelani Woods for 33 yards (tackle by Andrew Adams),3.050,6.060
2,3:17,1,5,TEN 5,24,3,"Jonathan Taylor for no gain (tackle by Joe Schobert). Penalty on Matt Pryor: Offensive Holding, 10 yards (accepted) (no play)",6.060,4.370
2,2:57,1,15,TEN 15,24,3,Matt Ryan pass complete short right to Jonathan Taylor for 1 yard (tackle by David Long),4.370,3.580
2,2:20,2,14,TEN 14,24,9,"Matt Ryan pass complete short left to Mo Alie-Cox for 14 yards, touchdown. Penalty on Roger McCreary: Illegal Contact, 5 yards (declined)",3.580,7.000
2,2:13,,,TEN 15,24,10,Chase McLaughlin kicks extra point good,0.000,0.000
2,2:13,,,IND 35,24,10,"Chase McLaughlin kicks off 60 yards, returned by Hassan Haskins for 21 yards (tackle by JoJo Domann)",0.000,0.670
2,2:08,1,10,TEN 26,24,10,Derrick Henry up the middle for 7 yards (tackle by Zaire Franklin and Isaiah Rodgers),0.670,1.070
2,2:00,2,3,TEN 33,24,10,Derrick Henry left tackle for 1 yard (tackle by Yannick Ngakoue and Zaire Franklin),1.070,0.560
2,1:54,,,,,,Timeout #1 by Indianapolis Colts,,
2,1:54,3,1,TEN 34,24,10,Ryan Tannehill pass complete short left to Robert Woods for 10 yards (tackle by Zaire Franklin),0.560,1.860
2,1:26,1,10,TEN 44,24,10,Derrick Henry left end for 12 yards (tackle by Kenny Moore),1.860,2.650
2,0:53,1,10,IND 44,24,10,Ryan Tannehill pass complete short middle to Dontrell Hilliard for 5 yards (tackle by Rodney McLeod and Bobby Okereke),2.650,2.720
2,0:46,,,,,,Timeout #2 by Tennessee Titans,,
2,0:46,2,6,IND 39,24,10,"Ryan Tannehill pass incomplete. Penalty on Zaire Franklin: Defensive Holding, 5 yards (accepted) (no play)",2.720,3.310
2,0:40,1,10,IND 34,24,10,Ryan Tannehill pass complete short left to Dontrell Hilliard for 3 yards (tackle by Rodney McLeod),3.310,3.180
2,0:28,2,7,IND 31,24,10,Ryan Tannehill pass complete short left to Treylon Burks for 6 yards (tackle by Stephon Gilmore),3.180,3.270
2,0:19,,,,,,Timeout #3 by Tennessee Titans,,
2,0:19,3,1,IND 25,24,10,Ryan Tannehill sacked by Grover Stewart for no gain,3.270,1.950
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,24,10,"Chase McLaughlin kicks off 60 yards, returned by Hassan Haskins for 19 yards (tackle by Ben Banogu and JoJo Domann)",0.000,0.540
3,14:55,1,10,TEN 24,24,10,Derrick Henry right tackle for 3 yards (tackle by Kwity Paye and Tyquan Lewis),0.540,0.400
3,14:16,2,7,TEN 27,24,10,Ryan Tannehill sacked by Dayo Odeyingbo for -12 yards,0.400,-2.250
3,13:33,3,19,TEN 15,24,10,"Penalty on Nicholas Petit-Frere: False Start, 5 yards (accepted) (no play)",-2.250,-3.060
3,13:10,3,24,TEN 10,24,10,Ryan Tannehill pass complete short right to Dontrell Hilliard for 8 yards (tackle by Rodney McLeod),-3.060,-2.240
3,12:40,4,16,TEN 18,24,10,"Ryan Stonehouse punts 49 yards, fair catch by Nyheim Hines at IND-33",-2.240,-1.140
3,12:35,1,10,IND 33,24,10,Jonathan Taylor up the middle for 1 yard (tackle by Jeffery Simmons and Dylan Cole),1.140,0.660
3,11:54,2,10,IND 34,24,10,Jonathan Taylor right tackle for 6 yards (tackle by Kevin Byard and Andrew Adams),0.660,0.830
3,11:17,3,3,IND 40,24,10,Matt Ryan pass complete deep left to Alec Pierce for 25 yards (tackle by Terrance Mitchell),0.830,3.250
3,10:32,1,10,TEN 35,24,10,"Penalty on TEN: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",3.250,3.980
3,10:10,1,5,TEN 30,24,10,Jonathan Taylor left tackle for 11 yards (tackle by Terrance Mitchell and Kevin Byard),3.980,4.310
3,9:34,1,10,TEN 19,24,10,Jonathan Taylor left guard for 2 yards (tackle by Jeffery Simmons),4.310,4.030
3,8:53,2,8,TEN 17,24,10,Matt Ryan pass complete short left to Kylen Granson for 9 yards (tackle by Dylan Cole and Kristian Fulton),4.030,5.370
3,8:12,1,8,TEN 8,24,10,Jonathan Taylor left tackle for 1 yard (tackle by David Long and Joe Schobert),5.370,4.760
3,7:31,2,7,TEN 7,24,16,"Matt Ryan pass complete short left to Mo Alie-Cox for 7 yards, touchdown",4.760,7.000
3,7:26,,,TEN 15,24,17,Chase McLaughlin kicks extra point good,0.000,0.000
3,7:26,,,IND 35,24,17,"Chase McLaughlin kicks off 68 yards, returned by Hassan Haskins for 28 yards (tackle by Ben Banogu and JoJo Domann)",0.000,0.610
3,7:21,1,10,TEN 25,24,17,Ryan Tannehill pass complete short left to Derrick Henry for 3 yards (tackle by Rodney McLeod and Bobby Okereke),0.610,0.400
3,6:37,2,8,TEN 28,24,17,Derrick Henry left end for no gain (tackle by Grover Stewart and Zaire Franklin),0.400,-0.230
3,5:51,3,7,TEN 28,24,17,"Ryan Tannehill pass incomplete short right intended for Kyle Philips Penalty on TEN: Illegal Shift, 5 yards (declined)",-0.230,-1.500
3,5:46,4,7,TEN 28,24,17,"Ryan Stonehouse punts 57 yards, returned by Nyheim Hines for 6 yards (tackle by Joseph Jones)",-1.500,-0.340
3,5:36,1,10,IND 21,24,17,Matt Ryan pass complete deep left to Kylen Granson for 20 yards,0.340,1.660
3,5:16,1,10,IND 41,24,17,Matt Ryan pass incomplete short left intended for Ashton Dulin,1.660,1.120
3,5:14,2,10,IND 41,24,17,Matt Ryan pass complete short middle to Nyheim Hines for 6 yards (tackle by Roger McCreary),1.120,1.220
3,4:32,3,4,IND 47,24,17,Matt Ryan pass complete short left to Ashton Dulin for 8 yards (tackle by Joshua Kalu and David Long),1.220,2.590
3,3:54,1,10,TEN 45,24,17,Jonathan Taylor up the middle for 3 yards (tackle by Joe Schobert),2.590,2.450
3,3:15,2,7,TEN 42,24,17,Matt Ryan pass complete short right to Parris Campbell for -2 yards (tackle by Roger McCreary and Kevin Byard),2.450,1.490
3,2:37,3,9,TEN 44,24,17,Matt Ryan pass complete short right to Ashton Dulin for 10 yards (tackle by Roger McCreary),1.490,3.310
3,2:01,1,10,TEN 34,24,17,Jonathan Taylor up the middle for -2 yards (tackle by David Long and Joe Schobert),3.310,2.500
3,1:22,2,12,TEN 36,24,17,"Matt Ryan sacked by Rashad Weaver for -4 yards. Matt Ryan fumbles (forced by Rashad Weaver), recovered by Matt Pryor at TEN-49 and returned for 13 yards",2.500,0.100
3,0:30,3,25,TEN 49,24,17,Matt Ryan pass complete short right to Mo Alie-Cox for 10 yards (tackle by Kevin Byard),0.100,0.660
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,15,TEN 39,24,17,Matt Haack punts 19 yards out of bounds,0.660,-0.280
4,14:53,1,10,TEN 20,24,17,Derrick Henry right end for -3 yards (tackle by Isaiah Rodgers),0.280,-0.790
4,14:16,2,13,TEN 17,24,17,Ryan Tannehill pass complete short right to Treylon Burks for 8 yards (tackle by Zaire Franklin),-0.790,-0.300
4,13:30,3,5,TEN 25,24,17,Ryan Tannehill scrambles left end for 3 yards (tackle by Zaire Franklin),-0.300,-1.500
4,13:04,4,2,TEN 28,24,17,Ryan Stonehouse punts 50 yards downed by Joseph Jones,-1.500,-0.410
4,12:56,1,10,IND 22,24,17,Matt Ryan pass complete short middle to Mo Alie-Cox for 34 yards (tackle by Kristian Fulton),0.410,2.650
4,12:12,1,10,TEN 44,24,17,Jonathan Taylor left guard for no gain (tackle by Joe Schobert and Kevin Strong),2.650,2.110
4,11:33,2,10,TEN 44,24,17,Matt Ryan pass complete short right to Alec Pierce for 6 yards (tackle by Caleb Farley),2.110,2.210
4,10:52,3,4,TEN 38,24,17,Matt Ryan pass complete short middle to Alec Pierce for 5 yards (tackle by Caleb Farley),2.210,3.380
4,10:17,1,10,TEN 33,24,17,Matt Ryan scrambles right end for 2 yards (tackle by Roger McCreary),3.380,3.110
4,9:36,2,8,TEN 31,24,17,Matt Ryan pass complete short left to Parris Campbell for 7 yards (tackle by David Long),3.110,3.340
4,8:47,3,1,TEN 24,24,17,"Jonathan Taylor right guard for 1 yard. Jonathan Taylor fumbles (forced by Joe Schobert), recovered by Kristian Fulton at TEN-22",3.340,-0.410
4,8:40,1,10,TEN 22,24,17,"Ryan Tannehill pass incomplete. Penalty on Stephon Gilmore: Defensive Holding, 5 yards (accepted) (no play)",0.410,0.740
4,8:32,1,10,TEN 27,24,17,Ryan Tannehill pass complete short right to Derrick Henry for 8 yards (tackle by Bobby Okereke),0.740,1.280
4,7:48,2,2,TEN 35,24,17,Derrick Henry left end for 7 yards (tackle by Bobby Okereke and Kwity Paye),1.280,1.730
4,7:03,1,10,TEN 42,24,17,Derrick Henry up the middle for 4 yards (tackle by Bobby Okereke),1.730,1.730
4,6:24,2,6,TEN 46,24,17,Derrick Henry up the middle for -2 yards (tackle by E.J. Speed and Dayo Odeyingbo),1.730,0.760
4,5:45,3,8,TEN 44,24,17,Ryan Tannehill sacked by Kwity Paye for -9 yards,0.760,-1.040
4,4:51,4,17,TEN 35,24,17,"Ryan Stonehouse punts 55 yards, returned by Nyheim Hines for 14 yards (tackle by Hassan Haskins). Penalty on Morgan Cox: Offensive Holding, 10 yards (accepted)",-1.040,-1.200
4,4:46,1,10,IND 34,24,17,Matt Ryan pass incomplete short right intended for Alec Pierce,1.200,0.660
4,4:41,2,10,IND 34,24,17,Matt Ryan pass complete deep right to Alec Pierce for 44 yards (tackle by Caleb Farley),0.660,4.110
4,4:01,1,10,TEN 22,24,17,Nyheim Hines right tackle for no gain (tackle by Teair Tart),4.110,3.560
4,3:27,2,10,TEN 22,24,17,Matt Ryan pass complete short left to Nyheim Hines for -3 yards (tackle by Roger McCreary),3.560,2.480
4,2:44,3,13,TEN 25,24,17,Matt Ryan sacked by Denico Autry for -8 yards,2.480,1.150
4,2:04,4,21,TEN 33,24,17,Chase McLaughlin 51 yard field goal no good,1.150,-1.660
4,1:58,1,10,TEN 41,24,17,Derrick Henry right end for 2 yards (tackle by Zaire Franklin),1.660,1.460
4,1:53,,,,,,Timeout #1 by Indianapolis Colts,,
4,1:53,2,7,TEN 43,24,17,Derrick Henry right end for 4 yards (tackle by Zaire Franklin),1.460,1.220
4,1:49,,,,,,Timeout #2 by Indianapolis Colts,,
4,1:49,3,4,TEN 47,24,17,Ryan Tannehill pass complete short right to Chigoziem Okonkwo for 7 yards (tackle by Kenny Moore),1.220,2.520
4,1:42,,,,,,Timeout #3 by Indianapolis Colts,,
4,1:42,1,10,IND 46,24,17,Ryan Tannehill kneels for -1 yards,2.520,1.840
4,1:09,2,11,IND 47,24,17,Ryan Tannehill kneels for -1 yards,1.840,1.030
4,0:38,3,12,IND 48,24,17,Ryan Tannehill kneels for -1 yards,1.030,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
