Quarter,Time,Down,ToGo,Location,BUF,LAC,Detail,EPB,EPA
1,10:00,3,7,BUF 28,0,7,Philip Rivers pass incomplete short left intended for Keenan Allen,2.680,1.590
1,9:55,4,7,BUF 28,0,7,Nick Novak 46 yard field goal no good,1.590,-1.330
1,9:50,1,10,BUF 36,0,7,LeSean McCoy left tackle for 37 yards (tackle by Jeremiah Attaochu and Kyle Emanuel),1.330,3.780
1,9:12,1,10,LAC 27,6,7,"LeSean McCoy left end for 27 yards, touchdown",3.780,7.000
1,9:02,,,LAC 15,7,7,Steven Hauschka kicks extra point good,0.000,0.000
1,9:02,,,BUF 35,7,7,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
1,9:02,1,10,LAC 25,7,7,Melvin Gordon right end for 1 yard (tackle by Shaq Lawson and TreDavious White),0.610,0.200
1,8:29,2,9,LAC 26,7,7,Philip Rivers pass complete short middle to Keenan Allen for 16 yards (tackle by Jordan Poyer and Ramon Humber),0.200,1.730
1,7:50,1,10,LAC 42,7,7,Philip Rivers pass complete short right to Hunter Henry for 15 yards,1.730,2.720
1,7:28,1,10,BUF 43,7,7,Melvin Gordon right tackle for 7 yards (tackle by TreDavious White and Micah Hyde),2.720,3.120
1,6:49,2,3,BUF 36,7,7,Philip Rivers pass complete short middle to Austin Ekeler for 7 yards (tackle by Micah Hyde and Preston Brown),3.120,3.640
1,6:12,1,10,BUF 29,7,7,Melvin Gordon right tackle for -1 yards (tackle by Leonard Johnson),3.640,2.970
1,5:32,2,11,BUF 30,7,7,Philip Rivers pass incomplete short right intended for Melvin Gordon,2.970,2.280
1,5:28,3,11,BUF 30,7,7,Philip Rivers pass complete short left to Tyrell Williams for 11 yards (tackle by Shaq Lawson and E.J. Gaines),2.280,0.000
1,4:50,,,,,,Timeout #1 by Los Angeles Chargers,0.000,-4.310
1,4:50,1,10,BUF 19,7,7,Melvin Gordon left end for 3 yards (tackle by E.J. Gaines),4.310,4.180
1,4:12,2,7,BUF 16,7,7,Philip Rivers pass incomplete deep right intended for Mike Williams (defended by Leonard Johnson),4.180,3.410
1,4:07,3,7,BUF 16,7,7,Philip Rivers pass incomplete deep middle intended for Hunter Henry (defended by Jordan Poyer),3.410,2.380
1,4:01,4,7,BUF 16,7,10,Nick Novak 33 yard field goal good,2.380,3.000
1,3:57,,,LAC 35,7,10,"Nick Novak kicks off 66 yards, returned by Brandon Tate for 25 yards (tackle by Nick Dzubnar)",0.000,-0.540
1,3:52,1,10,BUF 24,7,10,Nathan Peterman pass complete short left to Charles Clay for 8 yards (tackle by Jahleel Addae),0.540,1.080
1,3:17,2,2,BUF 32,7,10,Nathan Peterman pass complete short right to Travaris Cadet for 8 yards (tackle by Casey Hayward),1.080,1.600
1,2:36,1,10,BUF 40,7,10,LeSean McCoy middle for -2 yards (tackle by Casey Hayward),1.600,0.780
1,2:00,2,12,BUF 38,7,10,LeSean McCoy middle for 2 yards (tackle by Desmond King and Denzel Perryman),0.780,0.370
1,1:20,3,10,BUF 40,7,10,Nathan Peterman pass incomplete short middle intended for Deonte Thompson is intercepted by Tre Boston at LAC-45 and returned for 9 yards,0.370,-2.520
1,1:09,1,10,BUF 46,7,10,"Philip Rivers sacked by Shaq Lawson for -9 yards. Philip Rivers fumbles (forced by Shaq Lawson), recovered by Jeff Cumberland at BUF-47",2.520,1.840
1,0:23,2,11,BUF 47,7,10,Philip Rivers pass complete short left to Keenan Allen for 10 yards (tackle by E.J. Gaines),1.840,2.480
Quarter,Time,Down,ToGo,Location,BUF,LAC,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,BUF 37,7,10,Philip Rivers pass complete short left to Keenan Allen for 5 yards (tackle by E.J. Gaines and Ramon Humber),2.480,3.450
2,14:20,1,10,BUF 32,7,10,Melvin Gordon right tackle for no gain (tackle by Ramon Humber and Lorenzo Alexander),3.450,2.900
2,13:45,2,10,BUF 32,7,10,Philip Rivers pass complete short middle to Keenan Allen for 11 yards (tackle by Preston Brown),2.900,4.170
2,12:59,1,10,BUF 21,7,16,"Philip Rivers pass complete deep right to Keenan Allen for 21 yards, touchdown",4.170,7.000
2,12:53,,,BUF 15,7,17,Nick Novak kicks extra point good,0.000,0.000
2,12:53,,,LAC 35,7,17,"Nick Novak kicks off 66 yards, returned by Brandon Tate for 15 yards (tackle by Desmond King)",0.000,0.280
2,12:49,1,10,BUF 14,7,17,Nathan Peterman pass incomplete short right intended for Deonte Thompson is intercepted by Casey Hayward at BUF-17 and returned for 2 yards,-0.280,-4.580
2,12:43,1,10,BUF 15,7,17,Melvin Gordon left end for 5 yards (tackle by Cedric Thornton and Ramon Humber),4.580,4.840
2,12:06,2,5,BUF 10,7,17,Melvin Gordon middle for 4 yards (tackle by Preston Brown and Jordan Poyer),4.840,4.900
2,11:21,3,1,BUF 6,7,17,Melvin Gordon right tackle for 4 yards (tackle by Adolphus Washington and Jordan Poyer),4.900,6.740
2,10:36,1,2,BUF 2,7,23,"Philip Rivers pass complete short left to Keenan Allen for 2 yards, touchdown",6.740,7.000
2,10:32,,,BUF 15,7,24,Nick Novak kicks extra point good,0.000,0.000
2,10:32,,,LAC 35,7,24,"Nick Novak kicks off 65 yards, touchback",0.000,-0.610
2,10:31,1,10,BUF 25,7,24,LeSean McCoy left end for -3 yards (tackle by Trevor Williams),0.610,-0.340
2,9:59,2,13,BUF 22,7,24,Nathan Peterman pass complete short left to Deonte Thompson for 8 yards (tackle by Adrian Phillips),-0.340,0.040
2,9:23,3,5,BUF 30,7,24,Nathan Peterman pass incomplete short right intended for Brandon Tate,0.040,-1.370
2,9:12,4,5,BUF 30,7,24,"Colton Schmidt punts 46 yards, returned by Travis Benjamin for no gain",-1.370,-0.540
2,9:09,1,10,LAC 24,7,24,Philip Rivers pass complete deep right to Travis Benjamin for 21 yards (tackle by Jordan Poyer),0.540,1.930
2,8:28,1,10,LAC 45,7,24,Melvin Gordon middle for -2 yards (tackle by Jerry Hughes and Kyle Williams),1.930,1.110
2,7:54,2,12,LAC 43,7,24,Melvin Gordon middle for 20 yards (tackle by Jordan Poyer),1.110,3.120
2,7:13,1,10,BUF 37,7,24,Travis Benjamin for 7 yards,3.120,3.520
2,6:34,2,3,BUF 30,7,24,Melvin Gordon right tackle for 19 yards (tackle by Micah Hyde),3.520,4.840
2,5:50,1,10,BUF 11,7,24,Melvin Gordon right tackle for 1 yard (tackle by Eddie Yarbrough),4.840,4.320
2,5:11,2,9,BUF 10,7,24,Philip Rivers pass incomplete short middle intended for Antonio Gates (defended by Jordan Poyer),4.320,3.300
2,5:06,3,9,BUF 10,7,24,Philip Rivers pass incomplete short left intended for Hunter Henry,3.300,2.760
2,5:00,4,9,BUF 10,7,27,Nick Novak 28 yard field goal good,2.760,3.000
2,4:55,,,LAC 35,7,27,"Nick Novak kicks off 65 yards, touchback",0.000,-0.610
2,4:55,1,10,BUF 25,7,27,LeSean McCoy left end for 6 yards (tackle by Denzel Perryman),0.610,0.870
2,4:33,2,4,BUF 31,7,27,"Nathan Peterman for no gain. Nathan Peterman fumbles, recovered by Nathan Peterman at BUF-28",0.870,-0.230
2,3:57,3,7,BUF 28,7,27,Nathan Peterman pass incomplete short left intended for Deonte Thompson,-0.230,-1.500
2,3:54,4,7,BUF 28,7,27,"Colton Schmidt punts 29 yards, out of bounds",-1.500,-1.800
2,3:46,1,10,LAC 43,7,27,Melvin Gordon middle for no gain (tackle by Preston Brown and Deandre Coleman),1.800,1.250
2,3:11,2,10,LAC 43,7,27,Melvin Gordon left tackle for 1 yard (tackle by Jerry Hughes),1.250,0.690
2,2:34,3,9,LAC 44,7,27,Philip Rivers pass complete short left to Keenan Allen for 17 yards (tackle by Jordan Poyer),0.690,2.980
2,2:00,1,10,BUF 39,7,27,Philip Rivers pass complete deep left to Keenan Allen for 29 yards (tackle by Preston Brown and Leonard Johnson),2.980,4.910
2,1:17,1,10,BUF 10,7,33,"Melvin Gordon right end for 10 yards, touchdown",4.910,7.000
2,1:09,,,BUF 15,7,34,Nick Novak kicks extra point good,0.000,0.000
2,1:09,,,LAC 35,7,34,"Nick Novak kicks off 65 yards, returned by Brandon Tate for 25 yards (tackle by Nick Dzubnar)",0.000,-0.610
2,1:03,1,10,BUF 25,7,34,Nathan Peterman pass complete deep left to Deonte Thompson for 19 yards (tackle by Trevor Williams),0.610,1.860
2,0:41,1,10,BUF 44,7,34,Nathan Peterman pass incomplete deep left intended for Deonte Thompson is intercepted by Trevor Williams at LAC-39 and returned for 7 yards,1.860,-1.990
2,0:35,1,10,LAC 46,7,34,Philip Rivers pass complete short middle to Hunter Henry for 10 yards (tackle by Ramon Humber and Preston Brown),1.990,0.000
2,0:29,,,,,,Timeout #2 by Los Angeles Chargers,0.000,-2.650
2,0:29,1,10,BUF 44,7,34,Philip Rivers pass complete short middle to Austin Ekeler for 11 yards (tackle by Preston Brown),2.650,3.380
2,0:13,1,10,BUF 33,7,34,Philip Rivers spiked the ball,3.380,2.840
2,0:13,2,10,BUF 33,7,34,Philip Rivers pass complete short middle to Keenan Allen for 12 yards (tackle by Preston Brown),2.840,0.000
2,0:08,,,,,,Timeout #3 by Los Angeles Chargers,0.000,-4.170
2,0:08,1,10,BUF 21,7,34,Philip Rivers pass incomplete deep left intended for Mike Williams,4.170,3.630
2,0:02,2,10,BUF 21,7,37,Nick Novak 39 yard field goal good,3.630,3.000
Quarter,Time,Down,ToGo,Location,BUF,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,7,37,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,LAC 25,7,37,Philip Rivers pass complete short left to Keenan Allen for 18 yards (tackle by Preston Brown),0.610,1.800
3,14:23,1,10,LAC 43,7,37,Melvin Gordon left end for no gain (tackle by E.J. Gaines),1.800,1.250
3,13:39,2,10,LAC 43,7,37,Philip Rivers pass complete short middle to Mike Williams for 13 yards (tackle by E.J. Gaines),1.250,2.650
3,13:00,1,10,BUF 44,7,37,Derek Watt middle for 17 yards (tackle by TreDavious White and Micah Hyde),2.650,3.780
3,12:41,1,10,BUF 27,7,37,Melvin Gordon right end for 4 yards (tackle by Eddie Yarbrough),3.780,3.770
3,12:03,2,6,BUF 23,7,37,Philip Rivers pass incomplete short right intended for Melvin Gordon,3.770,3.070
3,11:58,3,6,BUF 23,7,37,Philip Rivers pass complete short right to Keenan Allen for 15 yards (tackle by TreDavious White),3.070,5.370
3,11:18,1,8,BUF 8,7,37,Melvin Gordon middle for -2 yards (tackle by Ramon Humber),5.370,4.190
3,10:35,2,10,BUF 10,7,37,Philip Rivers pass incomplete short right intended for Mike Williams,4.190,3.130
3,10:29,3,10,BUF 10,7,37,Philip Rivers pass incomplete short middle intended for Antonio Gates,3.130,2.760
3,10:24,4,10,BUF 10,7,40,Nick Novak 28 yard field goal good,2.760,3.000
3,10:21,,,LAC 35,7,40,"Nick Novak kicks off 60 yards, returned by Brandon Tate for 17 yards (tackle by Jeremiah Attaochu)",0.000,-0.410
3,10:14,1,10,BUF 22,7,40,LeSean McCoy left end for 32 yards (tackle by Korey Toomer),0.410,2.520
3,9:39,1,10,LAC 46,7,40,Travaris Cadet left tackle for 3 yards (tackle by Denzel Perryman),2.520,2.380
3,9:10,2,7,LAC 43,7,40,Tyrod Taylor pass incomplete short middle intended for Zay Jones (defended by Trevor Williams),2.380,1.680
3,9:05,3,7,LAC 43,7,40,"Penalty on Jordan Mills: False Start, 5 yards (no play)",1.680,1.030
3,9:05,3,12,LAC 48,7,40,Tyrod Taylor pass complete deep right to Charles Clay for 16 yards (tackle by Jahleel Addae),1.030,3.450
3,8:33,1,10,LAC 32,7,40,Tyrod Taylor pass incomplete deep right intended for Andre Holmes,3.450,2.900
3,8:26,2,10,LAC 32,7,40,LeSean McCoy right end for no gain (tackle by Casey Hayward),2.900,2.210
3,7:46,3,10,LAC 32,7,40,Tyrod Taylor pass incomplete deep right intended for Nick O'Leary,2.210,1.240
3,7:39,4,10,LAC 32,10,40,Steven Hauschka 50 yard field goal good,1.240,3.000
3,7:34,,,BUF 35,10,40,"Steven Hauschka kicks off 59 yards, returned by Desmond King for 16 yards (tackle by Shamarko Thomas)",0.000,-0.410
3,7:28,1,10,LAC 22,10,40,Melvin Gordon left tackle for 10 yards (tackle by Lorenzo Alexander and Jordan Poyer),0.410,1.070
3,6:42,1,10,LAC 32,10,40,Philip Rivers pass complete short right to Keenan Allen for 3 yards (tackle by Ramon Humber),1.070,0.930
3,6:00,2,7,LAC 35,10,40,Melvin Gordon right tackle for -4 yards (tackle by Jordan Poyer),0.930,-0.290
3,5:28,3,11,LAC 31,10,40,"Philip Rivers pass incomplete. Penalty on Jerry Hughes: Defensive Offside, 5 yards (no play)",-0.290,0.370
3,5:22,3,6,LAC 36,10,40,Philip Rivers pass complete short right to Mike Williams for 4 yards (tackle by TreDavious White),0.370,-0.720
3,4:52,4,2,LAC 40,10,40,"Drew Kaser punts 46 yards, returned by Brandon Tate for 3 yards (tackle by Kyle Emanuel)",-0.720,0.060
3,4:40,1,10,BUF 17,10,40,Tyrod Taylor pass complete short left to Zay Jones for 6 yards (tackle by Denzel Perryman),-0.060,0.350
3,4:19,2,4,BUF 23,10,40,"LeSean McCoy right tackle for 7 yards (tackle by Tre Boston). Penalty on Richie Incognito: Offensive Holding, 10 yards",0.350,-0.060
3,4:06,2,7,BUF 20,10,40,Tyrod Taylor pass incomplete short right intended for Deonte Thompson (defended by Casey Hayward),-0.060,-0.870
3,3:59,3,7,BUF 20,10,40,Tyrod Taylor pass complete short right to Zay Jones for 17 yards (tackle by Casey Hayward),-0.870,1.400
3,3:21,1,10,BUF 37,10,40,Tyrod Taylor pass incomplete deep right intended for Zay Jones (defended by Michael Davis),1.400,0.860
3,3:15,2,10,BUF 37,10,40,"Tyrod Taylor middle for 5 yards (tackle by Denzel Perryman). Penalty on Eric Wood: Offensive Holding, 10 yards (no play)",0.860,-0.490
3,2:53,2,20,BUF 27,10,40,Tyrod Taylor pass incomplete deep middle intended for Brandon Tate,-0.490,-1.150
3,2:46,3,20,BUF 27,10,40,Tyrod Taylor pass complete short middle to Travaris Cadet for 16 yards (tackle by Tre Boston),-1.150,-0.520
3,2:03,4,4,BUF 43,10,46,"Tyrod Taylor sacked by Joey Bosa for -8 yards. Tyrod Taylor fumbles (forced by Joey Bosa), recovered by Melvin Ingram at BUF-39 and returned for 39 yards, touchdown",-0.520,-7.000
3,,,,BUF 15,10,47,Nick Novak kicks extra point good,,
3,1:51,,,LAC 35,10,47,"Nick Novak kicks off 62 yards, returned by Brandon Tate for 19 yards (tackle by Derek Watt)",0.000,-0.410
3,1:45,1,10,BUF 22,10,47,Travaris Cadet right end for 12 yards (tackle by Adrian Phillips),0.410,1.200
3,1:15,1,10,BUF 34,10,47,Tyrod Taylor pass complete short right to Deonte Thompson for 9 yards (tackle by Michael Davis),1.200,1.870
3,0:48,2,1,BUF 43,10,47,Tyrod Taylor for 32 yards (tackle by Tre Boston),1.870,3.910
3,0:22,1,10,LAC 25,10,47,Tyrod Taylor pass complete short right to Andre Holmes for 7 yards (tackle by Michael Davis),3.910,4.370
Quarter,Time,Down,ToGo,Location,BUF,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,LAC 18,10,47,"Tyrod Taylor pass incomplete deep right intended for Charles Clay. Penalty on Jahleel Addae: Defensive Pass Interference, 13 yards (no play)",4.370,6.060
4,14:53,1,5,LAC 5,10,47,Tyrod Taylor right end for 4 yards (tackle by Michael Davis),6.060,5.910
4,14:42,2,1,LAC 1,10,47,LeSean McCoy left end for -1 yards (tackle by Melvin Ingram),5.910,4.950
4,14:07,3,2,LAC 2,10,47,"Tyrod Taylor pass complete short left to Charles Clay for 2 yards. Penalty on Charles Clay: Offensive Pass Interference, 10 yards (no play)",4.950,3.100
4,14:02,3,12,LAC 12,10,47,Tyrod Taylor pass incomplete short left intended for Charles Clay,3.100,2.630
4,13:57,4,12,LAC 12,16,47,"Tyrod Taylor pass complete short left to LeSean McCoy for 12 yards, touchdown",2.630,7.000
4,13:51,,,LAC 15,17,47,Steven Hauschka kicks extra point good,0.000,0.000
4,13:51,,,BUF 35,17,47,"Steven Hauschka kicks onside 23 yards, recovered by Hunter Henry",0.000,-1.730
4,13:49,1,10,LAC 42,17,47,Kellen Clemens pass complete short right to Jeff Cumberland for 2 yards (tackle by Preston Brown and Trae Elston),1.730,1.460
4,13:06,2,8,LAC 44,17,47,Austin Ekeler right tackle for 10 yards (tackle by Jordan Poyer and Trae Elston),1.460,2.520
4,12:23,1,10,BUF 46,17,47,Austin Ekeler left end for 4 yards (tackle by Preston Brown and Trae Elston),2.520,2.520
4,11:39,2,6,BUF 42,17,47,Derek Watt middle for no gain (tackle by Kyle Williams and Deandre Coleman),2.520,1.820
4,10:58,3,6,BUF 42,17,47,Kellen Clemens pass complete short left to Mike Williams for 8 yards (tackle by E.J. Gaines),1.820,3.310
4,10:13,1,10,BUF 34,17,47,Austin Ekeler right end for 2 yards (tackle by Preston Brown),3.310,3.040
4,9:28,2,8,BUF 32,17,47,Austin Ekeler left guard for 1 yard (tackle by Cedric Thornton),3.040,2.480
4,8:45,3,7,BUF 31,17,47,Kellen Clemens pass complete short right to Sean McGrath for 10 yards (tackle by Jordan Poyer),2.480,4.170
4,8:03,1,10,BUF 21,17,53,"Austin Ekeler middle for 21 yards, touchdown",4.170,7.000
4,7:57,,,BUF 15,17,54,Nick Novak kicks extra point good,0.000,0.000
4,7:57,,,LAC 35,17,54,"Nick Novak kicks off 65 yards, touchback",0.000,-0.610
4,7:57,1,10,BUF 25,17,54,Tyrod Taylor pass complete deep left to Zay Jones for 33 yards,0.610,2.790
4,7:44,1,10,LAC 42,17,54,Tyrod Taylor pass complete short right to Travaris Cadet for 6 yards (tackle by Adrian Phillips),2.790,3.050
4,7:20,2,4,LAC 36,17,54,Travaris Cadet left guard for 2 yards (tackle by Jatavis Brown and Damion Square),3.050,2.610
4,6:56,3,2,LAC 34,17,54,Tyrod Taylor pass complete short left to Nick O'Leary for 8 yards (tackle by Adrian Phillips),2.610,3.840
4,6:36,1,10,LAC 26,17,54,Tyrod Taylor pass complete short middle to Zay Jones for 12 yards (tackle by Tre Boston),3.840,4.650
4,6:15,1,10,LAC 14,17,54,Tyrod Taylor pass complete short middle to Travaris Cadet for 5 yards (tackle by Rayshawn Jenkins and Darius Philon),4.650,4.900
4,5:57,2,5,LAC 9,17,54,Tyrod Taylor left end for no gain (tackle by Trevor Williams),4.900,4.050
4,5:30,3,5,LAC 9,17,54,Tyrod Taylor pass complete short middle to Brandon Tate for 7 yards (tackle by Jatavis Brown),4.050,6.740
4,5:05,1,2,LAC 2,17,54,Tyrod Taylor pass incomplete short left intended for Zay Jones (defended by Trevor Williams),6.740,5.720
4,5:00,2,2,LAC 2,17,54,Tyrod Taylor pass incomplete short middle intended for Brandon Tate (defended by Desmond King),5.720,4.950
4,4:54,3,2,LAC 2,23,54,"Tyrod Taylor left end for 2 yards, touchdown",4.950,7.000
4,4:49,,,LAC 15,24,54,Steven Hauschka kicks extra point good,0.000,0.000
4,4:49,,,BUF 35,24,54,"Steven Hauschka kicks onside 12 yards, recovered by Jatavis Brown",0.000,-2.460
4,4:47,1,10,BUF 47,24,54,Andre Williams middle for no gain (tackle by Shaq Lawson),2.460,1.910
4,4:03,2,10,BUF 47,24,54,Andre Williams middle for 2 yards (tackle by Preston Brown and Cedric Thornton),1.910,0.000
4,3:56,,,,,,Timeout #1 by Buffalo Bills,0.000,-1.490
4,3:56,3,8,BUF 45,24,54,Kellen Clemens pass complete short left to Mike Williams for 5 yards (tackle by E.J. Gaines),1.490,0.000
4,3:50,,,,,,Timeout #2 by Buffalo Bills,0.000,-0.590
4,3:49,4,3,BUF 40,24,54,"Drew Kaser punts 27 yards, fair catch by Brandon Tate",0.590,0.320
4,3:42,1,10,BUF 13,24,54,Tyrod Taylor pass complete short left to Travaris Cadet for no gain,-0.320,-0.770
4,3:13,2,10,BUF 13,24,54,Tyrod Taylor pass complete short right to Travaris Cadet for 4 yards (tackle by Jatavis Brown),-0.770,-0.940
4,3:10,3,6,BUF 17,24,54,Tyrod Taylor pass incomplete deep left intended for Nick O'Leary,-0.940,-2.320
4,2:56,4,6,BUF 17,24,54,"Colton Schmidt punts 45 yards, returned by Desmond King for 2 yards (tackle by Lafayette Pitts)",-2.320,-1.600
4,2:46,1,10,LAC 40,24,54,Austin Ekeler middle for 2 yards (tackle by Jordan Poyer),1.600,1.320
4,2:03,2,8,LAC 42,24,54,Kellen Clemens pass complete short left to Mike Williams for 8 yards (tackle by E.J. Gaines and Trae Elston),1.320,2.260
4,1:56,1,10,,24,54,Kellen Clemens kneels for -1 yards,2.260,1.580
4,1:14,2,11,LAC 49,24,54,Kellen Clemens kneels for -1 yards,1.580,0.760
4,0:36,3,12,LAC 48,24,54,Kellen Clemens kneels for -1 yards,0.760,-0.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
