Quarter,Time,Down,ToGo,Location,KAN,SEA,Detail,EPB,EPA
2,15:00,1,10,KAN 31,10,0,Matt Hasselbeck pass incomplete intended for Koren Robinson (defended by Scott Fujita),3.510,2.970
2,14:57,2,10,KAN 31,10,0,Shaun Alexander left end for -1 yards (tackle by Larry Atkins and Eric Warfield),2.970,2.150
2,14:19,3,11,KAN 32,10,0,Matt Hasselbeck pass incomplete intended for Darrell Jackson,2.150,1.240
2,14:14,4,11,KAN 32,10,0,Rian Lindell 50 yard field goal no good,1.240,-1.660
2,14:09,1,10,KAN 41,10,0,Priest Holmes left tackle for 7 yards (tackle by Tim Terry and Curtis Fuller),1.660,2.070
2,13:31,2,3,KAN 48,10,0,Trent Green left end for 7 yards (tackle by Marcus Bell),2.070,2.590
2,12:44,1,10,SEA 45,10,0,Trent Green pass complete to Tony Richardson for 3 yards (tackle by Ken Lucas and Orlando Huff),2.590,2.450
2,12:00,2,7,SEA 42,10,0,Priest Holmes left tackle for 7 yards (tackle by Marcus Bell),2.450,3.250
2,11:16,1,10,SEA 35,10,0,Trent Green sacked by John Randle for -8 yards,3.250,1.620
2,10:47,2,18,SEA 43,10,0,Priest Holmes right end for 5 yards (tackle by Tim Terry and Reggie Tongue),1.620,1.620
2,10:05,3,13,SEA 38,10,0,Trent Green pass complete to Priest Holmes for 5 yards (tackle by Anthony Simmons),1.620,1.150
2,9:26,4,8,SEA 33,10,0,"Dan Stryzinski punts 25 yards, fair catch by Bobby Engram",1.150,0.380
2,9:21,1,10,SEA 8,10,0,"Matt Hasselbeck pass complete to Shaun Alexander for 10 yards (tackle by Shaunard Harts). Penalty on Walter Jones: Offensive Holding, 4 yards (no play)",-0.380,-0.530
2,8:55,1,14,SEA 4,10,0,"Matt Hasselbeck pass incomplete intended for Darrell Jackson. Penalty on Ray Crockett: Defensive Pass Interference, 41 yards (no play)",-0.530,1.930
2,8:47,1,10,SEA 45,10,0,Matt Hasselbeck pass complete to Koren Robinson for 44 yards (tackle by Greg Wesley),1.930,4.840
2,8:01,1,10,KAN 11,10,0,"Matt Hasselbeck left tackle for 5 yards (tackle by Gary Stills). Penalty on Mike Maslowski: Personal Foul, 3 yards",4.840,6.510
2,7:35,1,3,KAN 3,10,6,"Shaun Alexander left tackle for 3 yards, touchdown",6.510,7.000
2,7:35,,,KAN 3,10,7,Rian Lindell kicks extra point good,0.000,0.000
2,7:35,,,SEA 30,10,7,"Rian Lindell kicks off 56 yards, returned by Dante Hall for 16 yards (tackle by Marcus Bell). Penalty on Terreal Bierria: Offensive Offside, 5 yards (no play)",0.000,0.000
2,7:35,,,SEA 25,10,7,"Rian Lindell kicks off 51 yards, returned by Dante Hall for 12 yards (tackle by Terry Killens)",0.000,1.330
2,7:21,1,10,KAN 36,16,7,"Trent Green pass complete to Priest Holmes for 64 yards, touchdown",1.330,7.000
2,7:21,,,SEA 36,17,7,Morten Andersen kicks extra point good,0.000,0.000
2,7:21,,,KAN 30,17,7,"Morten Andersen kicks off 62 yards, returned by James Williams for 13 yards (tackle by Derrick Blaylock)",0.000,0.340
2,7:04,1,10,SEA 21,17,7,Shaun Alexander left end for -1 yards (tackle by Duane Clemons and Nate Hobgood-Chittick),0.340,-0.340
2,6:29,2,11,SEA 20,17,7,Matt Hasselbeck pass complete to Darrell Jackson for 19 yards (tackle by Ray Crockett),-0.340,1.530
2,5:48,1,10,SEA 39,17,7,Matt Hasselbeck pass complete to Darrell Jackson for 20 yards (tackle by Greg Wesley),1.530,2.850
2,5:18,1,10,KAN 41,17,7,Shaun Alexander left end for 8 yards (tackle by Marvcus Patton and Eric Warfield),2.850,3.390
2,4:41,2,2,KAN 33,17,7,Matt Hasselbeck pass complete to Darrell Jackson for 7 yards (tackle by Marvcus Patton),3.390,3.840
2,4:03,1,10,KAN 26,17,7,Matt Hasselbeck pass complete to Itula Mili for 20 yards (tackle by Mike Maslowski),3.840,5.830
2,3:24,1,6,KAN 6,17,7,Shaun Alexander left end for 4 yards (tackle by Greg Wesley),5.830,5.720
2,2:40,2,2,KAN 2,17,13,"Matt Hasselbeck pass complete to Mack Strong for 2 yards, touchdown",5.720,7.000
2,2:40,,,KAN 2,17,14,Rian Lindell kicks extra point good,0.000,0.000
2,2:40,,,SEA 30,17,14,"Rian Lindell kicks off 55 yards, returned by Dante Hall for 12 yards (tackle by D.D. Lewis)",0.000,0.740
2,2:31,1,10,KAN 27,17,14,Priest Holmes middle for 10 yards (tackle by Doug Evans and Anthony Simmons),0.740,1.400
2,2:10,1,10,KAN 37,17,14,Trent Green pass complete to Eddie Kennison for 9 yards (tackle by Ken Lucas),1.400,2.070
2,2:00,2,1,KAN 46,17,14,Priest Holmes left tackle for 2 yards (tackle by Reggie Tongue),2.070,2.130
2,1:42,1,10,KAN 48,17,14,"Trent Green pass incomplete intended for Eddie Kennison. Penalty on Ken Lucas: Defensive Pass Interference, 18 yards (no play)",2.130,3.310
2,1:36,1,10,SEA 34,17,14,Trent Green pass complete to Tony Gonzalez for 13 yards (tackle by Willie Williams),3.310,4.170
2,1:31,1,10,SEA 21,17,14,Trent Green pass complete to Priest Holmes for 2 yards (tackle by Anthony Simmons),4.170,3.900
2,1:21,1,10,SEA 21,,,Timeout #1 by Kansas City Chiefs,4.170,3.900
2,1:21,2,8,SEA 19,17,14,Trent Green pass incomplete intended for Tony Richardson,3.900,3.180
2,1:17,2,8,SEA 19,,,Timeout #2 by Kansas City Chiefs,3.900,3.180
2,1:17,3,8,SEA 19,17,14,Trent Green pass complete to Eddie Kennison for 18 yards (tackle by Reggie Tongue),3.180,6.970
2,1:05,3,8,SEA 19,,,Timeout #3 by Kansas City Chiefs,3.180,6.970
2,1:05,1,1,SEA 1,17,14,Trent Green pass incomplete intended for Jason Dunn is intercepted by Orlando Huff at SEA--9,6.970,-0.280
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,0:59,1,10,SEA 20,17,14,Matt Hasselbeck pass complete to Itula Mili for 16 yards (tackle by Scott Fujita),0.280,1.330
2,0:51,1,10,SEA 20,,,Timeout #1 by Seattle Seahawks,0.280,1.330
2,0:51,1,10,SEA 36,17,14,Matt Hasselbeck left end for 19 yards (tackle by Corey Harris),1.330,2.590
2,0:43,1,10,KAN 45,17,14,Matt Hasselbeck pass incomplete intended for Heath Evans,2.590,2.040
2,0:38,2,10,KAN 45,17,14,Matt Hasselbeck pass complete to Itula Mili for 9 yards (tackle by Greg Wesley),2.040,2.540
2,0:31,2,10,KAN 45,,,Timeout #2 by Seattle Seahawks,2.040,2.540
2,0:31,3,1,KAN 36,17,14,Heath Evans for 1 yard (tackle by R-Kal Truluck),2.540,3.250
2,0:18,1,10,KAN 35,17,14,Matt Hasselbeck pass incomplete,3.250,2.700
2,0:18,2,10,KAN 35,17,14,Matt Hasselbeck pass complete to Darrell Jackson for 29 yards (tackle by Shaunard Harts),2.700,5.830
2,0:10,2,10,KAN 35,,,Timeout #3 by Seattle Seahawks,2.700,5.830
2,0:10,1,6,KAN 6,17,20,"Matt Hasselbeck pass complete to Jerramy Stevens for 6 yards, touchdown",5.830,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:10,,,KAN 6,17,21,Rian Lindell kicks extra point good,0.000,0.000
2,0:10,,,SEA 30,17,21,"Rian Lindell kicks off 39 yards, returned by Monty Beisel for 9 yards (tackle by Alex Bannister)",0.000,1.600
2,0:02,1,10,KAN 40,17,21,Priest Holmes right guard for 30 yards (tackle by Antonio Cochran),1.600,3.580
Quarter,Time,Down,ToGo,Location,KAN,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,17,21,"Morten Andersen kicks off 52 yards, returned by James Williams for 82 yards. Penalty on D.D. Lewis: Offensive Holding, 10 yards",0.000,0.670
3,14:49,1,10,SEA 26,17,21,Matt Hasselbeck pass complete to Itula Mili for 8 yards (tackle by Ray Crockett and Mike Maslowski),0.670,1.210
3,14:16,2,2,SEA 34,17,21,Shaun Alexander middle for 21 yards (tackle by Greg Wesley),1.210,2.590
3,13:41,1,10,KAN 45,17,21,Shaun Alexander left guard for 5 yards (tackle by Scott Fujita),2.590,2.720
3,13:08,2,5,KAN 40,17,21,Matt Hasselbeck pass complete to Darrell Jackson for 7 yards (tackle by Marvcus Patton and Eric Hicks),2.720,3.380
3,12:29,1,10,KAN 33,17,21,Shaun Alexander right tackle for 16 yards (tackle by Greg Wesley),3.380,4.440
3,11:52,1,10,KAN 17,17,27,"Matt Hasselbeck pass complete to Koren Robinson for 17 yards, touchdown",4.440,7.000
3,11:52,,,KAN 17,17,28,Rian Lindell kicks extra point good,0.000,0.000
3,11:52,,,SEA 30,17,28,"Rian Lindell kicks off 63 yards, returned by Dante Hall for 20 yards (tackle by Marcus Bell)",0.000,0.740
3,11:42,1,10,KAN 27,17,28,Trent Green pass complete to Tony Gonzalez for 17 yards,0.740,1.860
3,11:20,1,10,KAN 44,17,28,Priest Holmes right guard for 7 yards (tackle by Marcus Robertson and Orlando Huff),1.860,2.260
3,10:42,2,3,SEA 49,17,28,Priest Holmes middle for 7 yards (tackle by Anthony Simmons and Antonio Cochran). Penalty on John Randle: Defensive Holding (Declined),2.260,2.790
3,10:18,1,10,SEA 42,17,28,Priest Holmes right tackle for 2 yards (tackle by Lamar King and Anthony Simmons),2.790,2.510
3,9:36,2,8,SEA 40,17,28,Trent Green pass complete to Johnnie Morton for 6 yards (tackle by Shawn Springs),2.510,2.610
3,8:54,3,2,SEA 34,17,28,Trent Green pass incomplete intended for Eddie Kennison (defended by Ken Lucas),2.610,1.100
3,8:51,4,2,SEA 34,17,28,"Dan Stryzinski punts 21 yards, fair catch by Bobby Engram",1.100,0.320
3,8:44,1,10,SEA 13,17,28,Shaun Alexander left tackle for 6 yards (tackle by Mike Maslowski and Eric Hicks),-0.320,0.030
3,8:12,2,4,SEA 19,17,28,"Matt Hasselbeck pass incomplete intended for Koren Robinson. Penalty on Eric Warfield: Defensive Pass Interference, 16 yards (no play)",0.030,1.270
3,8:07,1,10,SEA 35,17,28,"Matt Hasselbeck pass complete to Koren Robinson for 17 yards (tackle by Eric Warfield). Penalty on Bobby Engram: Personal Foul, 15 yards",1.270,1.400
3,7:43,1,10,SEA 37,17,28,Shaun Alexander left tackle for 4 yards (tackle by Gary Stills),1.400,1.400
3,7:10,2,6,SEA 41,17,28,Matt Hasselbeck pass complete to Bobby Engram for 7 yards (tackle by Ray Crockett),1.400,2.130
3,6:44,1,10,SEA 48,17,28,Matt Hasselbeck pass complete to Koren Robinson for 18 yards (tackle by Ray Crockett and Marvcus Patton),2.130,3.310
3,5:56,1,10,KAN 34,17,28,Shaun Alexander right tackle for -1 yards (tackle by Marvcus Patton and Eric Downing),3.310,2.640
3,5:14,2,11,KAN 35,17,28,Matt Hasselbeck pass complete to Jerramy Stevens for 7 yards (tackle by Marvcus Patton),2.640,2.870
3,4:35,3,4,KAN 28,17,28,Matt Hasselbeck sacked by Shaunard Harts for -8 yards,2.870,0.880
3,4:10,4,12,KAN 36,17,28,Jeff Feagles punts 28 yards,0.880,0.380
3,4:01,1,10,KAN 8,17,28,Priest Holmes left end for 19 yards (tackle by Marcus Robertson),-0.380,0.740
3,3:31,1,10,KAN 27,17,28,Priest Holmes right tackle for 1 yard (tackle by Lamar King),0.740,0.330
3,2:52,2,9,KAN 28,17,28,Trent Green pass complete to Eddie Kennison for 23 yards (tackle by Ken Lucas),0.330,2.320
3,2:12,1,10,SEA 49,17,28,Johnnie Morton left end for 12 yards (tackle by Ken Lucas),2.320,3.120
3,1:43,1,10,SEA 37,17,28,Trent Green pass complete to Johnnie Morton for 18 yards (tackle by Ken Lucas),3.120,4.310
3,1:07,1,10,SEA 19,17,28,Priest Holmes right tackle for 14 yards (tackle by Marcus Robertson and Reggie Tongue),4.310,6.060
3,0:39,1,5,SEA 5,17,28,Priest Holmes left end for 1 yard (tackle by Orlando Huff),6.060,5.340
Quarter,Time,Down,ToGo,Location,KAN,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,SEA 4,23,28,"Priest Holmes right tackle for 4 yards, touchdown",5.340,7.000
4,15:00,2,,SEA 4,25,28,Two Point Attempt: conversion succeeds,1.000,1.000
4,15:00,,,KAN 30,25,28,"Morten Andersen kicks off 57 yards, returned by James Williams for 12 yards (tackle by Lyle West)",0.000,0.610
4,14:50,1,10,SEA 25,25,28,Matt Hasselbeck pass complete to Koren Robinson for 33 yards (tackle by Scott Fujita),0.610,2.790
4,14:02,1,10,KAN 42,25,28,Shaun Alexander middle for 6 yards (tackle by Scott Fujita),2.790,3.050
4,13:29,2,4,KAN 36,25,28,Shaun Alexander right guard for 5 yards (tackle by Greg Wesley),3.050,3.510
4,12:51,1,10,KAN 31,25,28,Shaun Alexander right end for 1 yard (tackle by Mike Maslowski),3.510,3.100
4,12:13,2,9,KAN 30,25,28,Matt Hasselbeck pass complete to Darrell Jackson for 10 yards (tackle by Shaunard Harts and Scott Fujita),3.100,4.240
4,11:34,1,10,KAN 20,25,28,Shaun Alexander left end for 1 yard (tackle by Marvcus Patton),4.240,3.820
4,10:55,2,9,KAN 19,25,28,Matt Hasselbeck pass incomplete intended for Mack Strong,3.820,3.100
4,10:50,3,9,KAN 19,25,28,Matt Hasselbeck pass incomplete intended for Itula Mili (defended by Eddie Freeman),3.100,2.180
4,10:47,4,9,KAN 19,25,31,Rian Lindell 37 yard field goal good,2.180,3.000
4,10:47,,,SEA 30,25,31,"Rian Lindell kicks off 65 yards, returned by Dante Hall for 17 yards (tackle by Marcus Bell). Penalty on Donald Willis: Offensive Holding, 10 yards",0.000,-0.350
4,10:37,1,10,KAN 12,25,31,Priest Holmes left tackle for 2 yards (tackle by Lamar King and Chad Eaton),-0.350,-0.610
4,9:56,2,8,KAN 14,25,31,Trent Green pass complete to Priest Holmes for 10 yards (tackle by Orlando Huff),-0.610,0.540
4,9:14,1,10,KAN 24,25,31,Priest Holmes left tackle for 11 yards (tackle by Reggie Tongue and Curtis Fuller),0.540,1.270
4,8:28,1,10,KAN 35,25,31,Trent Green pass complete to Tony Gonzalez for 4 yards (tackle by Tim Terry),1.270,1.260
4,7:48,2,6,KAN 39,25,31,Priest Holmes left guard for 15 yards (tackle by Reggie Tongue and Tim Terry),1.260,2.520
4,7:07,1,10,SEA 46,25,31,Trent Green pass complete to Tony Richardson for 4 yards (tackle by Orlando Huff),2.520,2.520
4,6:32,2,6,SEA 42,25,31,Mike Cloud right end for 1 yard (tackle by Anthony Simmons),2.520,1.950
4,6:00,2,6,SEA 42,,,Timeout #1 by Kansas City Chiefs,2.520,1.950
4,6:00,3,5,SEA 41,25,31,Trent Green pass incomplete intended for Tony Richardson,1.950,0.530
4,5:58,4,5,SEA 41,25,31,"Dan Stryzinski punts 35 yards, fair catch by Bobby Engram",0.530,0.380
4,5:50,1,10,SEA 6,25,31,Matt Hasselbeck pass incomplete intended for Koren Robinson,-0.380,-0.780
4,5:46,2,10,SEA 6,25,31,Matt Hasselbeck pass complete to Koren Robinson for 7 yards (tackle by Eric Warfield and Mike Maslowski),-0.780,-0.600
4,5:06,3,3,SEA 13,25,31,Matt Hasselbeck pass complete to Bobby Engram for 10 yards (tackle by Ray Crockett),-0.600,0.480
4,4:37,1,10,SEA 23,25,31,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Eric Hicks),0.480,-0.070
4,4:33,2,10,SEA 23,25,31,Shaun Alexander right guard for 3 yards (tackle by Scott Fujita),-0.070,-0.360
4,3:57,3,7,SEA 26,25,31,Matt Hasselbeck pass complete to Bobby Engram for 11 yards (tackle by Mike Maslowski),-0.360,1.400
4,3:13,1,10,SEA 37,25,31,Shaun Alexander middle for 3 yards (tackle by John Browning and Eric Hicks),1.400,1.260
4,2:31,2,7,SEA 40,25,31,Shaun Alexander right end for 5 yards (tackle by Shaunard Harts),1.260,1.220
4,2:21,2,7,SEA 40,,,Timeout #2 by Kansas City Chiefs,1.260,1.220
4,2:21,3,2,SEA 45,25,31,Matt Hasselbeck pass complete to Shaun Alexander for 6 yards (tackle by Mike Maslowski),1.220,2.320
4,2:05,3,2,SEA 45,,,Timeout #3 by Kansas City Chiefs,1.220,2.320
4,2:05,1,10,KAN 49,25,31,Shaun Alexander middle for 3 yards (tackle by Eddie Freeman),2.320,2.190
4,2:00,2,7,KAN 46,25,37,"Shaun Alexander left tackle for 46 yards, touchdown",2.190,7.000
4,2:00,2,,KAN 46,25,39,"Two Point Attempt: Matt Hasselbeck left tackle, conversion succeeds",1.000,1.000
4,2:00,,,SEA 30,25,39,"Rian Lindell kicks off 58 yards, returned by Dante Hall for 18 yards (tackle by Terreal Bierria)",0.000,0.940
4,1:48,1,10,KAN 30,25,39,Trent Green pass complete to Priest Holmes for 13 yards (tackle by Curtis Fuller and Antonio Cochran),0.940,1.800
4,1:25,1,10,KAN 43,25,39,Trent Green pass incomplete intended for Eddie Kennison,1.800,1.250
4,1:21,2,10,KAN 43,25,39,Trent Green pass complete to Johnnie Morton for 17 yards (tackle by Reggie Tongue),1.250,2.920
4,1:02,1,10,SEA 40,25,39,Trent Green pass incomplete intended for Johnnie Morton,2.920,2.370
4,0:57,2,10,SEA 40,25,39,Trent Green pass complete to Johnnie Morton for 25 yards (tackle by Anthony Simmons),2.370,4.580
4,0:36,1,10,SEA 15,31,39,"Trent Green pass complete to Marc Boerigter for 15 yards, touchdown",4.580,7.000
4,0:36,,,SEA 15,32,39,Morten Andersen kicks extra point good,0.000,0.000
4,0:36,,,KAN 30,32,39,"Morten Andersen kicks onside 9 yards, recovered by Bobby Engram",0.000,-2.980
4,0:29,1,10,KAN 39,32,39,Matt Hasselbeck kneels for -1 yards,2.980,2.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
