Quarter,Time,Down,ToGo,Location,TAM,MIN,Detail,EPB,EPA
1,7:20,3,10,MIN 48,3,0,Josh Freeman pass complete deep middle to Vincent Jackson for 26 yards (tackle by Jamarca Sanford and Chad Greenway),1.160,4.110
1,6:35,1,10,MIN 22,3,0,LeGarrette Blount right end for 2 yards (tackle by Brian Robison),4.110,3.830
1,5:53,2,8,MIN 20,3,0,Josh Freeman pass complete short left to Doug Martin for 9 yards (tackle by Chris Cook and Antoine Winfield),3.830,4.840
1,5:08,1,10,MIN 11,3,0,Doug Martin up the middle for no gain (tackle by Jamarca Sanford),4.840,4.140
1,4:23,2,10,MIN 11,3,0,Josh Freeman pass complete short right to Dallas Clark for 10 yards (tackle by Jamarca Sanford),4.140,6.970
1,3:38,1,1,MIN 1,9,0,"Josh Freeman pass complete short left to Erik Lorig for 1 yard, touchdown",6.970,7.000
1,3:38,,,MIN 2,10,0,Connor Barth kicks extra point good,0.000,0.000
1,3:34,,,TAM 35,10,0,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
1,3:34,1,10,MIN 20,10,0,Adrian Peterson left guard for 11 yards (tackle by Ronde Barber),0.280,1.000
1,3:01,1,10,MIN 31,10,0,Adrian Peterson up the middle for 11 yards (tackle by Mark Barron and Ronde Barber),1.000,1.730
1,2:24,1,10,MIN 42,10,0,Christian Ponder up the middle for 1 yard (tackle by E.J. Biggers),1.730,1.320
1,1:52,2,9,MIN 43,10,0,"Christian Ponder pass complete short left to Jerome Simpson for 4 yards (tackle by Michael Bennett). Jerome Simpson fumbles (forced by Michael Bennett), recovered by Mason Foster at TAM-42 and returned for 4 yards (tackle by Phil Loadholt)",1.320,-1.990
1,1:40,1,10,TAM 46,10,0,Doug Martin left end for 12 yards (tackle by Chad Greenway),1.990,2.790
1,0:56,1,10,MIN 42,10,0,Doug Martin right tackle for 8 yards (tackle by Jamarca Sanford and Antoine Winfield),2.790,3.320
1,0:12,2,2,MIN 34,10,0,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Brian Robison),3.320,0.000
1,0:09,,,,10,0,Timeout #1 by Tampa Bay Buccaneers,0.000,2.610
1,0:08,3,2,MIN 34,10,0,Doug Martin up the middle for 2 yards (tackle by Jamarca Sanford and Chad Greenway),2.610,3.450
Quarter,Time,Down,ToGo,Location,TAM,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 32,10,0,Doug Martin left guard for 4 yards (tackle by Erin Henderson and Harrison Smith),3.450,3.440
2,14:19,2,6,MIN 28,10,0,Josh Freeman pass complete short right to Tiquan Underwood for 8 yards (tackle by Antoine Winfield),3.440,4.240
2,13:37,1,10,MIN 20,10,0,"Penalty on Doug Martin: False Start, 5 yards (no play)",4.240,3.910
2,13:18,1,15,MIN 25,10,0,Josh Freeman pass incomplete short right intended for Arrelious Benn (defended by Antoine Winfield),3.910,3.020
2,13:10,2,15,MIN 25,10,0,Josh Freeman pass incomplete short left intended for Mike Williams,3.020,2.340
2,13:06,3,15,MIN 25,10,0,Josh Freeman up the middle for 3 yards,2.340,1.990
2,12:24,4,12,MIN 22,13,0,Connor Barth 40 yard field goal good,1.990,3.000
2,12:20,,,TAM 35,13,0,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
2,12:20,1,10,MIN 20,13,0,Christian Ponder pass complete short left to Percy Harvin for 32 yards (tackle by Ronde Barber),0.280,2.390
2,11:42,1,10,TAM 48,13,0,Adrian Peterson left guard for 11 yards (tackle by Ronde Barber),2.390,3.120
2,11:05,1,10,TAM 37,13,0,"Christian Ponder pass incomplete short right intended for Jerome Simpson. Penalty on Roy Miller: Roughing the Passer, 15 yards (no play)",3.120,4.110
2,11:02,1,10,TAM 22,13,0,Christian Ponder pass complete short right to Rhett Ellison for 5 yards (tackle by Eric Wright),4.110,4.290
2,10:25,2,5,TAM 17,13,0,Adrian Peterson left tackle for -1 yards (tackle by Michael Bennett and Daniel Te'o-Nesheim),4.290,3.400
2,9:45,3,6,TAM 18,13,6,"Christian Ponder pass complete deep right to Percy Harvin for 18 yards, touchdown",3.400,7.000
2,9:45,,,TAM 2,13,7,Blair Walsh kicks extra point good,0.000,0.000
2,9:39,,,MIN 35,13,7,"Blair Walsh kicks off 67 yards, touchback",0.000,0.280
2,9:39,1,10,TAM 20,13,7,Josh Freeman pass incomplete short middle intended for Erik Lorig (defended by Brian Robison),0.280,-0.270
2,9:36,2,10,TAM 20,13,7,Doug Martin left tackle for 2 yards (tackle by Jasper Brinkley and Jared Allen),-0.270,-0.690
2,8:54,3,8,TAM 22,13,7,Josh Freeman pass incomplete short left intended for DJ Ware,-0.690,-1.900
2,8:50,4,8,TAM 22,13,7,"Michael Koenen punts 53 yards, returned by Marcus Sherels for no gain. Penalty on Chris Cook: Unnecessary Roughness, 12 yards",-1.900,0.320
2,8:37,1,10,MIN 13,13,7,Christian Ponder pass complete short right to Percy Harvin for 4 yards (tackle by Mason Foster and E.J. Biggers),-0.320,-0.300
2,7:57,2,6,MIN 17,13,7,Christian Ponder pass incomplete deep left intended for Jerome Simpson,-0.300,-0.940
2,7:51,3,6,MIN 17,13,7,Christian Ponder pass complete short right to Percy Harvin for 13 yards (tackle by Eric Wright),-0.940,0.940
2,7:18,1,10,MIN 30,13,7,"Adrian Peterson up the middle for 6 yards (tackle by Ronde Barber). Adrian Peterson fumbles (forced by Ronde Barber), recovered by Quincy Black at MIN-37 (tackle by John Sullivan)",0.940,-3.120
2,7:08,1,10,MIN 37,13,7,Josh Freeman pass incomplete short right intended for Doug Martin,3.120,2.570
2,7:04,2,10,MIN 37,13,7,Doug Martin left tackle for 16 yards (tackle by Jamarca Sanford),2.570,4.170
2,6:35,1,10,MIN 21,13,7,Josh Freeman pass complete short middle to Dallas Clark for 13 yards (tackle by Harrison Smith),4.170,5.370
2,6:02,1,8,MIN 8,13,7,Doug Martin left tackle for 6 yards (tackle by Harrison Smith and Chad Greenway),5.370,5.720
2,5:22,2,2,MIN 2,13,7,Doug Martin right guard for -1 yards (tackle by Fred Evans and Chad Greenway),5.720,0.000
2,4:35,,,,13,7,Timeout #2 by Tampa Bay Buccaneers,0.000,4.720
2,4:35,3,3,MIN 3,19,7,"Josh Freeman pass complete short right to Mike Williams for 3 yards, touchdown",4.720,7.000
2,4:35,,,MIN 2,20,7,Connor Barth kicks extra point good,0.000,0.000
2,4:30,,,TAM 35,20,7,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
2,4:30,1,10,MIN 20,20,7,Adrian Peterson right guard for no gain (tackle by Gerald McCoy),0.280,-0.270
2,3:54,2,10,MIN 20,20,7,Christian Ponder pass incomplete deep right intended for Jerome Simpson,-0.270,-0.960
2,3:49,3,10,MIN 20,20,7,Christian Ponder pass complete short middle to Kyle Rudolph for 12 yards (tackle by Michael Bennett),-0.960,1.070
2,3:14,1,10,MIN 32,20,7,Adrian Peterson up the middle for 5 yards (tackle by Quincy Black),1.070,1.200
2,2:42,2,5,MIN 37,20,7,Christian Ponder sacked by Daniel Te'o-Nesheim for -7 yards,1.200,-0.430
2,2:15,3,12,MIN 30,20,7,Christian Ponder pass complete deep left to Jerome Simpson for 33 yards (tackle by E.J. Biggers),-0.430,3.120
2,2:00,1,10,TAM 37,20,7,Christian Ponder pass incomplete short right intended for Percy Harvin,3.120,2.570
2,1:57,2,10,TAM 37,20,7,Christian Ponder pass complete short left to Adrian Peterson for 4 yards (tackle by Mason Foster),2.570,2.410
2,1:51,3,6,TAM 33,20,7,Christian Ponder pass incomplete deep right intended for Percy Harvin (defended by Leonard Johnson),2.410,1.160
2,1:45,4,6,TAM 33,20,10,Blair Walsh 51 yard field goal good,1.160,3.000
2,1:40,,,MIN 35,20,10,"Blair Walsh kicks off 69 yards, touchback",0.000,0.280
2,1:40,1,10,TAM 20,20,10,Doug Martin left guard for 11 yards (tackle by Harrison Smith and Chad Greenway),0.280,1.000
2,1:14,1,10,TAM 31,20,10,Josh Freeman pass complete short middle to Doug Martin for 6 yards (tackle by Chad Greenway),1.000,1.270
2,0:52,2,4,TAM 37,20,10,Josh Freeman pass incomplete short right intended for Tiquan Underwood,1.270,0.560
2,0:47,3,4,TAM 37,20,10,Doug Martin left end for 3 yards (tackle by Harrison Smith),0.560,0.000
2,0:38,,,,20,10,Timeout #2 by Minnesota Vikings,0.000,-0.720
2,0:38,4,1,TAM 40,20,10,"Michael Koenen punts 51 yards, returned by Marcus Sherels for 16 yards (tackle by Cody Grimm)",-0.720,-0.610
2,0:25,1,10,MIN 25,20,10,Christian Ponder pass incomplete short right intended for Jerome Simpson (defended by Eric Wright),0.610,0.060
2,0:18,2,10,MIN 25,20,10,Toby Gerhart up the middle for 6 yards (tackle by Ronde Barber),0.060,0.170
Quarter,Time,Down,ToGo,Location,TAM,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,20,10,"Blair Walsh kicks off 71 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,20,10,Josh Freeman pass incomplete short right intended for Mike Williams,0.280,-0.270
3,14:57,2,10,TAM 20,20,10,Josh Freeman pass complete short right to Dallas Clark for 17 yards (tackle by Chad Greenway),-0.270,1.400
3,14:33,1,10,TAM 37,20,10,Doug Martin left end for -1 yards (tackle by Jamarca Sanford and Chris Cook),1.400,0.720
3,13:51,2,11,TAM 36,26,10,"Josh Freeman pass complete short left to Doug Martin for 64 yards, touchdown",0.720,7.000
3,13:51,,,MIN 2,27,10,Connor Barth kicks extra point good,0.000,0.000
3,13:39,,,TAM 35,27,10,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
3,13:39,1,10,MIN 20,27,10,Adrian Peterson up the middle for no gain (tackle by E.J. Biggers and Daniel Te'o-Nesheim),0.280,-0.270
3,13:07,2,10,MIN 20,27,10,Adrian Peterson right end for -2 yards (tackle by Ronde Barber),-0.270,-1.330
3,12:26,3,12,MIN 18,27,10,Christian Ponder pass incomplete short left intended for Percy Harvin,-1.330,-2.240
3,12:20,4,12,MIN 18,27,10,"Chris Kluwe punts 40 yards, fair catch by Roscoe Parrish",-2.240,-1.730
3,12:12,1,10,TAM 42,27,10,Doug Martin left guard for 6 yards (tackle by Jasper Brinkley),1.730,2.000
3,11:29,2,4,TAM 48,27,10,Doug Martin left tackle for 9 yards (tackle by Harrison Smith),2.000,2.720
3,10:48,1,10,MIN 43,27,10,Doug Martin up the middle for 4 yards (tackle by Erin Henderson),2.720,2.720
3,10:09,2,6,MIN 39,27,10,Josh Freeman pass complete short right to Mike Williams for 12 yards (tackle by Jasper Brinkley),2.720,3.780
3,9:25,1,10,MIN 27,27,10,LeGarrette Blount left guard for 1 yard (tackle by Harrison Smith and Jasper Brinkley),3.780,3.370
3,8:45,2,9,MIN 26,27,10,Josh Freeman pass complete short left to Mike Williams for 6 yards (tackle by Josh Robinson),3.370,0.000
3,8:00,,,,27,10,Timeout #1 by Tampa Bay Buccaneers,0.000,3.470
3,8:00,3,3,MIN 20,27,10,Josh Freeman pass incomplete short left intended for Vincent Jackson (defended by A.J. Jefferson),3.470,2.220
3,7:54,4,3,MIN 20,30,10,Connor Barth 38 yard field goal good,2.220,3.000
3,7:50,,,TAM 35,30,10,"Michael Koenen kicks off 72 yards, returned by Percy Harvin for 43 yards (tackle by Michael Koenen)",0.000,1.330
3,7:43,1,10,MIN 36,30,10,Christian Ponder pass incomplete deep left intended for Jerome Simpson,1.330,0.790
3,7:38,2,10,MIN 36,30,16,"Adrian Peterson right tackle for 64 yards, touchdown",0.790,7.000
3,7:38,,,TAM 2,30,17,Blair Walsh kicks extra point good,0.000,0.000
3,7:28,,,MIN 35,30,17,"Blair Walsh kicks off 70 yards, touchback",0.000,0.280
3,7:28,1,10,TAM 20,30,17,Josh Freeman pass incomplete short middle intended for Vincent Jackson,0.280,-0.270
3,7:24,2,10,TAM 20,30,17,Doug Martin left tackle for no gain (tackle by Josh Robinson and Jared Allen),-0.270,-0.960
3,6:43,3,10,TAM 20,30,17,Josh Freeman pass complete short left to DJ Ware for 7 yards (tackle by Harrison Smith and Chad Greenway),-0.960,-1.570
3,6:02,4,3,TAM 27,30,17,Michael Koenen punts 57 yards,-1.570,-1.000
3,5:50,1,10,MIN 31,30,17,Christian Ponder sacked by Mason Foster for -10 yards,1.000,-0.890
3,5:20,2,20,MIN 21,30,17,Adrian Peterson up the middle for 3 yards (tackle by Mark Barron),-0.890,-1.150
3,4:43,3,17,MIN 24,30,17,Christian Ponder pass complete short left to Michael Jenkins for 9 yards (tackle by Eric Wright),-1.150,-1.180
3,4:06,4,8,MIN 33,30,17,"Chris Kluwe punts 38 yards, returned by Roscoe Parrish for 1 yard",-1.180,-0.940
3,3:59,1,10,TAM 30,30,17,Doug Martin left end for no gain (tackle by Christian Ballard),0.940,0.390
3,3:23,2,10,TAM 30,30,17,"Josh Freeman pass incomplete deep left intended for Vincent Jackson. Penalty on Jared Allen: Face Mask (15 Yards) (Offsetting), Penalty on Donald Penn: Unnecessary Roughness (Offsetting)",0.390,0.000
3,3:15,,,,30,17,Timeout #2 by Tampa Bay Buccaneers,0.000,-0.300
3,3:15,3,10,TAM 30,30,17,Josh Freeman sacked by Jared Allen for -5 yards,-0.300,-1.700
3,2:52,4,15,TAM 25,30,17,"Michael Koenen punts 47 yards, out of bounds",-1.700,-0.810
3,2:44,1,10,MIN 28,30,17,Adrian Peterson right end for -2 yards (tackle by Michael Bennett),0.810,-0.010
3,2:12,2,12,MIN 26,30,17,Christian Ponder for 6 yards,-0.010,0.100
3,1:45,3,6,MIN 32,30,17,"Christian Ponder for no gain. Christian Ponder fumbles, recovered by Christian Ponder at MIN-MIN",0.100,-2.030
3,1:40,4,18,MIN 20,30,17,"Chris Kluwe punts 55 yards, returned by Roscoe Parrish for no gain. Penalty on Leonard Johnson: Face Mask (15 Yards), 12 yards",-2.030,0.320
3,1:12,1,10,TAM 13,30,17,"Doug Martin left tackle for 1 yard (tackle by Antoine Winfield). Penalty on MIN: Illegal Use of Hands, 5 yards",-0.320,0.150
3,0:43,1,10,TAM 19,30,17,Doug Martin left guard for -2 yards,0.150,-0.720
Quarter,Time,Down,ToGo,Location,TAM,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,TAM 17,30,17,Doug Martin up the middle for 6 yards (tackle by Chad Greenway),-0.720,-0.550
4,14:19,3,6,TAM 23,30,17,Josh Freeman pass complete short left to Vincent Jackson for 14 yards (tackle by Marcus Sherels),-0.550,1.400
4,13:45,1,10,TAM 37,30,17,LeGarrette Blount up the middle for no gain (tackle by Erin Henderson and Chad Greenway),1.400,0.860
4,13:03,2,10,TAM 37,30,17,LeGarrette Blount right guard for no gain (tackle by Letroy Guion),0.860,0.170
4,12:20,3,10,TAM 37,30,17,Josh Freeman pass complete short left to Tiquan Underwood for 12 yards (tackle by A.J. Jefferson),0.170,2.190
4,11:53,1,10,TAM 49,30,17,Josh Freeman pass incomplete short right intended for Tiquan Underwood,2.190,1.650
4,11:48,2,10,TAM 49,30,17,Doug Martin up the middle for no gain (tackle by Harrison Smith). Penalty on Jeremy Zuttah: Offensive Holding (Declined),1.650,0.960
4,11:05,3,10,TAM 49,30,17,Josh Freeman pass complete deep left to Mike Williams for 34 yards (tackle by Jamarca Sanford),0.960,4.440
4,10:31,1,10,MIN 17,30,17,Doug Martin left guard for -1 yards (tackle by Harrison Smith and Christian Ballard),4.440,3.720
4,9:52,2,11,MIN 18,30,17,Doug Martin left guard for 2 yards (tackle by Christian Ballard and Chad Greenway),3.720,3.190
4,9:09,3,9,MIN 16,30,17,Josh Freeman pass complete short middle to Mike Williams for 11 yards (tackle by Erin Henderson),3.190,6.060
4,8:32,1,5,MIN 5,30,17,Doug Martin left tackle for 2 yards (tackle by Harrison Smith),6.060,0.000
4,7:49,,,,30,17,Timeout #3 by Tampa Bay Buccaneers,0.000,5.530
4,7:49,2,3,MIN 3,30,17,Doug Martin left tackle for 2 yards (tackle by Jasper Brinkley and Antoine Winfield),5.530,5.170
4,7:09,3,1,MIN 1,36,17,"Doug Martin left tackle for 1 yard, touchdown",5.170,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,7:09,,,,36,17,"Two Point Attempt: Josh Freeman pass incomplete intended for Mike Williams, conversion fails",0.000,-1.000
4,7:03,,,TAM 35,36,17,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
4,7:03,1,10,MIN 20,36,17,Christian Ponder pass complete short left to Percy Harvin for 9 yards (tackle by Ahmad Black),0.280,0.950
4,6:40,2,1,MIN 29,36,17,Christian Ponder pass complete short right to Percy Harvin for 11 yards (tackle by Leonard Johnson),0.950,1.600
4,6:13,1,10,MIN 40,36,17,Christian Ponder pass incomplete short right intended for Michael Jenkins,1.600,1.050
4,6:10,2,10,MIN 40,36,17,Christian Ponder pass complete deep left to Michael Jenkins for 28 yards (tackle by E.J. Biggers),1.050,3.450
4,5:43,1,10,TAM 32,36,17,Christian Ponder pass complete short left to Toby Gerhart for 10 yards (tackle by Ronde Barber),3.450,4.110
4,5:13,1,10,TAM 22,36,17,Christian Ponder pass complete short right to Percy Harvin for 3 yards (tackle by Lavonte David),4.110,3.970
4,4:46,2,7,TAM 19,36,17,Christian Ponder for 5 yards,3.970,4.150
4,4:38,3,2,TAM 14,36,17,Christian Ponder pass incomplete short left intended for Michael Jenkins,4.150,2.630
4,4:34,4,2,TAM 14,36,17,"Penalty on Matt Kalil: False Start, 5 yards (no play)",2.630,2.180
4,4:34,4,7,TAM 19,36,17,Christian Ponder pass incomplete short right intended for Michael Jenkins,2.180,-0.150
4,4:29,1,10,TAM 19,36,17,Arrelious Benn left end for 9 yards (tackle by Harrison Smith),0.150,0.000
4,4:22,,,,36,17,Timeout #1 by Minnesota Vikings,0.000,0.880
4,4:22,2,1,TAM 28,36,17,LeGarrette Blount right end for 8 yards (tackle by Harrison Smith),0.880,1.330
4,3:37,1,10,TAM 36,36,17,LeGarrette Blount right guard for 2 yards (tackle by Jasper Brinkley),1.330,1.060
4,2:54,2,8,TAM 38,36,17,LeGarrette Blount up the middle for no gain,1.060,0.000
4,2:49,,,,36,17,Timeout #2 by Minnesota Vikings,0.000,0.370
4,2:49,3,8,TAM 38,36,17,LeGarrette Blount up the middle for 3 yards (tackle by Jamarca Sanford),0.370,0.000
4,2:44,,,,36,17,Timeout #3 by Minnesota Vikings,0.000,-0.650
4,2:44,4,5,TAM 41,36,17,Michael Koenen punts 30 yards,-0.650,-0.870
4,2:35,1,10,MIN 29,36,17,Christian Ponder pass complete short right to Michael Jenkins for 22 yards (tackle by Ahmad Black),0.870,2.320
4,2:15,1,10,TAM 49,36,17,Christian Ponder pass complete short right to Michael Jenkins for 19 yards (tackle by Ronde Barber),2.320,3.580
4,2:00,1,10,TAM 30,36,17,Christian Ponder sacked by Michael Bennett for -5 yards,3.580,2.360
4,1:41,2,15,TAM 35,36,17,Christian Ponder pass complete short right to Kyle Rudolph for 5 yards (tackle by Leonard Johnson),2.360,2.340
4,1:21,3,10,TAM 30,36,17,Christian Ponder pass complete short middle to Toby Gerhart for 10 yards (tackle by Quincy Black),2.340,4.240
4,1:04,1,10,TAM 20,36,17,Christian Ponder pass incomplete short right intended for Michael Jenkins is intercepted by Leonard Johnson at TAM-8,4.240,0.380
4,0:57,1,10,TAM 8,36,17,Josh Freeman kneels for -2 yards,-0.380,-0.930
4,0:20,2,12,TAM 6,36,17,Josh Freeman kneels for -2 yards,-0.930,-1.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
