#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CHI 16,3,1:52,-11,Punt
2,1,11:28,CHI 3,1,0:05,0,Interception
3,1,11:23,CHI 20,11,4:04,80,Touchdown
4,1,4:19,CHI 20,3,0:58,3,Punt
5,1,1:25,CHI 5,11,5:52,95,Touchdown
6,2,9:40,CHI 37,7,4:08,46,Field Goal
7,2,3:17,CHI 28,8,2:33,72,Touchdown
8,2,0:02,CHI 27,1,0:02,-1,End of Half
9,3,14:02,CHI 45,4,2:10,55,Touchdown
10,3,11:46,IND 12,4,1:44,4,Field Goal
11,3,4:46,CHI 32,3,2:09,-10,Punt
12,3,1:49,CHI 41,3,1:37,9,Punt
13,4,10:20,CHI 20,7,4:12,80,Touchdown
14,4,4:48,CHI 25,3,2:20,-4,Punt
15,4,1:42,CHI 26,3,1:42,-3,End of Game
