Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Sterling Shepard,NYG,8,7,64,0,3,60,8.6,4,0.6,10.1,0,,0,0.0,0,100.0
Evan Engram,NYG,9,6,129,0,2,92,15.3,37,6.2,11.9,0,,0,0.0,0,109.7
Golden Tate,NYG,9,4,36,0,3,28,7.0,8,2.0,8.1,0,,0,0.0,0,55.8
Wayne Gallman,NYG,5,3,-3,0,1,-3,-1.0,0,0.0,-2.4,0,,1,20.0,0,64.6
C.J. Board,NYG,1,1,11,0,1,5,5.0,6,6.0,5.0,0,,0,0.0,0,112.5
Dion Lewis,NYG,3,1,7,0,1,-2,-2.0,9,9.0,0.7,0,,1,33.3,0,42.4
Darius Slayton,NYG,2,0,0,0,,0,,0,,32.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tee Higgins,CIN,5,5,44,1,2,29,5.8,15,3.0,5.8,0,,0,0.0,0,142.9
Drew Sample,CIN,5,4,40,0,1,29,7.3,11,2.8,6.8,1,4.0,0,0.0,0,100.0
Tyler Boyd,CIN,6,3,15,0,,1,0.3,14,4.7,5.7,0,,0,0.0,1,16.7
Giovani Bernard,CIN,3,2,17,0,1,0,0.0,17,8.5,0.0,1,2.0,1,33.3,0,81.2
Cethan Carter,CIN,1,1,5,0,,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5
Samaje Perine,CIN,1,1,2,0,,-4,-4.0,6,6.0,-4.0,0,,0,0.0,0,79.2
Trayveon Williams,CIN,1,1,13,0,1,-2,-2.0,15,15.0,-2.0,0,,0,0.0,0,118.7
A.J. Green,CIN,3,0,0,0,,0,,0,,25.0,0,,1,33.3,0,39.6
Auden Tate,CIN,2,0,0,0,,0,,0,,15.5,0,,0,0.0,0,39.6
