Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
2,5:16,2,4,CIN 44,3,17,Kenneth Dixon right tackle for 5 yards (tackle by Vincent Rey),2.520,2.980
2,4:47,1,10,CIN 39,3,17,Joe Flacco pass complete short middle to Mike Wallace for 11 yards (tackle by Dre Kirkpatrick),2.980,3.710
2,4:20,1,10,CIN 28,3,17,Terrance West left end for 4 yards (tackle by Vincent Rey),3.710,3.710
2,3:44,2,6,CIN 24,3,17,Joe Flacco pass complete short right to Dennis Pitta for 9 yards (tackle by George Iloka and Josh Shaw),3.710,4.580
2,3:13,1,10,CIN 15,3,17,Joe Flacco pass complete short middle to Kamar Aiken for 13 yards (tackle by Shawn Williams),4.580,0.000
2,2:35,,,,3,17,Timeout #2 by Cincinnati Bengals,0.000,-6.740
2,2:35,1,2,CIN 2,3,17,Joe Flacco pass incomplete short middle intended for Dennis Pitta is intercepted by Shawn Williams at CIN--7,6.740,-0.280
2,2:28,1,10,CIN 20,3,17,Rex Burkhead right tackle for 3 yards (tackle by C.J. Mosley and Lawrence Guy),0.280,0.140
2,2:00,2,7,CIN 23,3,17,Andy Dalton pass complete short left to Cody Core for 19 yards (tackle by C.J. Mosley),0.140,1.730
2,1:30,1,10,CIN 42,3,17,Andy Dalton middle for 1 yard (tackle by Terrell Suggs),1.730,1.320
2,1:05,2,9,CIN 43,3,17,Andy Dalton pass complete short middle to Rex Burkhead for 12 yards (tackle by Patrick Onwuasor and C.J. Mosley),1.320,2.590
2,0:38,1,10,BAL 45,3,17,Andy Dalton pass complete short middle to Cody Core for 31 yards (tackle by Chris Lewis-Harris and Lardarius Webb),2.590,0.000
2,0:30,,,,3,17,Timeout #3 by Cincinnati Bengals,0.000,-4.650
2,0:30,1,10,BAL 14,3,17,"Penalty on Andrew Whitworth: False Start, 5 yards (no play)",4.650,4.260
2,0:30,1,15,BAL 19,3,17,Andy Dalton pass complete short right to Tyler Boyd for 13 yards (tackle by Tavon Young),4.260,5.470
2,0:08,2,2,BAL 6,3,17,Andy Dalton spiked the ball,5.470,4.730
2,0:07,3,2,BAL 6,3,20,Randy Bullock 24 yard field goal good,4.730,3.000
2,0:03,,,CIN 35,3,20,Randy Bullock kicks off 45 yards,0.000,1.270
Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,3,20,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,CIN 25,3,20,Rex Burkhead right guard for 8 yards (tackle by Lardarius Webb),0.610,1.140
3,14:33,2,2,CIN 33,3,20,Rex Burkhead right tackle for 3 yards (tackle by C.J. Mosley and Tavon Young),1.140,1.330
3,14:07,1,10,CIN 36,3,20,Andy Dalton pass incomplete short right intended for Cedric Peerman,1.330,0.790
3,14:02,2,10,CIN 36,3,20,Andy Dalton pass complete short middle to Brandon LaFell for 12 yards (tackle by Tavon Young and Matt Judon),0.790,2.130
3,13:35,1,10,CIN 48,3,20,Rex Burkhead right guard for 2 yards (tackle by Albert McClellan),2.130,1.850
3,12:58,2,8,,3,20,Rex Burkhead left guard for 4 yards (tackle by Albert McClellan),1.850,1.680
3,12:25,3,4,BAL 46,3,20,Andy Dalton pass incomplete short left intended for Brandon LaFell,1.680,0.200
3,12:22,4,4,BAL 46,3,20,"Kevin Huber punts 37 yards, fair catch by Michael Campanaro",0.200,0.380
3,12:15,1,10,BAL 9,3,20,Joe Flacco pass complete short right to Dennis Pitta for 8 yards (tackle by George Iloka),-0.380,-0.020
3,11:51,2,2,BAL 17,3,20,Terrance West right tackle for 1 yard (tackle by Vincent Rey),-0.020,-0.370
3,11:23,3,1,BAL 18,3,20,Joe Flacco pass complete short right to Dennis Pitta for 5 yards (tackle by George Iloka and Karlos Dansby),-0.370,0.480
3,10:58,1,10,BAL 23,3,20,Joe Flacco pass incomplete short right intended for Breshad Perriman,0.480,-0.070
3,10:54,2,10,BAL 23,3,20,Joe Flacco pass complete short right to Terrance West for 8 yards (tackle by Karlos Dansby and Dre Kirkpatrick),-0.070,0.300
3,10:26,3,2,BAL 31,3,20,Joe Flacco sacked by Wallace Gilberry for -12 yards,0.300,-2.140
3,9:50,4,14,BAL 19,3,20,"Sam Koch punts 56 yards, muffed catch by Alex Erickson, recovered by Alex Erickson and returned for no gain",-2.140,0.320
3,9:35,1,10,CIN 13,3,20,Andy Dalton pass complete short right to Brandon LaFell for 7 yards (tackle by Elvis Dumervil and C.J. Mosley),-0.320,0.220
3,9:11,2,3,CIN 20,3,20,Rex Burkhead right tackle for 4 yards (tackle by Michael Pierce),0.220,0.540
3,8:46,1,10,CIN 24,3,20,Rex Burkhead left tackle for 2 yards (tackle by Elvis Dumervil),0.540,0.270
3,8:20,2,8,CIN 26,3,20,Andy Dalton pass incomplete short middle intended for Brandon LaFell,0.270,-0.430
3,8:15,3,8,CIN 26,3,20,Andy Dalton pass incomplete short left intended for Cody Core,-0.430,-1.630
3,8:11,4,8,CIN 26,3,20,"Kevin Huber punts 52 yards, returned by Michael Campanaro for 12 yards (tackle by Trevor Roach)",-1.630,-1.200
3,8:01,1,10,BAL 34,3,20,Kenneth Dixon right tackle for 4 yards (tackle by Vincent Rey and Karlos Dansby),1.200,1.200
3,7:36,2,6,BAL 38,3,20,Joe Flacco pass incomplete short left intended for Kamar Aiken,1.200,0.500
3,7:31,3,6,BAL 38,3,20,Joe Flacco pass complete short right to Steve Smith for 14 yards (tackle by Shawn Williams),0.500,2.390
3,7:02,1,10,CIN 48,3,20,Joe Flacco pass incomplete short middle intended for Dennis Pitta,2.390,1.850
3,6:58,2,10,CIN 48,3,20,Joe Flacco pass complete short middle to Dennis Pitta for 8 yards (tackle by Karlos Dansby),1.850,2.210
3,6:31,3,2,CIN 40,3,20,Kenneth Dixon right guard for 11 yards (tackle by George Iloka),2.210,3.640
3,6:05,1,10,CIN 29,3,20,"Terrance West right guard for 6 yards (tackle by Michael Johnson). Penalty on James Hurst: Offensive Holding, 10 yards (no play)",3.640,2.980
3,5:47,1,20,CIN 39,3,20,Joe Flacco pass complete short right to Mike Wallace for 10 yards (tackle by Dre Kirkpatrick),2.980,3.100
3,5:21,2,10,CIN 29,3,20,Joe Flacco pass complete short right to Mike Wallace for 6 yards (tackle by Dre Kirkpatrick),3.100,3.200
3,4:55,3,4,CIN 23,3,20,Joe Flacco pass complete short middle to Steve Smith for 7 yards (tackle by Adam Jones),3.200,4.510
3,4:17,1,10,CIN 16,3,20,"Joe Flacco pass incomplete short right intended for Terrance West. Penalty on Vlad Ducasse: Offensive Holding (Offsetting), Penalty on Geno Atkins: Roughing the Passer (Offsetting) (no play)",4.510,4.510
3,4:13,1,10,CIN 16,3,20,Joe Flacco pass complete short right to Terrance West for 3 yards (tackle by Dre Kirkpatrick and Wallace Gilberry),4.510,4.390
3,3:41,2,7,CIN 13,3,20,Joe Flacco pass complete short middle to Breshad Perriman for 5 yards (tackle by Karlos Dansby),4.390,4.620
3,3:02,3,2,CIN 8,3,20,Joe Flacco pass incomplete short left intended for Alex Lewis,4.620,2.990
3,2:57,4,2,CIN 8,3,20,Joe Flacco pass incomplete short middle intended for Dennis Pitta (defended by Nick Vigil),2.990,0.380
3,2:54,1,10,CIN 8,3,20,Rex Burkhead left tackle for 6 yards (tackle by C.J. Mosley and Shareece Wright),-0.380,-0.320
3,2:17,2,4,CIN 14,3,20,Andy Dalton pass complete short left to Rex Burkhead for 13 yards (tackle by Shareece Wright),-0.320,0.740
3,1:37,1,10,CIN 27,3,20,Cedric Peerman left tackle for no gain (tackle by Michael Pierce),0.740,0.200
3,1:01,2,10,CIN 27,3,20,Cedric Peerman right tackle for 3 yards (tackle by Eric Weddle and Patrick Onwuasor),0.200,-0.100
3,0:21,3,7,CIN 30,3,20,Andy Dalton sacked by Elvis Dumervil for -8 yards,-0.100,-1.900
Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,15,CIN 22,3,20,"Kevin Huber punts 47 yards, returned by Michael Campanaro for 9 yards (tackle by Clark Harris)",-1.900,-1.600
4,14:50,1,10,BAL 40,3,20,Joe Flacco pass complete short left to Dennis Pitta for 7 yards (tackle by Adam Jones),1.600,2.000
4,14:25,2,3,BAL 47,3,20,"Joe Flacco pass incomplete. Penalty on Joe Flacco: Intentional Grounding, 15 yards",2.000,-0.690
4,14:17,3,18,BAL 32,3,20,Joe Flacco pass complete short middle to Dennis Pitta for 8 yards (tackle by Darqueze Dennard),-0.690,-0.720
4,13:42,4,10,BAL 40,3,20,"Sam Koch punts 46 yards, returned by Adam Jones for 15 yards (tackle by Darren Waller)",-0.720,-0.870
4,13:30,1,10,CIN 29,3,20,Rex Burkhead right guard for 10 yards (tackle by Matt Judon and Patrick Onwuasor),0.870,1.530
4,12:45,1,10,CIN 39,3,20,Rex Burkhead right guard for no gain (tackle by Timmy Jernigan),1.530,0.990
4,12:09,2,10,CIN 39,3,20,Andy Dalton pass incomplete short right intended for Brandon LaFell,0.990,0.300
4,12:05,3,10,CIN 39,3,20,Andy Dalton pass incomplete,0.300,-0.780
4,11:59,4,10,CIN 39,3,20,"Kevin Huber punts 48 yards, returned by Michael Campanaro for 17 yards (tackle by Clark Harris)",-0.780,-0.940
4,11:49,1,10,BAL 30,3,20,Joe Flacco pass complete short middle to Breshad Perriman for 13 yards (tackle by Adam Jones),0.940,1.800
4,11:22,1,10,BAL 43,3,20,Joe Flacco pass complete short left to Kenneth Dixon for 1 yard (tackle by Nick Vigil),1.800,1.390
4,10:57,2,9,BAL 44,3,20,Joe Flacco pass complete short middle to Dennis Pitta for 7 yards (tackle by Michael Johnson),1.390,1.620
4,10:24,3,2,CIN 49,3,20,Joe Flacco pass complete short middle to Dennis Pitta for 5 yards (tackle by George Iloka),1.620,2.650
4,9:58,1,10,CIN 44,3,20,Joe Flacco pass complete short middle to Kyle Juszczyk for 4 yards (tackle by Karlos Dansby),2.650,2.650
4,9:31,2,6,CIN 40,3,20,Joe Flacco pass complete short middle to Breshad Perriman for 39 yards (tackle by Derron Smith),2.650,6.970
4,9:17,1,1,CIN 1,3,20,Kenneth Dixon right tackle for no gain (tackle by Domata Peko),6.970,5.910
4,8:41,2,1,CIN 1,9,20,"Kenneth Dixon left guard for 1 yard, touchdown",5.910,7.000
4,8:37,,,CIN 15,10,20,Justin Tucker kicks extra point good,0.000,0.000
4,8:37,,,BAL 35,10,20,"Justin Tucker kicks off 63 yards, returned by Alex Erickson for 14 yards (tackle by Nick Boyle)",0.000,0.140
4,8:32,1,10,CIN 16,10,20,Rex Burkhead right guard for 4 yards (tackle by Michael Pierce and Patrick Onwuasor),-0.140,0.010
4,7:58,2,6,CIN 20,10,20,Andy Dalton pass complete short right to Brandon LaFell for 13 yards,0.010,1.140
4,7:19,1,10,CIN 33,10,20,Rex Burkhead right guard for -1 yards (tackle by Eric Weddle and Michael Pierce),1.140,0.460
4,6:37,2,11,CIN 32,10,20,Andy Dalton pass incomplete short left intended for Tyler Boyd. Penalty on Brandon LaFell: Illegal Motion (Declined),0.460,-0.230
4,6:30,3,11,CIN 32,10,20,Andy Dalton middle for 5 yards (tackle by Matt Judon and Patrick Onwuasor),-0.230,-0.910
4,5:46,4,6,CIN 37,10,20,"Kevin Huber punts 63 yards, touchback",-0.910,-0.280
4,5:39,1,10,BAL 20,10,20,Joe Flacco pass incomplete short middle intended for Steve Smith (defended by Karlos Dansby),0.280,-0.270
4,5:35,2,10,BAL 20,10,20,Joe Flacco pass incomplete deep middle intended for Steve Smith,-0.270,-0.960
4,5:29,3,10,BAL 20,10,20,Joe Flacco pass complete short middle to Breshad Perriman for 5 yards (tackle by Nick Vigil),-0.960,-1.700
4,4:49,4,5,BAL 25,10,20,Joe Flacco pass incomplete deep right intended for Breshad Perriman (defended by Dre Kirkpatrick),-1.700,-3.910
4,4:44,1,10,BAL 25,10,20,Rex Burkhead left guard for 5 yards (tackle by Albert McClellan and Michael Pierce),3.910,4.040
4,4:07,2,5,BAL 20,10,20,Rex Burkhead right tackle for 5 yards (tackle by C.J. Mosley and Za'Darius Smith),4.040,4.580
4,3:23,1,10,BAL 15,10,20,Cedric Peerman left guard for 2 yards (tackle by Brandon Williams),4.580,0.000
4,3:15,,,,10,20,Timeout #1 by Baltimore Ravens,0.000,-4.280
4,3:15,2,8,BAL 13,10,20,Rex Burkhead right guard for 9 yards (tackle by Brennen Beyer),4.280,6.280
4,2:29,1,4,BAL 4,10,20,Rex Burkhead left guard for -1 yards (tackle by Brennen Beyer and Michael Pierce),6.280,0.000
4,2:23,,,,10,20,Timeout #2 by Baltimore Ravens,0.000,-5.150
4,2:23,2,5,BAL 5,10,26,"Rex Burkhead right guard for 5 yards, touchdown",5.150,7.000
4,2:20,,,BAL 15,10,27,Randy Bullock kicks extra point good,0.000,0.000
4,2:20,,,CIN 35,10,27,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.610
4,2:20,1,10,BAL 25,10,27,Ryan Mallett pass complete short middle to Kenneth Dixon for 12 yards (tackle by Darqueze Dennard and Nick Vigil),0.610,1.400
4,2:00,1,10,BAL 37,10,27,Ryan Mallett pass incomplete deep right intended for Breshad Perriman is intercepted by KeiVarae Russell at CIN-26,1.400,-0.670
4,1:53,1,10,CIN 26,10,27,Cedric Peerman right guard for 2 yards (tackle by Brennen Beyer),0.670,0.400
4,1:08,2,8,CIN 28,10,27,Andy Dalton kneels for -1 yards,0.400,-0.430
4,0:34,3,9,CIN 27,10,27,Andy Dalton kneels for -1 yards,-0.430,-1.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
