Quarter,Time,Down,ToGo,Location,SDG,CAR,Detail,EPB,EPA
2,11:12,,,CAR 35,0,17,"Graham Gano kicks off 64 yards, returned by Isaiah Burse for 18 yards (tackle by Mike Tolbert). Penalty on Sean McGrath: Offensive Holding, 8 yards",0.000,0.380
2,11:07,1,10,SDG 9,0,17,Kenneth Farrow right guard for 3 yards (tackle by Leonard Johnson and Ryan Delaire),-0.380,-0.560
2,10:35,2,7,SDG 12,0,17,Philip Rivers pass complete short left to Dontrelle Inman for 9 yards (tackle by Daryl Worley),-0.560,0.340
2,10:07,1,10,SDG 21,0,17,Philip Rivers sacked by Ryan Delaire for -5 yards,0.340,-1.010
2,9:24,2,15,SDG 16,0,17,Philip Rivers pass complete short right to Dontrelle Inman for 3 yards (tackle by James Bradberry),-1.010,-1.220
2,8:38,3,12,SDG 19,0,17,Philip Rivers pass incomplete deep left intended for Hunter Henry. Penalty on Hunter Henry: Illegal Touch Pass,-1.220,-2.140
2,8:27,4,12,SDG 19,0,17,"Drew Kaser punts 45 yards, returned by Ted Ginn for 4 yards (tackle by Kyle Emanuel)",-2.140,-1.600
2,8:11,1,10,CAR 40,0,17,Jonathan Stewart left end for 20 yards (tackle by Corey Liuget),1.600,2.920
,,,,,,,"SDG challenged the runner was not down by contact ruling, and the play was upheld.",,
2,7:38,1,10,SDG 40,0,17,Cam Newton pass complete short right to Ted Ginn for 11 yards (tackle by Tourek Williams),2.920,3.640
2,7:13,1,10,SDG 29,0,17,Jonathan Stewart left tackle for no gain (tackle by Tourek Williams),3.640,3.100
2,6:43,2,10,SDG 29,0,17,Cam Newton sacked by Joey Bosa for -7 yards,3.100,1.490
2,6:08,3,17,SDG 36,0,17,Fozzy Whittaker right guard for 10 yards (tackle by Kyle Emanuel and Corey Liuget),1.490,1.740
2,5:28,4,7,SDG 26,0,20,Graham Gano 44 yard field goal good,1.740,3.000
2,5:23,,,CAR 35,0,20,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,5:23,1,10,SDG 25,0,20,Philip Rivers pass complete short right to Kenneth Farrow for 2 yards (tackle by A.J. Klein),0.610,0.330
2,4:47,2,8,SDG 27,0,20,Philip Rivers pass incomplete short right intended for Antonio Gates,0.330,-0.360
2,4:42,3,8,SDG 27,0,20,"Philip Rivers sacked by A.J. Klein for -7 yards. Philip Rivers fumbles (forced by A.J. Klein), recovered by Wes Horton at SDG-28 (tackle by Matt Slauson). Penalty on SDG: Illegal Formation (Declined)",-0.360,-3.710
2,4:36,1,10,SDG 28,0,20,Jonathan Stewart left guard for 1 yard (tackle by Chris Landrum and Melvin Ingram),3.710,3.300
2,4:02,2,9,SDG 27,0,20,Cam Newton pass incomplete deep left intended for Kelvin Benjamin,3.300,2.610
2,3:59,3,9,SDG 27,0,20,Cam Newton pass incomplete deep left intended for Devin Funchess (defended by Tourek Williams),2.610,1.670
2,3:54,4,9,SDG 27,0,23,Graham Gano 45 yard field goal good,1.670,3.000
2,3:49,,,CAR 35,0,23,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,3:49,1,10,SDG 25,0,23,Philip Rivers pass incomplete short right intended for Travis Benjamin,0.610,0.060
2,3:44,2,10,SDG 25,0,23,Kenneth Farrow middle for 11 yards (tackle by Daryl Worley),0.060,1.330
2,3:18,1,10,SDG 36,0,23,Kenneth Farrow right tackle for 3 yards (tackle by Kurt Coleman and Shaq Thompson),1.330,1.200
2,2:43,2,7,SDG 39,0,23,Philip Rivers pass complete short middle to Antonio Gates for 5 yards (tackle by Shaq Thompson and Leonard Johnson),1.200,1.160
2,2:05,3,2,SDG 44,0,23,Philip Rivers pass complete short left to Kenneth Farrow for 3 yards (tackle by Kurt Coleman),1.160,2.060
2,2:00,1,10,SDG 47,0,23,Philip Rivers pass complete deep left to Tyrell Williams for 46 yards (tackle by Daryl Worley). Penalty on Kawann Short: Defensive Offside (Declined),2.060,5.600
2,1:50,1,7,CAR 7,0,23,Kenneth Farrow left guard for -2 yards (tackle by Vernon Butler),5.600,4.380
2,1:17,2,9,CAR 9,0,23,Philip Rivers pass incomplete,4.380,3.360
2,1:08,3,9,CAR 9,6,23,"Philip Rivers pass complete short left to Hunter Henry for 9 yards, touchdown",3.360,7.000
2,1:03,,,CAR 15,7,23,Josh Lambo kicks extra point good,0.000,0.000
2,1:03,,,SDG 35,7,23,"Josh Lambo kicks off 66 yards, returned by Joe Webb for 21 yards (tackle by Derek Watt)",0.000,-0.280
2,0:58,1,10,CAR 20,7,23,Jonathan Stewart left guard for 5 yards (tackle by Tenny Palepoi and Jatavis Brown),0.280,0.410
2,0:25,2,5,CAR 25,7,23,Jonathan Stewart middle for no gain (tackle by Tenny Palepoi),0.410,-0.300
Quarter,Time,Down,ToGo,Location,SDG,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,7,23,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,CAR 25,7,23,Cam Newton pass incomplete short left intended for Greg Olsen,0.610,0.060
3,14:56,2,10,CAR 25,7,23,Cam Newton pass complete deep right to Greg Olsen for 36 yards (tackle by Dwight Lowery),0.060,2.980
3,14:20,1,10,SDG 39,7,23,Cam Newton right tackle for 1 yard (tackle by Damion Square),2.980,2.580
3,13:50,2,9,SDG 38,7,23,Cam Newton pass complete short middle to Corey Brown for 8 yards (tackle by Denzel Perryman),2.580,2.940
3,13:09,3,1,SDG 30,7,23,Cam Newton pass complete short left to Greg Olsen for 21 yards (tackle by Casey Hayward),2.940,5.140
3,12:21,1,9,SDG 9,7,23,Jonathan Stewart right guard for 4 yards (tackle by Denzel Perryman),5.140,5.150
3,11:43,2,5,SDG 5,7,23,Cam Newton pass incomplete short right intended for Ed Dickson,5.150,4.260
3,11:37,3,5,SDG 5,7,23,"Penalty on Trai Turner: False Start, 5 yards (no play)",4.260,3.130
3,11:37,3,10,SDG 10,7,23,"Penalty on Corey Liuget: Neutral Zone Infraction, 5 yards (no play)",3.130,4.260
3,11:37,3,5,SDG 5,7,23,Cam Newton pass incomplete short middle intended for Greg Olsen (defended by Dwight Lowery),4.260,3.010
3,11:33,4,5,SDG 5,7,26,Graham Gano 23 yard field goal good,3.010,3.000
3,11:29,,,CAR 35,7,26,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
3,11:29,1,10,SDG 25,7,26,Philip Rivers pass complete short left to Kenneth Farrow for 5 yards (tackle by Kurt Coleman and Thomas Davis),0.610,0.740
3,10:55,2,5,SDG 30,7,26,Kenneth Farrow left tackle for 4 yards (tackle by Kurt Coleman),0.740,0.560
3,10:14,3,1,SDG 34,7,26,Kenneth Farrow middle for 3 yards (tackle by Shaq Thompson),0.560,1.400
3,9:36,1,10,SDG 37,7,26,Philip Rivers pass complete short left to Kenneth Farrow for 9 yards (tackle by Shaq Thompson),1.400,2.070
3,9:01,2,1,SDG 46,7,26,Kenneth Farrow left guard for 2 yards (tackle by Tre Boston),2.070,2.130
3,8:35,1,10,SDG 48,7,26,Kenneth Farrow right guard for 3 yards (tackle by Kony Ealy and Kurt Coleman),2.130,1.990
3,7:52,2,7,CAR 49,7,26,Philip Rivers pass complete short left to Antonio Gates for 27 yards (tackle by Kurt Coleman and Daryl Worley),1.990,4.110
3,7:01,1,10,CAR 22,7,26,Philip Rivers pass incomplete deep right intended for Hunter Henry,4.110,3.560
3,6:55,2,10,CAR 22,7,26,Travis Benjamin left end for -2 yards (tackle by Tre Boston),3.560,2.610
3,6:16,3,12,CAR 24,7,26,Philip Rivers pass complete short left to Antonio Gates for 13 yards (tackle by Daryl Worley),2.610,4.840
3,5:34,1,10,CAR 11,7,26,Kenneth Farrow right tackle for 2 yards (tackle by A.J. Klein),4.840,0.000
3,4:46,,,,7,26,Timeout #1 by Los Angeles Chargers,0.000,-4.510
3,4:46,2,8,CAR 9,7,26,"Penalty on Antonio Gates: False Start, 5 yards (no play)",4.510,3.690
3,4:46,2,13,CAR 14,7,26,Philip Rivers pass incomplete,3.690,3.030
3,4:39,3,13,CAR 14,7,26,Philip Rivers pass incomplete short left intended for Tyrell Williams (defended by Kurt Coleman),3.030,2.510
3,4:30,4,13,CAR 14,10,26,Josh Lambo 32 yard field goal good,2.510,3.000
3,4:26,,,SDG 35,10,26,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,4:26,1,10,CAR 25,10,26,"Cam Newton pass incomplete short right intended for Jonathan Stewart. Penalty on Ed Dickson: Offensive Pass Interference, 10 yards (no play)",0.610,-0.410
3,4:20,1,20,CAR 15,10,26,Cam Newton middle for 5 yards (tackle by Corey Liuget),-0.410,-0.610
3,3:41,2,15,CAR 20,10,26,Jonathan Stewart left tackle for -3 yards (tackle by Kyle Emanuel and Jahleel Addae),-0.610,-1.930
3,2:58,3,18,CAR 17,10,26,Cam Newton pass incomplete deep right intended for Corey Brown. Penalty on Mike Remmers: Offensive Holding (Declined),-1.930,-2.320
3,2:48,4,18,CAR 17,10,26,"Michael Palardy punts 48 yards, returned by Isaiah Burse for -1 yards (tackle by Fozzy Whittaker)",-2.320,-1.200
3,2:38,1,10,SDG 34,10,26,Philip Rivers pass complete deep middle to Dontrelle Inman for 20 yards (tackle by Daryl Worley),1.200,2.520
3,2:09,1,10,CAR 46,10,26,Kenneth Farrow middle for 2 yards (tackle by Vernon Butler and Daryl Worley),2.520,2.250
3,1:43,2,8,CAR 44,10,26,Philip Rivers pass complete short left to Tyrell Williams for 22 yards (tackle by Leonard Johnson),2.250,4.110
3,1:18,1,10,CAR 22,10,26,Kenneth Farrow right guard for 3 yards (tackle by Thomas Davis),4.110,3.970
3,0:38,2,7,CAR 19,16,26,"Philip Rivers pass complete deep right to Dontrelle Inman for 19 yards, touchdown",3.970,7.000
3,0:30,,,CAR 2,16,26,"Two Point Attempt: Philip Rivers pass incomplete intended for Antonio Gates, conversion fails",0.000,-1.000
3,0:30,,,SDG 35,16,26,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,0:30,1,10,CAR 25,16,26,Jonathan Stewart right guard for 1 yard (tackle by Adrian Phillips and Korey Toomer),0.610,0.200
Quarter,Time,Down,ToGo,Location,SDG,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,CAR 26,16,26,Cam Newton pass incomplete short right intended for Greg Olsen,0.200,-0.490
4,14:57,3,9,CAR 26,16,26,Cam Newton sacked by Chris Landrum for -7 yards,-0.490,-2.140
4,14:17,4,16,CAR 19,16,26,"Michael Palardy punts 49 yards, returned by Isaiah Burse for -6 yards (tackle by Colin Jones)",-2.140,-0.670
4,14:03,1,10,SDG 26,16,26,Kenneth Farrow middle for -1 yards (tackle by Kawann Short),0.670,-0.010
4,13:28,2,11,SDG 25,16,26,Philip Rivers pass complete short right to Hunter Henry for 4 yards (tackle by Thomas Davis),-0.010,-0.160
4,12:41,3,7,SDG 29,16,26,Philip Rivers pass incomplete short left intended for Antonio Gates is intercepted by Shaq Thompson at SDG-36 and returned for 12 yards,-0.160,-3.970
4,12:32,1,10,SDG 24,16,26,Cam Newton pass complete short left to Ted Ginn for 10 yards (tackle by Trovon Reed),3.970,4.650
4,11:53,1,10,SDG 14,16,26,Jonathan Stewart right end for 4 yards (tackle by Casey Hayward),4.650,0.000
4,11:09,,,,16,26,Timeout #1 by Carolina Panthers,0.000,-4.710
4,11:09,2,6,SDG 10,16,26,Cam Newton pass incomplete short right intended for Corey Brown,4.710,3.820
4,11:04,3,6,SDG 10,16,26,"Cam Newton pass incomplete short right intended for Kelvin Benjamin. Penalty on Casey Hayward: Defensive Pass Interference, 6 yards (no play)",3.820,0.000
4,11:00,,,,16,26,Timeout #2 by Los Angeles Chargers,0.000,-6.280
4,11:00,1,4,SDG 4,16,26,Cam Newton pass incomplete short left intended for Kelvin Benjamin is intercepted by Trovon Reed at SDG-0 and returned for 3 yards,6.280,0.380
4,10:58,1,10,SDG 3,16,26,Philip Rivers pass complete short right to Kenneth Farrow for 1 yard (tackle by Shaq Thompson),-0.380,-0.710
4,10:21,2,9,SDG 4,16,26,Philip Rivers pass incomplete short right intended for Dontrelle Inman,-0.710,-1.300
4,10:16,3,9,SDG 4,16,28,"Philip Rivers sacked by Mario Addison for -4 yards, safety",-1.300,-2.000
4,10:09,,,SDG 20,16,28,"Drew Kaser kicks off 60 yards, returned by Ted Ginn for 46 yards (tackle by Drew Kaser). Penalty on Lou Young: Offensive Holding, 10 yards",0.000,-1.660
4,9:59,1,10,CAR 41,16,28,Jonathan Stewart right tackle for no gain (tackle by Melvin Ingram and Korey Toomer),1.660,1.120
4,9:20,2,10,CAR 41,16,28,Fozzy Whittaker left end for 8 yards (tackle by Jahleel Addae),1.120,1.490
4,8:49,3,2,CAR 49,16,28,Jonathan Stewart left guard for 1 yard (tackle by Korey Toomer and Kyle Emanuel),1.490,-0.060
4,8:04,4,1,,16,28,Jonathan Stewart right guard for 12 yards (tackle by Korey Toomer),-0.060,3.050
4,7:25,1,10,SDG 38,16,28,Jonathan Stewart right tackle for -2 yards (tackle by Tenny Palepoi),3.050,2.240
4,6:42,2,12,SDG 40,16,28,Fozzy Whittaker left end for -3 yards (tackle by Denzel Perryman),2.240,1.160
4,5:57,3,15,SDG 43,16,28,Cam Newton pass incomplete short right intended for Ted Ginn,1.160,0.400
4,5:51,4,15,SDG 43,16,28,Michael Palardy punts 40 yards,0.400,0.380
4,5:40,1,10,SDG 3,16,28,Philip Rivers pass incomplete short middle intended for Antonio Gates,-0.380,-0.780
4,5:36,2,10,SDG 3,16,28,Philip Rivers pass complete short middle to Antonio Gates for 7 yards (tackle by Leonard Johnson and A.J. Klein),-0.780,-0.600
4,4:55,3,3,SDG 10,16,28,Philip Rivers pass complete short left to Dontrelle Inman for 11 yards (tackle by Daryl Worley),-0.600,0.340
4,4:26,1,10,SDG 21,16,28,Philip Rivers pass incomplete,0.340,-0.200
4,4:17,2,10,SDG 21,16,28,Philip Rivers pass incomplete deep left intended for Travis Benjamin,-0.200,-0.890
4,4:10,3,10,SDG 21,16,28,Philip Rivers pass incomplete deep left intended for Antonio Gates (defended by Kurt Coleman),-0.890,-1.960
4,4:03,4,10,SDG 21,16,28,Philip Rivers pass incomplete deep left intended for Tyrell Williams is intercepted by Kurt Coleman at CAR-27,-1.960,-0.740
4,3:53,1,10,CAR 27,16,28,Jonathan Stewart right tackle for 9 yards (tackle by Jahleel Addae),0.740,0.000
4,3:47,,,,16,28,Timeout #3 by Los Angeles Chargers,0.000,-1.410
4,3:47,2,1,CAR 36,16,28,Cam Newton left end for no gain (tackle by Dwight Lowery),1.410,0.700
4,3:04,3,1,CAR 36,16,28,Jonathan Stewart right guard for 2 yards (tackle by Denzel Perryman),0.700,1.470
4,2:20,1,10,CAR 38,16,28,Jonathan Stewart right guard for -2 yards (tackle by Denzel Perryman),1.470,0.650
4,2:00,2,12,CAR 36,16,28,Jonathan Stewart right end for 5 yards (tackle by Jahleel Addae),0.650,0.000
4,1:11,,,,16,28,Timeout #2 by Carolina Panthers,0.000,-0.630
4,1:11,3,7,CAR 41,16,28,Jonathan Stewart right tackle for -5 yards (tackle by Damion Square),0.630,0.000
4,0:26,,,,16,28,Timeout #3 by Carolina Panthers,0.000,0.980
4,0:26,4,12,CAR 36,16,28,"Michael Palardy punts 46 yards, returned by Isaiah Burse for 9 yards (tackle by Jeremy Cash). Penalty on CAR: Illegal Formation, 5 yards",-0.980,-1.070
4,0:14,1,10,SDG 32,16,28,Kenneth Farrow middle for 11 yards (tackle by Shaq Thompson and Thomas Davis),1.070,1.800
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
