#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:29,CAR 48,9,3:10,29,Field Goal
2,1,7:38,SDG 47,3,1:25,4,Punt
3,1,5:11,SDG 35,6,3:23,35,Touchdown
4,2,14:45,CAR 42,8,3:33,58,Touchdown
5,2,8:11,CAR 40,5,2:48,34,Field Goal
6,2,4:36,SDG 28,4,0:47,1,Field Goal
7,2,1:03,CAR 20,2,1:03,5,End of Half
8,3,15:00,CAR 25,9,3:31,70,Field Goal
9,3,4:26,CAR 25,3,1:48,-8,Punt
10,3,0:30,CAR 25,3,1:27,-6,Punt
11,4,12:32,SDG 24,4,1:34,20,Interception
12,4,10:09,CAR 41,7,4:29,16,Punt
13,4,3:53,CAR 27,6,3:39,9,Punt
