Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
2,14:53,4,3,ARI 27,6,7,Owen Pochman 45 yard field goal no good,1.770,-1.270
2,14:48,1,10,ARI 35,6,7,Jeff Blake pass complete to Marcel Shipp for 2 yards (tackle by Jamie Winborn),1.270,0.990
2,14:10,2,8,ARI 37,6,7,Marcel Shipp up the middle for 2 yards (tackle by Derek Smith),0.990,0.560
2,13:27,3,6,ARI 39,6,7,Jeff Blake pass complete to Bryan Gilmore for 8 yards (tackle by Rashad Holman),0.560,2.060
2,12:48,1,10,ARI 47,6,7,Jeff Blake pass complete to Freddie Jones for 8 yards (tackle by Tony Parrish),2.060,2.600
2,12:09,2,2,SFO 45,6,7,Marcel Shipp up the middle for 3 yards (tackle by Jamie Winborn and Andre Carter),2.600,2.790
2,11:31,1,10,SFO 42,6,7,Anquan Boldin pass incomplete intended for Bryan Gilmore is intercepted by Ronnie Heard at SFO-22,2.790,-0.410
2,11:22,1,10,SFO 22,6,7,Garrison Hearst right tackle for 4 yards (tackle by Russell Davis),0.410,0.410
2,10:44,2,6,SFO 26,6,7,Jeff Garcia pass incomplete intended for Terrell Owens (defended by Dexter Jackson),0.410,-0.290
2,10:38,3,6,SFO 26,6,7,Jeff Garcia pass incomplete intended for Terrell Owens,-0.290,-1.630
2,10:33,4,6,SFO 26,6,7,"Bill LaFleur punts 37 yards, fair catch by Anquan Boldin",-1.630,-1.400
2,10:26,1,10,ARI 37,6,7,Marcel Shipp up the middle for 1 yard (tackle by Jamie Winborn),1.400,0.990
2,9:53,2,9,ARI 38,6,7,Marcel Shipp right tackle for 1 yard (tackle by Jamie Winborn and Jeff Ulbrich),0.990,0.430
2,9:04,3,8,ARI 39,6,7,"Penalty on ARI: Delay of Game, 5 yards (no play)",0.430,-0.230
2,9:00,3,13,ARI 34,6,7,Jeff Blake left end for 7 yards (tackle by Rashad Holman),-0.230,-0.650
2,8:19,4,6,ARI 41,6,7,"Scott Player punts 50 yards, returned by Jimmy Williams for 14 yards (tackle by LeVar Woods)",-0.650,-0.480
2,8:03,1,10,SFO 23,6,7,Kevan Barlow left end for -1 yards (tackle by Calvin Pace),0.480,-0.200
2,7:19,2,11,SFO 22,6,7,Jeff Garcia pass incomplete intended for Fred Beasley,-0.200,-0.890
2,7:13,3,11,SFO 22,6,7,Jeff Garcia left end for 17 yards (tackle by David Barrett),-0.890,1.530
2,6:28,1,10,SFO 39,6,7,"Penalty on Ron Stone: False Start, 5 yards (no play)",1.530,1.200
2,6:06,1,15,SFO 34,6,7,Jeff Garcia pass incomplete intended for Terrell Owens,1.200,0.310
2,6:02,,,,6,7,Timeout #1 by San Francisco 49ers,0.000,0.310
2,6:02,2,15,SFO 34,6,7,Kevan Barlow left end for 3 yards (tackle by Dexter Jackson),0.310,0.040
2,5:16,3,12,SFO 37,6,7,Jeff Garcia sacked by Calvin Pace for -2 yards,0.040,-1.040
2,4:51,4,14,SFO 35,6,7,Bill LaFleur punts 35 yards,-1.040,-0.940
2,4:40,1,10,ARI 30,6,7,Marcel Shipp right tackle for 3 yards (tackle by Jeff Ulbrich),0.940,0.800
2,4:01,2,7,ARI 33,6,7,Jeff Blake pass complete to James Hodgins for no gain,0.800,0.100
2,3:17,3,7,ARI 33,6,7,Jeff Blake pass complete to Bryant Johnson for 9 yards (tackle by Ahmed Plummer),0.100,1.730
2,2:40,1,10,ARI 42,6,7,Marcel Shipp left tackle for 4 yards (tackle by Julian Peterson),1.730,1.730
2,2:01,2,6,ARI 46,6,7,Damien Anderson left end for 17 yards (tackle by Tony Parrish),1.730,3.120
2,1:52,1,10,SFO 37,6,7,Marcel Shipp up the middle for 6 yards (tackle by Derek Smith),3.120,3.380
2,1:19,2,4,SFO 31,6,7,Marcel Shipp up the middle for -4 yards (tackle by Bryant Young),3.380,2.150
2,0:39,3,8,SFO 35,6,7,Jeff Blake pass incomplete intended for Anquan Boldin (defended by Mike Rumph),2.150,0.970
2,0:32,4,8,SFO 35,6,10,--,0.970,3.000
2,,,,ARI 30,6,10,--,0.000,0.280
2,0:28,1,10,SFO 20,6,10,Garrison Hearst up the middle for 6 yards (tackle by Renaldo Hill),0.280,0.540
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,6,10,--,0.000,0.480
3,14:53,1,10,SFO 23,6,10,Garrison Hearst up the middle for 4 yards (tackle by Levar Fisher),0.480,0.470
3,14:13,2,6,SFO 27,6,10,Tim Rattay pass complete to Terrell Owens for 1 yard (tackle by Justin Lucas),0.470,-0.100
3,13:36,3,5,SFO 28,6,10,Tim Rattay pass incomplete intended for Terrell Owens (defended by Quentin Harris),-0.100,-1.500
3,13:30,4,5,SFO 28,6,10,Bill LaFleur punts 29 yards. Penalty on SFO: Illegal Formation (Declined),-1.500,-1.800
3,13:24,1,10,ARI 43,6,10,Jeff Blake pass complete to James Hodgins for 6 yards (tackle by Derek Smith),1.800,2.060
3,13:01,2,4,ARI 49,6,10,Marcel Shipp right tackle for 19 yards (tackle by Ronnie Heard),2.060,3.450
3,12:25,1,10,SFO 32,6,10,Marcel Shipp right tackle for 2 yards (tackle by Tony Parrish and Jamie Winborn),3.450,3.170
3,11:47,2,8,SFO 30,6,10,Marcel Shipp right tackle for 1 yard (tackle by Julian Peterson),3.170,2.610
3,11:06,,,,6,10,Timeout #1 by Arizona Cardinals,0.000,2.610
3,11:06,3,7,SFO 29,6,10,Jeff Blake pass complete to Freddie Jones for 6 yards (tackle by Jamie Winborn),2.610,2.080
3,10:32,4,1,SFO 23,6,10,--,2.080,-1.000
3,10:28,1,10,SFO 31,6,10,Tim Rattay pass complete to Kevan Barlow for 1 yard (tackle by Raynoch Thompson),1.000,0.600
3,9:53,2,9,SFO 32,6,10,Kevan Barlow up the middle for 2 yards (tackle by Ronald McKinnon),0.600,0.170
3,9:16,3,7,SFO 34,6,10,Tim Rattay pass incomplete intended for Tai Streets,0.170,-1.110
3,9:11,4,7,SFO 34,6,10,"Bill LaFleur punts 38 yards, fair catch by Bryant Johnson. Penalty on Brian Jennings: Offensive Holding, 10 yards (no play)",-1.110,-1.770
3,9:01,4,17,SFO 24,6,10,Bill LaFleur punts no gain,-1.770,-4.840
3,8:57,1,10,SFO 11,6,10,Marcel Shipp up the middle for 3 yards (tackle by John Engelberger),4.840,4.700
3,8:43,2,7,SFO 8,6,10,Marcel Shipp up the middle for 6 yards (tackle by Ronnie Heard and Tony Parrish),4.700,5.120
3,8:02,3,1,SFO 2,6,10,Jeff Blake pass incomplete intended for James Hodgins,5.120,3.250
3,8:02,4,1,SFO 2,6,13,--,3.250,3.000
3,,,,ARI 30,6,13,--,0.000,0.280
3,7:53,1,10,SFO 20,6,13,Jeff Garcia pass complete to Tai Streets for 5 yards (tackle by David Barrett),0.280,0.410
3,7:19,2,5,SFO 25,6,13,Garrison Hearst up the middle for no gain (tackle by Wendell Bryant),0.410,-0.300
3,6:36,3,5,SFO 25,6,13,Jeff Garcia pass incomplete intended for Jed Weaver,-0.300,-1.700
3,6:32,4,5,SFO 25,6,13,Bill LaFleur punts 35 yards,-1.700,-1.600
3,6:24,1,10,ARI 40,6,13,Marcel Shipp up the middle for 8 yards (tackle by Jeff Ulbrich),1.600,2.130
3,5:43,2,2,ARI 48,6,13,Marcel Shipp up the middle for 3 yards (tackle by Jeff Ulbrich),2.130,2.320
3,5:05,1,10,SFO 49,6,13,Marcel Shipp left end for 15 yards (tackle by Mike Rumph),2.320,3.310
3,4:22,1,10,SFO 34,6,13,Jeff Blake pass incomplete intended for Anquan Boldin,3.310,2.770
3,4:16,2,10,SFO 34,6,13,Damien Anderson up the middle for -5 yards (tackle by Bryant Young),2.770,1.420
3,3:29,3,15,SFO 39,6,13,Jeff Blake pass incomplete intended for Bryan Gilmore,1.420,0.660
3,3:29,4,15,SFO 39,6,13,Scott Player punts 30 yards,0.660,0.380
3,3:11,1,10,SFO 9,6,13,Kevan Barlow up the middle for 2 yards (tackle by Kenny King),-0.380,-0.630
3,2:35,2,8,SFO 11,6,13,Jeff Garcia pass complete to Kevan Barlow for 2 yards (tackle by Gerald Hayes),-0.630,-0.950
3,1:56,3,6,SFO 13,6,13,"Penalty on Kwame Harris: False Start, 5 yards (no play)",-0.950,-1.540
3,1:37,3,11,SFO 8,6,13,Jeff Garcia pass complete to Fred Beasley for 17 yards (tackle by Emmanuel McDaniel),-1.540,0.610
3,0:54,1,10,SFO 25,6,13,Jeff Garcia pass complete to Jed Weaver for 13 yards (tackle by Adrian Wilson). Jed Weaver fumbles (forced by Adrian Wilson),0.610,1.470
3,0:31,1,10,SFO 38,6,13,"Kevan Barlow right tackle for 1 yard (tackle by Ronald McKinnon). Kevan Barlow fumbles (forced by Ronald McKinnon), recovered by Calvin Pace at SFO-39",1.470,-2.980
3,0:24,1,10,SFO 39,6,13,Marcel Shipp up the middle for 9 yards (tackle by Derek Smith),2.980,3.660
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,SFO 30,6,13,Marcel Shipp up the middle for 4 yards (tackle by John Engelberger),3.660,3.840
4,14:23,1,10,SFO 26,6,13,Marcel Shipp up the middle for 4 yards (tackle by Julian Peterson),3.840,3.840
4,13:45,2,6,SFO 22,6,13,Marcel Shipp left end for 1 yard (tackle by Derek Smith),3.840,3.270
4,13:02,3,5,SFO 21,6,13,Marcel Shipp up the middle for 2 yards (tackle by Sean Moran),3.270,2.280
4,13:02,4,3,SFO 19,6,13,--,2.280,-0.740
4,12:26,1,10,SFO 27,6,13,Jeff Garcia pass complete to Terrell Owens for 6 yards (tackle by Ronald McKinnon),0.740,1.010
4,12:01,2,4,SFO 33,6,13,Jeff Garcia pass incomplete intended for Jed Weaver,1.010,0.300
4,11:58,3,4,SFO 33,6,13,Jeff Garcia pass complete to Terrell Owens for 7 yards (tackle by Russell Davis),0.300,1.600
4,11:32,1,10,SFO 40,6,13,Garrison Hearst right end for 5 yards (tackle by Raynoch Thompson),1.600,1.730
4,11:09,2,5,SFO 45,6,13,Jeff Garcia pass complete to Terrell Owens for 7 yards (tackle by Dexter Jackson),1.730,2.390
4,10:45,1,10,ARI 48,6,13,Garrison Hearst right end for -2 yards (tackle by Wendell Bryant and Ronald McKinnon),2.390,1.580
4,10:02,2,12,SFO 50,6,13,Jeff Garcia pass complete to Kevan Barlow for 5 yards (tackle by Renaldo Hill),1.580,1.550
4,9:21,3,7,ARI 45,6,13,"Jeff Garcia pass incomplete intended for Jed Weaver (defended by Adrian Wilson). Penalty on Adrian Wilson: Personal Foul, 15 yards (no play)",1.550,3.580
4,9:15,1,10,ARI 30,6,13,Jeff Garcia pass complete to Kevan Barlow for 18 yards (tackle by Adrian Wilson),3.580,4.780
4,8:29,1,10,ARI 12,6,13,"Garrison Hearst up the middle for 2 yards (tackle by Calvin Pace). Penalty on Adrian Wilson: Disqualification, 5 yards",4.780,6.060
4,8:03,1,5,ARI 5,6,13,Garrison Hearst up the middle for 1 yard (tackle by Calvin Pace),6.060,5.340
4,8:03,2,4,ARI 4,12,13,"Jeff Garcia left tackle for 3 yards. Jeff Garcia fumbles, recovered by Kwame Harris at ARI-1 and returned for 1 yards, touchdown",5.340,7.000
4,,,,ARI 2,13,13,Owen Pochman kicks extra point good,0.000,0.000
4,,,,SFO 30,13,13,"Owen Pochman kicks off 69 yards, returned by Josh Scobey for 21 yards (tackle by Brandon T. Moore)",0.000,0.410
4,7:07,1,10,ARI 22,13,13,Jeff Blake sacked by Bryant Young for -4 yards,0.410,-0.770
4,6:36,2,14,ARI 18,13,13,Marcel Shipp up the middle for 8 yards (tackle by Andre Carter),-0.770,-0.290
4,5:53,3,6,ARI 26,13,13,Jeff Blake pass incomplete intended for Bryant Johnson,-0.290,-1.630
4,5:53,4,6,ARI 26,13,13,"Penalty on Emmanuel McDaniel: False Start, 5 yards (no play)",-1.630,-1.960
4,5:49,4,11,ARI 21,13,13,Scott Player punts 27 yards,-1.960,-2.390
4,5:40,1,10,ARI 48,13,13,Garrison Hearst right end for 9 yards (tackle by Justin Lucas),2.390,3.060
4,5:25,2,1,ARI 39,13,13,Jeff Garcia pass incomplete intended for Garrison Hearst,3.060,2.340
4,5:21,3,1,ARI 39,13,13,Jeff Garcia up the middle for 3 yards (tackle by Dennis Johnson),2.340,3.180
4,4:40,,,,13,13,Timeout #1 by San Francisco 49ers,0.000,3.180
4,4:40,1,10,ARI 36,13,13,Garrison Hearst right end for 1 yard (tackle by Raynoch Thompson),3.180,2.770
4,4:02,2,9,ARI 35,13,13,Jeff Garcia pass complete to Terrell Owens for 16 yards (tackle by Justin Lucas),2.770,4.310
4,3:54,1,10,ARI 19,13,13,Garrison Hearst right tackle for no gain (tackle by Levar Fisher and Ronald McKinnon),4.310,3.750
4,3:17,2,10,ARI 19,13,13,Jeff Garcia pass incomplete intended for Aaron Walker,3.750,3.030
4,3:11,3,10,ARI 19,13,13,Garrison Hearst up the middle for 3 yards (tackle by Calvin Pace),3.030,2.380
4,3:11,4,7,ARI 16,13,13,Owen Pochman 35 yard field goal no good,2.380,-0.610
4,2:25,1,10,ARI 25,13,13,Jeff Blake pass complete to Marcel Shipp for 2 yards (tackle by Jamie Winborn),0.610,0.330
4,2:00,2,8,ARI 27,13,13,Jeff Blake pass incomplete intended for Bryant Johnson,0.330,-0.360
4,1:54,3,8,ARI 27,13,13,Jeff Blake left end for 11 yards (tackle by Sean Moran and Ronnie Heard),-0.360,1.470
4,1:35,,,,13,13,Timeout #2 by San Francisco 49ers,0.000,1.470
4,1:35,1,10,ARI 38,13,13,Jeff Blake pass incomplete intended for Anquan Boldin,1.470,0.920
4,1:29,2,10,ARI 38,13,13,Jeff Blake pass complete to Anquan Boldin for 4 yards (tackle by Mike Rumph),0.920,0.760
4,1:08,,,,13,13,Timeout #2 by Arizona Cardinals,0.000,0.760
4,1:08,3,6,ARI 42,13,13,Jeff Blake pass complete to Anquan Boldin for 19 yards (tackle by Jamie Winborn),0.760,2.980
4,0:38,1,10,SFO 39,13,13,Marcel Shipp up the middle for 9 yards (tackle by Sean Moran),2.980,3.660
4,0:15,2,1,SFO 30,13,13,Marcel Shipp up the middle for -2 yards (tackle by Chidi Ahanotu),3.660,2.680
4,0:05,,,,13,13,Timeout #3 by Arizona Cardinals,0.000,0.000
4,0:05,,,,13,13,Timeout #3 by San Francisco 49ers,0.000,2.680
4,0:05,3,3,SFO 32,13,13,--,2.680,0.170
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SFO,ARI,Detail,EPB,EPA
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the overtime kickoff.",,
OT,15:00,3,3,SFO 30,13,13,"Owen Pochman kicks off 69 yards, out of bounds",0.170,1.600
OT,15:00,1,10,ARI 40,13,13,Marcel Shipp left tackle for 2 yards (tackle by Travis Kirschke),1.600,1.320
OT,14:23,2,8,ARI 42,13,13,Marcel Shipp left tackle for 3 yards (tackle by Andre Carter),1.320,1.030
OT,13:36,3,5,ARI 45,13,13,Jeff Blake pass complete to Bryan Gilmore for 10 yards,1.030,2.590
OT,13:10,1,10,SFO 45,13,13,Marcel Shipp right tackle for -2 yards (tackle by John Engelberger),2.590,1.770
OT,12:27,2,12,SFO 47,13,13,Jeff Blake up the middle for 10 yards,1.770,2.410
OT,11:43,3,2,SFO 37,13,13,"Jeff Blake pass incomplete intended for Bryan Gilmore. Penalty on Ahmed Plummer: Defensive Pass Interference, 6 yards (no play)",2.410,3.510
OT,11:40,1,10,SFO 31,13,13,Marcel Shipp up the middle for no gain (tackle by Jeff Ulbrich),3.510,2.970
OT,11:00,2,10,SFO 31,13,13,Bryan Gilmore left end for no gain (tackle by Julian Peterson),2.970,2.280
OT,10:13,3,10,SFO 31,13,13,Jeff Blake pass complete to Bryant Johnson for 9 yards (tackle by Tony Parrish),2.280,2.140
OT,10:13,4,1,SFO 22,13,16,--,2.140,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
