Quarter,Time,Down,ToGo,Location,NOR,NYG,Detail,EPB,EPA
1,2:57,2,10,NOR 15,3,7,Drew Brees pass complete short right to Aaron Stecker for 2 yards (tackle by Will Demps),-0.710,-1.120
1,2:16,3,8,NOR 17,3,7,Drew Brees pass incomplete short left intended for Marques Colston (defended by Mathias Kiwanuka),-1.120,-2.320
1,2:09,4,8,NOR 17,3,7,"Steve Weatherford punts 59 yards, returned by Chad Morton for 10 yards (tackle by Terrence Melton). Penalty on James Butler: Illegal Block Above the , 10 yards",-2.320,-0.410
1,1:56,1,10,NYG 22,3,7,Tiki Barber left end for no gain (tackle by Fred Thomas and Will Smith),0.410,-0.130
1,1:47,,,,3,7,Timeout #1 by New Orleans Saints,0.000,-0.130
1,1:47,2,10,NYG 22,3,7,Eli Manning pass incomplete short left intended for Jeremy Shockey,-0.130,-0.820
1,1:44,3,10,NYG 22,3,7,Eli Manning pass incomplete short right intended for Jim Finn,-0.820,-1.900
1,1:38,4,10,NYG 22,3,7,"Jeff Feagles punts 40 yards, returned by Reggie Bush for -1 yards (tackle by James Butler)",-1.900,-1.400
1,1:28,1,10,NOR 37,3,7,Drew Brees pass incomplete deep left intended for Marques Colston,1.400,0.860
1,1:22,2,10,NOR 37,3,7,Drew Brees pass incomplete deep middle intended for Devery Henderson,0.860,0.170
1,1:15,3,10,NOR 37,3,7,Drew Brees pass complete deep middle to Marques Colston for 23 yards (tackle by Jason Bell),0.170,2.920
1,1:02,,,,3,7,Timeout #2 by New Orleans Saints,0.000,2.920
1,1:02,1,10,NYG 40,3,7,Drew Brees pass complete short right to Reggie Bush for 8 yards (tackle by Corey Webster),2.920,3.450
1,0:28,2,2,NYG 32,3,7,Drew Brees pass incomplete short right intended for Terrance Copper (defended by William Joseph),3.450,2.740
1,0:24,3,2,NYG 32,3,7,Drew Brees pass incomplete deep right intended for Reggie Bush,2.740,1.300
,,,,,,,"NYG challenged the ruling, and the original play was overturned.",,
1,0:18,4,2,NYG 32,3,7,Drew Brees pass complete short middle to Terrance Copper for 6 yards (tackle by Antonio Pierce and Carlos Emmons),1.300,3.840
Quarter,Time,Down,ToGo,Location,NOR,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 26,3,7,Reggie Bush left guard for 13 yards (tackle by Will Demps),3.840,4.710
2,14:30,1,10,NYG 13,3,7,Deuce McAllister right guard for 1 yard (tackle by Osi Umenyiora and Brandon Short),4.710,4.220
2,13:56,2,9,NYG 12,3,7,Deuce McAllister right guard for 4 yards (tackle by Antonio Pierce and Brandon Short),4.220,4.100
2,13:14,3,5,NYG 8,3,7,Drew Brees pass incomplete short right intended for Marques Colston (defended by Corey Webster),4.100,2.970
2,13:05,4,5,NYG 8,6,7,John Carney 26 yard field goal good,2.970,3.000
2,,,,NOR 30,6,7,"Billy Cundiff kicks off 60 yards, returned by Sinorice Moss for 19 yards (tackle by Aaron Stecker)",0.000,0.870
2,12:56,1,10,NYG 29,6,7,Tiki Barber left guard for 7 yards (tackle by Jay Bellamy and Josh Bullocks),0.870,1.270
2,12:23,2,3,NYG 36,6,7,Tiki Barber right guard for 4 yards (tackle by Charles Grant),1.270,1.600
2,11:41,1,10,NYG 40,6,7,Tiki Barber left tackle for no gain (tackle by Antwan Lake and Scott Fujita),1.600,1.050
2,10:55,2,10,NYG 40,6,7,Eli Manning pass incomplete short left intended for Jim Finn,1.050,0.370
2,10:46,3,10,NYG 40,6,7,Eli Manning pass incomplete short left intended for Tim Carter,0.370,-0.720
2,10:40,4,10,NYG 40,6,7,"Jeff Feagles punts 49 yards, returned by Reggie Bush for no gain",-0.720,0.370
2,10:30,1,10,NOR 11,6,7,Reggie Bush left end for 17 yards (tackle by Will Demps),-0.370,0.810
2,10:04,1,10,NOR 28,6,7,Drew Brees pass incomplete short right intended for Mike Karney,0.810,0.260
2,9:52,2,10,NOR 28,6,7,Reggie Bush left tackle for 7 yards (tackle by Sam Madison),0.260,0.500
2,9:10,3,3,NOR 35,6,7,Reggie Bush left guard for 7 yards (tackle by Fred Robbins and Gibril Wilson),0.500,1.730
2,8:36,1,10,NOR 42,6,7,Reggie Bush left guard for 2 yards (tackle by Will Demps),1.730,1.460
2,7:56,2,8,NOR 44,6,7,Reggie Bush left end for 10 yards (tackle by Gerris Wilkinson),1.460,2.520
2,7:09,1,10,NYG 46,6,7,Drew Brees pass incomplete deep middle intended for Terrance Copper,2.520,1.980
2,6:59,2,10,NYG 46,6,7,Reggie Bush left tackle for 5 yards (tackle by Michael Strahan),1.980,1.950
2,6:20,3,5,NYG 41,6,7,Drew Brees middle for 3 yards (tackle by Mathias Kiwanuka and Fred Robbins),1.950,0.720
2,5:40,4,2,NYG 38,6,7,Deuce McAllister left tackle for 2 yards (tackle by Carlos Emmons),0.720,3.180
2,5:01,1,10,NYG 36,6,7,Reggie Bush right end for 10 yards (tackle by R.W. McQuarters),3.180,3.840
2,4:35,1,10,NYG 26,6,7,Reggie Bush left end for 1 yard (tackle by Osi Umenyiora),3.840,3.430
2,3:57,2,9,NYG 25,6,7,Drew Brees pass complete short middle to Deuce McAllister for 11 yards (tackle by Gerris Wilkinson),3.430,4.650
2,3:21,1,10,NYG 14,6,7,Reggie Bush right end for 10 yards (tackle by Gibril Wilson),4.650,6.280
2,3:09,1,4,NYG 4,6,7,"Reggie Bush middle for 1 yard (tackle by Gibril Wilson and Brandon Short). Penalty on Fred Robbins: Defensive Holding, 2 yards (no play)",6.280,6.740
2,2:54,1,2,NYG 2,6,7,Deuce McAllister middle for 1 yard (tackle by Brandon Short and Gibril Wilson),6.740,5.910
2,2:16,2,1,NYG 1,6,7,Deuce McAllister left end for -1 yards (tackle by Will Demps),5.910,4.950
2,2:00,3,2,NYG 2,6,7,Drew Brees pass incomplete short right intended for Marques Colston (defended by Michael Strahan),4.950,3.250
2,1:56,4,2,NYG 2,12,7,"Drew Brees pass complete short left to Marques Colston for 2 yards, touchdown",3.250,7.000
2,,,,NYG 2,13,7,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,13,7,"Billy Cundiff kicks off 56 yards, returned by Sinorice Moss for 17 yards (tackle by Steve Gleason)",0.000,1.000
2,1:47,1,10,NYG 31,13,7,Tiki Barber right end for 11 yards (tackle by Scott Shanle),1.000,1.730
2,1:41,1,10,NYG 42,13,7,Eli Manning pass incomplete deep middle intended for Jeremy Shockey,1.730,1.190
2,1:36,2,10,NYG 42,13,7,Eli Manning pass complete short left to Tiki Barber for 4 yards (tackle by Jason Craft),1.190,1.030
2,1:16,3,6,NYG 46,13,7,Eli Manning pass complete short right to Jeremy Shockey for 4 yards (tackle by Jay Bellamy),1.030,-0.060
2,0:49,,,,13,7,Timeout #3 by New Orleans Saints,0.000,-0.060
2,0:49,4,2,NYG 50,13,7,Eli Manning pass incomplete short right intended for Jeremy Shockey,-0.060,-2.260
2,0:44,1,10,NYG 50,13,7,Drew Brees pass complete short left to Marques Colston for 4 yards (tackle by Antonio Pierce),2.260,2.250
2,0:19,2,6,NYG 46,13,7,Drew Brees pass incomplete short middle intended for Marques Colston,2.250,1.550
2,0:14,3,6,NYG 46,13,7,Drew Brees pass incomplete short right intended for Billy Miller,1.550,0.200
2,0:07,4,6,NYG 46,13,7,Drew Brees pass complete short middle to Reggie Bush for 15 yards (tackle by R.W. McQuarters),0.200,1.530
Quarter,Time,Down,ToGo,Location,NOR,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,13,7,"Jay Feely kicks off 65 yards, returned by Michael Lewis for 37 yards (tackle by Kevin Dockery)",0.000,1.730
3,14:53,1,10,NOR 42,13,7,Reggie Bush right end for 5 yards (tackle by Antonio Pierce and Will Demps),1.730,1.860
3,14:10,2,5,NOR 47,13,7,Deuce McAllister right guard for 10 yards (tackle by Will Demps),1.860,2.720
3,13:34,1,10,NYG 43,13,7,Drew Brees pass complete short right to Aaron Stecker for 2 yards (tackle by Will Demps),2.720,2.450
3,13:04,2,8,NYG 41,13,7,Deuce McAllister left guard for 5 yards (tackle by Brandon Short and Michael Strahan),2.450,2.410
3,12:29,3,3,NYG 36,13,7,Drew Brees sacked by Osi Umenyiora for -9 yards,2.410,0.270
3,12:06,4,12,NYG 45,13,7,"Steve Weatherford punts 45 yards, touchback",0.270,-0.280
3,11:50,1,10,NYG 20,13,7,Tiki Barber right guard for 6 yards (tackle by Brian Young and Willie Whitehead),0.280,0.540
3,11:16,2,4,NYG 26,13,7,Eli Manning sacked by Scott Fujita for -6 yards,0.540,-0.960
3,10:32,,,,13,7,Timeout #1 by New York Giants,0.000,-0.960
3,10:32,3,10,NYG 20,13,7,Eli Manning pass incomplete deep right intended for Plaxico Burress,-0.960,-2.030
3,10:24,4,10,NYG 20,13,7,"Jeff Feagles punts 38 yards, returned by Michael Lewis for 7 yards (tackle by David Tyree)",-2.030,-2.190
3,10:14,1,10,NOR 49,13,7,Reggie Bush right guard for 4 yards (tackle by Osi Umenyiora),2.190,2.190
3,9:39,2,6,NYG 47,13,7,Deuce McAllister middle for 5 yards (tackle by Michael Strahan),2.190,2.150
3,9:13,3,1,NYG 42,13,7,Drew Brees pass complete deep right to Terrance Copper for 40 yards (tackle by R.W. McQuarters),2.150,6.740
3,8:43,,,,13,7,Timeout #1 by New Orleans Saints,0.000,6.740
3,8:43,1,2,NYG 2,13,7,Deuce McAllister left tackle for 1 yard (tackle by Barry Cofield and Antonio Pierce),6.740,5.910
3,8:05,2,1,NYG 1,19,7,"Reggie Bush left end for 1 yard, touchdown",5.910,7.000
3,,,,NYG 2,20,7,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,20,7,"Billy Cundiff kicks off 58 yards, returned by Sinorice Moss for 21 yards (tackle by Josh Bullocks)",0.000,1.140
3,7:50,1,10,NYG 33,20,7,Tiki Barber middle for 7 yards (tackle by Josh Bullocks),1.140,1.540
3,7:22,2,3,NYG 40,20,7,"Eli Manning pass incomplete short left intended for Plaxico Burress. Penalty on Bob Whitfield: Unnecessary Roughness, 15 yards",1.540,-1.150
3,7:14,3,18,NYG 25,20,7,"Eli Manning pass complete short left to Tiki Barber for 6 yards (tackle by Fred Thomas and Scott Fujita). Penalty on Shaun O'Hara: Unnecessary Roughness, 15 yards",-1.150,-2.390
3,7:01,4,27,NYG 16,20,7,"Jeff Feagles punts 41 yards, returned by Reggie Bush for 8 yards (tackle by Ryan Kuehl)",-2.390,-2.320
,,,,,,,"NYG challenged the ruling, and the original play was overturned.",,
3,6:53,1,10,NYG 49,20,7,Drew Brees pass incomplete short left intended for Devery Henderson (defended by Osi Umenyiora),2.320,1.780
3,6:48,2,10,NYG 49,20,7,Reggie Bush left end for -2 yards (tackle by Fred Robbins),1.780,0.830
3,6:10,3,12,NOR 49,20,7,Reggie Bush middle for 6 yards (tackle by Antonio Pierce),0.830,0.270
3,5:36,4,6,NYG 45,20,7,"Steve Weatherford punts 45 yards, touchback",0.270,-0.280
3,5:25,1,10,NYG 20,20,7,Eli Manning pass incomplete short middle intended for Sinorice Moss,0.280,-0.270
3,5:04,2,10,NYG 20,20,7,Tiki Barber middle for 2 yards (tackle by Josh Bullocks and Charles Grant),-0.270,-0.690
3,4:44,3,8,NYG 22,20,7,Eli Manning pass incomplete short right intended for Jeremy Shockey,-0.690,-1.900
3,4:36,4,8,NYG 22,20,7,Jeff Feagles punts 40 yards,-1.900,-1.470
3,4:28,1,10,NOR 38,20,7,Deuce McAllister left guard for 3 yards (tackle by Mathias Kiwanuka and William Joseph),1.470,1.330
3,3:50,2,7,NOR 41,20,7,Reggie Bush left tackle for 4 yards (tackle by Carlos Emmons),1.330,1.160
3,3:29,3,3,NOR 45,20,7,Drew Brees pass complete short right to Mark Campbell for 8 yards (tackle by Gibril Wilson),1.160,2.460
3,2:56,1,10,NYG 47,20,7,Deuce McAllister middle for 7 yards (tackle by Will Demps and Antonio Pierce),2.460,2.860
3,2:19,2,3,NYG 40,20,7,"Deuce McAllister left end for 15 yards (tackle by Will Demps). Penalty on John Owens: Offensive Holding, 10 yards (no play)",2.860,1.510
3,1:52,2,13,NYG 50,20,7,Deuce McAllister right tackle for 13 yards (tackle by Brandon Short and R.W. McQuarters),1.510,3.120
3,1:07,1,10,NYG 37,20,7,Deuce McAllister right guard for 1 yard (tackle by Antonio Pierce),3.120,2.710
3,0:19,2,9,NYG 36,20,7,Reggie Bush left guard for 7 yards (tackle by Gibril Wilson),2.710,2.940
Quarter,Time,Down,ToGo,Location,NOR,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,NYG 29,20,7,Reggie Bush right end for 18 yards (tackle by Antonio Pierce),2.940,4.840
4,14:37,1,10,NYG 11,20,7,Reggie Bush right end for 2 yards (tackle by R.W. McQuarters),4.840,4.510
4,14:17,2,8,NYG 9,26,7,"Deuce McAllister middle for 9 yards, touchdown",4.510,7.000
4,,,,NYG 2,27,7,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,27,7,"Billy Cundiff kicks off 65 yards, returned by Sinorice Moss for 26 yards (tackle by Bryan Scott)",0.000,1.000
4,13:59,1,10,NYG 31,27,7,Tiki Barber left tackle for 2 yards (tackle by Jason Craft and Brian Young),1.000,0.730
4,13:37,2,8,NYG 33,27,7,"Eli Manning for no gain. Eli Manning fumbles, recovered by Charles Grant at NYG-24 (tackle by Kareem McKenzie)",0.730,-3.970
4,13:26,1,10,NYG 24,27,7,Deuce McAllister left end for 1 yard (tackle by Brandon Short),3.970,3.570
4,12:47,2,9,NYG 23,27,7,Deuce McAllister left tackle for 3 yards (tackle by Mathias Kiwanuka),3.570,3.270
4,12:08,3,6,NYG 20,27,7,Drew Brees pass incomplete deep middle intended for Jamal Jones (defended by R.W. McQuarters),3.270,2.150
4,11:57,4,6,NYG 20,30,7,John Carney 38 yard field goal good,2.150,3.000
4,,,,NOR 30,,,"Billy Cundiff kicks off 66 yards, returned by Sinorice Moss for 33 yards (tackle by Steve Gleason)",,
4,11:43,1,10,NYG 37,30,7,Eli Manning pass incomplete short left intended for Tiki Barber,1.400,0.860
4,11:38,2,10,NYG 37,30,7,Tiki Barber right tackle for 1 yard (tackle by Charles Grant and Antwan Lake),0.860,0.300
4,10:58,3,9,NYG 38,30,7,Eli Manning sacked by Scott Shanle for -9 yards,0.300,-1.440
4,10:29,4,18,NYG 29,30,7,"Jeff Feagles punts 37 yards, returned by Michael Lewis for 1 yard (tackle by James Butler)",-1.440,-1.270
4,10:18,1,10,NOR 35,30,7,Deuce McAllister left guard for 3 yards (tackle by Will Demps),1.270,1.130
4,9:39,2,7,NOR 38,30,7,Deuce McAllister left end for 1 yard (tackle by Carlos Emmons),1.130,0.560
4,8:49,3,6,NOR 39,30,7,Deuce McAllister middle for 5 yards (tackle by Antonio Pierce and Brandon Short),0.560,-0.460
4,8:04,4,1,NOR 44,30,7,Steve Weatherford punts 23 yards,-0.460,-1.140
4,7:54,1,10,NYG 33,30,7,Tiki Barber right end for 6 yards (tackle by Scott Fujita),1.140,1.400
4,7:35,2,4,NYG 39,30,7,Tiki Barber left tackle for 9 yards (tackle by Charles Grant),1.400,2.130
4,6:59,1,10,NYG 48,30,7,Eli Manning pass incomplete short middle intended for David Tyree,2.130,1.580
4,6:49,2,10,NYG 48,30,7,Eli Manning pass incomplete short left intended for Tim Carter,1.580,0.890
4,6:43,3,10,NYG 48,30,7,"Eli Manning pass incomplete short middle intended for David Tyree (defended by Antwan Lake). Penalty on Bob Whitfield: Unnecessary Roughness, 15 yards",0.890,-1.180
4,6:37,4,25,NYG 33,30,7,"Jeff Feagles punts 28 yards, fair catch by Michael Lewis",-1.180,-1.530
4,6:28,1,10,NOR 39,30,7,Deuce McAllister middle for 3 yards (tackle by Brandon Short),1.530,1.390
4,5:50,2,7,NOR 42,30,7,Deuce McAllister right end for 14 yards (tackle by R.W. McQuarters and Brandon Short),1.390,2.650
4,5:00,1,10,NYG 44,30,7,Deuce McAllister right tackle for 1 yard (tackle by Gibril Wilson and Barry Cofield),2.650,2.250
4,4:13,2,9,NYG 43,30,7,Deuce McAllister left tackle for 2 yards (tackle by Mathias Kiwanuka and Carlos Emmons),2.250,1.820
4,3:27,3,7,NYG 41,30,7,Deuce McAllister left tackle for 4 yards (tackle by Adrian Awasom),1.820,0.790
4,2:44,4,3,NYG 37,30,7,Deuce McAllister left guard for 1 yard (tackle by Adrian Awasom and Antonio Pierce),0.790,-1.330
4,2:35,1,10,NYG 36,30,7,Eli Manning pass incomplete short right intended for Sinorice Moss (defended by Charles Grant),1.330,0.790
4,2:32,2,10,NYG 36,30,7,Eli Manning pass incomplete deep left intended for Jeremy Shockey is intercepted by Fred Thomas at NOR-46 and returned for 9 yards,0.790,-2.590
4,2:19,1,10,NYG 45,30,7,Drew Brees kneels for -1 yards,2.590,1.910
4,2:00,2,11,NYG 46,30,7,Drew Brees kneels for -1 yards,1.910,1.090
4,1:20,3,12,NYG 47,30,7,Drew Brees kneels for -1 yards,1.090,0.070
4,0:37,4,13,NYG 48,30,7,Drew Brees kneels for -1 yards,0.070,-2.190
4,0:33,1,10,NYG 49,30,7,Jim Finn middle for 12 yards (tackle by Scott Fujita),2.190,2.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
