Quarter,Time,Down,ToGo,Location,GNB,NOR,Detail,EPB,EPA
1,9:12,1,15,GNB 21,0,7,Ahman Green right end for 7 yards (tackle by Charlie Clemons and Keyuo Craver),0.340,0.400
1,8:32,2,8,GNB 28,0,7,Brett Favre pass complete to Bubba Franks for 13 yards (tackle by Michael Hawthorne),0.400,1.660
1,8:01,1,10,GNB 41,0,7,Brett Favre pass complete to Donald Driver for 7 yards (tackle by Ken Irvin),1.660,2.070
1,7:23,2,3,GNB 48,0,7,Ahman Green right guard for 1 yard (tackle by Grady Jackson),2.070,1.490
1,6:42,3,2,GNB 49,0,7,"Brett Favre pass complete to Terry Glenn for 12 yards (tackle by Keyuo Craver). Penalty on Mike Wahle: Offensive Holding, 10 yards (no play)",1.490,0.170
1,6:11,3,12,GNB 39,0,7,Brett Favre pass complete to Ahman Green for 17 yards (tackle by Darrin Smith),0.170,2.650
1,5:29,1,10,NOR 44,0,7,Ahman Green right guard for 2 yards (tackle by Darrin Smith),2.650,2.380
1,4:50,2,8,NOR 42,0,7,Brett Favre pass incomplete intended for David Martin (defended by Ken Irvin),2.380,1.690
1,4:45,3,8,NOR 42,0,7,Brett Favre pass incomplete intended for Javon Walker is intercepted by Darrin Smith at NOR-31 and returned for 17 yards,1.690,-2.130
1,4:36,1,10,NOR 48,0,7,Deuce McAllister right guard for 2 yards (tackle by Nate Wayne),2.130,1.850
1,4:04,2,8,,0,7,Aaron Brooks pass incomplete intended for Jerome Pathon,1.850,1.160
1,3:59,3,8,,0,7,Aaron Brooks pass complete to Jerome Pathon for 7 yards (tackle by Antuan Edwards),1.160,0.400
1,3:09,4,1,GNB 43,0,7,"Penalty on NOR: Delay of Game, 5 yards (no play)",0.400,0.070
1,3:06,4,6,GNB 48,0,7,"Toby Gowin punts 48 yards, touchback",0.070,-0.280
1,2:54,1,10,GNB 20,0,7,Ahman Green right tackle for 2 yards (tackle by Darren Howard and Norman Hand),0.280,0.000
1,2:13,2,8,GNB 22,0,7,"Brett Favre pass complete to Robert Ferguson for 12 yards (tackle by Michael Hawthorne). Penalty on Mike Wahle: Unnecessary Roughness, 15 yards",0.000,0.150
1,1:44,1,10,GNB 19,0,7,Ahman Green right end for 8 yards (tackle by Keyuo Craver and Charlie Clemons),0.150,0.750
1,1:02,2,2,GNB 27,0,7,Ahman Green left end for 2 yards (tackle by Charlie Clemons and Sedrick Hodge),0.750,0.870
1,0:19,2,2,GNB 27,,,Timeout #1 by Green Bay Packers,0.750,0.870
1,0:18,1,10,GNB 29,0,7,Brett Favre pass incomplete (defended by Norman Hand),0.870,0.330
1,0:10,2,10,GNB 29,0,7,Ahman Green right guard for 9 yards (tackle by Jay Bellamy),0.330,0.830
Quarter,Time,Down,ToGo,Location,GNB,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,GNB 38,0,7,Ahman Green right guard for 14 yards (tackle by Michael Hawthorne and Jay Bellamy),0.830,2.390
2,14:21,1,10,NOR 48,0,7,Ahman Green left guard for no gain (tackle by Grady Jackson and Darrin Smith),2.390,1.850
2,13:42,2,10,NOR 48,0,7,"Penalty on Darren Howard: Defensive Offside, 5 yards (no play)",1.850,2.520
2,13:33,2,5,NOR 43,0,7,Brett Favre pass complete to Terry Glenn for 14 yards (tackle by Darrin Smith and Michael Hawthorne),2.520,3.640
2,13:02,1,10,NOR 29,0,7,Ahman Green left guard for 6 yards (tackle by Grady Jackson),3.640,3.910
2,12:27,2,4,NOR 23,0,7,Ahman Green right tackle for 6 yards (tackle by Grady Jackson and Darrin Smith),3.910,4.440
2,11:42,1,10,NOR 17,0,7,Brett Favre pass complete to David Martin for -1 yards (tackle by Darrin Smith),4.440,3.720
2,11:00,2,11,NOR 18,0,7,Brett Favre pass complete to Rondell Mealey for 9 yards (tackle by Sedrick Hodge),3.720,4.570
2,10:33,3,2,NOR 9,0,7,Brett Favre pass incomplete intended for Javon Walker (defended by Sammy Knight),4.570,2.950
2,10:28,4,2,NOR 9,3,7,Ryan Longwell 27 yard field goal good,2.950,3.000
2,10:28,,,GNB 30,3,7,"Ryan Longwell kicks off 64 yards, returned by Michael Lewis for 28 yards (tackle by Matt Bowen)",0.000,1.200
2,10:17,1,10,NOR 34,3,7,Deuce McAllister left tackle for 11 yards (tackle by Antuan Edwards and Darren Sharper),1.200,1.930
2,9:45,1,10,NOR 45,3,7,Deuce McAllister left guard for -1 yards (tackle by Hardy Nickerson),1.930,1.250
2,9:09,2,11,NOR 44,3,7,Deuce McAllister right guard for 6 yards (tackle by Hardy Nickerson and Antuan Edwards),1.250,1.360
2,8:29,3,5,,3,7,Aaron Brooks pass incomplete intended for Deuce McAllister,1.360,-0.060
2,8:20,4,5,,3,7,"Toby Gowin punts 34 yards, returned by Darrien Gordon for no gain",-0.060,0.140
2,8:12,1,10,GNB 16,3,7,"Ahman Green right tackle for 5 yards (tackle by Charlie Clemons). Ahman Green fumbles (forced by Charlie Clemons), recovered by Sedrick Hodge at GNB-21 (tackle by Chad Clifton)",-0.140,-4.170
2,8:05,1,10,GNB 21,3,7,Deuce McAllister left end for 3 yards (tackle by Hardy Nickerson and Vonnie Holliday),4.170,4.040
2,7:21,2,7,GNB 18,3,7,Aaron Brooks pass complete to Joe Horn for 14 yards (tackle by Antuan Edwards),4.040,6.280
2,6:47,1,4,GNB 4,3,7,Deuce McAllister right guard for no gain (tackle by Billy Lyon and Nate Wayne),6.280,5.340
2,6:04,1,4,GNB 4,,,Timeout #2 by New Orleans Saints,6.280,5.340
2,6:04,2,4,GNB 4,3,7,Terrelle Smith right guard for -1 yards (tackle by Vonnie Holliday and Nate Wayne),5.340,4.260
2,5:19,3,5,GNB 5,3,13,"Aaron Brooks pass complete to Jerome Pathon for 5 yards, touchdown",4.260,7.000
2,5:19,,,GNB 5,3,14,John Carney kicks extra point good,0.000,0.000
2,5:19,,,NOR 30,3,14,"John Carney kicks off 68 yards, returned by Najeh Davenport for 17 yards (tackle by Fred McAfee)",0.000,0.150
2,5:06,1,10,GNB 19,3,14,"Brett Favre pass incomplete. Penalty on Brett Favre: Intentional Grounding, 13 yards",0.150,-1.730
2,5:00,2,23,GNB 6,3,14,Brett Favre pass incomplete intended for Terry Glenn,-1.730,-2.940
2,4:55,3,23,GNB 6,3,14,Ahman Green middle for 4 yards (tackle by Grady Jackson and Charlie Clemons),-2.940,-2.490
2,4:21,4,19,GNB 10,3,14,"Josh Bidwell punts 57 yards, returned by Michael Lewis for 17 yards (tackle by Torrance Marshall). Michael Lewis fumbles (forced by Torrance Marshall), recovered by James Allen at GNB-49",-2.490,-2.320
2,4:01,1,10,GNB 49,3,14,Aaron Brooks pass incomplete intended for Jerome Pathon is intercepted by Mike McKenzie at GNB-24. Penalty on LeCharles Bentley: Offensive Holding (Declined),2.320,-0.540
2,3:56,1,10,GNB 24,3,14,Brett Favre pass incomplete intended for Bubba Franks,0.540,0.000
2,3:51,2,10,GNB 24,3,14,Brett Favre pass incomplete (defended by Charles Grant),0.000,-0.690
2,3:44,3,10,GNB 24,3,14,Brett Favre sacked by Willie Whitehead for -8 yards,-0.690,-2.390
2,3:32,4,18,GNB 16,3,14,"Josh Bidwell punts 50 yards, returned by Michael Lewis for 14 yards (tackle by David Martin)",-2.390,-2.130
2,3:19,1,10,NOR 48,3,14,Aaron Brooks pass complete to Joe Horn for 9 yards (tackle by Antuan Edwards),2.130,2.800
2,2:59,2,1,GNB 43,3,14,Deuce McAllister right tackle for 9 yards (tackle by Nate Wayne and Darren Sharper),2.800,3.310
2,2:20,1,10,GNB 34,3,14,Aaron Brooks pass incomplete intended for Joe Horn (defended by Antuan Edwards),3.310,2.770
2,2:13,1,10,GNB 34,,,Timeout #2 by Green Bay Packers,3.310,2.770
2,2:13,2,10,GNB 34,3,20,"Aaron Brooks pass complete to Donte' Stallworth for 34 yards, touchdown",2.770,7.000
2,2:13,,,GNB 34,3,21,John Carney kicks extra point good,0.000,0.000
2,2:13,,,NOR 30,3,21,"John Carney kicks off 71 yards, returned by Javon Walker for 25 yards (tackle by Fakhir Brown)",0.000,0.540
2,1:57,1,10,GNB 24,3,21,Brett Favre pass complete to Donald Driver for 9 yards (tackle by Michael Hawthorne),0.540,1.210
2,1:52,2,1,GNB 33,3,21,Brett Favre pass complete to Ahman Green for no gain,1.210,0.500
2,1:25,3,1,GNB 33,3,21,Brett Favre pass incomplete intended for Javon Walker,0.500,-1.180
2,1:20,4,1,GNB 33,3,21,"Josh Bidwell punts 50 yards, returned by Michael Lewis for 1 yard (tackle by Karsten Bailey)",-1.180,-0.040
2,1:11,1,10,NOR 18,3,21,Aaron Brooks pass complete to Joe Horn for 33 yards (tackle by Tyrone Williams and Na'il Diggs),0.040,2.320
2,0:59,1,10,NOR 18,,,Timeout #3 by New Orleans Saints,0.040,2.320
2,0:59,1,10,GNB 49,3,21,Aaron Brooks pass incomplete is intercepted by Darren Sharper at GNB-42 and returned for 44 yards,2.320,-4.650
2,0:48,1,10,NOR 14,9,21,"Brett Favre pass complete to Terry Glenn for 14 yards, touchdown",4.650,7.000
2,0:48,,,NOR 14,10,21,Ryan Longwell kicks extra point good,0.000,0.000
2,0:48,,,GNB 30,10,21,"Ryan Longwell kicks off 63 yards, returned by Michael Lewis for no gain. Michael Lewis fumbles, recovered by Michael Lewis at NOR-11",0.000,-0.370
2,0:30,1,10,NOR 11,10,21,Aaron Brooks kneels for -1 yards,-0.370,-0.850
Quarter,Time,Down,ToGo,Location,GNB,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,10,21,"John Carney kicks off 58 yards, returned by Javon Walker for 13 yards (tackle by Fred McAfee). Penalty on Roger Knight: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,15:00,,,NOR 25,10,21,"John Carney kicks off 66 yards, returned by Javon Walker for 21 yards (tackle by Fred McAfee)",0.000,0.940
3,14:49,1,10,GNB 30,10,21,Ahman Green right guard for 3 yards (tackle by Charles Grant),0.940,0.800
3,14:10,2,7,GNB 33,10,21,Brett Favre pass incomplete intended for Javon Walker (defended by Ken Irvin),0.800,0.100
3,14:04,3,7,GNB 33,10,27,"Brett Favre pass complete to Terry Glenn for 5 yards (tackle by Fakhir Brown). Terry Glenn fumbles (forced by Fakhir Brown), recovered by Keyuo Craver at GNB-38 and returned for 38 yards, touchdown",0.100,-7.000
3,14:04,3,7,GNB 33,10,28,Penalty on GNB: Illegal Formation (Declined),0.100,0.000
3,13:53,,,GNB 33,10,28,John Carney kicks extra point good,0.000,0.000
3,13:53,,,NOR 30,10,28,"John Carney kicks off 64 yards, returned by Javon Walker for 16 yards (tackle by James Allen)",0.000,0.410
3,13:46,1,10,GNB 22,10,28,Brett Favre pass complete to Ahman Green for 10 yards (tackle by Darrin Smith),0.410,1.070
3,13:05,1,10,GNB 32,10,28,"Brett Favre pass incomplete. Penalty on Brett Favre: Intentional Grounding, 15 yards",1.070,-1.640
3,13:00,2,25,GNB 17,10,28,Brett Favre pass complete to Ahman Green for 7 yards (tackle by Sedrick Hodge),-1.640,-1.220
3,12:36,3,18,GNB 24,10,28,Brett Favre for 13 yards. Penalty on Mike Wahle: Offensive Holding (Declined),-1.220,-0.910
3,12:16,4,5,GNB 37,10,28,"Josh Bidwell punts 56 yards, returned by Michael Lewis for 12 yards (tackle by Tod McBride)",-0.910,-0.150
3,12:03,1,10,NOR 19,10,28,Deuce McAllister right guard for 2 yards (tackle by Nate Wayne and Hardy Nickerson),0.150,-0.060
3,11:29,2,8,NOR 21,10,28,Deuce McAllister right guard for 2 yards (tackle by Darren Sharper),-0.060,-0.550
3,10:53,3,6,NOR 23,10,28,Aaron Brooks pass complete to Donte' Stallworth for 8 yards (tackle by Tyrone Williams),-0.550,1.000
3,10:14,1,10,NOR 31,10,28,Deuce McAllister right guard for no gain (tackle by Nate Wayne and Antuan Edwards),1.000,0.460
3,9:37,2,10,NOR 31,10,28,"Aaron Brooks pass complete to Deuce McAllister for 6 yards (tackle by Hardy Nickerson). Penalty on Kendyl Jacox: Ineligible Downfield Pass, 5 yards (no play)",0.460,-0.220
3,9:07,2,15,NOR 26,10,28,Aaron Brooks pass complete to David Sloan for 20 yards (tackle by Na'il Diggs),-0.220,1.990
3,8:29,1,10,NOR 46,10,28,Aaron Brooks for 4 yards (tackle by Nate Wayne),1.990,1.990
3,8:06,2,6,,10,28,"Deuce McAllister left tackle for 50 yards. Penalty on David Sloan: Offensive Holding, 10 yards (no play)",1.990,0.640
3,7:56,2,16,NOR 40,10,28,James Fenderson left tackle for 11 yards (tackle by Nate Wayne),0.640,1.420
3,7:13,3,5,GNB 49,10,28,Aaron Brooks pass complete to Donte' Stallworth for 10 yards (tackle by Tyrone Williams),1.420,2.980
3,6:40,1,10,GNB 39,10,28,Deuce McAllister left guard for 1 yard (tackle by Vonnie Holliday and Na'il Diggs),2.980,2.580
3,5:56,2,9,GNB 38,10,28,Aaron Brooks pass complete to Terrelle Smith for 3 yards (tackle by Tyrone Williams),2.580,2.280
3,5:14,3,6,GNB 35,10,28,Aaron Brooks pass complete to Joe Horn for 14 yards (tackle by Mike McKenzie),2.280,4.170
3,4:43,1,10,GNB 21,10,28,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Mike McKenzie),4.170,3.630
3,4:36,2,10,GNB 21,10,28,Deuce McAllister left guard for 1 yard (tackle by Kabeer Gbaja-Biamila),3.630,3.070
3,3:52,3,9,GNB 20,10,28,Aaron Brooks pass complete to Terrelle Smith for -1 yards (tackle by Na'il Diggs),3.070,2.060
3,3:09,4,10,GNB 21,10,28,John Carney 39 yard field goal no good,2.060,-0.870
3,3:02,1,10,GNB 29,10,28,Ahman Green left tackle for 5 yards (tackle by Grady Jackson),0.870,1.000
3,2:24,2,5,GNB 34,10,28,Brett Favre pass complete to Ahman Green for 18 yards (tackle by Ken Irvin),1.000,2.390
3,2:01,1,10,NOR 48,10,28,Brett Favre pass complete to William Henderson for 12 yards (tackle by Sedrick Hodge),2.390,3.180
3,1:31,1,10,NOR 36,10,28,Brett Favre pass complete to Donald Driver for 9 yards (tackle by Michael Hawthorne and Sedrick Hodge). Penalty on Grady Jackson: Defensive Offside (Declined),3.180,3.850
3,1:17,2,1,NOR 27,10,28,Ahman Green right end for 1 yard (tackle by Sedrick Hodge and Sammy Knight),3.850,3.840
3,0:38,1,10,NOR 26,16,28,"Brett Favre pass complete to Donald Driver for 26 yards, touchdown",3.840,7.000
3,0:38,,,NOR 26,17,28,Ryan Longwell kicks extra point good,0.000,0.000
3,0:38,,,GNB 30,17,28,"Ryan Longwell kicks off 67 yards, returned by Michael Lewis for 25 yards (tackle by Kabeer Gbaja-Biamila). Penalty on Mel Mitchell: Offensive Holding, 10 yards",0.000,-0.350
3,0:25,1,10,NOR 12,17,28,Deuce McAllister right guard for 7 yards (tackle by Na'il Diggs and Tyrone Williams),-0.350,0.100
Quarter,Time,Down,ToGo,Location,GNB,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,NOR 19,17,28,Aaron Brooks pass incomplete intended for Joe Horn,0.100,-0.600
4,14:57,3,3,NOR 19,17,28,Aaron Brooks pass incomplete intended for Jerome Pathon,-0.600,-2.140
4,14:51,4,3,NOR 19,17,28,"Toby Gowin punts 46 yards, returned by Darrien Gordon for no gain",-2.140,-1.270
4,14:43,1,10,GNB 35,17,28,Brett Favre pass complete to Terry Glenn for 10 yards (tackle by Darrin Smith),1.270,1.930
4,14:02,1,10,GNB 45,17,28,"Ahman Green right guard for 4 yards (tackle by Sammy Knight). Penalty on Marco Rivera: Offensive Holding, 10 yards (no play)",1.930,1.270
4,13:38,1,20,GNB 35,17,28,Ahman Green right guard for 6 yards (tackle by Sammy Knight),1.270,0.840
4,13:01,2,14,GNB 41,17,28,Brett Favre pass incomplete intended for Javon Walker (defended by Sammy Knight),0.840,0.170
4,12:54,3,14,GNB 41,17,28,Brett Favre pass complete to Terry Glenn for 12 yards (tackle by Sammy Knight),0.170,0.130
4,12:08,4,2,NOR 47,17,28,"Brett Favre for no gain. Brett Favre fumbles, recovered by Charlie Clemons at GNB-48 (tackle by Brett Favre)",0.130,-2.390
4,12:04,1,10,GNB 48,17,28,"Aaron Brooks pass incomplete. Penalty on Aaron Brooks: Intentional Grounding, 9 yards",2.390,0.630
4,11:58,2,19,NOR 43,17,28,Aaron Brooks pass complete to Donte' Stallworth for 7 yards (tackle by Tyrone Williams),0.630,0.890
4,11:16,3,12,,17,28,Aaron Brooks sacked by Na'il Diggs for -6 yards,0.890,-0.460
4,10:43,4,18,NOR 44,17,28,"Toby Gowin punts 34 yards, out of bounds",-0.460,-0.410
4,10:34,1,10,GNB 22,17,28,Brett Favre pass complete to Ahman Green for 1 yard (tackle by Sedrick Hodge),0.410,0.000
4,9:55,2,9,GNB 23,17,28,Brett Favre pass complete to Rondell Mealey for -1 yards (tackle by Sedrick Hodge and Ken Irvin),0.000,-0.820
4,9:06,3,10,GNB 22,17,28,"Penalty on GNB: Delay of Game, 5 yards (no play)",-0.820,-1.680
4,8:48,3,15,GNB 17,17,28,"Brett Favre pass incomplete intended for Terry Glenn (defended by Keyuo Craver). Penalty on Michael Hawthorne: Illegal Use of Hands, 5 yards (no play)",-1.680,0.410
4,8:41,1,10,GNB 22,17,28,Brett Favre pass complete to David Martin for 5 yards (tackle by Darrin Smith and Michael Hawthorne),0.410,0.540
4,8:11,2,5,GNB 27,17,28,Brett Favre right guard for 2 yards (tackle by Norman Hand),0.540,0.100
4,7:31,3,3,GNB 29,17,28,Brett Favre pass complete to Terry Glenn for 7 yards (tackle by Keyuo Craver and Sammy Knight),0.100,1.330
4,6:50,1,10,GNB 36,17,28,Brett Favre pass complete to Javon Walker for 27 yards (tackle by Sammy Knight),1.330,3.120
4,6:07,1,10,NOR 37,17,28,Brett Favre pass incomplete intended for Robert Ferguson,3.120,2.570
4,6:02,2,10,NOR 37,17,28,Brett Favre pass complete to Terry Glenn for 12 yards (tackle by Jerry Wilson),2.570,3.910
4,5:24,1,10,NOR 25,17,28,Brett Favre pass complete to Terry Glenn for 8 yards (tackle by Ken Irvin),3.910,4.550
4,4:49,2,2,NOR 17,17,28,Brett Favre pass incomplete intended for Bubba Franks,4.550,3.850
4,4:40,3,2,NOR 17,17,28,Brett Favre pass incomplete intended for Bubba Franks (defended by Charlie Clemons),3.850,2.440
4,4:36,4,2,NOR 17,20,28,Ryan Longwell 36 yard field goal good,2.440,3.000
4,4:36,,,GNB 30,20,28,"Ryan Longwell kicks off 68 yards, returned by Michael Lewis for 25 yards (tackle by Paris Lenon)",0.000,0.740
4,4:24,1,10,NOR 27,20,28,Deuce McAllister left end for 6 yards (tackle by Rod Walker),0.740,1.010
4,3:40,2,4,NOR 33,20,28,Deuce McAllister right end for 62 yards (tackle by Tyrone Williams),1.010,6.060
4,2:47,1,5,GNB 5,20,28,Deuce McAllister left guard for 3 yards (tackle by Vonnie Holliday and Na'il Diggs),6.060,5.720
4,2:05,2,2,GNB 2,20,34,"Deuce McAllister left tackle for 2 yards, touchdown",5.720,7.000
4,2:05,,,GNB 2,20,35,John Carney kicks extra point good,0.000,0.000
4,2:05,,,NOR 30,20,35,"John Carney kicks off 68 yards, returned by Javon Walker for 14 yards (tackle by James Allen)",0.000,-0.140
4,2:05,2,2,GNB 2,,,Timeout #1 by New Orleans Saints,5.720,0.140
4,1:54,1,10,GNB 16,20,35,Brett Favre pass complete to Mike Wahle for 7 yards (tackle by Darrin Smith),-0.140,0.420
4,1:24,2,3,GNB 23,20,35,Brett Favre pass complete to Rondell Mealey for 2 yards (tackle by Darrin Smith),0.420,-0.200
4,1:12,2,3,GNB 23,,,Timeout #1 by Green Bay Packers,0.420,-0.200
4,1:07,3,1,GNB 25,20,35,Rondell Mealey right tackle for -1 yards (tackle by Jerry Wilson and Darrin Smith),-0.200,-1.770
4,1:02,3,1,GNB 25,,,Timeout #2 by Green Bay Packers,-0.200,-1.770
4,1:02,4,2,GNB 24,20,35,Brett Favre pass complete to Terry Glenn for -1 yards (tackle by Charlie Clemons),-1.770,-4.040
4,0:53,1,10,GNB 23,20,35,Aaron Brooks kneels for -1 yards,4.040,3.360
4,0:17,2,11,GNB 24,20,35,Aaron Brooks kneels for -1 yards,3.360,2.540
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
