#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NOR 32,11,5:41,68,Touchdown
2,1,4:36,NOR 48,3,1:42,4,Punt
3,2,10:23,NOR 34,4,2:11,16,Punt
4,2,8:05,GNB 21,5,2:53,21,Touchdown
5,2,4:01,GNB 49,1,0:05,0,Interception
6,2,3:19,NOR 48,4,1:16,52,Touchdown
7,2,1:11,NOR 18,2,0:23,33,Interception
8,2,0:40,NOR 11,1,0:40,-1,End of Half
9,3,12:03,NOR 19,15,9:01,60,Missed FG
10,3,0:31,NOR 12,3,0:48,7,Punt
11,4,12:04,GNB 48,3,1:30,-8,Punt
12,4,4:31,NOR 27,4,2:31,73,Touchdown
13,4,0:53,GNB 23,2,0:53,-2,End of Game
