Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Isiah Pacheco,KAN,8,40,0,1,15,1.9,25,3.1,1,8.0
Patrick Mahomes,KAN,3,20,0,1,18,6.0,2,0.7,0,
Jerick McKinnon,KAN,2,-2,0,1,-2,-1.0,0,0.0,0,
Clyde Edwards-Helaire,KAN,1,4,0,,1,1.0,3,3.0,1,1.0
Mecole Hardman,KAN,1,3,0,0,3,3.0,0,0.0,0,
Kadarius Toney,KAN,1,-3,0,,-3,-3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Javonte Williams,DEN,27,85,0,4,52,1.9,33,1.2,3,9.0
Russell Wilson,DEN,8,30,0,4,30,3.8,0,0.0,0,
Jaleel McLaughlin,DEN,4,33,0,2,17,4.3,16,4.0,1,4.0
Samaje Perine,DEN,1,5,0,0,3,3.0,2,2.0,0,
