#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DET 27,3,1:34,3,Punt
2,1,10:04,DET 21,3,1:12,9,Punt
3,1,3:06,DET 20,2,0:55,1,Interception
4,1,1:13,DET 26,4,1:19,24,Interception
5,2,8:36,DET 32,1,0:13,0,Interception
6,2,8:23,DET 34,11,5:33,66,Touchdown
7,2,0:27,DET 16,4,0:27,83,End of Half
8,3,8:35,,0,0:08,0,Fumble
9,3,5:52,DET 31,10,2:49,69,Touchdown
10,3,1:14,DET 10,5,1:20,39,Interception
11,4,11:05,DET 32,5,0:53,25,Downs
12,4,7:47,DET 20,5,1:07,6,Interception
13,4,2:58,DET 30,3,0:58,3,Punt
