#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:26,SDG 38,7,3:22,62,Touchdown
2,1,8:52,SDG 19,11,5:46,77,Field Goal
3,1,2:11,DET 17,3,0:58,17,Touchdown
4,2,14:54,SDG 49,11,6:18,47,Field Goal
5,2,2:50,SDG 21,8,2:23,79,Touchdown
6,3,15:00,SDG 15,13,6:25,85,Touchdown
7,3,8:27,DET 24,4,2:35,-3,Field Goal
8,3,3:03,SDG 39,3,1:49,4,Punt
9,4,14:54,SDG 34,6,3:49,35,Downs
10,4,10:12,SDG 43,3,2:25,1,Punt
11,4,6:40,DET 27,6,3:42,27,Touchdown
12,4,2:00,SDG 32,3,2:00,-2,End of Game
